Year,Dates,Documents,Links,StartDate,EndDate,DummyMeeting,Name,Group,Class,Size,FileType,Comments
1968,June 18 Meeting - 1968,"Supplement (507 KB PDF)",/monetarypolicy/files/FOMC19680618gbsup19680614.pdf,18-Jun-1968,18-Jun-1968,1,Supplement,Greenbook,Economic Information,507 KB ,PDF,""
1968,June 18 Meeting - 1968,"Bluebook (941 KB PDF)",/monetarypolicy/files/FOMC19680618bluebook19680614.pdf,18-Jun-1968,18-Jun-1968,1,Bluebook,Bluebook,Economic Information,941 KB ,PDF,""
1968,June 18 Meeting - 1968,"Agenda (53 KB PDF)",/monetarypolicy/files/FOMC19680618Agenda.pdf,18-Jun-1968,18-Jun-1968,1,Agenda,Agenda,Agenda,53 KB ,PDF,""
1968,June 18 Meeting - 1968,"Record of Policy Actions (355 KB PDF)",/monetarypolicy/files/fomcropa19680618.pdf,18-Jun-1968,18-Jun-1968,1,Record of Policy Actions,Minutes,Meeting Summary,355 KB ,PDF,""
1968,June 18 Meeting - 1968,"Minutes of Actions (126 KB PDF)",/monetarypolicy/files/fomcmoa19680618.pdf,18-Jun-1968,18-Jun-1968,1,Minutes of Actions,Minutes,Meeting Summary,126 KB PDF,PDF,""
1968,June 18 Meeting - 1968,"Memoranda of Discussion (3.63 MB PDF)",/monetarypolicy/files/fomcmod19680618.pdf,18-Jun-1968,18-Jun-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,3.63 MB PDF,PDF,""
1968,July 16 Meeting - 1968,"Greenbook (3.23 MB PDF)",/monetarypolicy/files/FOMC19680716greenbook19680710.pdf,16-Jul-1968,16-Jul-1968,1,Greenbook,Greenbook,Economic Information,3.23 MB ,PDF,""
1968,July 16 Meeting - 1968,"Supplement (327 KB PDF)",/monetarypolicy/files/FOMC19680716gbsup19680712.pdf,16-Jul-1968,16-Jul-1968,1,Supplement,Greenbook,Economic Information,327 KB ,PDF,""
1968,July 16 Meeting - 1968,"Bluebook (911 KB PDF)",/monetarypolicy/files/FOMC19680716bluebook19680712.pdf,16-Jul-1968,16-Jul-1968,1,Bluebook,Bluebook,Economic Information,911 KB ,PDF,""
1968,July 16 Meeting - 1968,"Agenda (66 KB PDF)",/monetarypolicy/files/FOMC19680716Agenda.pdf,16-Jul-1968,16-Jul-1968,1,Agenda,Agenda,Agenda,66 KB ,PDF,""
1968,July 16 Meeting - 1968,"Record of Policy Actions (617 KB PDF)",/monetarypolicy/files/fomcropa19680716.pdf,16-Jul-1968,16-Jul-1968,1,Record of Policy Actions,Minutes,Meeting Summary,617 KB ,PDF,""
1968,July 16 Meeting - 1968,"Minutes of Actions (231 KB PDF)",/monetarypolicy/files/fomcmoa19680716.pdf,16-Jul-1968,16-Jul-1968,1,Minutes of Actions,Minutes,Meeting Summary,231 KB PDF,PDF,""
1968,July 16 Meeting - 1968,"Memoranda of Discussion (3.95 MB PDF)",/monetarypolicy/files/fomcmod19680716.pdf,16-Jul-1968,16-Jul-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,3.95 MB PDF,PDF,""
1968,August 13 Meeting - 1968,"Greenbook (3.8 MB PDF)",/monetarypolicy/files/FOMC19680813greenbook19680807.pdf,13-Aug-1968,13-Aug-1968,1,Greenbook,Greenbook,Economic Information,3.8 MB ,PDF,""
1968,August 13 Meeting - 1968,"Supplement (300 KB PDF)",/monetarypolicy/files/FOMC19680813gbsup19680809.pdf,13-Aug-1968,13-Aug-1968,1,Supplement,Greenbook,Economic Information,300 KB ,PDF,""
1968,August 13 Meeting - 1968,"Bluebook (845 KB PDF)",/monetarypolicy/files/FOMC19680813bluebook19680809.pdf,13-Aug-1968,13-Aug-1968,1,Bluebook,Bluebook,Economic Information,845 KB ,PDF,""
1968,August 13 Meeting - 1968,"Agenda (52 KB PDF)",/monetarypolicy/files/FOMC19680813Agenda.pdf,13-Aug-1968,13-Aug-1968,1,Agenda,Agenda,Agenda,52 KB ,PDF,""
1968,August 13 Meeting - 1968,"Record of Policy Actions (369 KB PDF)",/monetarypolicy/files/fomcropa19680813.pdf,13-Aug-1968,13-Aug-1968,1,Record of Policy Actions,Minutes,Meeting Summary,369 KB ,PDF,""
1968,August 13 Meeting - 1968,"Minutes of Actions (132 KB PDF)",/monetarypolicy/files/fomcmoa19680813.pdf,13-Aug-1968,13-Aug-1968,1,Minutes of Actions,Minutes,Meeting Summary,132 KB PDF,PDF,""
1968,August 13 Meeting - 1968,"Memoranda of Discussion (3.59 MB PDF)",/monetarypolicy/files/fomcmod19680813.pdf,13-Aug-1968,13-Aug-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,3.59 MB PDF,PDF,""
1968,August 19 Conference Call - 1968,"Record of Policy Actions (115 KB PDF)",/monetarypolicy/files/fomcropa19680819.pdf,19-Aug-1968,19-Aug-1968,0,Record of Policy Actions,Minutes,Meeting Summary,115 KB ,PDF,""
1968,August 19 Conference Call - 1968,"Minutes of Actions (68 KB PDF)",/monetarypolicy/files/fomcmoa19680819.pdf,19-Aug-1968,19-Aug-1968,0,Minutes of Actions,Minutes,Meeting Summary,68 KB PDF,PDF,""
1968,August 19 Conference Call - 1968,"Memoranda of Discussion (608 KB PDF)",/monetarypolicy/files/fomcmod19680819.pdf,19-Aug-1968,19-Aug-1968,0,Memoranda of Discussion,Minutes,Meeting Summary,608 KB PDF,PDF,""
1968,September 10 Meeting - 1968,"Greenbook (3.67 MB PDF)",/monetarypolicy/files/FOMC19680910greenbook19680905.pdf,10-Sep-1968,10-Sep-1968,1,Greenbook,Greenbook,Economic Information,3.67 MB ,PDF,""
1968,September 10 Meeting - 1968,"Supplement (371 KB PDF)",/monetarypolicy/files/FOMC19680910gbsup19680909.pdf,10-Sep-1968,10-Sep-1968,1,Supplement,Greenbook,Economic Information,371 KB ,PDF,""
1968,September 10 Meeting - 1968,"Bluebook (787 KB PDF)",/monetarypolicy/files/FOMC19680910bluebook19680906.pdf,10-Sep-1968,10-Sep-1968,1,Bluebook,Bluebook,Economic Information,787 KB ,PDF,""
1968,September 10 Meeting - 1968,"Agenda (46 KB PDF)",/monetarypolicy/files/FOMC19680910Agenda.pdf,10-Sep-1968,10-Sep-1968,1,Agenda,Agenda,Agenda,46 KB ,PDF,""
1968,September 10 Meeting - 1968,"Record of Policy Actions (362 KB PDF)",/monetarypolicy/files/fomcropa19680910.pdf,10-Sep-1968,10-Sep-1968,1,Record of Policy Actions,Minutes,Meeting Summary,362 KB ,PDF,""
1968,September 10 Meeting - 1968,"Minutes of Actions (122 KB PDF)",/monetarypolicy/files/fomcmoa19680910.pdf,10-Sep-1968,10-Sep-1968,1,Minutes of Actions,Minutes,Meeting Summary,122 KB PDF,PDF,""
1968,September 10 Meeting - 1968,"Memoranda of Discussion (2.98 MB PDF)",/monetarypolicy/files/fomcmod19680910.pdf,10-Sep-1968,10-Sep-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,2.98 MB PDF,PDF,""
1968,October 8 Meeting - 1968,"Greenbook (3 MB PDF)",/monetarypolicy/files/FOMC19681008greenbook19681002.pdf,08-Oct-1968,08-Oct-1968,1,Greenbook,Greenbook,Economic Information,3 MB ,PDF,""
1968,October 8 Meeting - 1968,"Supplement (183 KB PDF)",/monetarypolicy/files/FOMC19681008gbsup19681004.pdf,08-Oct-1968,08-Oct-1968,1,Supplement,Greenbook,Economic Information,183 KB ,PDF,""
1968,October 8 Meeting - 1968,"Bluebook (761 KB PDF)",/monetarypolicy/files/FOMC19681008bluebook19681004.pdf,08-Oct-1968,08-Oct-1968,1,Bluebook,Bluebook,Economic Information,761 KB ,PDF,""
1968,October 8 Meeting - 1968,"Agenda (51 KB PDF)",/monetarypolicy/files/FOMC19681008Agenda.pdf,08-Oct-1968,08-Oct-1968,1,Agenda,Agenda,Agenda,51 KB ,PDF,""
1968,October 8 Meeting - 1968,"Record of Policy Actions (484 KB PDF)",/monetarypolicy/files/fomcropa19681008.pdf,08-Oct-1968,08-Oct-1968,1,Record of Policy Actions,Minutes,Meeting Summary,484 KB ,PDF,""
1968,October 8 Meeting - 1968,"Minutes of Actions (173 KB PDF)",/monetarypolicy/files/fomcmoa19681008.pdf,08-Oct-1968,08-Oct-1968,1,Minutes of Actions,Minutes,Meeting Summary,173 KB PDF,PDF,""
1968,October 8 Meeting - 1968,"Memoranda of Discussion (3.43 MB PDF)",/monetarypolicy/files/fomcmod19681008.pdf,08-Oct-1968,08-Oct-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,3.43 MB PDF,PDF,""
1968,October 29 Meeting - 1968,"Greenbook (2.95 MB PDF)",/monetarypolicy/files/FOMC19681029greenbook19681023.pdf,29-Oct-1968,29-Oct-1968,1,Greenbook,Greenbook,Economic Information,2.95 MB ,PDF,""
1968,October 29 Meeting - 1968,"Supplement (329 KB PDF)",/monetarypolicy/files/FOMC19681029gbsup19681025.pdf,29-Oct-1968,29-Oct-1968,1,Supplement,Greenbook,Economic Information,329 KB ,PDF,""
1968,October 29 Meeting - 1968,"Bluebook (828 KB PDF)",/monetarypolicy/files/FOMC19681029bluebook19681025.pdf,29-Oct-1968,29-Oct-1968,1,Bluebook,Bluebook,Economic Information,828 KB ,PDF,""
1968,October 29 Meeting - 1968,"Agenda (46 KB PDF)",/monetarypolicy/files/FOMC19681029Agenda.pdf,29-Oct-1968,29-Oct-1968,1,Agenda,Agenda,Agenda,46 KB ,PDF,""
1968,October 29 Meeting - 1968,"Record of Policy Actions (342 KB PDF)",/monetarypolicy/files/fomcropa19681029.pdf,29-Oct-1968,29-Oct-1968,1,Record of Policy Actions,Minutes,Meeting Summary,342 KB ,PDF,""
1968,October 29 Meeting - 1968,"Minutes of Actions (142 KB PDF)",/monetarypolicy/files/fomcmoa19681029.pdf,29-Oct-1968,29-Oct-1968,1,Minutes of Actions,Minutes,Meeting Summary,142 KB PDF,PDF,""
1968,October 29 Meeting - 1968,"Memoranda of Discussion (4.92 MB PDF)",/monetarypolicy/files/fomcmod19681029.pdf,29-Oct-1968,29-Oct-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,4.92 MB PDF,PDF,""
1968,November 26 Meeting - 1968,"Greenbook (3.29 MB PDF)",/monetarypolicy/files/FOMC19681126greenbook19681120.pdf,26-Nov-1968,26-Nov-1968,1,Greenbook,Greenbook,Economic Information,3.29 MB ,PDF,""
1968,November 26 Meeting - 1968,"Supplement (448 KB PDF)",/monetarypolicy/files/FOMC19681126gbsup19681122.pdf,26-Nov-1968,26-Nov-1968,1,Supplement,Greenbook,Economic Information,448 KB ,PDF,""
1968,November 26 Meeting - 1968,"Bluebook (938 KB PDF)",/monetarypolicy/files/FOMC19681126bluebook19681122.pdf,26-Nov-1968,26-Nov-1968,1,Bluebook,Bluebook,Economic Information,938 KB ,PDF,""
1968,November 26 Meeting - 1968,"Agenda (43 KB PDF)",/monetarypolicy/files/FOMC19681126Agenda.pdf,26-Nov-1968,26-Nov-1968,1,Agenda,Agenda,Agenda,43 KB ,PDF,""
1968,November 26 Meeting - 1968,"Record of Policy Actions (822 KB PDF)",/monetarypolicy/files/fomcropa19681126.pdf,26-Nov-1968,26-Nov-1968,1,Record of Policy Actions,Minutes,Meeting Summary,822 KB ,PDF,""
1968,November 26 Meeting - 1968,"Minutes of Actions (135 KB PDF)",/monetarypolicy/files/fomcmoa19681126.pdf,26-Nov-1968,26-Nov-1968,1,Minutes of Actions,Minutes,Meeting Summary,135 KB PDF,PDF,""
1968,November 26 Meeting - 1968,"Memoranda of Discussion (3.71 MB PDF)",/monetarypolicy/files/fomcmod19681126.pdf,26-Nov-1968,26-Nov-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,3.71 MB PDF,PDF,""
1968,December 17 Meeting - 1968,"Greenbook (3.3 MB PDF)",/monetarypolicy/files/FOMC19681217greenbook19681211.pdf,17-Dec-1968,17-Dec-1968,1,Greenbook,Greenbook,Economic Information,3.3 MB ,PDF,""
1968,December 17 Meeting - 1968,"Supplement (268 KB PDF)",/monetarypolicy/files/FOMC19681217gbsup19681213.pdf,17-Dec-1968,17-Dec-1968,1,Supplement,Greenbook,Economic Information,268 KB ,PDF,""
1968,December 17 Meeting - 1968,"Bluebook (876 KB PDF)",/monetarypolicy/files/FOMC19681217bluebook19681213.pdf,17-Dec-1968,17-Dec-1968,1,Bluebook,Bluebook,Economic Information,876 KB ,PDF,""
1968,December 17 Meeting - 1968,"Agenda (44 KB PDF)",/monetarypolicy/files/FOMC19681217Agenda.pdf,17-Dec-1968,17-Dec-1968,1,Agenda,Agenda,Agenda,44 KB ,PDF,""
1968,December 17 Meeting - 1968,"Record of Policy Actions (822 KB PDF)",/monetarypolicy/files/fomcropa19681217.pdf,17-Dec-1968,17-Dec-1968,1,Record of Policy Actions,Minutes,Meeting Summary,822 KB ,PDF,""
1968,December 17 Meeting - 1968,"Minutes of Actions (118 KB PDF)",/monetarypolicy/files/fomcmoa19681217.pdf,17-Dec-1968,17-Dec-1968,1,Minutes of Actions,Minutes,Meeting Summary,118 KB PDF,PDF,""
1968,December 17 Meeting - 1968,"Memoranda of Discussion (3.5 MB PDF)",/monetarypolicy/files/fomcmod19681217.pdf,17-Dec-1968,17-Dec-1968,1,Memoranda of Discussion,Minutes,Meeting Summary,3.5 MB PDF,PDF,""
1969,January 14 Meeting - 1969,"Greenbook (3.38 MB PDF)",/monetarypolicy/files/FOMC19690114greenbook19690108.pdf,14-Jan-1969,14-Jan-1969,1,Greenbook,Greenbook,Economic Information,3.38 MB ,PDF,""
1969,January 14 Meeting - 1969,"Supplement (317 KB PDF)",/monetarypolicy/files/FOMC19690114gbsup19690110.pdf,14-Jan-1969,14-Jan-1969,1,Supplement,Greenbook,Economic Information,317 KB ,PDF,""
1969,January 14 Meeting - 1969,"Bluebook (869 KB PDF)",/monetarypolicy/files/FOMC19690114bluebook19690110.pdf,14-Jan-1969,14-Jan-1969,1,Bluebook,Bluebook,Economic Information,869 KB ,PDF,""
1969,January 14 Meeting - 1969,"Agenda (49 KB PDF)",/monetarypolicy/files/FOMC19690114Agenda.pdf,14-Jan-1969,14-Jan-1969,1,Agenda,Agenda,Agenda,49 KB ,PDF,""
1969,January 14 Meeting - 1969,"Record of Policy Actions (451 KB PDF)",/monetarypolicy/files/fomcropa19690114.pdf,14-Jan-1969,14-Jan-1969,1,Record of Policy Actions,Minutes,Meeting Summary,451 KB ,PDF,""
1969,January 14 Meeting - 1969,"Minutes of Actions (125 KB PDF)",/monetarypolicy/files/fomcmoa19690114.pdf,14-Jan-1969,14-Jan-1969,1,Minutes of Actions,Minutes,Meeting Summary,125 KB PDF,PDF,""
1969,January 14 Meeting - 1969,"Memoranda of Discussion (3.13 MB PDF)",/monetarypolicy/files/fomcmod19690114.pdf,14-Jan-1969,14-Jan-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,3.13 MB PDF,PDF,""
1969,February 4 Meeting - 1969,"Greenbook (3.79 MB PDF)",/monetarypolicy/files/FOMC19690204greenbook19690129.pdf,04-Feb-1969,04-Feb-1969,1,Greenbook,Greenbook,Economic Information,3.79 MB ,PDF,""
1969,February 4 Meeting - 1969,"Supplement (151 KB PDF)",/monetarypolicy/files/FOMC19690204gbsup19690131.pdf,04-Feb-1969,04-Feb-1969,1,Supplement,Greenbook,Economic Information,151 KB ,PDF,""
1969,February 4 Meeting - 1969,"Bluebook (781 KB PDF)",/monetarypolicy/files/FOMC19690204bluebook19690131.pdf,04-Feb-1969,04-Feb-1969,1,Bluebook,Bluebook,Economic Information,781 KB ,PDF,""
1969,February 4 Meeting - 1969,"Agenda (45 KB PDF)",/monetarypolicy/files/FOMC19690204Agenda.pdf,04-Feb-1969,04-Feb-1969,1,Agenda,Agenda,Agenda,45 KB ,PDF,""
1969,February 4 Meeting - 1969,"Record of Policy Actions (351 KB PDF)",/monetarypolicy/files/fomcropa19690204.pdf,04-Feb-1969,04-Feb-1969,1,Record of Policy Actions,Minutes,Meeting Summary,351 KB ,PDF,""
1969,February 4 Meeting - 1969,"Minutes of Actions (128 KB PDF)",/monetarypolicy/files/fomcmoa19690204.pdf,04-Feb-1969,04-Feb-1969,1,Minutes of Actions,Minutes,Meeting Summary,128 KB PDF,PDF,""
1969,February 4 Meeting - 1969,"Memoranda of Discussion (3.92 MB PDF)",/monetarypolicy/files/fomcmod19690204.pdf,04-Feb-1969,04-Feb-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,3.92 MB PDF,PDF,""
1969,March 4 Meeting - 1969,"Greenbook (3.09 MB PDF)",/monetarypolicy/files/FOMC19690304greenbook19690226.pdf,04-Mar-1969,04-Mar-1969,1,Greenbook,Greenbook,Economic Information,3.09 MB ,PDF,""
1969,March 4 Meeting - 1969,"Supplement (870 KB PDF)",/monetarypolicy/files/FOMC19690304gbsup19690228.pdf,04-Mar-1969,04-Mar-1969,1,Supplement,Greenbook,Economic Information,870 KB ,PDF,""
1969,March 4 Meeting - 1969,"Bluebook (780 KB PDF)",/monetarypolicy/files/FOMC19690304bluebook19690228.pdf,04-Mar-1969,04-Mar-1969,1,Bluebook,Bluebook,Economic Information,780 KB ,PDF,""
1969,March 4 Meeting - 1969,"Agenda (155 KB PDF)",/monetarypolicy/files/FOMC19690304Agenda.pdf,04-Mar-1969,04-Mar-1969,1,Agenda,Agenda,Agenda,155 KB ,PDF,""
1969,March 4 Meeting - 1969,"Record of Policy Actions (565 KB PDF)",/monetarypolicy/files/fomcropa19690304.pdf,04-Mar-1969,04-Mar-1969,1,Record of Policy Actions,Minutes,Meeting Summary,565 KB ,PDF,""
1969,March 4 Meeting - 1969,"Minutes of Actions (807 KB PDF)",/monetarypolicy/files/fomcmoa19690304.pdf,04-Mar-1969,04-Mar-1969,1,Minutes of Actions,Minutes,Meeting Summary,807 KB PDF,PDF,""
1969,March 4 Meeting - 1969,"Memoranda of Discussion (4.28 MB PDF)",/monetarypolicy/files/fomcmod19690304.pdf,04-Mar-1969,04-Mar-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,4.28 MB PDF,PDF,""
1969,April 1 Meeting - 1969,"Greenbook (4.09 MB PDF)",/monetarypolicy/files/FOMC19690401greenbook19690326.pdf,01-Apr-1969,01-Apr-1969,1,Greenbook,Greenbook,Economic Information,4.09 MB ,PDF,""
1969,April 1 Meeting - 1969,"Supplement (510 KB PDF)",/monetarypolicy/files/FOMC19690401gbsup19690328.pdf,01-Apr-1969,01-Apr-1969,1,Supplement,Greenbook,Economic Information,510 KB ,PDF,""
1969,April 1 Meeting - 1969,"Bluebook (931 KB PDF)",/monetarypolicy/files/FOMC19690401bluebook19690328.pdf,01-Apr-1969,01-Apr-1969,1,Bluebook,Bluebook,Economic Information,931 KB ,PDF,""
1969,April 1 Meeting - 1969,"Agenda (46 KB PDF)",/monetarypolicy/files/FOMC19690401Agenda.pdf,01-Apr-1969,01-Apr-1969,1,Agenda,Agenda,Agenda,46 KB ,PDF,""
1969,April 1 Meeting - 1969,"Record of Policy Actions (416 KB PDF)",/monetarypolicy/files/fomcropa19690401.pdf,01-Apr-1969,01-Apr-1969,1,Record of Policy Actions,Minutes,Meeting Summary,416 KB ,PDF,""
1969,April 1 Meeting - 1969,"Minutes of Actions (137 KB PDF)",/monetarypolicy/files/fomcmoa19690401.pdf,01-Apr-1969,01-Apr-1969,1,Minutes of Actions,Minutes,Meeting Summary,137 KB PDF,PDF,""
1969,April 1 Meeting - 1969,"Memoranda of Discussion (4.16 MB PDF)",/monetarypolicy/files/fomcmod19690401.pdf,01-Apr-1969,01-Apr-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,4.16 MB PDF,PDF,""
1969,April 29 Meeting - 1969,"Greenbook (3.7 MB PDF)",/monetarypolicy/files/FOMC19690429greenbook19690423.pdf,29-Apr-1969,29-Apr-1969,1,Greenbook,Greenbook,Economic Information,3.7 MB ,PDF,""
1969,April 29 Meeting - 1969,"Supplement (583 KB PDF)",/monetarypolicy/files/FOMC19690429gbsup19690425.pdf,29-Apr-1969,29-Apr-1969,1,Supplement,Greenbook,Economic Information,583 KB ,PDF,""
1969,April 29 Meeting - 1969,"Bluebook (756 KB PDF)",/monetarypolicy/files/FOMC19690429bluebook19690425.pdf,29-Apr-1969,29-Apr-1969,1,Bluebook,Bluebook,Economic Information,756 KB ,PDF,""
1969,April 29 Meeting - 1969,"Agenda (50 KB PDF)",/monetarypolicy/files/FOMC19690429Agenda.pdf,29-Apr-1969,29-Apr-1969,1,Agenda,Agenda,Agenda,50 KB ,PDF,""
1969,April 29 Meeting - 1969,"Record of Policy Actions (457 KB PDF)",/monetarypolicy/files/fomcropa19690429.pdf,29-Apr-1969,29-Apr-1969,1,Record of Policy Actions,Minutes,Meeting Summary,457 KB ,PDF,""
1969,April 29 Meeting - 1969,"Minutes of Actions (133 KB PDF)",/monetarypolicy/files/fomcmoa19690429.pdf,29-Apr-1969,29-Apr-1969,1,Minutes of Actions,Minutes,Meeting Summary,133 KB PDF,PDF,""
1969,April 29 Meeting - 1969,"Memoranda of Discussion (2.9 MB PDF)",/monetarypolicy/files/fomcmod19690429.pdf,29-Apr-1969,29-Apr-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,2.9 MB PDF,PDF,""
1969,May 27 Meeting - 1969,"Greenbook (4.79 MB PDF)",/monetarypolicy/files/FOMC19690527greenbook19690521.pdf,27-May-1969,27-May-1969,1,Greenbook,Greenbook,Economic Information,4.79 MB ,PDF,""
1969,May 27 Meeting - 1969,"Supplement (554 KB PDF)",/monetarypolicy/files/FOMC19690527gbsup19690523.pdf,27-May-1969,27-May-1969,1,Supplement,Greenbook,Economic Information,554 KB ,PDF,""
1969,May 27 Meeting - 1969,"Bluebook (626 KB PDF)",/monetarypolicy/files/FOMC19690527bluebook19690523.pdf,27-May-1969,27-May-1969,1,Bluebook,Bluebook,Economic Information,626 KB ,PDF,""
1969,May 27 Meeting - 1969,"Agenda (55 KB PDF)",/monetarypolicy/files/FOMC19690527Agenda.pdf,27-May-1969,27-May-1969,1,Agenda,Agenda,Agenda,55 KB ,PDF,""
1969,May 27 Meeting - 1969,"Record of Policy Actions (500 KB PDF)",/monetarypolicy/files/fomcropa19690527.pdf,27-May-1969,27-May-1969,1,Record of Policy Actions,Minutes,Meeting Summary,500 KB ,PDF,""
1969,May 27 Meeting - 1969,"Minutes of Actions (176 KB PDF)",/monetarypolicy/files/fomcmoa19690527.pdf,27-May-1969,27-May-1969,1,Minutes of Actions,Minutes,Meeting Summary,176 KB PDF,PDF,""
1969,May 27 Meeting - 1969,"Memoranda of Discussion (3.38 MB PDF)",/monetarypolicy/files/fomcmod19690527.pdf,27-May-1969,27-May-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,3.38 MB PDF,PDF,""
1969,June 24 Meeting - 1969,"Greenbook (2.8 MB PDF)",/monetarypolicy/files/FOMC19690624greenbook19690618.pdf,24-Jun-1969,24-Jun-1969,1,Greenbook,Greenbook,Economic Information,2.8 MB ,PDF,""
1969,June 24 Meeting - 1969,"Supplement (448 KB PDF)",/monetarypolicy/files/FOMC19690624gbsup19690620.pdf,24-Jun-1969,24-Jun-1969,1,Supplement,Greenbook,Economic Information,448 KB ,PDF,""
1969,June 24 Meeting - 1969,"Bluebook (643 KB PDF)",/monetarypolicy/files/FOMC19690624bluebook19690620.pdf,24-Jun-1969,24-Jun-1969,1,Bluebook,Bluebook,Economic Information,643 KB ,PDF,""
1969,June 24 Meeting - 1969,"Agenda (40 KB PDF)",/monetarypolicy/files/FOMC19690624Agenda.pdf,24-Jun-1969,24-Jun-1969,1,Agenda,Agenda,Agenda,40 KB ,PDF,""
1969,June 24 Meeting - 1969,"Record of Policy Actions (463 KB PDF)",/monetarypolicy/files/fomcropa19690624.pdf,24-Jun-1969,24-Jun-1969,1,Record of Policy Actions,Minutes,Meeting Summary,463 KB ,PDF,""
1969,June 24 Meeting - 1969,"Minutes of Actions (142 KB PDF)",/monetarypolicy/files/fomcmoa19690624.pdf,24-Jun-1969,24-Jun-1969,1,Minutes of Actions,Minutes,Meeting Summary,142 KB PDF,PDF,""
1969,June 24 Meeting - 1969,"Memoranda of Discussion (4.04 MB PDF)",/monetarypolicy/files/fomcmod19690624.pdf,24-Jun-1969,24-Jun-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,4.04 MB PDF,PDF,""
1969,July 15 Meeting - 1969,"Greenbook (3.05 MB PDF)",/monetarypolicy/files/FOMC19690715greenbook19690709.pdf,15-Jul-1969,15-Jul-1969,1,Greenbook,Greenbook,Economic Information,3.05 MB ,PDF,""
1969,July 15 Meeting - 1969,"Supplement (306 KB PDF)",/monetarypolicy/files/FOMC19690715gbsup19690711.pdf,15-Jul-1969,15-Jul-1969,1,Supplement,Greenbook,Economic Information,306 KB ,PDF,""
1969,July 15 Meeting - 1969,"Bluebook (572 KB PDF)",/monetarypolicy/files/FOMC19690715bluebook19690711.pdf,15-Jul-1969,15-Jul-1969,1,Bluebook,Bluebook,Economic Information,572 KB ,PDF,""
1969,July 15 Meeting - 1969,"Agenda (44 KB PDF)",/monetarypolicy/files/FOMC19690715Agenda.pdf,15-Jul-1969,15-Jul-1969,1,Agenda,Agenda,Agenda,44 KB ,PDF,""
1969,July 15 Meeting - 1969,"Record of Policy Actions (476 KB PDF)",/monetarypolicy/files/fomcropa19690715.pdf,15-Jul-1969,15-Jul-1969,1,Record of Policy Actions,Minutes,Meeting Summary,476 KB ,PDF,""
1969,July 15 Meeting - 1969,"Minutes of Actions (146 KB PDF)",/monetarypolicy/files/fomcmoa19690715.pdf,15-Jul-1969,15-Jul-1969,1,Minutes of Actions,Minutes,Meeting Summary,146 KB PDF,PDF,""
1969,July 15 Meeting - 1969,"Memoranda of Discussion (3.27 MB PDF)",/monetarypolicy/files/fomcmod19690715.pdf,15-Jul-1969,15-Jul-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,3.27 MB PDF,PDF,""
1969,August 12 Meeting - 1969,"Greenbook (3.27 MB PDF)",/monetarypolicy/files/FOMC19690812greenbook19690806.pdf,12-Aug-1969,12-Aug-1969,1,Greenbook,Greenbook,Economic Information,3.27 MB ,PDF,""
1969,August 12 Meeting - 1969,"Supplement (807 KB PDF)",/monetarypolicy/files/FOMC19690812gbsup19690808.pdf,12-Aug-1969,12-Aug-1969,1,Supplement,Greenbook,Economic Information,807 KB ,PDF,""
1969,August 12 Meeting - 1969,"Bluebook (766 KB PDF)",/monetarypolicy/files/FOMC19690812bluebook19690808.pdf,12-Aug-1969,12-Aug-1969,1,Bluebook,Bluebook,Economic Information,766 KB ,PDF,""
1969,August 12 Meeting - 1969,"Agenda (44 KB PDF)",/monetarypolicy/files/FOMC19690812Agenda.pdf,12-Aug-1969,12-Aug-1969,1,Agenda,Agenda,Agenda,44 KB ,PDF,""
1969,August 12 Meeting - 1969,"Record of Policy Actions (497 KB PDF)",/monetarypolicy/files/fomcropa19690812.pdf,12-Aug-1969,12-Aug-1969,1,Record of Policy Actions,Minutes,Meeting Summary,497 KB ,PDF,""
1969,August 12 Meeting - 1969,"Minutes of Actions (141 KB PDF)",/monetarypolicy/files/fomcmoa19690812.pdf,12-Aug-1969,12-Aug-1969,1,Minutes of Actions,Minutes,Meeting Summary,141 KB PDF,PDF,""
1969,August 12 Meeting - 1969,"Memoranda of Discussion (3.26 MB PDF)",/monetarypolicy/files/fomcmod19690812.pdf,12-Aug-1969,12-Aug-1969,1,Memoranda of Discussion,Minutes,Meeting Summary,3.26 MB PDF,PDF,""
1969,September 9 Meeting - 1969,"Greenbook (3.54 MB PDF)",/monetarypolicy/files/FOMC19690909greenbook19690904.pdf,09-Sep-1969,09-Sep-1969,1,Greenbook,Greenbook,Economic Information,3.54 MB ,PDF,""
