date_x,year,INDPRO_PC1,PCEPI,PCEPI_PCA,inflation,unemp,lagged_unemp,market_exp,target_change,lag_DFEDTAR,DFEDTAR,d_meeting,scale,d_crisis,TRY_3M,TRY_2Y,TRY_10Y,FF_TAR,date_y,d_dec,d_unc,d_inc,d_m075,d_m050,d_m025,d_0,d_025,d_050,d_075,ord_policy,d_nineeleven,date,d_month_1,d_month_2,d_month_3,d_month_4,d_month_5,d_month_6,d_month_7,d_month_8,d_month_9,d_month_10,d_month_11,d_month_12,d_month_1_fomc,d_month_2_fomc,d_month_3_fomc,d_month_4_fomc,d_month_5_fomc,d_month_6_fomc,d_month_7_fomc,d_month_8_fomc,d_month_9_fomc,d_month_10_fomc,d_month_11_fomc,d_month_12_fomc,target_change_last,target_change_last_fomc
1952-04-01,1952,-0.30968,,,,2.9,2.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,04/01/1952,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-05-01,1952,-0.93192,,,,3.0,2.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,05/01/1952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-06-01,1952,-1.40442,,,,3.0,3.0,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,06/01/1952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-07-01,1952,-1.42611,,,,3.2,3.0,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,07/01/1952,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-08-01,1952,5.91981,,,,3.4,3.2,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,08/01/1952,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-09-01,1952,9.06147,,,,3.1,3.4,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,09/01/1952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-10-01,1952,10.35012,,,,3.0,3.1,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,10/01/1952,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-11-01,1952,11.69058,,,,2.8,3.0,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,11/01/1952,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1952-12-01,1952,11.61715,,,,2.7,2.8,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,12/01/1952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-01-01,1953,10.71431,,,,2.9,2.7,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,01/01/1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-02-01,1953,10.64815,,,,2.6,2.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,02/01/1953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-03-01,1953,11.23092,,,,2.6,2.6,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,03/01/1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-04-01,1953,12.73347,,,,2.7,2.6,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,04/01/1953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-05-01,1953,14.41986,,,,2.5,2.7,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,05/01/1953,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-06-01,1953,15.0316,,,,2.5,2.5,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,06/01/1953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-07-01,1953,18.32812,,,,2.6,2.5,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,07/01/1953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-08-01,1953,10.57406,,,,2.7,2.6,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,08/01/1953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-09-01,1953,4.51909,,,,2.9,2.7,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,09/01/1953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-10-01,1953,2.59756,,,,3.1,2.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,10/01/1953,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-11-01,1953,-1.83872,,,,3.5,3.1,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,11/01/1953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1953-12-01,1953,-4.78222,,,,4.5,3.5,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,12/01/1953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-01-01,1954,-5.75035,,,,4.9,4.5,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,01/01/1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-02-01,1954,-5.9972699999999985,,,,5.2,4.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,02/01/1954,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-03-01,1954,-7.33047,,,,5.7,5.2,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,03/01/1954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-04-01,1954,-8.264610000000001,,,,5.9,5.7,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,04/01/1954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-05-01,1954,-8.218860000000001,,,,5.9,5.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,05/01/1954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-06-01,1954,-7.56485,,,,5.6,5.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,06/01/1954,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-07-01,1954,-8.56005,,,,5.8,5.6,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,07/01/1954,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-08-01,1954,-8.19689,,,,6.0,5.8,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,08/01/1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-09-01,1954,-6.13678,,,,6.1,6.0,,,,,1,3.75,0,,,,,,,,,,,,,,,,21,0,09/01/1954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1954-10-01,1954,-4.21949,,,,5.7,6.1,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,10/01/1954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-11-01,1954,-0.28826,,,,5.3,5.7,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,11/01/1954,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1954-12-01,1954,3.54491,,,,5.0,5.3,,,,,1,1.2916666666666667,0,,,,,,,,,,,,,,,,21,0,12/01/1954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1955-01-01,1955,6.69658,,,,4.9,5.0,,,,,1,1.55,0,,,,,,,,,,,,,,,,21,0,01/01/1955,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1955-02-01,1955,7.71555,,,,4.7,4.9,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,02/01/1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1955-03-01,1955,10.89511,,,,4.6,4.7,,,,,1,1.0689655172413792,0,,,,,,,,,,,,,,,,21,0,03/01/1955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1955-04-01,1955,12.91302,,,,4.7,4.6,,,,,0,0.0,0,,,,,,,,,,,,,,,,21,0,04/01/1955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1955-05-01,1955,14.02971,,,,4.3,4.7,,,,,1,1.4761904761904763,0,,,,,,,,,,,,,,,,21,0,05/01/1955,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1955-06-01,1955,13.83909,,,,4.2,4.3,,,,,1,3.75,0,,,,,,,,,,,,,,,,21,0,06/01/1955,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1955-07-01,1955,14.56174,,,,4.0,4.2,,,,,1,1.631578947368421,0,,,,,,,,,,,,,,,,21,0,07/01/1955,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1955-08-01,1955,14.58341,,,,4.2,4.0,,,,,1,2.4719827586206895,0,,,,,,,,,,,,,,,,21,0,08/01/1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1955-09-01,1955,15.15625,,,,4.1,4.2,,,,,1,1.875,0,,,,,,,,,,,,,,,,21,0,09/01/1955,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1955-10-01,1955,15.71203,,,,4.3,4.1,,,,,1,3.1574074074074074,0,,,,,,,,,,,,,,,,21,0,10/01/1955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1955-11-01,1955,14.16189,,,,4.2,4.3,,,,,1,2.142857142857143,0,,,,,,,,,,,,,,,,21,0,11/01/1955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
1955-12-01,1955,13.12447,,,,4.2,4.2,,,,,1,1.7222222222222223,0,,,,,,,,,,,,,,,,21,0,12/01/1955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1956-01-01,1956,11.29701,,,,4.0,4.2,,,,,1,2.9523809523809526,0,,,,,,,,,,,,,,,,21,0,01/01/1956,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1956-02-01,1956,8.953,,,,3.9,4.0,,,,,1,2.0714285714285716,0,,,,,,,,,,,,,,,,21,0,02/01/1956,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
1956-03-01,1956,6.46053,,,,4.2,3.9,,,,,1,4.495,0,,,,,,,,,,,,,,,,21,0,03/01/1956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1956-04-01,1956,5.98415,,,,4.0,4.2,,,,,1,2.4038461538461537,0,,,,,,,,,,,,,,,,21,0,04/01/1956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1956-05-01,1956,3.40308,,,,4.3,4.0,,,,,1,2.6420454545454546,0,,,,,,,,,,,,,,,,21,0,05/01/1956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1956-06-01,1956,2.35308,,,,4.3,4.3,,,,,1,4.35,0,,,,,,,,,,,,,,,,21,0,06/01/1956,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1956-07-01,1956,-1.55636,,,,4.4,4.3,,,,,1,2.2142857142857144,0,,,,,,,,,,,,,,,,21,0,07/01/1956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1956-08-01,1956,2.59762,,,,4.1,4.4,,,,,1,2.1958333333333333,0,,,,,,,,,,,,,,,,21,0,08/01/1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1956-09-01,1956,4.25824,,,,3.9,4.1,,,,,1,3.7894736842105265,0,,,,,,,,,,,,,,,,21,0,09/01/1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1956-10-01,1956,3.42637,,,,3.9,3.9,,,,,1,2.066666666666667,0,,,,,,,,,,,,,,,,21,0,10/01/1956,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1956-11-01,1956,2.27862,,,,4.3,3.9,,,,,1,5.882352941176471,0,,,,,,,,,,,,,,,,21,0,11/01/1956,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
1956-12-01,1956,3.40476,,,,4.2,4.3,,,,,1,1.4761904761904763,0,,,,,,,,,,,,,,,,21,0,12/01/1956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1957-01-01,1957,2.38112,,,,4.2,4.2,,,,,1,5.840579710144928,0,,,,,,,,,,,,,,,,21,0,01/01/1957,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1957-02-01,1957,4.29856,,,,3.9,4.2,,,,,1,2.8,0,,,,,,,,,,,,,,,,21,0,02/01/1957,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
1957-03-01,1957,4.17211,,,,3.7,3.9,,,,,1,3.6961538461538463,0,,,,,,,,,,,,,,,,21,0,03/01/1957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1957-04-01,1957,2.00714,,,,3.9,3.7,,,,,1,2.142857142857143,0,,,,,,,,,,,,,,,,21,0,04/01/1957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1957-05-01,1957,2.53185,,,,4.1,3.9,,,,,1,5.8125,0,,,,,,,,,,,,,,,,21,0,05/01/1957,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1957-06-01,1957,3.70374,,,,4.3,4.1,,,,,1,2.5,0,,,,,,,,,,,,,,,,21,0,06/01/1957,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1957-07-01,1957,7.64173,,,,4.2,4.3,,,,,1,16.204545454545453,0,,,,,,,,,,,,,,,,21,0,07/01/1957,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1957-08-01,1957,3.4177,,,,4.1,4.2,,,,,1,2.8181818181818183,0,,,,,,,,,,,,,,,,21,0,08/01/1957,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1957-09-01,1957,0.24759,,,,4.4,4.1,,,,,1,1.5,0,,,,,,,,,,,,,,,,21,0,09/01/1957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1957-10-01,1957,-2.08599,,,,4.5,4.4,,,,,1,2.238888888888889,0,,,,,,,,,,,,,,,,21,0,10/01/1957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1957-11-01,1957,-3.58915,,,,5.1,4.5,,,,,1,1.6666666666666667,0,,,,,,,,,,,,,,,,21,0,11/01/1957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
1957-12-01,1957,-6.829280000000002,,,,5.2,5.1,,,,,1,1.6607142857142858,0,,,,,,,,,,,,,,,,21,0,12/01/1957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1958-01-01,1958,-8.200660000000001,,,,5.8,5.2,,,,,1,5.8125,0,,,,,,,,,,,,,,,,21,0,01/01/1958,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1958-02-01,1958,-11.03053,,,,6.4,5.8,,,,,1,1.6470588235294117,0,,,,,,,,,,,,,,,,21,0,02/01/1958,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
1958-03-01,1958,-12.0146,,,,6.7,6.4,,,,,1,3.1574074074074074,0,,,,,,,,,,,,,,,,21,0,03/01/1958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1958-04-01,1958,-12.29979,,,,7.4,6.7,,,,,1,2.0,0,,,,,,,,,,,,,,,,21,0,04/01/1958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1958-05-01,1958,-11.11131,,,,7.4,7.4,,,,,1,4.495,0,,,,,,,,,,,,,,,,21,0,05/01/1958,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1958-06-01,1958,-8.99024,,,,7.3,7.4,,,,,1,2.3076923076923075,0,,,,,,,,,,,,,,,,21,0,06/01/1958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1958-07-01,1958,-8.200660000000001,,,,7.5,7.3,,,,,1,8.423913043478262,0,,,,,,,,,,,,,,,,21,0,07/01/1958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1958-08-01,1958,-6.3646400000000005,,,,7.4,7.5,,,,,1,2.5833333333333335,0,,,,,,,,,,,,,,,,21,0,08/01/1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1958-09-01,1958,-4.69168,,,,7.1,7.4,,,,,1,1.4285714285714286,0,,,,,,,,,,,,,,,,21,0,09/01/1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1958-10-01,1958,-2.12998,,,,6.7,7.1,,,,,1,2.05,0,,,,,,,,,,,,,,,,21,0,10/01/1958,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1958-11-01,1958,3.20915,,,,6.2,6.7,,,,,1,1.5,0,,,,,,,,,,,,,,,,21,0,11/01/1958,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
1958-12-01,1958,5.36647,,,,6.2,6.2,,,,,1,1.5678160919540232,0,,,,,,,,,,,,,,,,21,0,12/01/1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1959-01-01,1959,8.93325,16.074,,,6.0,6.2,,,,,1,4.495,0,,,,,,,,,,,,,,,,21,0,01/01/1959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1959-02-01,1959,13.48781,16.089000000000002,1.12559,0.09332,5.9,6.0,,,,,1,1.5555555555555556,0,,,,,,,,,,,,,,,,21,0,02/01/1959,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
1959-03-01,1959,16.55153,16.1,0.8235299999999999,0.06837,5.6,5.9,,,,,1,2.7678571428571432,0,,,,,,,,,,,,,,,,21,0,03/01/1959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1959-04-01,1959,21.03773,16.132,2.41134,0.19876,5.2,5.6,,,,,1,1.875,0,,,,,,,,,,,,,,,,21,0,04/01/1959,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1959-05-01,1959,21.6668,16.14,0.59672,0.04959,5.1,5.2,,,,,1,3.6961538461538463,0,,,,,,,,,,,,,,,,21,0,05/01/1959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1959-06-01,1959,18.67383,16.186,3.4742,0.28501,5.0,5.1,,,,,1,2.142857142857143,0,,,,,,,,,,,,,,,,21,0,06/01/1959,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1959-07-01,1959,14.13316,16.22,2.55002,0.21006,5.1,5.0,,,,,1,5.8125,0,,,,,,,,,,,,,,,,21,0,07/01/1959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1959-08-01,1959,8.10432,16.244,1.79011,0.14797000000000002,5.2,5.1,,,,,1,2.3846153846153846,0,,,,,,,,,,,,,,,,21,0,08/01/1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1959-09-01,1959,6.99525,16.285999999999998,3.14719,0.25856,5.5,5.2,,,,,1,2.3922413793103448,0,,,,,,,,,,,,,,,,21,0,09/01/1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1959-10-01,1959,4.9935,16.326,2.98746,0.24561,5.7,5.5,,,,,1,1.7222222222222223,0,,,,,,,,,,,,,,,,21,0,10/01/1959,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1959-11-01,1959,2.61217,16.336,0.73751,0.06125,5.8,5.7,,,,,1,3.0769230769230766,0,,,,,,,,,,,,,,,,21,0,11/01/1959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
1959-12-01,1959,8.819930000000003,16.355,1.40465,0.11631,5.3,5.8,,,,,1,1.9375,0,,,,,,,,,,,,,,,,21,0,12/01/1959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1960-01-01,1960,10.03669,16.346,-0.65835,-0.05503,5.2,5.3,,,,,1,3.9157894736842107,0,,,,,,,,,,,,,,,,21,0,01/01/1960,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1960-02-01,1960,6.962860000000001,16.363,1.25518,0.104,4.8,5.2,,,,,1,1.45,0,,,,,,,,,,,,,,,,21,0,02/01/1960,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
1960-03-01,1960,4.49736,16.372,0.66203,0.055,5.4,4.8,,,,,1,2.238888888888889,0,,,,,,,,,,,,,,,,21,0,03/01/1960,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1960-04-01,1960,1.50635,16.432000000000002,4.48749,0.36648,5.2,5.4,,,,,1,1.6666666666666667,0,,,,,,,,,,,,,,,,21,0,04/01/1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1960-05-01,1960,-0.11418,16.449,1.2485700000000002,0.10346,5.1,5.2,,,,,1,2.7678571428571432,0,,,,,,,,,,,,,,,,21,0,05/01/1960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1960-06-01,1960,-1.4823,16.456,0.5118699999999999,0.04256,5.4,5.1,,,,,1,1.875,0,,,,,,,,,,,,,,,,21,0,06/01/1960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1960-07-01,1960,0.58426,16.485,2.13535,0.17623,5.5,5.4,,,,,1,3.72,0,,,,,,,,,,,,,,,,21,0,07/01/1960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1960-08-01,1960,3.9905,16.512999999999998,2.05737,0.16985,5.6,5.5,,,,,1,2.066666666666667,0,,,,,,,,,,,,,,,,21,0,08/01/1960,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
1960-09-01,1960,3.02654,16.523,0.7291300000000001,0.06056,5.5,5.6,,,,,1,1.7647058823529411,0,,,,,,,,,,,,,,,,21,0,09/01/1960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
1960-10-01,1960,3.65861,16.542,1.38866,0.11499,6.1,5.5,,,,,1,3.1574074074074074,0,,,,,,,,,,,,,,,,21,0,10/01/1960,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1960-11-01,1960,1.57573,16.598,4.13889,0.33853,6.1,6.1,,,,,1,3.75,0,,,,,,,,,,,,,,,,21,0,11/01/1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
1960-12-01,1960,-6.16434,16.601,0.21711,0.01807,6.6,6.1,,,,,1,1.7222222222222223,0,,,,,,,,,,,,,,,,21,0,12/01/1960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
1961-01-01,1961,-8.45363,16.604,0.21707,0.01807,6.6,6.6,,,,,1,2.9523809523809526,0,,,,,,,,,,,,,,,,21,0,01/01/1961,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
1961-02-01,1961,-7.744089999999999,16.62,1.1625,0.09636,6.9,6.6,,,,,1,1.3333333333333333,0,,,,,,,,,,,,,,,,21,0,02/01/1961,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
1961-03-01,1961,-6.34201,16.61,-0.71964,-0.06017,6.9,6.9,,,,,1,5.8125,0,,,,,,,,,,,,,,,,21,0,03/01/1961,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
1961-04-01,1961,-3.65309,16.6,-0.72007,-0.0602,7.0,6.9,,,,,1,2.5,0,,,,,,,,,,,,,,,,21,0,04/01/1961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1961-05-01,1961,-2.05727,16.609,0.65255,0.05422,7.1,7.0,,,,,1,1.4090909090909092,0,,,,,,,,,,,,,,,,21,0,05/01/1961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1961-06-01,1961,0.57844,16.617,0.57953,0.04817,6.9,7.1,,,,,1,2.125,0,,,,,,,,,,,,,,,,21,0,06/01/1961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1961-07-01,1961,2.09072,16.653,2.63095,0.21665,7.0,6.9,,,,,1,1.55,0,,,,,,,,,,,,,,,,21,0,07/01/1961,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
1961-08-01,1961,3.13951,16.667,1.0135,0.08407,6.6,7.0,,,,,1,2.238888888888889,0,,,,,,,,,,,,,,,,21,0,08/01/1961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,
