,Unnamed: 0,date,d_dec,d_unc,d_inc,d_m075,d_m050,d_m025,d_0,d_025,d_050,d_075,month,year,perc_group,decision,-0.125,0.25,0.3125,0.0,0.0625,0.125,-0.25,-0.5,0.5,0.75,-0.75
156,156,2007-08-07,1.0,1.0,1.0,0.0,0.0,1,1.0,1,0.0,0.0,8,2007,"-0.25,0,0.25",0.0,False,False,False,True,False,False,False,False,False,False,False
157,157,2007-09-18,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0.0,0.0,9,2007,"-0.25,0",-0.5,False,False,False,False,False,False,False,True,False,False,False
158,158,2007-10-31,1.0,1.0,0.0,0.0,0.0,1,1.0,0,0.0,0.0,10,2007,"-0.25,0",-0.25,False,False,False,False,False,False,True,False,False,False,False
159,159,2007-12-11,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0.0,0.0,12,2007,"-0.25,0",-0.25,False,False,False,False,False,False,True,False,False,False,False
160,160,2008-01-30,1.0,1.0,0.0,1.0,1.0,1,1.0,0,0.0,0.0,1,2008,"-0.25,0",-0.5,False,False,False,False,False,False,False,True,False,False,False
161,161,2008-03-18,1.0,1.0,0.0,1.0,1.0,1,1.0,0,0.0,0.0,3,2008,"-0.25,0",-0.75,False,False,False,False,False,False,False,False,False,False,True
162,162,2008-04-30,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0.0,0.0,4,2008,"-0.25,0",-0.25,False,False,False,False,False,False,True,False,False,False,False
163,163,2008-06-25,1.0,1.0,1.0,0.0,0.0,1,1.0,1,0.0,0.0,6,2008,"-0.25,0,0.25",0.0,False,False,False,True,False,False,False,False,False,False,False
164,164,2008-08-05,0.0,1.0,1.0,0.0,0.0,0,1.0,1,0.0,0.0,8,2008,"0,0.25",0.0,False,False,False,True,False,False,False,False,False,False,False
165,165,2008-09-16,0.0,1.0,1.0,0.0,0.0,0,1.0,1,0.0,0.0,9,2008,"0,0.25",0.0,False,False,False,True,False,False,False,False,False,False,False
166,166,2008-10-29,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0.0,0.0,10,2008,"-0.25,0",-0.5,False,False,False,False,False,False,False,True,False,False,False
167,167,2008-12-16,1.0,1.0,0.0,0.0,1.0,1,1.0,0,0.0,0.0,12,2008,"-0.25,0",-0.5,False,False,False,False,False,False,False,True,False,False,False
