speaker,date,speaker_id,votingmember,ambdiss,tighterdiss,easierdiss
blinder,1994-08-16,id_4,1,0,0,0
jordan,1994-08-16,id_26,1,0,0,0
yellen,1994-08-16,id_61,1,0,0,0
forrestal,1994-09-27,id_15,1,0,0,0
yellen,1994-09-27,id_61,1,0,0,0
laware,1994-09-27,id_31,1,0,0,0
phillips,1994-09-27,id_46,1,0,0,0
kelley,1994-09-27,id_28,1,0,0,0
mcdonough,1994-09-27,id_35,1,0,0,0
broaddus,1994-09-27,id_7,1,0,1,0
blinder,1994-09-27,id_4,1,0,0,0
lindsey,1994-09-27,id_33,1,0,0,0
greenspan,1994-09-27,id_18,1,0,0,0
parry,1994-09-27,id_45,1,0,0,0
jordan,1994-09-27,id_26,1,0,0,0
phillips,1994-11-15,id_46,1,0,0,0
jordan,1994-11-15,id_26,1,0,0,0
blinder,1994-11-15,id_4,1,0,0,0
yellen,1994-11-15,id_61,1,0,0,0
parry,1994-11-15,id_45,1,0,0,0
laware,1994-11-15,id_31,1,0,0,0
mcdonough,1994-11-15,id_35,1,0,0,0
kelley,1994-11-15,id_28,1,0,0,0
broaddus,1994-11-15,id_7,1,0,0,0
forrestal,1994-11-15,id_15,1,0,0,0
greenspan,1994-11-15,id_18,1,0,0,0
lindsey,1994-11-15,id_33,1,0,0,0
forrestal,1994-12-20,id_15,1,0,0,0
parry,1994-12-20,id_45,1,0,0,0
lindsey,1994-12-20,id_33,1,0,0,0
broaddus,1994-12-20,id_7,1,0,0,0
laware,1994-12-20,id_31,1,0,1,0
kelley,1994-12-20,id_28,1,0,0,0
yellen,1994-12-20,id_61,1,0,0,0
blinder,1994-12-20,id_4,1,0,0,0
mcdonough,1994-12-20,id_35,1,0,0,0
jordan,1994-12-20,id_26,1,0,0,0
phillips,1994-12-20,id_46,1,0,0,0
greenspan,1994-12-20,id_18,1,0,0,0
minehan,1995-02-01,id_39,1,0,0,0
blinder,1995-02-01,id_4,1,0,0,0
greenspan,1995-02-01,id_18,1,0,0,0
lindsey,1995-02-01,id_33,1,0,0,0
kelley,1995-02-01,id_28,1,0,0,0
mcdonough,1995-02-01,id_35,1,0,0,0
laware,1995-02-01,id_31,1,0,0,0
yellen,1995-02-01,id_61,1,0,0,0
moskow,1995-02-01,id_41,1,0,0,0
phillips,1995-02-01,id_46,1,0,0,0
hoenig,1995-02-01,id_23,1,0,0,0
melzer,1995-02-01,id_37,1,0,0,0
blinder,1995-03-28,id_4,1,0,0,0
minehan,1995-03-28,id_39,1,0,0,0
mcdonough,1995-03-28,id_35,1,0,0,0
yellen,1995-03-28,id_61,1,0,0,0
moskow,1995-03-28,id_41,1,0,0,0
phillips,1995-03-28,id_46,1,0,0,0
melzer,1995-03-28,id_37,1,0,0,0
lindsey,1995-03-28,id_33,1,0,0,0
greenspan,1995-03-28,id_18,1,0,0,0
kelley,1995-03-28,id_28,1,0,0,0
hoenig,1995-03-28,id_23,1,0,0,0
mcdonough,1995-05-23,id_35,1,0,0,0
hoenig,1995-05-23,id_23,1,0,0,0
moskow,1995-05-23,id_41,1,0,0,0
minehan,1995-05-23,id_39,1,0,0,0
kelley,1995-05-23,id_28,1,0,0,0
lindsey,1995-05-23,id_33,1,0,0,0
phillips,1995-05-23,id_46,1,0,0,0
melzer,1995-05-23,id_37,1,0,0,0
yellen,1995-05-23,id_61,1,0,0,0
blinder,1995-05-23,id_4,1,0,0,0
greenspan,1995-05-23,id_18,1,0,0,0
greenspan,1995-07-06,id_18,1,0,0,0
yellen,1995-07-06,id_61,1,0,0,0
mcdonough,1995-07-06,id_35,1,0,0,0
lindsey,1995-07-06,id_33,1,0,0,0
minehan,1995-07-06,id_39,1,0,0,0
phillips,1995-07-06,id_46,1,0,0,0
moskow,1995-07-06,id_41,1,0,0,0
melzer,1995-07-06,id_37,1,0,0,0
kelley,1995-07-06,id_28,1,0,0,0
hoenig,1995-07-06,id_23,1,0,1,0
blinder,1995-07-06,id_4,1,0,0,0
kelley,1995-08-22,id_28,1,0,0,0
minehan,1995-08-22,id_39,1,0,0,0
blinder,1995-08-22,id_4,1,0,0,0
phillips,1995-08-22,id_46,1,0,0,0
greenspan,1995-08-22,id_18,1,0,0,0
hoenig,1995-08-22,id_23,1,0,0,0
melzer,1995-08-22,id_37,1,0,0,0
lindsey,1995-08-22,id_33,1,0,0,0
moskow,1995-08-22,id_41,1,0,0,0
mcdonough,1995-08-22,id_35,1,0,0,0
yellen,1995-08-22,id_61,1,0,0,0
kelley,1995-09-26,id_28,1,0,0,0
moskow,1995-09-26,id_41,1,0,0,0
melzer,1995-09-26,id_37,1,0,0,0
lindsey,1995-09-26,id_33,1,0,0,0
phillips,1995-09-26,id_46,1,0,0,0
hoenig,1995-09-26,id_23,1,0,0,0
blinder,1995-09-26,id_4,1,0,0,0
yellen,1995-09-26,id_61,1,0,0,0
mcdonough,1995-09-26,id_35,1,0,0,0
minehan,1995-09-26,id_39,1,0,0,0
greenspan,1995-09-26,id_18,1,0,0,0
hoenig,1995-11-15,id_23,1,0,0,0
blinder,1995-11-15,id_4,1,0,0,0
lindsey,1995-11-15,id_33,1,0,0,1
melzer,1995-11-15,id_37,1,0,0,0
mcdonough,1995-11-15,id_35,1,0,0,0
greenspan,1995-11-15,id_18,1,0,0,0
phillips,1995-11-15,id_46,1,0,0,0
yellen,1995-11-15,id_61,1,0,0,0
kelley,1995-11-15,id_28,1,0,0,0
minehan,1995-11-15,id_39,1,0,0,0
moskow,1995-11-15,id_41,1,0,0,0
minehan,1995-12-19,id_39,1,0,0,0
greenspan,1995-12-19,id_18,1,0,0,0
yellen,1995-12-19,id_61,1,0,0,0
mcdonough,1995-12-19,id_35,1,0,0,0
kelley,1995-12-19,id_28,1,0,0,0
melzer,1995-12-19,id_37,1,0,0,0
blinder,1995-12-19,id_4,1,0,0,0
hoenig,1995-12-19,id_23,1,0,0,0
phillips,1995-12-19,id_46,1,0,0,0
lindsey,1995-12-19,id_33,1,0,0,0
moskow,1995-12-19,id_41,1,0,0,0
mcteer,1996-01-31,id_36,1,0,0,0
lindsey,1996-01-31,id_33,1,0,0,0
stern,1996-01-31,id_55,1,0,0,0
kelley,1996-01-31,id_28,1,0,0,0
phillips,1996-01-31,id_46,1,0,0,0
yellen,1996-01-31,id_61,1,0,0,0
mcdonough,1996-01-31,id_35,1,0,0,0
greenspan,1996-01-31,id_18,1,0,0,0
jordan,1996-01-31,id_26,1,0,0,0
boehne,1996-01-31,id_5,1,0,0,0
jordan,1996-03-26,id_26,1,0,0,0
boehne,1996-03-26,id_5,1,0,0,0
kelley,1996-03-26,id_28,1,0,0,0
mcteer,1996-03-26,id_36,1,0,0,0
lindsey,1996-03-26,id_33,1,0,0,0
phillips,1996-03-26,id_46,1,0,0,0
mcdonough,1996-03-26,id_35,1,0,0,0
stern,1996-03-26,id_55,1,0,0,0
greenspan,1996-03-26,id_18,1,0,0,0
yellen,1996-03-26,id_61,1,0,0,0
greenspan,1996-05-21,id_18,1,0,0,0
mcteer,1996-05-21,id_36,1,0,0,0
jordan,1996-05-21,id_26,1,0,0,0
yellen,1996-05-21,id_61,1,0,0,0
kelley,1996-05-21,id_28,1,0,0,0
boehne,1996-05-21,id_5,1,0,0,0
mcdonough,1996-05-21,id_35,1,0,0,0
stern,1996-05-21,id_55,1,0,0,0
phillips,1996-05-21,id_46,1,0,0,0
lindsey,1996-05-21,id_33,1,0,0,0
jordan,1996-07-03,id_26,1,0,0,0
mcdonough,1996-07-03,id_35,1,0,0,0
rivlin,1996-07-03,id_51,1,0,0,0
meyer,1996-07-03,id_38,1,0,0,0
kelley,1996-07-03,id_28,1,0,0,0
greenspan,1996-07-03,id_18,1,0,0,0
phillips,1996-07-03,id_46,1,0,0,0
stern,1996-07-03,id_55,1,0,1,0
boehne,1996-07-03,id_5,1,0,0,0
mcteer,1996-07-03,id_36,1,0,0,0
lindsey,1996-07-03,id_33,1,0,0,0
yellen,1996-07-03,id_61,1,0,0,0
boehne,1996-08-20,id_5,1,0,0,0
lindsey,1996-08-20,id_33,1,0,0,0
greenspan,1996-08-20,id_18,1,0,0,0
mcdonough,1996-08-20,id_35,1,0,0,0
kelley,1996-08-20,id_28,1,0,0,0
jordan,1996-08-20,id_26,1,0,0,0
mcteer,1996-08-20,id_36,1,0,0,0
minehan,1996-08-20,id_39,1,0,0,0
phillips,1996-08-20,id_46,1,0,0,0
yellen,1996-08-20,id_61,1,0,0,0
rivlin,1996-08-20,id_51,1,0,0,0
stern,1996-08-20,id_55,1,0,1,0
stern,1996-09-24,id_55,1,0,1,0
rivlin,1996-09-24,id_51,1,0,0,0
phillips,1996-09-24,id_46,1,0,0,0
kelley,1996-09-24,id_28,1,0,0,0
lindsey,1996-09-24,id_33,1,0,0,0
minehan,1996-09-24,id_39,1,0,0,0
yellen,1996-09-24,id_61,1,0,0,0
jordan,1996-09-24,id_26,1,0,0,0
mcteer,1996-09-24,id_36,1,0,0,0
mcdonough,1996-09-24,id_35,1,0,0,0
boehne,1996-09-24,id_5,1,0,0,0
greenspan,1996-09-24,id_18,1,0,0,0
lindsey,1996-11-13,id_33,1,0,0,0
kelley,1996-11-13,id_28,1,0,0,0
mcdonough,1996-11-13,id_35,1,0,0,0
jordan,1996-11-13,id_26,1,0,0,0
meyer,1996-11-13,id_38,1,0,0,0
yellen,1996-11-13,id_61,1,0,0,0
boehne,1996-11-13,id_5,1,0,0,0
greenspan,1996-11-13,id_18,1,0,0,0
mcteer,1996-11-13,id_36,1,0,0,0
stern,1996-11-13,id_55,1,0,0,0
phillips,1996-11-13,id_46,1,0,0,0
rivlin,1996-11-13,id_51,1,0,0,0
greenspan,1996-12-17,id_18,1,0,0,0
stern,1996-12-17,id_55,1,0,0,0
jordan,1996-12-17,id_26,1,0,0,0
meyer,1996-12-17,id_38,1,0,0,0
mcdonough,1996-12-17,id_35,1,0,0,0
lindsey,1996-12-17,id_33,1,0,0,0
mcteer,1996-12-17,id_36,1,0,0,0
yellen,1996-12-17,id_61,1,0,0,0
boehne,1996-12-17,id_5,1,0,0,0
rivlin,1996-12-17,id_51,1,0,0,0
kelley,1996-12-17,id_28,1,0,0,0
phillips,1996-12-17,id_46,1,0,0,0
mcdonough,1997-02-05,id_35,1,0,0,0
meyer,1997-02-05,id_38,1,0,0,0
broaddus,1997-02-05,id_7,1,0,0,0
parry,1997-02-05,id_45,1,0,0,0
rivlin,1997-02-05,id_51,1,0,0,0
kelley,1997-02-05,id_28,1,0,0,0
phillips,1997-02-05,id_46,1,0,0,0
greenspan,1997-02-05,id_18,1,0,0,0
guynn,1997-02-05,id_20,1,0,0,0
moskow,1997-02-05,id_41,1,0,0,0
moskow,1997-03-25,id_41,1,0,0,0
phillips,1997-03-25,id_46,1,0,0,0
rivlin,1997-03-25,id_51,1,0,0,0
broaddus,1997-03-25,id_7,1,0,0,0
guynn,1997-03-25,id_20,1,0,0,0
kelley,1997-03-25,id_28,1,0,0,0
parry,1997-03-25,id_45,1,0,0,0
greenspan,1997-03-25,id_18,1,0,0,0
mcdonough,1997-03-25,id_35,1,0,0,0
meyer,1997-03-25,id_38,1,0,0,0
phillips,1997-05-20,id_46,1,0,0,0
rivlin,1997-05-20,id_51,1,0,0,0
parry,1997-05-20,id_45,1,0,0,0
mcdonough,1997-05-20,id_35,1,0,0,0
moskow,1997-05-20,id_41,1,0,0,0
guynn,1997-05-20,id_20,1,0,0,0
broaddus,1997-05-20,id_7,1,0,1,0
greenspan,1997-05-20,id_18,1,0,0,0
kelley,1997-05-20,id_28,1,0,0,0
meyer,1997-05-20,id_38,1,0,0,0
greenspan,1997-07-02,id_18,1,0,0,0
moskow,1997-07-02,id_41,1,0,0,0
kelley,1997-07-02,id_28,1,0,0,0
meyer,1997-07-02,id_38,1,0,0,0
mcdonough,1997-07-02,id_35,1,0,0,0
guynn,1997-07-02,id_20,1,0,0,0
phillips,1997-07-02,id_46,1,0,0,0
rivlin,1997-07-02,id_51,1,0,0,0
broaddus,1997-07-02,id_7,1,0,0,0
parry,1997-07-02,id_45,1,0,0,0
greenspan,1997-08-19,id_18,1,0,0,0
parry,1997-08-19,id_45,1,0,0,0
mcdonough,1997-08-19,id_35,1,0,0,0
kelley,1997-08-19,id_28,1,0,0,0
rivlin,1997-08-19,id_51,1,0,0,0
phillips,1997-08-19,id_46,1,0,0,0
broaddus,1997-08-19,id_7,1,0,0,0
guynn,1997-08-19,id_20,1,0,0,0
meyer,1997-08-19,id_38,1,0,0,0
moskow,1997-08-19,id_41,1,0,0,0
rivlin,1997-09-30,id_51,1,0,0,0
greenspan,1997-09-30,id_18,1,0,0,0
phillips,1997-09-30,id_46,1,0,0,0
moskow,1997-09-30,id_41,1,0,0,0
meyer,1997-09-30,id_38,1,0,0,0
broaddus,1997-09-30,id_7,1,0,0,0
mcdonough,1997-09-30,id_35,1,0,0,0
parry,1997-09-30,id_45,1,0,0,0
kelley,1997-09-30,id_28,1,0,0,0
guynn,1997-09-30,id_20,1,0,0,0
meyer,1997-11-12,id_38,1,0,0,0
phillips,1997-11-12,id_46,1,0,0,0
guynn,1997-11-12,id_20,1,0,0,0
broaddus,1997-11-12,id_7,1,0,1,0
moskow,1997-11-12,id_41,1,0,0,0
ferguson,1997-11-12,id_13,1,0,0,0
parry,1997-11-12,id_45,1,0,0,0
mcdonough,1997-11-12,id_35,1,0,0,0
rivlin,1997-11-12,id_51,1,0,0,0
greenspan,1997-11-12,id_18,1,0,0,0
gramlich,1997-11-12,id_17,1,0,0,0
kelley,1997-11-12,id_28,1,0,0,0
broaddus,1997-12-16,id_7,1,0,1,0
rivlin,1997-12-16,id_51,1,0,0,0
gramlich,1997-12-16,id_17,1,0,0,0
phillips,1997-12-16,id_46,1,0,0,0
mcdonough,1997-12-16,id_35,1,0,0,0
greenspan,1997-12-16,id_18,1,0,0,0
parry,1997-12-16,id_45,1,0,0,0
moskow,1997-12-16,id_41,1,0,0,0
guynn,1997-12-16,id_20,1,0,0,0
kelley,1997-12-16,id_28,1,0,0,0
ferguson,1997-12-16,id_13,1,0,0,0
meyer,1997-12-16,id_38,1,0,0,0
kelley,1998-02-04,id_28,1,0,0,0
phillips,1998-02-04,id_46,1,0,0,0
kohn,1998-02-04,id_29,1,0,0,0
jordan,1998-02-04,id_26,1,0,0,0
hoenig,1998-02-04,id_23,1,0,0,0
meyer,1998-02-04,id_38,1,0,0,0
mcdonough,1998-02-04,id_35,1,0,0,0
ferguson,1998-02-04,id_13,1,0,0,0
rivlin,1998-02-04,id_51,1,0,0,0
gramlich,1998-02-04,id_17,1,0,0,0
greenspan,1998-02-04,id_18,1,0,0,0
minehan,1998-02-04,id_39,1,0,0,0
meyer,1998-03-31,id_38,1,0,0,0
mcdonough,1998-03-31,id_35,1,0,0,0
poole,1998-03-31,id_49,1,0,0,0
greenspan,1998-03-31,id_18,1,0,0,0
gramlich,1998-03-31,id_17,1,0,0,0
minehan,1998-03-31,id_39,1,0,0,0
phillips,1998-03-31,id_46,1,0,0,0
rivlin,1998-03-31,id_51,1,0,0,0
ferguson,1998-03-31,id_13,1,0,0,0
hoenig,1998-03-31,id_23,1,0,0,0
kelley,1998-03-31,id_28,1,0,0,0
jordan,1998-03-31,id_26,1,0,1,0
phillips,1998-05-19,id_46,1,0,0,0
mcdonough,1998-05-19,id_35,1,0,0,0
minehan,1998-05-19,id_39,1,0,0,0
meyer,1998-05-19,id_38,1,0,0,0
jordan,1998-05-19,id_26,1,0,1,0
kelley,1998-05-19,id_28,1,0,0,0
rivlin,1998-05-19,id_51,1,0,0,0
ferguson,1998-05-19,id_13,1,0,0,0
poole,1998-05-19,id_49,1,0,1,0
greenspan,1998-05-19,id_18,1,0,0,0
gramlich,1998-05-19,id_17,1,0,0,0
hoenig,1998-05-19,id_23,1,0,0,0
rivlin,1998-07-01,id_51,1,0,0,0
greenspan,1998-07-01,id_18,1,0,0,0
kelley,1998-07-01,id_28,1,0,0,0
meyer,1998-07-01,id_38,1,0,0,0
jordan,1998-07-01,id_26,1,0,1,0
gramlich,1998-07-01,id_17,1,0,0,0
mcdonough,1998-07-01,id_35,1,0,0,0
poole,1998-07-01,id_49,1,0,0,0
ferguson,1998-07-01,id_13,1,0,0,0
minehan,1998-07-01,id_39,1,0,0,0
hoenig,1998-07-01,id_23,1,0,0,0
greenspan,1998-08-18,id_18,1,0,0,0
minehan,1998-08-18,id_39,1,0,0,0
ferguson,1998-08-18,id_13,1,0,0,0
meyer,1998-08-18,id_38,1,0,0,0
poole,1998-08-18,id_49,1,0,0,0
gramlich,1998-08-18,id_17,1,0,0,0
jordan,1998-08-18,id_26,1,0,1,0
rivlin,1998-08-18,id_51,1,0,0,0
kelley,1998-08-18,id_28,1,0,0,0
hoenig,1998-08-18,id_23,1,0,0,0
mcdonough,1998-08-18,id_35,1,0,0,0
mcdonough,1998-09-29,id_35,1,0,0,0
jordan,1998-09-29,id_26,1,0,0,0
minehan,1998-09-29,id_39,1,0,0,0
poole,1998-09-29,id_49,1,0,0,0
hoenig,1998-09-29,id_23,1,0,0,0
greenspan,1998-09-29,id_18,1,0,0,0
gramlich,1998-09-29,id_17,1,0,0,0
meyer,1998-09-29,id_38,1,0,0,0
ferguson,1998-09-29,id_13,1,0,0,0
kelley,1998-09-29,id_28,1,0,0,0
rivlin,1998-09-29,id_51,1,0,0,0
meyer,1998-11-17,id_38,1,0,0,0
gramlich,1998-11-17,id_17,1,0,0,0
greenspan,1998-11-17,id_18,1,0,0,0
ferguson,1998-11-17,id_13,1,0,0,0
hoenig,1998-11-17,id_23,1,0,0,0
poole,1998-11-17,id_49,1,0,0,0
jordan,1998-11-17,id_26,1,0,1,0
kelley,1998-11-17,id_28,1,0,0,0
mcdonough,1998-11-17,id_35,1,0,0,0
minehan,1998-11-17,id_39,1,0,0,0
rivlin,1998-11-17,id_51,1,0,0,0
jordan,1998-12-22,id_26,1,0,0,0
poole,1998-12-22,id_49,1,0,0,0
mcdonough,1998-12-22,id_35,1,0,0,0
hoenig,1998-12-22,id_23,1,0,0,0
kelley,1998-12-22,id_28,1,0,0,0
ferguson,1998-12-22,id_13,1,0,0,0
rivlin,1998-12-22,id_51,1,0,0,0
minehan,1998-12-22,id_39,1,0,0,0
gramlich,1998-12-22,id_17,1,0,0,0
meyer,1998-12-22,id_38,1,0,0,0
greenspan,1998-12-22,id_18,1,0,0,0
stern,1999-02-03,id_55,1,0,0,0
mcdonough,1999-02-03,id_35,1,0,0,0
greenspan,1999-02-03,id_18,1,0,0,0
meyer,1999-02-03,id_38,1,0,0,0
moskow,1999-02-03,id_41,1,0,0,0
gramlich,1999-02-03,id_17,1,0,0,0
ferguson,1999-02-03,id_13,1,0,0,0
boehne,1999-02-03,id_5,1,0,0,0
kelley,1999-02-03,id_28,1,0,0,0
rivlin,1999-02-03,id_51,1,0,0,0
mcteer,1999-02-03,id_36,1,0,0,0
kelley,1999-03-30,id_28,1,0,0,0
rivlin,1999-03-30,id_51,1,0,0,0
mcteer,1999-03-30,id_36,1,0,0,0
gramlich,1999-03-30,id_17,1,0,0,0
mcdonough,1999-03-30,id_35,1,0,0,0
moskow,1999-03-30,id_41,1,0,0,0
meyer,1999-03-30,id_38,1,0,0,0
boehne,1999-03-30,id_5,1,0,0,0
stern,1999-03-30,id_55,1,0,0,0
greenspan,1999-03-30,id_18,1,0,0,0
ferguson,1999-03-30,id_13,1,0,0,0
mcdonough,1999-05-18,id_35,1,0,0,0
rivlin,1999-05-18,id_51,1,0,0,0
greenspan,1999-05-18,id_18,1,0,0,0
stern,1999-05-18,id_55,1,0,0,0
gramlich,1999-05-18,id_17,1,0,0,0
mcteer,1999-05-18,id_36,1,0,0,0
boehne,1999-05-18,id_5,1,0,0,0
ferguson,1999-05-18,id_13,1,0,0,0
meyer,1999-05-18,id_38,1,0,0,0
kelley,1999-05-18,id_28,1,0,0,0
moskow,1999-05-18,id_41,1,0,0,0
stern,1999-06-30,id_55,1,0,0,0
moskow,1999-06-30,id_41,1,0,0,0
gramlich,1999-06-30,id_17,1,0,0,0
mcteer,1999-06-30,id_36,1,0,0,1
kelley,1999-06-30,id_28,1,0,0,0
boehne,1999-06-30,id_5,1,0,0,0
ferguson,1999-06-30,id_13,1,0,0,0
greenspan,1999-06-30,id_18,1,0,0,0
mcdonough,1999-06-30,id_35,1,0,0,0
meyer,1999-06-30,id_38,1,0,0,0
ferguson,1999-08-24,id_13,1,0,0,0
kelley,1999-08-24,id_28,1,0,0,0
meyer,1999-08-24,id_38,1,0,0,0
greenspan,1999-08-24,id_18,1,0,0,0
mcdonough,1999-08-24,id_35,1,0,0,0
boehne,1999-08-24,id_5,1,0,0,0
stern,1999-08-24,id_55,1,0,0,0
gramlich,1999-08-24,id_17,1,0,0,0
moskow,1999-08-24,id_41,1,0,0,0
mcteer,1999-08-24,id_36,1,0,0,1
kelley,1999-10-05,id_28,1,0,0,0
moskow,1999-10-05,id_41,1,0,0,0
stern,1999-10-05,id_55,1,0,0,0
gramlich,1999-10-05,id_17,1,0,0,0
mcdonough,1999-10-05,id_35,1,0,0,0
greenspan,1999-10-05,id_18,1,0,0,0
mcteer,1999-10-05,id_36,1,0,0,0
ferguson,1999-10-05,id_13,1,0,0,0
meyer,1999-10-05,id_38,1,0,0,0
boehne,1999-10-05,id_5,1,0,0,0
kelley,1999-11-16,id_28,1,0,0,0
mcdonough,1999-11-16,id_35,1,0,0,0
mcteer,1999-11-16,id_36,1,0,0,0
boehne,1999-11-16,id_5,1,0,0,0
gramlich,1999-11-16,id_17,1,0,0,0
greenspan,1999-11-16,id_18,1,0,0,0
stern,1999-11-16,id_55,1,0,0,0
ferguson,1999-11-16,id_13,1,0,0,0
meyer,1999-11-16,id_38,1,0,0,0
moskow,1999-11-16,id_41,1,0,0,0
kelley,1999-12-21,id_28,1,0,0,0
greenspan,1999-12-21,id_18,1,0,0,0
moskow,1999-12-21,id_41,1,0,0,0
mcteer,1999-12-21,id_36,1,0,0,0
gramlich,1999-12-21,id_17,1,0,0,0
ferguson,1999-12-21,id_13,1,0,0,0
boehne,1999-12-21,id_5,1,0,0,0
stern,1999-12-21,id_55,1,0,0,0
mcdonough,1999-12-21,id_35,1,0,0,0
meyer,1999-12-21,id_38,1,0,0,0
kelley,2000-02-02,id_28,1,0,0,0
guynn,2000-02-02,id_20,1,0,0,0
mcdonough,2000-02-02,id_35,1,0,0,0
broaddus,2000-02-02,id_7,1,0,0,0
greenspan,2000-02-02,id_18,1,0,0,0
jordan,2000-02-02,id_26,1,0,0,0
parry,2000-02-02,id_45,1,0,0,0
meyer,2000-02-02,id_38,1,0,0,0
gramlich,2000-02-02,id_17,1,0,0,0
ferguson,2000-02-02,id_13,1,0,0,0
greenspan,2000-03-21,id_18,1,0,0,0
jordan,2000-03-21,id_26,1,0,0,0
mcdonough,2000-03-21,id_35,1,0,0,0
broaddus,2000-03-21,id_7,1,0,0,0
kelley,2000-03-21,id_28,1,0,0,0
ferguson,2000-03-21,id_13,1,0,0,0
meyer,2000-03-21,id_38,1,0,0,0
parry,2000-03-21,id_45,1,0,0,0
guynn,2000-03-21,id_20,1,0,0,0
gramlich,2000-03-21,id_17,1,0,0,0
meyer,2000-05-16,id_38,1,0,0,0
parry,2000-05-16,id_45,1,0,0,0
broaddus,2000-05-16,id_7,1,0,0,0
gramlich,2000-05-16,id_17,1,0,0,0
kelley,2000-05-16,id_28,1,0,0,0
ferguson,2000-05-16,id_13,1,0,0,0
guynn,2000-05-16,id_20,1,0,0,0
mcdonough,2000-05-16,id_35,1,0,0,0
greenspan,2000-05-16,id_18,1,0,0,0
jordan,2000-05-16,id_26,1,0,0,0
mcdonough,2000-06-28,id_35,1,0,0,0
guynn,2000-06-28,id_20,1,0,0,0
broaddus,2000-06-28,id_7,1,0,0,0
gramlich,2000-06-28,id_17,1,0,0,0
kelley,2000-06-28,id_28,1,0,0,0
ferguson,2000-06-28,id_13,1,0,0,0
meyer,2000-06-28,id_38,1,0,0,0
jordan,2000-06-28,id_26,1,0,0,0
parry,2000-06-28,id_45,1,0,0,0
greenspan,2000-06-28,id_18,1,0,0,0
ferguson,2000-08-22,id_13,1,0,0,0
guynn,2000-08-22,id_20,1,0,0,0
gramlich,2000-08-22,id_17,1,0,0,0
broaddus,2000-08-22,id_7,1,0,0,0
greenspan,2000-08-22,id_18,1,0,0,0
meyer,2000-08-22,id_38,1,0,0,0
mcdonough,2000-08-22,id_35,1,0,0,0
kelley,2000-08-22,id_28,1,0,0,0
jordan,2000-08-22,id_26,1,0,0,0
parry,2000-08-22,id_45,1,0,0,0
greenspan,2000-10-03,id_18,1,0,0,0
guynn,2000-10-03,id_20,1,0,0,0
mcdonough,2000-10-03,id_35,1,0,0,0
meyer,2000-10-03,id_38,1,0,0,0
gramlich,2000-10-03,id_17,1,0,0,0
ferguson,2000-10-03,id_13,1,0,0,0
jordan,2000-10-03,id_26,1,0,0,0
parry,2000-10-03,id_45,1,0,0,0
broaddus,2000-10-03,id_7,1,0,0,0
kelley,2000-10-03,id_28,1,0,0,0
mcdonough,2000-11-15,id_35,1,0,0,0
ferguson,2000-11-15,id_13,1,0,0,0
greenspan,2000-11-15,id_18,1,0,0,0
broaddus,2000-11-15,id_7,1,0,0,0
meyer,2000-11-15,id_38,1,0,0,0
gramlich,2000-11-15,id_17,1,0,0,0
hoenig,2000-11-15,id_23,1,0,0,0
parry,2000-11-15,id_45,1,0,0,0
kelley,2000-11-15,id_28,1,0,0,0
guynn,2000-11-15,id_20,1,0,0,0
kelley,2000-12-19,id_28,1,0,0,0
gramlich,2000-12-19,id_17,1,0,0,0
broaddus,2000-12-19,id_7,1,0,0,0
guynn,2000-12-19,id_20,1,0,0,0
ferguson,2000-12-19,id_13,1,0,0,0
mcdonough,2000-12-19,id_35,1,0,0,0
greenspan,2000-12-19,id_18,1,0,0,0
jordan,2000-12-19,id_26,1,0,0,0
meyer,2000-12-19,id_38,1,0,0,0
parry,2000-12-19,id_45,1,0,0,0
greenspan,2001-01-03,id_18,1,0,0,0
kelley,2001-01-03,id_28,1,0,0,0
ferguson,2001-01-03,id_13,1,0,0,0
mcdonough,2001-01-03,id_35,1,0,0,0
minehan,2001-01-03,id_39,1,0,0,0
hoenig,2001-01-03,id_23,1,0,0,0
moskow,2001-01-03,id_41,1,0,0,0
gramlich,2001-01-03,id_17,1,0,0,0
meyer,2001-01-03,id_38,1,0,0,0
poole,2001-01-03,id_49,1,0,0,0
gramlich,2001-01-31,id_17,1,0,0,0
hoenig,2001-01-31,id_23,1,0,0,0
minehan,2001-01-31,id_39,1,0,0,0
poole,2001-01-31,id_49,1,0,0,0
ferguson,2001-01-31,id_13,1,0,0,0
mcdonough,2001-01-31,id_35,1,0,0,0
moskow,2001-01-31,id_41,1,0,0,0
greenspan,2001-01-31,id_18,1,0,0,0
kelley,2001-01-31,id_28,1,0,0,0
meyer,2001-01-31,id_38,1,0,0,0
kelley,2001-03-20,id_28,1,0,0,0
greenspan,2001-03-20,id_18,1,0,0,0
meyer,2001-03-20,id_38,1,0,0,0
moskow,2001-03-20,id_41,1,0,0,0
ferguson,2001-03-20,id_13,1,0,0,0
minehan,2001-03-20,id_39,1,0,0,0
gramlich,2001-03-20,id_17,1,0,0,0
poole,2001-03-20,id_49,1,0,0,0
hoenig,2001-03-20,id_23,1,0,0,0
mcdonough,2001-03-20,id_35,1,0,0,0
hoenig,2001-04-18,id_23,1,0,0,0
meyer,2001-04-18,id_38,1,0,0,0
minehan,2001-04-18,id_39,1,0,0,0
moskow,2001-04-18,id_41,1,0,0,0
gramlich,2001-04-18,id_17,1,0,0,0
ferguson,2001-04-18,id_13,1,0,0,0
mcdonough,2001-04-18,id_35,1,0,0,0
kelley,2001-04-18,id_28,1,0,0,0
poole,2001-04-18,id_49,1,0,0,0
