target_change_adj
-0.5
0.0
0.0
-0.25
-0.25
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
-0.25
0.0
0.0
-0.25
-0.25
-0.5
-0.25
-0.5
-0.25
-0.25
0.0
0.0
0.0
-0.25
-0.25
-0.25
-0.25
-0.5
0.0
0.0
0.0
-0.25
0.0
0.0
-0.5
0.0
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.25
0.25
0.5
0.0
0.0
0.5
0.0
0.0
0.5
0.0
0.0
0.5
0.0
0.0
0.0
0.0
-0.25
0.0
0.0
0.0
0.0
-0.25
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.25
-0.25
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.0
0.25
0.0
0.0
0.25
0.0
0.0
0.25
0.25
0.0
0.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.5
0.0
-0.5
-0.5
-0.5
-0.25
0.0
-0.25
-0.5
-0.5
-0.5
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-0.5
0.0
0.0
0.0
0.0
0.0
0.0
-0.25
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.0
0.25
0.25
0.0
0.25
0.25
0.0
0.25
0.25
0.0
0.25
0.25
0.0
