date_m,year,indpro,pcepi,pcepi_pca,inflation,unemp,lagged_unemp,market_exp,target_change,lag_dfedtar,dfedtar,d_meeting,scale,d_crisis,try_3m,try_2y,try_10y,ff_tar,d_menu_dec,d_menu_unc,d_menu_inc,d_menu_m075,d_menu_m050,d_menu_m025,d_menu_0,d_menu_025,d_menu_050,d_menu_075,ord_policy,d_nineeleven,d_month_1,d_month_2,d_month_3,d_month_4,d_month_5,d_month_6,d_month_7,d_month_8,d_month_9,d_month_10,d_month_11,d_month_12,d_month_1_fomc,d_month_2_fomc,d_month_3_fomc,d_month_4_fomc,d_month_5_fomc,d_month_6_fomc,d_month_7_fomc,d_month_8_fomc,d_month_9_fomc,d_month_10_fomc,d_month_11_fomc,d_month_12_fomc,target_change_last,target_change_last_fomc,d_menu_adj_m050,d_menu_adj_m025,d_menu_adj_0,d_menu_adj_025,d_menu_adj_050,d_sample1,d_sample2,target_change_adj,target_change_simple,ord_adj_tchange,d_y2k,l1_inflation,l2_inflation,l1_diff_unemp,l2_diff_unemp,l1_inf,l2_inf,l1_target_change,l2_target_change,l3_target_change,l4_target_change,l5_target_change,Fl1_target_change,d_policy_m050,d_policy_m025,d_policy_0,d_policy_025,d_policy_050,d_policy_inc,d_policy_unc,d_policy_dec,indpro_g1,indpro_g2,indpro_g3,indpro_g4,indpro_g5,indpro_g6,indpro_g7,indpro_g8,indpro_g9,indpro_g10,indpro_g11,indpro_g12,indpro_g13,indpro_g14,indpro_g15,indpro_g16,indpro_g17,indpro_g18,indpro_g19,indpro_g20,indpro_g21,indpro_g22,indpro_g23,indpro_g24,pcepi_g1,pcepi_g2,pcepi_g3,pcepi_g4,pcepi_g5,pcepi_g6,pcepi_g7,pcepi_g8,pcepi_g9,pcepi_g10,pcepi_g11,pcepi_g12,pcepi_g13,pcepi_g14,pcepi_g15,pcepi_g16,pcepi_g17,pcepi_g18,pcepi_g19,pcepi_g20,pcepi_g21,pcepi_g22,pcepi_g23,pcepi_g24,unemp_g1,unemp_g2,unemp_g3,unemp_g4,unemp_g5,unemp_g6,unemp_g7,unemp_g8,unemp_g9,unemp_g10,unemp_g11,unemp_g12,unemp_g13,unemp_g14,unemp_g15,unemp_g16,unemp_g17,unemp_g18,unemp_g19,unemp_g20,unemp_g21,unemp_g22,unemp_g23,unemp_g24,try_3m_g1,try_3m_g2,try_3m_g3,try_3m_g4,try_3m_g5,try_3m_g6,try_3m_g7,try_3m_g8,try_3m_g9,try_3m_g10,try_3m_g11,try_3m_g12,try_3m_g13,try_3m_g14,try_3m_g15,try_3m_g16,try_3m_g17,try_3m_g18,try_3m_g19,try_3m_g20,try_3m_g21,try_3m_g22,try_3m_g23,try_3m_g24,try_2y_g1,try_2y_g2,try_2y_g3,try_2y_g4,try_2y_g5,try_2y_g6,try_2y_g7,try_2y_g8,try_2y_g9,try_2y_g10,try_2y_g11,try_2y_g12,try_2y_g13,try_2y_g14,try_2y_g15,try_2y_g16,try_2y_g17,try_2y_g18,try_2y_g19,try_2y_g20,try_2y_g21,try_2y_g22,try_2y_g23,try_2y_g24,try_10y_g1,try_10y_g2,try_10y_g3,try_10y_g4,try_10y_g5,try_10y_g6,try_10y_g7,try_10y_g8,try_10y_g9,try_10y_g10,try_10y_g11,try_10y_g12,try_10y_g13,try_10y_g14,try_10y_g15,try_10y_g16,try_10y_g17,try_10y_g18,try_10y_g19,try_10y_g20,try_10y_g21,try_10y_g22,try_10y_g23,try_10y_g24,ff_tar_g1,ff_tar_g2,ff_tar_g3,ff_tar_g4,ff_tar_g5,ff_tar_g6,ff_tar_g7,ff_tar_g8,ff_tar_g9,ff_tar_g10,ff_tar_g11,ff_tar_g12,ff_tar_g13,ff_tar_g14,ff_tar_g15,ff_tar_g16,ff_tar_g17,ff_tar_g18,ff_tar_g19,ff_tar_g20,ff_tar_g21,ff_tar_g22,ff_tar_g23,ff_tar_g24,d_sub_1,d_sub_2,d_sub_3,d_sub_4,d_sub_01,d_sub_00,d_sub_m1
1996m12,1996,79.714302,74.099998,1.38684,.11484,5.4000001,5.4000001,.12814286,0,5.25,5.25,1,2.0666666,0,5.0404763,5.7819047,6.302381,5.25,1,1,1,0,1,0,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,5,0,.17866001,.30274001,.30000019,-.5999999,.76219815,.30543193,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.14165457,1.34413,2.0115111,2.0349965,2.6186352,3.1052942,3.8651493,4.9045572,5.7889452,6.6456203,7.5196838,7.8275642,8.3397989,8.4710503,8.5385704,8.9079599,9.5418129,8.9124346,8.5644817,10.596161,10.400536,11.206986,11.142033,11.512678,.12947172,.33950254,.44435787,.54238594,.49674433,.62557495,.68456471,.76494837,1.0057226,1.1352332,1.1405672,1.1192189,1.168587,1.1165513,1.132566,1.2565848,1.393752,1.3085374,1.5559862,1.6940697,1.6356727,1.8544937,1.8597896,1.9604186,-.099999905,-.20000029,-.20000029,-.30000019,-.5,-.4000001,-.5,-.5999999,-.5,-.70000029,-.80000019,-.70000029,-.80000019,-.80000019,-.70000029,-1.0999999,-1,-.9000001,-.9000001,-.9000001,-.80000019,-.9000001,-1,-1,.12523794,.10162878,.2440238,.26406908,.1561904,.030476093,.15406895,.23904753,.044285774,.072250843,.24063492,.26406908,.13852358,.1895237,.12134171,.04238081,.099523544,.083614349,.054069042,.00047588348,-.30142879,-.97000027,-.50942373,-.54365826,.22619057,.11651659,.44009542,.66627693,.49476194,.31285715,.1090045,.15714312,.099999905,-.010086536,-.069127083,-.066904545,-.42490482,-.36400986,-.220541,-.21761894,-.18840456,-.26190472,-.32372284,-.51333332,-1.1157141,-1.6900001,-1.2419047,-1.2755408,.27666664,.11709261,.39211893,.58307362,.40857124,.19142866,-.081926346,-.0038094521,-.093809605,-.27283573,-.42738104,-.49374485,-.75788116,-.72764397,-.65510845,-.66476202,-.64988089,-.8060174,-.84101725,-.9604764,-1.4957142,-1.7723808,-1.4750128,-1.6573811,0,0,.056451797,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.23333311,-.13709688,-.36666679,-.5,0,1,0,0,1,1,1
1997m1,1997,79.827301,74.195999,1.56578,.12955,5.3000002,5.4000001,.11,0,5.25,5.25,0,0,0,5.1657143,6.0080953,6.5790477,5.25,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,.11484,.17866001,.20000029,.099999428,.59555513,.58821428,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.2024755,1.8698565,1.893342,2.4769804,2.9636397,3.7234948,4.7629023,5.6472902,6.5039654,7.3780293,7.6859097,8.1981449,8.3293953,8.3969154,8.7663059,9.4001579,8.7707796,8.4228268,10.454506,10.258882,11.065332,11.000378,11.371023,11.838064,.21003082,.31488615,.41291422,.36727265,.4961032,.55509299,.63547665,.87625086,1.0057614,1.0110955,.98974723,1.0391152,.98707962,1.0030942,1.1271131,1.2642803,1.1790657,1.4265144,1.5645981,1.5062009,1.7250221,1.730318,1.8309469,2.0134003,-.10000038,-.10000038,-.20000029,-.4000001,-.30000019,-.4000001,-.5,-.4000001,-.60000038,-.70000029,-.60000038,-.70000029,-.70000029,-.60000038,-1,-.9000001,-.80000019,-.80000019,-.80000019,-.70000029,-.80000019,-.9000001,-.9000001,-1,-.023609161,.11878586,.13883114,.030952454,-.094761848,.028831005,.11380959,-.080952168,-.052987099,.11539698,.13883114,.013285637,.064285755,-.0038962364,-.082857132,-.025714397,-.041623592,-.0711689,-.12476206,-.42666674,-1.0952382,-.63466167,-.6688962,-.7193985,-.10967398,.21390486,.44008636,.26857138,.086666584,-.11718607,-.069047451,-.12619066,-.2362771,-.29531765,-.29309511,-.65109539,-.59020042,-.44673157,-.44380951,-.41459513,-.48809528,-.54991341,-.73952389,-1.3419046,-1.9161906,-1.4680953,-1.5017314,-1.3928323,-.15957403,.11545229,.30640697,.1319046,-.08523798,-.35859299,-.28047609,-.37047625,-.54950237,-.70404768,-.77041149,-1.0345478,-1.0043106,-.93177509,-.94142866,-.92654753,-1.082684,-1.1176839,-1.237143,-1.7723808,-2.0490475,-1.7516794,-1.9340477,-1.8569427,0,.056451797,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.23333311,-.13709688,-.36666679,-.5,-.5,0,0,0,0,0,0,0
1997m2,1997,80.792999,74.351997,2.5524299,.21025001,5.1999998,5.3000002,.036249999,0,5.25,5.25,1,1.1666666,0,5.1421051,5.8984213,6.4194736,5.25,0,1,1,0,0,0,1,0,1,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,0,.12955,.11484,.10000038,-.20000029,.42274243,.67904592,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.66738099,.69086653,1.274505,1.7611643,2.5210192,3.560427,4.4448152,5.3014903,6.1755538,6.4834342,6.9956689,7.1269197,7.1944404,7.5638304,8.1976824,7.5683041,7.2203517,9.2520304,9.056406,9.8628569,9.7979021,10.168548,10.635589,11.167452,.10485534,.20288339,.15724181,.2860724,.3450622,.42544585,.66622007,.79573059,.80106467,.77971637,.8290844,.77704883,.7930634,.91708225,1.0542495,.96903485,1.2164836,1.3545672,1.2961701,1.5149913,1.5202872,1.620916,1.8033695,1.7795831,0,-.099999905,-.29999971,-.19999981,-.29999971,-.39999962,-.29999971,-.5,-.5999999,-.5,-.5999999,-.5999999,-.5,-.89999962,-.79999971,-.69999981,-.69999981,-.69999981,-.5999999,-.69999981,-.79999971,-.79999971,-.89999962,-.79999971,.14239502,.1624403,.054561615,-.071152687,.052440166,.13741875,-.057343006,-.029377937,.13900614,.1624403,.036894798,.087894917,.019712925,-.059247971,-.0021052361,-.018014431,-.047559738,-.1011529,-.40305758,-1.071629,-.61105251,-.64528704,-.69578934,-.58684206,.32357883,.54976034,.37824535,.19634056,-.0075120926,.040626526,-.016516685,-.12660313,-.18564367,-.18342113,-.54142141,-.48052645,-.33705759,-.33413553,-.30492115,-.37842131,-.44023943,-.62984991,-1.2322307,-1.8065166,-1.3584213,-1.3920574,-1.2831583,-1.0221057,.27502632,.46598101,.29147863,.074336052,-.19901896,-.12090206,-.21090221,-.38992834,-.54447365,-.61083746,-.87497377,-.84473658,-.77220106,-.78185463,-.7669735,-.92311001,-.95810986,-1.077569,-1.6128068,-1.8894734,-1.5921054,-1.7744737,-1.6973686,-1.4205265,.056451797,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.25,.23333311,-.13709688,-.36666679,-.5,-.5,-.5,1,0,0,0,1,1,0
1997m3,1997,81.334,74.43,1.26617,.10491,5.1999998,5.1999998,.27225471,.25,5.25,5.5,1,4.4285712,0,5.2845001,6.2220001,6.6945,5.3064518,0,1,1,0,0,0,1,0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,.25,1,8,0,.21025001,.12955,-.20000029,.80000019,.45427698,.76219815,0,0,0,0,0,0,0,0,0,1,0,1,0,0,.023485579,.60712403,1.0937833,1.8536383,2.8930459,3.7774339,4.634109,5.5081725,5.8160534,6.3282881,6.4595389,6.5270591,6.8964491,7.5303016,6.9009233,6.5529704,8.58465,8.3890247,9.1954756,9.1305218,9.5011673,9.9682074,10.500071,10.658573,.098028041,.05238647,.18121704,.24020684,.3205905,.56136471,.69087523,.69620931,.67486101,.72422904,.67219347,.6882081,.81222689,.94939417,.86417955,1.1116283,1.2497119,1.1913148,1.4101359,1.4154317,1.5160607,1.6985142,1.6747278,1.7526577,-.099999905,-.29999971,-.19999981,-.29999971,-.39999962,-.29999971,-.5,-.5999999,-.5,-.5999999,-.5999999,-.5,-.89999962,-.79999971,-.69999981,-.69999981,-.69999981,-.5999999,-.69999981,-.79999971,-.79999971,-.89999962,-.79999971,-1,.02004528,-.087833405,-.21354771,-.089954853,-.0049762726,-.19973803,-.17177296,-.0033888817,.02004528,-.10550022,-.054500103,-.12268209,-.20164299,-.14450026,-.16040945,-.18995476,-.24354792,-.54545259,-1.2140241,-.75344753,-.78768206,-.83818436,-.72923708,-.71797848,.22618151,.054666519,-.12723827,-.33109093,-.28295231,-.34009552,-.45018196,-.50922251,-.50699997,-.86500025,-.80410528,-.66063643,-.65771437,-.62849998,-.70200014,-.76381826,-.95342875,-1.5558095,-2.1300955,-1.6820002,-1.7156363,-1.6067371,-1.3456845,-1.1689568,.19095469,.016452312,-.20069027,-.47404528,-.39592838,-.48592854,-.66495466,-.81949997,-.88586378,-1.1500001,-1.1197629,-1.0472274,-1.056881,-1.0419998,-1.1981363,-1.2331362,-1.3525953,-1.8878331,-2.1644998,-1.8671317,-2.0495,-1.9723949,-1.6955528,-1.4618912,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.1935482,.17688131,-.19354868,-.42311859,-.5564518,-.5564518,-.5564518,-.5564518,1,0,0,0,1,1,0
1997m4,1997,81.353104,74.502998,1.18331,.098080002,5.0999999,5.1999998,0,0,5.5,5.5,0,0,0,5.3045454,6.4481816,6.8854547,5.5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.25,0,0,0,0,0,0,1,1,0,0,5,0,.10491,.21025001,-.20000029,.30000067,.44435787,.59555513,.25,0,0,0,0,0,0,0,1,0,0,0,1,0,.58363849,1.0702977,1.8301528,2.8695605,3.7539485,4.6106234,5.4846873,5.7925677,6.3048024,6.4360533,6.5035739,6.8729639,7.5068159,6.8774376,6.5294852,8.5611639,8.3655396,9.1719904,9.1070356,9.4776812,9.9447222,10.476585,10.635088,10.906044,-.045641575,.083189003,.1421788,.22256246,.46333668,.59284717,.59818131,.57683301,.62620103,.5741654,.59018004,.71419883,.8513661,.76615149,1.0136002,1.1516838,1.0932868,1.3121079,1.3174038,1.4180326,1.6004862,1.5766997,1.6546296,2.115634,-.19999981,-.099999905,-.19999981,-.29999971,-.19999981,-.4000001,-.5,-.4000001,-.5,-.5,-.4000001,-.79999971,-.69999981,-.5999999,-.5999999,-.5999999,-.5,-.5999999,-.69999981,-.69999981,-.79999971,-.69999981,-.9000001,-.79999971,-.10787868,-.23359299,-.11000013,-.025021553,-.21978331,-.19181824,-.023434162,0,-.1255455,-.074545383,-.14272738,-.22168827,-.16454554,-.18045473,-.21000004,-.2635932,-.56549788,-1.2340693,-.77349281,-.80772734,-.85822964,-.74928236,-.73802376,-.89545441,-.17151499,-.35341978,-.55727243,-.50913382,-.56627703,-.67636347,-.73540401,-.73318148,-1.0911818,-1.0302868,-.88681793,-.88389587,-.85468149,-.92818165,-.98999977,-1.1796103,-1.781991,-2.356277,-1.9081817,-1.9418178,-1.8329186,-1.571866,-1.3951383,-1.4713635,-.17450237,-.39164495,-.66499996,-.58688307,-.67688322,-.85590935,-1.0104547,-1.0768185,-1.3409548,-1.3107176,-1.2381821,-1.2478356,-1.2329545,-1.389091,-1.4240909,-1.54355,-2.0787878,-2.3554544,-2.0580864,-2.2404547,-2.1633496,-1.8865075,-1.6528459,-1.7009091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.016666889,-.38709688,-.61666679,-.75,-.75,-.75,-.75,-.75,0,0,0,0,0,0,0
1997m5,1997,81.8293,74.469002,-.54626,-.045639999,4.9000001,5.0999999,.11446429,0,5.5,5.5,1,2.5833333,0,5.1966667,6.2766666,6.7109523,5.5,0,1,1,0,0,0,1,0,1,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,0,.098080002,.10491,-.20000029,.40000057,.41291422,.42274243,0,.25,0,0,0,0,0,0,1,0,0,0,1,0,.48665926,1.2465143,2.2859221,3.17031,4.0269852,4.9010487,5.2089291,5.7211637,5.8524146,5.9199352,6.2893252,6.9231772,6.2937989,5.9458466,7.9775257,7.7819009,8.5883512,8.5233974,8.894043,9.361083,9.8929462,10.05145,10.322406,11.008478,.12883058,.18782037,.26820403,.50897825,.63848877,.64382285,.62247455,.67184258,.619807,.63582158,.75984043,.8970077,.81179309,1.0592418,1.1973255,1.1389283,1.3577495,1.3630453,1.4636743,1.6461277,1.6223413,1.7002711,2.1612754,2.2112026,.099999905,0,-.099999905,0,-.20000029,-.30000019,-.20000029,-.30000019,-.30000019,-.20000029,-.5999999,-.5,-.4000001,-.4000001,-.4000001,-.30000019,-.4000001,-.5,-.5,-.5999999,-.5,-.70000029,-.5999999,-.70000029,-.1257143,-.0021214485,.082857132,-.11190462,-.083939552,.084444523,.10787868,-.017666817,.033333302,-.03484869,-.11380959,-.056666851,-.072576046,-.10212135,-.15571451,-.45761919,-1.1261907,-.66561413,-.69984865,-.75035095,-.64140368,-.63014507,-.78757572,-.56566668,-.18190479,-.38575745,-.33761883,-.39476204,-.50484848,-.56388903,-.56166649,-.91966677,-.8587718,-.71530294,-.71238089,-.6831665,-.75666666,-.81848478,-1.0080953,-1.610476,-2.184762,-1.7366667,-1.7703028,-1.6614037,-1.400351,-1.2236233,-1.2998486,-1.0221667,-.21714258,-.49049759,-.4123807,-.50238085,-.68140697,-.83595228,-.90231609,-1.1664524,-1.1362152,-1.0636797,-1.0733333,-1.0584521,-1.2145886,-1.2495885,-1.3690476,-1.9042854,-2.1809521,-1.883584,-2.0659523,-1.9888473,-1.7120051,-1.4783435,-1.5264068,-1.171452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.016666889,-.38709688,-.61666679,-.75,-.75,-.75,-.75,-.75,-.75,1,0,0,0,1,1,0
1997m6,1997,82.2285,74.565002,1.55797,.12891001,5,4.9000001,.029999999,0,5.5,5.5,0,0,0,5.0709524,6.0947618,6.4938097,5.5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,-.045639999,.098080002,-.29999971,-.50000048,.15724181,.45427698,0,0,.25,0,0,0,0,0,1,0,0,0,1,0,.75985503,1.7992628,2.6836507,3.5403259,4.4143896,4.72227,5.2345047,5.3657556,5.4332762,5.8026662,6.4365182,5.8071399,5.4591875,7.4908667,7.2952418,8.1016922,8.0367384,8.4073839,8.874424,9.4062872,9.5647907,9.8357468,10.521818,10.354638,.058989797,.13937345,.38014767,.50965816,.5149923,.493644,.54301202,.49097639,.50699103,.63100982,.76817709,.68296248,.93041122,1.0684948,1.0100977,1.2289189,1.2342148,1.3348436,1.5172971,1.4935107,1.5714406,2.032445,2.082372,2.1033838,-.099999905,-.19999981,-.099999905,-.30000019,-.4000001,-.30000019,-.4000001,-.4000001,-.30000019,-.69999981,-.5999999,-.5,-.5,-.5,-.4000001,-.5,-.5999999,-.5999999,-.69999981,-.5999999,-.80000019,-.69999981,-.80000019,-.69999981,.12359285,.20857143,.013809681,.04177475,.21015882,.23359299,.10804749,.1590476,.090865612,.011904716,.069047451,.053138256,.023592949,-.03000021,-.33190489,-1.0004764,-.53989983,-.57413435,-.62463665,-.51568937,-.50443077,-.66186142,-.43995237,-.35549784,-.20385265,-.15571404,-.21285725,-.32294369,-.38198423,-.3797617,-.73776197,-.67686701,-.53339815,-.53047609,-.50126171,-.57476187,-.63657999,-.82619047,-1.4285712,-2.0028572,-1.5547619,-1.588398,-1.4794989,-1.2184463,-1.0417185,-1.1179438,-.84026194,-.47612572,-.27335501,-.19523811,-.28523827,-.46426439,-.6188097,-.68517351,-.94930983,-.91907263,-.84653711,-.85619068,-.84130955,-.99744606,-1.0324459,-1.1519051,-1.6871428,-1.9638095,-1.6664414,-1.8488097,-1.7717047,-1.4948626,-1.2612009,-1.3092642,-.95430946,-.59426403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.016666889,-.38709688,-.61666679,-.75,-.75,-.75,-.75,-.75,-.75,-.74166679,0,0,0,0,0,0,0
1997m7,1997,82.855698,74.609001,.71041,.059009999,4.9000001,5,.016428571,0,5.5,5.5,1,1.0333333,0,5.1945453,5.8909092,6.2204547,5.5,0,1,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,0,.12891001,-.045639999,-.19999981,-.40000057,.18121704,.44435787,0,0,0,.25,0,0,0,0,1,0,0,0,1,0,1.0394077,1.9237957,2.7804708,3.6545343,3.962415,4.4746499,4.6059003,4.6734209,5.0428109,5.6766634,5.0472846,4.6993322,6.7310114,6.5353866,7.3418374,7.2768831,7.6475286,8.1145687,8.6464319,8.8049355,9.0758915,9.7619638,9.5947828,10.225689,.080383666,.32115787,.45066839,.4560025,.43465421,.4840222,.4319866,.44800124,.57202005,.70918733,.62397271,.8714214,1.009505,.95110792,1.169929,1.1752249,1.2758539,1.4583074,1.434521,1.5124508,1.9734551,2.0233822,2.044394,2.3093033,-.099999905,0,-.20000029,-.30000019,-.20000029,-.30000019,-.30000019,-.20000029,-.5999999,-.5,-.4000001,-.4000001,-.4000001,-.30000019,-.4000001,-.5,-.5,-.5999999,-.5,-.70000029,-.5999999,-.70000029,-.5999999,-.5999999,.08497858,-.10978317,-.081818104,.086565971,.11000013,-.015545368,.03545475,-.032727242,-.11168814,-.054545403,-.070454597,-.099999905,-.15359306,-.45549774,-1.1240692,-.66349268,-.6977272,-.7482295,-.63928223,-.62802362,-.78545427,-.56354523,-.47909069,-.50883102,.048138618,-.0090045929,-.11909103,-.17813158,-.17590904,-.53390932,-.47301435,-.3295455,-.32662344,-.29740906,-.37090921,-.43272734,-.62233782,-1.2247186,-1.7990046,-1.3509092,-1.3845453,-1.2756462,-1.0145936,-.83786583,-.91409111,-.63640928,-.27227306,-.33614731,.078116894,-.011883259,-.19090939,-.34545469,-.4118185,-.67595482,-.64571762,-.57318211,-.58283567,-.56795454,-.72409105,-.7590909,-.87855005,-1.4137878,-1.6904545,-1.3930864,-1.5754547,-1.4983497,-1.2215075,-.9878459,-1.0359092,-.68095446,-.32090902,-.42854977,0,0,0,0,0,0,0,0,0,0,0,0,0,-.016666889,-.38709688,-.61666679,-.75,-.75,-.75,-.75,-.75,-.75,-.74166679,-.5,1,0,0,0,1,1,0
1997m8,1997,83.721397,74.668999,.96930999,.080420002,4.8000002,4.9000001,.0022527471,0,5.5,5.5,1,2.3846154,0,5.2795238,5.9390478,6.2985716,5.5,0,1,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,0,.059009999,.12891001,-.19999981,-.30000067,.1421788,.41291422,0,0,0,0,.25,0,0,0,1,0,0,0,1,0,.88438797,1.7410631,2.6151266,2.9230072,3.4352419,3.5664928,3.6340132,4.0034032,4.6372557,4.0078769,3.6599245,5.6916037,5.4959788,6.3024297,6.2374754,6.6081209,7.0751615,7.6070247,7.7655277,8.0364838,8.7225561,8.5553751,9.1862812,9.6063108,.24077421,.37028474,.37561882,.35427052,.40363854,.35160294,.36761758,.4916364,.62880367,.54358906,.79103774,.92912138,.87072426,1.0895454,1.0948412,1.1954702,1.3779237,1.3541373,1.4320672,1.8930714,1.9429985,1.9640104,2.2289197,2.4042723,.099999905,-.10000038,-.20000029,-.10000038,-.20000029,-.20000029,-.10000038,-.5,-.4000001,-.30000019,-.30000019,-.30000019,-.20000029,-.30000019,-.4000001,-.4000001,-.5,-.4000001,-.60000038,-.5,-.60000038,-.5,-.5,-.60000038,-.19476175,-.16679668,.0015873909,.025021553,-.10052395,-.04952383,-.11770582,-.19666672,-.13952398,-.15543318,-.18497849,-.23857164,-.54047632,-1.2090478,-.74847126,-.78270578,-.83320808,-.72426081,-.7130022,-.87043285,-.64852381,-.56406927,-.5938096,-.4058876,-.057143211,-.16722965,-.2262702,-.22404766,-.58204794,-.52115297,-.37768412,-.37476206,-.34554768,-.41904783,-.48086596,-.67047644,-1.2728572,-1.8471432,-1.3990479,-1.4326839,-1.3237848,-1.0627322,-.88600445,-.96222973,-.6845479,-.32041168,-.38428593,-.26086617,-.090000153,-.26902628,-.42357159,-.4899354,-.75407171,-.72383451,-.651299,-.66095257,-.64607143,-.80220795,-.83720779,-.95666695,-1.4919047,-1.7685714,-1.4712033,-1.6535716,-1.5764666,-1.2996244,-1.0659628,-1.1140261,-.75907135,-.39902592,-.50666666,-.35948086,0,0,0,0,0,0,0,0,0,0,0,0,-.016666889,-.38709688,-.61666679,-.75,-.75,-.75,-.75,-.75,-.75,-.74166679,-.5,-.43548393,1,0,0,0,1,1,0
1997m9,1997,84.465103,74.848999,2.9314301,.24106,4.9000001,4.8000002,.88999999,0,5.5,5.5,1,30,0,5.0847621,5.8819046,6.2085714,5.5,0,1,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5,0,.080420002,.059009999,-.099999905,-.099999428,.26820403,.15724181,0,0,0,0,0,0,0,0,1,0,0,0,1,0,.85667515,1.7307388,2.0386193,2.550854,2.6821048,2.7496252,3.1190152,3.7528675,3.1234891,2.7755365,4.8072157,4.6115909,5.4180417,5.3530874,5.7237329,6.1907735,6.7226367,6.8811398,7.1520958,7.8381681,7.6709871,8.3018932,8.7219229,8.2990589,.12951051,.13484462,.11349632,.16286434,.11082873,.12684336,.25086218,.38802943,.30281481,.55026352,.68834716,.62995005,.84877121,.85406709,.954696,1.1371495,1.113363,1.1912929,1.6522973,1.7022244,1.7232362,1.9881455,2.1634982,2.5132737,-.20000029,-.30000019,-.20000029,-.30000019,-.30000019,-.20000029,-.5999999,-.5,-.4000001,-.4000001,-.4000001,-.30000019,-.4000001,-.5,-.5,-.5999999,-.5,-.70000029,-.5999999,-.70000029,-.5999999,-.5999999,-.70000029,-.70000029,.027965069,.19634914,.21978331,.094237804,.14523792,.077055931,-.0019049644,.05523777,.039328575,.009783268,-.043809891,-.34571457,-1.014286,-.55370951,-.58794403,-.63844633,-.52949905,-.51824045,-.6756711,-.45376205,-.36930752,-.39904785,-.21112585,-.26238108,-.11008644,-.16912699,-.16690445,-.52490473,-.46400976,-.3205409,-.31761885,-.28840446,-.36190462,-.42372274,-.61333323,-1.215714,-1.79,-1.3419046,-1.3755407,-1.2666416,-1.005589,-.82886124,-.90508652,-.62740469,-.26326847,-.32714272,-.20372295,-.21999979,-.17902613,-.33357143,-.39993525,-.66407156,-.63383436,-.56129885,-.57095242,-.55607128,-.71220779,-.74720764,-.86666679,-1.4019046,-1.6785712,-1.3812032,-1.5635715,-1.4864664,-1.2096243,-.97596264,-1.0240259,-.6690712,-.30902576,-.41666651,-.26948071,-.29333353,0,0,0,0,0,0,0,0,0,0,0,-.016666889,-.38709688,-.61666679,-.75,-.75,-.75,-.75,-.75,-.75,-.74166679,-.5,-.43548393,-.25,1,0,0,0,1,1,0
