l1_ld_inflation_quarterly,l1_diff_unemp_quarterly
-0.15319464232801394,0.2999999999999998
-0.4260530620173952,0.0
-0.3520710598474253,0.0
0.0038903365469522564,0.0
0.15075186136925822,0.09999999999999963
0.2069325230658947,0.20000000000000015
0.06636994987996303,0.10000000000000052
0.3662121332528301,0.10000000000000052
0.2205060404353532,-0.10000000000000052
0.08688619930357078,-0.20000000000000015
-0.5461898052436354,0.0
-0.2143006719313334,0.10000000000000052
0.0651192249408794,0.0
0.03769786696699029,0.09999999999999963
0.4385249446427153,0.2999999999999998
0.17056878037395862,0.7000000000000002
0.32418327589454066,0.4000000000000004
-0.5375623599246815,0.5
-0.517507306111753,0.39999999999999947
-0.1924656222465515,0.5
-0.07471250592372414,0.39999999999999947
-0.07290087279381298,0.5
-0.198417747072277,0.2999999999999998
0.3636172576246821,0.3000000000000007
0.14680025620199544,0.10000000000000052
-0.02274415379810435,0.09999999999999963
-0.1826606370772588,0.0
0.17533756421617142,0.0
0.030679934102906262,0.20000000000000015
-0.01385774544129248,0.09999999999999963
-0.09302129145600803,0.39999999999999947
-0.052430280113124894,0.2999999999999998
0.034753889552430195,0.4000000000000004
-0.009089007420293171,0.10000000000000052
0.1352671770934677,0.10000000000000052
-0.1212791898940857,0.1999999999999993
-0.06262684701336951,0.39999999999999947
0.057859947376570624,0.2999999999999998
0.002129552818264102,0.0
-0.015950762668293098,-0.20000000000000015
0.024518688072383558,-0.4000000000000004
0.06248368685835004,-0.1999999999999993
0.010605936197904951,-0.1999999999999993
-0.10954669218712354,0.0
-0.04512052806271427,-0.3000000000000007
0.031173040635845695,-0.4000000000000004
0.021868068928387885,-0.20000000000000015
0.15757309709210074,0.0
-0.16994018988683024,0.0
-0.10742231660216817,-0.1999999999999993
-0.13753862581307175,-0.2999999999999998
0.06931776643366305,-0.2999999999999998
0.15658659564437016,-0.10000000000000052
0.01770377501779663,-0.20000000000000015
-0.0811635121270804,-0.20000000000000015
-0.28170430000589164,-0.20000000000000015
0.0425943093899761,0.0
0.2520939113987985,0.0
0.08561230640902195,-0.1999999999999993
-0.08703278804462755,-0.5
-0.029943634012674636,-0.4000000000000004
0.1954410548218988,-0.3000000000000007
0.08398369048769894,-0.09999999999999963
-0.1333724725808061,-0.1999999999999993
-0.1445545432471107,-0.2999999999999998
-0.037794019880443834,-0.4000000000000004
-0.04699206624767527,-0.4000000000000004
0.03161481811755351,-0.20000000000000015
-0.01349331553326394,-0.1999999999999993
0.12022768654418314,-0.09999999999999963
0.0617471664633662,0.20000000000000015
-0.02341343791609773,0.1999999999999993
-0.08745601358759457,0.1999999999999993
-0.13762603522478045,-0.09999999999999963
0.06192837251237648,0.10000000000000052
-0.029562308800290538,0.0
0.13382974784432733,-0.20000000000000015
-0.21822699585474226,-0.10000000000000052
0.12418370347573315,0.0
-0.036988829377460064,0.09999999999999963
0.15977561400593032,-0.09999999999999963
0.10872975316562616,-0.09999999999999963
0.07786748700064905,0.0
0.015203654339046581,0.09999999999999963
-0.30229539948427586,-0.20000000000000015
-0.08858297205946998,-0.09999999999999963
-0.07686670572262244,-0.5
0.28278210048355845,-0.09999999999999963
0.09084102013563466,-0.2999999999999998
0.08315697385192777,0.3000000000000007
-0.1666408182904533,0.20000000000000015
-0.17281418160504106,0.09999999999999963
0.031531750809499215,-0.20000000000000015
-0.009924290738894115,-0.20000000000000015
-0.031440140307292815,-0.20000000000000015
-0.2556793603064378,-0.2999999999999998
0.02397827792854912,-0.20000000000000015
-0.039039150954600636,-0.1999999999999993
0.12603309590160094,-0.10000000000000052
0.11194412158088696,-0.09999999999999963
0.07051883391051561,-0.20000000000000015
-0.07504989973625698,-0.20000000000000015
-0.2621236463894228,-0.20000000000000015
-0.08014575030683703,-0.10000000000000052
-0.05737068327791306,0.0
0.03736308160426916,0.0
0.07465112597015988,-0.2999999999999998
0.18920514210609696,-0.1999999999999993
-0.10122387282587296,-0.20000000000000015
0.12342683142696488,0.20000000000000015
0.0009170654325707516,0.09999999999999963
0.026811822734362774,0.09999999999999963
-0.02862263695728728,0.0
-0.13278977268393888,-0.09999999999999963
0.15902242246825793,-0.1999999999999993
-0.036367068152820536,-0.20000000000000015
-0.029078113204494827,0.0
-0.0227013566342471,-0.20000000000000015
0.2785534844934823,0.0
0.0737037854013245,-0.20000000000000015
-0.05690888355260881,0.09999999999999963
-0.1960916219333697,0.0
0.1254246498836764,0.0
0.32876511259507524,-0.09999999999999963
-0.10609153352136858,-0.20000000000000015
-0.08823372596209468,-0.10000000000000052
-0.10962934481000276,-0.20000000000000015
0.12601090271999738,-0.09999999999999963
0.23428926459718724,0.0
0.1855065444416049,0.0
-0.3836920882254624,-0.20000000000000015
-0.2507818138845153,-0.09999999999999963
-0.09887266332802014,0.0
0.3390983613853926,0.20000000000000015
-0.08211055618883023,0.09999999999999963
0.10119949626359316,-0.10000000000000007
-0.09925483107773304,-0.10000000000000007
0.13959936363239225,-0.19999999999999973
-0.29750282534379835,0.0
0.30994646922231084,0.3000000000000003
0.010422191172576591,0.3000000000000003
-0.1254457102905171,0.3999999999999999
-0.271133495784337,0.20000000000000015
0.12867996748360255,0.09999999999999963
0.17521391022032873,0.20000000000000015
-0.2135702390257066,0.1999999999999993
-0.27472017861249753,0.6000000000000005
-0.5135982408797091,0.5
0.3958934911027612,0.7000000000000002
-0.05379917965520065,0.5999999999999996
0.2281675865633659,0.7000000000000002
-0.2869799164837872,0.4000000000000004
0.22641911313590055,0.20000000000000015
0.38226039887732105,0.0
0.35641598627460525,0.20000000000000015
-0.09440140436582922,0.09999999999999963
-0.15561912579276085,0.09999999999999963
-0.23110239751638065,-0.10000000000000052
0.11577097059296547,-0.09999999999999963
0.05482467514061895,-0.09999999999999963
-0.014646948596119813,-0.09999999999999963
-0.08695311382922455,0.20000000000000015
-0.08912223098764828,0.2999999999999998
0.08623384815287237,0.09999999999999963
0.2949622773955163,0.0
0.14173618029804658,-0.09999999999999963
-0.4716893541006684,0.20000000000000015
-0.5286255582500843,0.1999999999999993
-0.13498495207633354,0.39999999999999947
0.4832868173195948,0.20000000000000015
0.4569647611805117,0.0
0.20130527243553686,-0.20000000000000015
-0.29088878853906763,-0.20000000000000015
-0.19846312209539366,-0.2999999999999998
-0.0613894391404024,-0.39999999999999947
0.4253278937848215,-0.2999999999999998
0.11033417490304842,-0.20000000000000015
-0.06890810618598309,0.09999999999999963
-0.2367421988972218,-0.10000000000000052
0.09135237037556364,0.0
0.12335874744380247,-0.20000000000000015
-0.08187778718067308,-0.09999999999999963
-0.2704484122160622,-0.1999999999999993
-0.0897674238360402,-0.1999999999999993
0.32812624796063616,0.0
0.3268435236227773,0.0
-0.14817438322163312,0.0
-0.29893166861585385,-0.20000000000000015
-0.108152661974259,0.0
0.2371584757687728,-0.20000000000000015
0.13599519886025035,-0.09999999999999963
-0.22562258602985,-0.3000000000000007
