l1_ld_inflation,l1_diff_unemp,l2_diff_unemp,lag_DFEDTAR,target_change_last,target_change_last_fomc,d_meeting,scale,d_y2k,d_nineeleven,d_month_1,d_month_2,d_month_3,d_month_4,d_month_5,d_month_6,d_month_7,d_month_8,d_month_9,d_month_10,d_month_11
0.05088156269916766,0.1999999999999993,0.10000000000000052,6.25,-0.5,-0.5,1,6.2,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.0215782984807511,0.20000000000000015,0.1999999999999993,6.0,-0.25,-0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.18015109844879973,-0.09999999999999963,0.20000000000000015,5.75,-0.25,-0.25,1,1.8235294117647056,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.41449882032384977,0.20000000000000015,-0.09999999999999963,5.75,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.16837855468274654,0.0,0.20000000000000015,5.75,0.0,0.0,1,1.1071428571428572,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.15740694465069538,-0.10000000000000052,0.0,5.75,0.0,0.0,1,2.8181818181818183,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.23183818324659103,0.10000000000000052,-0.10000000000000052,5.5,-0.25,-0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.34371611889891795,0.0,0.10000000000000052,5.25,-0.25,-0.25,1,1.0333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.18808687875360164,0.09999999999999963,0.0,5.0,-0.25,-0.25,1,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.21798043780529847,0.0,0.09999999999999963,4.75,-0.25,-0.25,1,2.2142857142857144,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.25069482744290994,0.2999999999999998,0.0,4.0,-0.75,-0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.13565659864047674,0.0,0.2999999999999998,4.0,0.0,0.0,1,1.2083333333333333,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.2527343273577287,0.10000000000000052,0.0,4.0,0.0,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.2416058200226168,0.0,0.10000000000000052,4.0,0.0,0.0,1,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.27092377573394444,0.0,0.0,3.75,-0.25,-0.25,1,2.583333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.131455137463643,0.1999999999999993,0.0,3.75,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.17897897300924726,0.20000000000000015,0.1999999999999993,3.75,0.0,0.0,1,1.0333333333333334,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.3287837231105151,-0.09999999999999963,0.20000000000000015,3.25,-0.5,-0.5,1,2.3846153846153846,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.13358469028190711,-0.10000000000000052,-0.09999999999999963,3.25,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.16302821034095416,0.0,-0.10000000000000052,3.0,-0.25,-0.25,1,1.24,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.3533024111828986,-0.2999999999999998,0.0,3.0,0.0,0.0,1,2.3076923076923075,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.1960683771402572,0.10000000000000052,-0.2999999999999998,3.0,0.0,0.0,1,3.4444444444444446,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.1736341465388591,0.0,0.10000000000000052,3.0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.2437557189957751,-0.10000000000000052,0.0,3.0,0.0,0.0,1,1.12,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.15094784907754288,-0.20000000000000015,-0.10000000000000052,3.0,0.0,0.0,1,3.875,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.2048071871747048,-0.09999999999999963,-0.20000000000000015,3.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.26562378792416297,0.09999999999999963,-0.09999999999999963,3.0,0.0,0.0,1,2.3846153846153846,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.30852094616964365,0.0,0.09999999999999963,3.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.03486699728787457,-0.09999999999999963,0.0,3.0,0.0,0.0,1,1.2916666666666667,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.1582014713219948,-0.09999999999999963,-0.09999999999999963,3.0,0.0,0.0,1,2.2142857142857144,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.1709823203565719,-0.10000000000000052,-0.09999999999999963,3.0,0.0,0.0,1,3.333333333333333,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.10418476372153762,-0.09999999999999963,-0.10000000000000052,3.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.31478806696636497,0.09999999999999963,-0.09999999999999963,3.0,0.0,0.0,1,2.142857142857143,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.18868609537436853,-0.20000000000000015,0.09999999999999963,3.0,0.0,0.0,1,3.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.023021251594457226,-0.09999999999999963,-0.20000000000000015,3.0,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.033083766960473326,0.09999999999999963,-0.09999999999999963,3.0,0.0,0.0,1,1.12,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.23128040476434464,0.0,0.09999999999999963,3.25,0.25,0.25,1,3.1,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.2751151629932558,-0.09999999999999963,0.0,3.5,0.25,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.11869607336949528,-0.09999999999999963,-0.09999999999999963,3.75,0.25,0.25,1,2.066666666666667,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.1442476167197171,-0.3000000000000007,-0.09999999999999963,4.25,0.5,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.24517152898058114,0.0,-0.3000000000000007,4.25,0.0,0.0,1,1.1923076923076923,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.31413712819139405,0.0,0.0,4.25,0.0,0.0,1,1.9375,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.228231307207416,-0.09999999999999963,0.0,4.75,0.5,0.5,1,7.5,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.11179905639977504,-0.09999999999999963,-0.09999999999999963,4.75,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.16958258494428335,-0.10000000000000052,-0.09999999999999963,4.75,0.0,0.0,1,1.875,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.19043728732697215,-0.20000000000000015,-0.10000000000000052,5.5,0.75,0.75,1,2.583333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.06480699015209979,-0.09999999999999963,-0.20000000000000015,5.5,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.20119740306183687,0.09999999999999963,-0.09999999999999963,5.5,0.0,0.0,1,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.17694397179370824,-0.1999999999999993,0.09999999999999963,6.0,0.5,0.5,1,7.75,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.18503467669628293,0.0,-0.1999999999999993,6.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.26294456952520306,0.39999999999999947,0.0,6.0,0.0,0.0,1,3.4444444444444446,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.1535305338776105,-0.20000000000000015,0.39999999999999947,6.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.09757866310868836,0.0,-0.20000000000000015,6.0,0.0,0.0,1,1.1923076923076923,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.1253185343004226,0.10000000000000052,0.0,5.75,-0.25,-0.25,1,3.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.215458906389987,0.0,0.10000000000000052,5.75,0.0,0.0,1,6.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.06801635430839781,-0.10000000000000052,0.0,5.75,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.25914828214474994,-0.09999999999999963,-0.10000000000000052,5.75,0.0,0.0,1,1.875,0.0,0,0,0,0,0,0,0,0,0,0,0,1
-0.002768089464755264,0.09999999999999963,-0.09999999999999963,5.75,0.0,0.0,1,2.3846153846153846,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.19220005778413096,0.0,0.09999999999999963,5.5,-0.25,-0.25,1,31.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.22215945276728988,0.0,0.0,5.25,-0.25,-0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.15700752454117506,-0.09999999999999963,0.0,5.25,0.0,0.0,1,5.166666666666667,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.3009298109497571,0.0,-0.09999999999999963,5.25,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.3000269397679389,0.09999999999999963,0.0,5.25,0.0,0.0,1,2.8181818181818183,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.17221117888022164,0.0,0.09999999999999963,5.25,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0013655885345187355,-0.2999999999999998,0.0,5.25,0.0,0.0,1,1.0689655172413792,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.21144396770846896,0.20000000000000015,-0.2999999999999998,5.25,0.0,0.0,1,2.583333333333333,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.0953444731575992,-0.4000000000000004,0.20000000000000015,5.25,0.0,0.0,1,4.285714285714286,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.2814165119490397,0.10000000000000052,-0.4000000000000004,5.25,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.3022849878441036,0.0,0.10000000000000052,5.25,0.0,0.0,1,1.6666666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.17850144700952694,0.20000000000000015,0.0,5.25,0.0,0.0,1,2.066666666666667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.11477569365858642,0.0,0.20000000000000015,5.25,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.1294708062390626,-0.10000000000000052,0.0,5.25,0.0,0.0,1,1.1666666666666667,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.21003319781902616,-0.09999999999999963,-0.10000000000000052,5.25,0.0,0.0,1,4.428571428571429,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.1048514029196923,0.0,-0.09999999999999963,5.5,0.25,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.0980306659317698,-0.10000000000000052,0.0,5.5,0.0,0.0,1,2.583333333333333,0.0,0,0,0,0,0,1,0,0,0,0,0,0
-0.0456461624874116,-0.1999999999999993,-0.10000000000000052,5.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.12882968084824142,0.09999999999999963,-0.1999999999999993,5.5,0.0,0.0,1,1.0333333333333334,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.05899151497716915,-0.09999999999999963,0.09999999999999963,5.5,0.0,0.0,1,2.3846153846153846,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.08038693341418934,-0.10000000000000052,-0.09999999999999963,5.5,0.0,0.0,1,30.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.2407738024291284,0.10000000000000052,-0.10000000000000052,5.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.12951034888768476,-0.20000000000000015,0.10000000000000052,5.5,0.0,0.0,1,1.5789473684210529,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.005337033677932368,-0.10000000000000052,-0.20000000000000015,5.5,0.0,0.0,1,1.9375,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-0.021349843960294382,0.10000000000000052,-0.10000000000000052,5.5,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.04936459858084774,-0.10000000000000052,0.10000000000000052,5.5,0.0,0.0,1,1.12,0.0,0,0,1,0,0,0,0,0,0,0,0,0
-0.052033649599980684,0.0,-0.10000000000000052,5.5,0.0,0.0,1,31.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.016013237643974776,0.10000000000000052,0.0,5.5,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.12401572455100762,-0.4000000000000004,0.10000000000000052,5.5,0.0,0.0,1,2.3846153846153846,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.13717149250611627,0.10000000000000052,-0.4000000000000004,5.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
-0.0852106351818982,0.09999999999999963,0.10000000000000052,5.5,0.0,0.0,1,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.2474425559779725,0.0,0.09999999999999963,5.5,0.0,0.0,1,2.2142857142857144,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.13808855793868702,0.0,0.0,5.5,0.0,0.0,1,15.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
-0.05839881244753543,0.09999999999999963,0.0,5.25,-0.25,-0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.2188199190206852,-0.09999999999999963,0.09999999999999963,5.0,-0.25,-0.25,1,2.142857142857143,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.0052987852547481396,-0.09999999999999963,-0.09999999999999963,4.75,-0.25,-0.25,1,3.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.10062361002072252,0.0,-0.09999999999999963,4.75,0.0,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.18245285086786467,-0.10000000000000052,0.0,4.75,0.0,0.0,1,1.0769230769230769,0.0,0,0,1,0,0,0,0,0,0,0,0,0
-0.023779327949746687,0.10000000000000052,-0.10000000000000052,4.75,0.0,0.0,1,15.5,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.0779222533864754,-0.20000000000000015,0.10000000000000052,4.75,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.4610063353613469,0.09999999999999963,-0.20000000000000015,4.75,0.0,0.0,1,2.2142857142857144,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.049924457451577815,-0.09999999999999963,0.09999999999999963,4.75,0.0,0.0,1,30.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.02101336983386659,0.09999999999999963,-0.09999999999999963,5.0,0.25,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.26491471342797723,0.0,0.09999999999999963,5.0,0.0,0.0,1,3.875,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.17534910733525422,-0.09999999999999963,0.0,5.25,0.25,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.34977848242894183,0.0,-0.09999999999999963,5.25,0.0,0.0,1,1.148148148148148,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.15882317990660866,-0.10000000000000052,0.0,5.25,0.0,0.0,1,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.08711538137315955,0.0,-0.10000000000000052,5.5,0.25,0.25,1,2.8181818181818183,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.2401491376189391,-0.09999999999999963,0.0,5.5,0.0,0.0,0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0
0.28483408262660603,0.0,-0.09999999999999963,5.5,0.0,0.0,1,1.0357142857142858,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.3214046459703468,0.09999999999999963,0.0,5.75,0.25,0.25,1,2.8181818181818183,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.425655682060544,-0.09999999999999963,0.09999999999999963,6.0,0.25,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
-0.09885800559885638,-0.20000000000000015,-0.09999999999999963,6.0,0.0,0.0,1,1.9375,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.07062283208583152,0.20000000000000015,-0.20000000000000015,6.5,0.5,0.5,1,10.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.3267830187325238,0.0,0.20000000000000015,6.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.24024035578653624,0.0,0.0,6.5,0.0,0.0,1,3.1,0.0,0,0,0,0,0,0,0,0,1,0,0,0
-0.011487724102998698,0.09999999999999963,0.0,6.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.42798251499611695,-0.19999999999999973,0.09999999999999963,6.5,0.0,0.0,1,1.0689655172413792,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.1409855247088032,0.0,-0.19999999999999973,6.5,0.0,0.0,1,1.875,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.12811163952939353,0.0,0.0,6.5,0.0,0.0,1,2.3846153846153846,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.1304796896523186,0.0,0.0,6.5,0.0,0.0,1,31.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.4509319939311141,0.3000000000000003,0.0,5.5,-1.0,-0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.13853383070197012,0.0,0.3000000000000003,5.5,0.0,0.0,1,2.583333333333333,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.005033979361801499,0.09999999999999963,0.0,5.0,-0.5,-0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.17979849814677706,0.10000000000000052,0.09999999999999963,4.5,-0.5,-0.5,1,1.8235294117647056,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.2672137981855727,-0.10000000000000052,0.10000000000000052,4.0,-0.5,-0.5,1,7.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.18024788958213026,0.20000000000000015,-0.10000000000000052,3.75,-0.25,-0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
-0.03377174087892953,0.09999999999999963,0.20000000000000015,3.75,0.0,0.0,1,2.8181818181818183,0.0,0,0,0,0,0,0,0,0,1,0,0,0
-0.007506380426924863,0.3000000000000007,0.09999999999999963,3.5,-0.25,-0.0,0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0
-0.33335035129757884,0.09999999999999963,0.3000000000000007,3.0,-0.5,-0.5,1,1.0333333333333334,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.3621217502238317,0.2999999999999998,0.09999999999999963,2.5,-0.5,-0.5,1,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1
-0.06130556008212551,0.20000000000000015,0.2999999999999998,2.0,-0.5,-0.5,1,1.4761904761904765,0.0,0,0,0,0,0,0,0,0,0,0,0,0
-0.10518276473421297,0.20000000000000015,0.20000000000000015,1.75,-0.25,-0.25,1,15.5,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.07514183374004446,0.0,0.20000000000000015,1.75,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.16511355305377504,0.0,0.0,1.75,0.0,0.0,1,2.3846153846153846,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.27707763414310804,0.0,0.0,1.75,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.4315578200146497,0.20000000000000015,0.0,1.75,0.0,0.0,1,1.24,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.07071214868794584,-0.10000000000000052,0.20000000000000015,1.75,0.0,0.0,1,6.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.12145850835034723,0.0,-0.10000000000000052,1.75,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.2004554224982691,0.0,0.0,1.75,0.0,0.0,1,1.631578947368421,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.18648311928091127,-0.09999999999999963,0.0,1.75,0.0,0.0,1,4.285714285714286,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.17628318349096614,0.0,-0.09999999999999963,1.75,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.18580847390214927,0.0,0.0,1.75,0.0,0.0,1,1.2,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.09953000545168678,0.20000000000000015,0.0,1.25,-0.5,-0.5,1,1.4090909090909092,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.0871609525033179,0.09999999999999963,0.20000000000000015,1.25,0.0,0.0,1,10.333333333333334,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.2720423220550217,-0.20000000000000015,0.09999999999999963,1.25,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.3944922828472031,0.10000000000000052,-0.20000000000000015,1.25,0.0,0.0,1,2.2142857142857144,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.2288971328013645,0.0,0.10000000000000052,1.25,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
-0.1996470320456467,0.09999999999999963,0.0,1.25,0.0,0.0,1,1.1923076923076923,0.0,0,0,0,0,0,1,0,0,0,0,0,0
-0.13413327540288122,0.09999999999999963,0.09999999999999963,1.25,0.0,0.0,1,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.09391218072503094,0.20000000000000015,0.09999999999999963,1.0,-0.25,-0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.2836397852739481,-0.09999999999999963,0.20000000000000015,1.0,0.0,0.0,1,1.55,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.32283148577763043,-0.10000000000000052,-0.09999999999999963,1.0,0.0,0.0,1,1.9375,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.2952174531605678,0.0,-0.10000000000000052,1.0,0.0,0.0,1,7.75,0.0,0,0,0,0,0,0,0,0,0,0,1,0
-0.007249003265119569,-0.09999999999999963,0.0,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.1243683636822368,-0.20000000000000015,-0.09999999999999963,1.0,0.0,0.0,1,1.3478260869565215,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.2338280140201654,-0.09999999999999963,-0.20000000000000015,1.0,0.0,0.0,1,7.75,0.0,0,1,0,0,0,0,0,0,0,0,0,0
0.4180788905197019,0.0,-0.09999999999999963,1.0,0.0,0.0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0
0.23470253858528525,-0.10000000000000052,0.0,1.0,0.0,0.0,1,1.9375,0.0,0,0,0,1,0,0,0,0,0,0,0,0
0.1649199078341823,0.20000000000000015,-0.10000000000000052,1.0,0.0,0.0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0
0.18133669162248006,-0.20000000000000015,0.20000000000000015,1.0,0.0,0.0,1,1.1071428571428572,0.0,0,0,0,0,0,1,0,0,0,0,0,0
0.3260549089608489,0.0,-0.20000000000000015,1.0,0.0,0.0,1,30.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0
0.2882786552779848,0.0,0.0,1.25,0.25,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0
0.09945890444180704,-0.09999999999999963,0.0,1.25,0.0,0.0,1,1.4090909090909092,0.0,0,0,0,0,0,0,0,0,1,0,0,0
0.05560649674478668,-0.09999999999999963,-0.09999999999999963,1.5,0.25,0.25,1,3.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0
0.1985112314419446,0.0,-0.09999999999999963,1.75,0.25,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0
0.4275851524024432,0.09999999999999963,0.0,1.75,0.0,0.0,1,1.4285714285714286,0.0,0,0,0,0,0,0,0,0,0,0,0,1
0.382450020367564,-0.09999999999999963,0.09999999999999963,2.0,0.25,0.25,1,1.7222222222222223,0.0,0,0,0,0,0,0,0,0,0,0,0,0
0.05033684822031148,0.0,-0.09999999999999963,2.25,0.25,0.0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0
