Year	Month	Day	FFF0	FFF1	Dummy =1 if FOMC Last three days of month	m	t	Target Dummy	Target Rate	Change	FOMC Meetings	Indicates Changes Outside FOMC	Month when the target is changed	Select 50bp changes
1993	8	6	3.06	3.1	0	31	6	0	3	0	0	 	 	 
1993	8	9	3.06	3.09	0	31	9	0	3	0	0	 	 	 
1993	8	10	3.05	3.09	0	31	10	0	3	0	0	 	 	 
1993	8	11	3.06	3.09	0	31	11	0	3	0	0	 	 	 
1993	8	12	3.05	3.07	0	31	12	0	3	0	0	 	 	 
1993	8	13	3.05	3.06	0	31	13	0	3	0	0	 	 	 
1993	8	16	3.06	3.07	0	31	16	0	3	0	0	 	 	 
1993	8	17	3.06	3.08	0	31	17	0	3	0	1	 	 	 
1993	8	18	3.06	3.08	0	31	18	0	3	0	0	 	 	 
1993	8	19	3.04	3.07	0	31	19	0	3	0	0	 	 	 
1993	8	20	3.04	3.07	0	31	20	0	3	0	0	 	 	 
1993	8	23	3.04	3.08	0	31	23	0	3	0	0	 	 	 
1993	8	24	3.03	3.07	0	31	24	0	3	0	0	 	 	 
1993	8	25	3.03	3.07	0	31	25	0	3	0	0	 	 	 
1993	8	26	3.04	3.08	0	31	26	0	3	0	0	 	 	 
1993	8	27	3.05	3.08	0	31	27	0	3	0	0	 	 	 
1993	8	30	3.04	3.08	0	31	30	0	3	0	0	 	 	 
1993	8	31	3.03	3.07	0	31	31	0	3	0	0	 	 	 
1993	9	1	3.06	3.04	0	30	1	0	3	0	0	 	 	 
1993	9	2	3.06	3.03	0	30	2	0	3	0	0	 	 	 
1993	9	3	3.05	3	0	30	3	0	3	0	0	 	 	 
1993	9	6	  NaN 	  NaN 	0	30	6	0	3	0	0	 	 	 
1993	9	7	3.05	3	0	30	7	0	3	0	0	 	 	 
1993	9	8	3.05	3.01	0	30	8	0	3	0	0	 	 	 
1993	9	9	3.06	3.03	0	30	9	0	3	0	0	 	 	 
1993	9	10	3.05	3.03	0	30	10	0	3	0	0	 	 	 
1993	9	13	3.04	3.02	0	30	13	0	3	0	0	 	 	 
1993	9	14	3.04	3.03	0	30	14	0	3	0	0	 	 	 
1993	9	15	3.04	3.03	0	30	15	0	3	0	0	 	 	 
1993	9	16	3.04	3.04	0	30	16	0	3	0	0	 	 	 
1993	9	17	3.04	3.05	0	30	17	0	3	0	0	 	 	 
1993	9	20	3.05	3.05	0	30	20	0	3	0	0	 	 	 
1993	9	21	3.07	3.05	0	30	21	0	3	0	1	 	 	 
1993	9	22	3.07	3.05	0	30	22	0	3	0	0	 	 	 
1993	9	23	3.07	3.04	0	30	23	0	3	0	0	 	 	 
1993	9	24	3.07	3.04	0	30	24	0	3	0	0	 	 	 
1993	9	27	3.07	3.04	0	30	27	0	3	0	0	 	 	 
1993	9	28	3.07	3.04	0	30	28	0	3	0	0	 	 	 
1993	9	29	3.07	3.04	0	30	29	0	3	0	0	 	 	 
1993	9	30	3.09	3.04	0	30	30	0	3	0	0	 	 	 
1993	10	1	3.04	3.06	0	31	1	0	3	0	0	 	 	 
1993	10	4	3.06	3.06	0	31	4	0	3	0	0	 	 	 
1993	10	5	3.06	3.05	0	31	5	0	3	0	0	 	 	 
1993	10	6	3.06	3.06	0	31	6	0	3	0	0	 	 	 
1993	10	7	3.06	3.04	0	31	7	0	3	0	0	 	 	 
1993	10	8	3.04	3.04	0	31	8	0	3	0	0	 	 	 
1993	10	11	3.02	3.04	0	31	11	0	3	0	0	 	 	 
1993	10	12	3.02	3.06	0	31	12	0	3	0	0	 	 	 
1993	10	13	3.01	3.06	0	31	13	0	3	0	0	 	 	 
1993	10	14	3	3.05	0	31	14	0	3	0	0	 	 	 
1993	10	15	3	3.05	0	31	15	0	3	0	0	 	 	 
1993	10	18	3.01	3.05	0	31	18	0	3	0	0	 	 	 
1993	10	19	3.01	3.05	0	31	19	0	3	0	0	 	 	 
1993	10	20	3	3.05	0	31	20	0	3	0	0	 	 	 
1993	10	21	3	3.05	0	31	21	0	3	0	0	 	 	 
1993	10	22	3	3.06	0	31	22	0	3	0	0	 	 	 
1993	10	25	3.02	3.06	0	31	25	0	3	0	0	 	 	 
1993	10	26	3.01	3.06	0	31	26	0	3	0	0	 	 	 
1993	10	27	3	3.06	0	31	27	0	3	0	0	 	 	 
1993	10	28	2.99	3.06	0	31	28	0	3	0	0	 	 	 
1993	10	29	2.99	3.07	0	31	29	0	3	0	0	 	 	 
1993	11	1	3.07	3.18	0	30	1	0	3	0	0	 	 	 
1993	11	2	3.08	3.21	0	30	2	0	3	0	0	 	 	 
1993	11	3	3.07	3.2	0	30	3	0	3	0	0	 	 	 
1993	11	4	3.07	3.19	0	30	4	0	3	0	0	 	 	 
1993	11	5	3.07	3.19	0	30	5	0	3	0	0	 	 	 
1993	11	8	3.07	3.17	0	30	8	0	3	0	0	 	 	 
1993	11	9	3.06	3.15	0	30	9	0	3	0	0	 	 	 
1993	11	10	3.04	3.15	0	30	10	0	3	0	0	 	 	 
1993	11	11	3.03	3.15	0	30	11	0	3	0	0	 	 	 
1993	11	12	3.02	3.14	0	30	12	0	3	0	0	 	 	 
1993	11	15	3.04	3.14	0	30	15	0	3	0	0	 	 	 
1993	11	16	3.02	3.14	0	30	16	0	3	0	1	 	 	 
1993	11	17	3.03	3.14	0	30	17	0	3	0	0	 	 	 
1993	11	18	3.03	3.15	0	30	18	0	3	0	0	 	 	 
1993	11	19	3.04	3.16	0	30	19	0	3	0	0	 	 	 
1993	11	22	3.03	3.16	0	30	22	0	3	0	0	 	 	 
1993	11	23	3.03	3.14	0	30	23	0	3	0	0	 	 	 
1993	11	24	3.02	3.13	0	30	24	0	3	0	0	 	 	 
1993	11	25	  NaN 	  NaN 	0	30	25	0	3	0	0	 	 	 
1993	11	26	3.01	3.11	0	30	26	0	3	0	0	 	 	 
1993	11	29	3.02	3.12	0	30	29	0	3	0	0	 	 	 
1993	11	30	3.02	3.12	0	30	30	0	3	0	0	 	 	 
1993	12	1	3.11	3.18	0	31	1	0	3	0	0	 	 	 
1993	12	2	3.1	3.18	0	31	2	0	3	0	0	 	 	 
1993	12	3	3.1	3.18	0	31	3	0	3	0	0	 	 	 
1993	12	6	3.09	3.17	0	31	6	0	3	0	0	 	 	 
1993	12	7	3.07	3.16	0	31	7	0	3	0	0	 	 	 
1993	12	8	3.04	3.14	0	31	8	0	3	0	0	 	 	 
1993	12	9	3.05	3.14	0	31	9	0	3	0	0	 	 	 
1993	12	10	3.04	3.14	0	31	10	0	3	0	0	 	 	 
1993	12	13	3.04	3.15	0	31	13	0	3	0	0	 	 	 
1993	12	14	3.04	3.14	0	31	14	0	3	0	0	 	 	 
1993	12	15	3.03	3.13	0	31	15	0	3	0	0	 	 	 
1993	12	16	3.02	3.12	0	31	16	0	3	0	0	 	 	 
1993	12	17	3.02	3.09	0	31	17	0	3	0	0	 	 	 
1993	12	20	3.03	3.1	0	31	20	0	3	0	0	 	 	 
1993	12	21	3.03	3.1	0	31	21	0	3	0	1	 	 	 
1993	12	22	3.03	3.1	0	31	22	0	3	0	0	 	 	 
1993	12	23	3.02	3.1	0	31	23	0	3	0	0	 	 	 
1993	12	24	  NaN 	  NaN 	0	31	24	0	3	0	0	 	 	 
1993	12	27	3.02	3.11	0	31	27	0	3	0	0	 	 	 
1993	12	28	3.01	3.1	0	31	28	0	3	0	0	 	 	 
1993	12	29	2.99	3.09	0	31	29	0	3	0	0	 	 	 
1993	12	30	2.98	3.08	0	31	30	0	3	0	0	 	 	 
1993	12	31	2.96	3.06	0	31	31	0	3	0	0	 	 	 
1994	1	3	3.07	3.13	0	31	3	0	3	0	0	 	 	 
1994	1	4	3.07	3.13	0	31	4	0	3	0	0	 	 	 
1994	1	5	3.06	3.12	0	31	5	0	3	0	0	 	 	 
1994	1	6	3.07	3.1	0	31	6	0	3	0	0	 	 	 
1994	1	7	3.05	3.07	0	31	7	0	3	0	0	 	 	 
1994	1	10	3.04	3.06	0	31	10	0	3	0	0	 	 	 
1994	1	11	3.03	3.05	0	31	11	0	3	0	0	 	 	 
1994	1	12	3.03	3.05	0	31	12	0	3	0	0	 	 	 
1994	1	13	3.03	3.06	0	31	13	0	3	0	0	 	 	 
1994	1	14	3.02	3.06	0	31	14	0	3	0	0	 	 	 
1994	1	17	3.02	3.06	0	31	17	0	3	0	0	 	 	 
1994	1	18	3.03	3.05	0	31	18	0	3	0	0	 	 	 
1994	1	19	3.05	3.05	0	31	19	0	3	0	0	 	 	 
1994	1	20	3.04	3.05	0	31	20	0	3	0	0	 	 	 
1994	1	21	3.03	3.05	0	31	21	0	3	0	0	 	 	 
1994	1	24	3.03	3.05	0	31	24	0	3	0	0	 	 	 
1994	1	25	3.04	3.05	0	31	25	0	3	0	0	 	 	 
1994	1	26	3.04	3.05	0	31	26	0	3	0	0	 	 	 
1994	1	27	3.05	3.05	0	31	27	0	3	0	0	 	 	 
1994	1	28	3.04	3.05	0	31	28	0	3	0	0	 	 	 
1994	1	31	3.05	3.05	0	31	31	0	3	0	0	 	 	 
1994	2	1	3.1	3.17	0	28	1	0	3	0	0	 	 	 
1994	2	2	3.12	3.2	0	28	2	0	3	0	0	 	 	 
1994	2	3	3.17	3.26	0	28	3	0	3	0	1	 	 	 
1994	2	4	3.27	3.35	0	28	4	1	3.25	0.25	1	 	2	 
1994	2	7	3.27	3.35	0	28	7	0	3.25	0	0	 	 	 
1994	2	8	3.27	3.36	0	28	8	0	3.25	0	0	 	 	 
1994	2	9	3.26	3.36	0	28	9	0	3.25	0	0	 	 	 
1994	2	10	3.25	3.37	0	28	10	0	3.25	0	0	 	 	 
1994	2	11	3.25	3.35	0	28	11	0	3.25	0	0	 	 	 
1994	2	14	3.25	3.34	0	28	14	0	3.25	0	0	 	 	 
1994	2	15	3.26	3.34	0	28	15	0	3.25	0	0	 	 	 
1994	2	16	3.26	3.36	0	28	16	0	3.25	0	0	 	 	 
1994	2	17	3.26	3.36	0	28	17	0	3.25	0	0	 	 	 
1994	2	18	3.26	3.4	0	28	18	0	3.25	0	0	 	 	 
1994	2	21	  NaN 	  NaN 	0	28	21	0	3.25	0	0	 	 	 
1994	2	22	3.26	3.39	0	28	22	0	3.25	0	0	 	 	 
1994	2	23	3.26	3.43	0	28	23	0	3.25	0	0	 	 	 
1994	2	24	3.25	3.45	0	28	24	0	3.25	0	0	 	 	 
1994	2	25	3.24	3.44	0	28	25	0	3.25	0	0	 	 	 
1994	2	28	3.25	3.39	0	28	28	0	3.25	0	0	 	 	 
1994	3	1	3.44	3.59	0	31	1	0	3.25	0	0	 	 	 
1994	3	2	3.43	3.59	0	31	2	0	3.25	0	0	 	 	 
1994	3	3	3.42	3.6	0	31	3	0	3.25	0	0	 	 	 
1994	3	4	3.42	3.62	0	31	4	0	3.25	0	0	 	 	 
1994	3	7	3.4	3.61	0	31	7	0	3.25	0	0	 	 	 
1994	3	8	3.4	3.62	0	31	8	0	3.25	0	0	 	 	 
1994	3	9	3.38	3.61	0	31	9	0	3.25	0	0	 	 	 
1994	3	10	3.38	3.59	0	31	10	0	3.25	0	0	 	 	 
1994	3	11	3.36	3.58	0	31	11	0	3.25	0	0	 	 	 
1994	3	14	3.35	3.59	0	31	14	0	3.25	0	0	 	 	 
1994	3	15	3.35	3.59	0	31	15	0	3.25	0	0	 	 	 
1994	3	16	3.34	3.56	0	31	16	0	3.25	0	0	 	 	 
1994	3	17	3.32	3.56	0	31	17	0	3.25	0	0	 	 	 
1994	3	18	3.35	3.61	0	31	18	0	3.25	0	0	 	 	 
1994	3	21	3.34	3.63	0	31	21	0	3.25	0	0	 	 	 
1994	3	22	3.33	3.59	0	31	22	1	3.5	0.25	1	 	3	 
1994	3	23	3.34	3.56	0	31	23	0	3.5	0	0	 	 	 
1994	3	24	3.32	3.58	0	31	24	0	3.5	0	0	 	 	 
1994	3	25	3.34	3.57	0	31	25	0	3.5	0	0	 	 	 
1994	3	28	3.35	3.57	0	31	28	0	3.5	0	0	 	 	 
1994	3	29	3.33	3.58	0	31	29	0	3.5	0	0	 	 	 
1994	3	30	3.33	3.58	0	31	30	0	3.5	0	0	 	 	 
1994	3	31	3.34	3.59	0	31	31	0	3.5	0	0	 	 	 
1994	4	1	3.68	3.88	0	30	1	0	3.5	0	0	 	 	 
1994	4	4	3.7	3.9	0	30	4	0	3.5	0	0	 	 	 
1994	4	5	3.67	3.87	0	30	5	0	3.5	0	0	 	 	 
1994	4	6	3.62	3.83	0	30	6	0	3.5	0	0	 	 	 
1994	4	7	3.6	3.79	0	30	7	0	3.5	0	0	 	 	 
1994	4	8	3.61	3.82	0	30	8	0	3.5	0	0	 	 	 
1994	4	11	3.59	3.8	0	30	11	0	3.5	0	0	 	 	 
1994	4	12	3.57	3.78	0	30	12	0	3.5	0	0	 	 	 
1994	4	13	3.56	3.78	0	30	13	0	3.5	0	0	 	 	 
1994	4	14	3.55	3.79	0	30	14	0	3.5	0	0	 	 	 
1994	4	15	3.56	3.81	0	30	15	0	3.5	0	0	 	 	 
1994	4	18	3.6	3.91	0	30	18	1	3.75	0.25	0	1	4	 
1994	4	19	3.6	3.92	0	30	19	0	3.75	0	0	 	 	 
1994	4	20	3.61	3.94	0	30	20	0	3.75	0	0	 	 	 
1994	4	21	3.6	3.9	0	30	21	0	3.75	0	0	 	 	 
1994	4	22	3.6	3.91	0	30	22	0	3.75	0	0	 	 	 
1994	4	25	3.6	3.92	0	30	25	0	3.75	0	0	 	 	 
1994	4	26	3.6	3.92	0	30	26	0	3.75	0	0	 	 	 
1994	4	27	  NaN 	  NaN 	0	30	27	0	3.75	0	0	 	 	 
1994	4	28	3.56	3.92	0	30	28	0	3.75	0	0	 	 	 
1994	4	29	3.56	3.93	0	30	29	0	3.75	0	0	 	 	 
1994	5	2	3.94	4.23	0	31	2	0	3.75	0	0	 	 	 
1994	5	3	3.96	4.25	0	31	3	0	3.75	0	0	 	 	 
1994	5	4	3.96	4.25	0	31	4	0	3.75	0	0	 	 	 
1994	5	5	3.95	4.25	0	31	5	0	3.75	0	0	 	 	 
1994	5	6	4.07	4.38	0	31	6	0	3.75	0	0	 	 	 
1994	5	9	4.07	4.45	0	31	9	0	3.75	0	0	 	 	 
1994	5	10	4.04	4.39	0	31	10	0	3.75	0	0	 	 	 
1994	5	11	4	4.4	0	31	11	0	3.75	0	0	 	 	 
1994	5	12	3.95	4.33	0	31	12	0	3.75	0	0	 	 	 
1994	5	13	3.94	4.27	0	31	13	0	3.75	0	0	 	 	 
1994	5	16	3.94	4.26	0	31	16	0	3.75	0	0	 	 	 
1994	5	17	4	4.31	0	31	17	1	4.25	0.5	1	 	5	0.5
1994	5	18	4.01	4.31	0	31	18	0	4.25	0	0	 	 	 
1994	5	19	4	4.3	0	31	19	0	4.25	0	0	 	 	 
1994	5	20	4.01	4.31	0	31	20	0	4.25	0	0	 	 	 
1994	5	23	4.02	4.33	0	31	23	0	4.25	0	0	 	 	 
1994	5	24	4.02	4.32	0	31	24	0	4.25	0	0	 	 	 
1994	5	25	4.01	4.32	0	31	25	0	4.25	0	0	 	 	 
1994	5	26	4.01	4.32	0	31	26	0	4.25	0	0	 	 	 
1994	5	27	4	4.32	0	31	27	0	4.25	0	0	 	 	 
1994	5	30	  NaN 	  NaN 	0	31	30	0	4.25	0	0	 	 	 
1994	5	31	4.01	4.31	0	31	31	0	4.25	0	0	 	 	 
1994	6	1	4.3	4.49	0	30	1	0	4.25	0	0	 	 	 
1994	6	2	4.31	4.47	0	30	2	0	4.25	0	0	 	 	 
1994	6	3	4.31	4.42	0	30	3	0	4.25	0	0	 	 	 
1994	6	6	4.29	4.37	0	30	6	0	4.25	0	0	 	 	 
1994	6	7	4.29	4.38	0	30	7	0	4.25	0	0	 	 	 
1994	6	8	4.27	4.36	0	30	8	0	4.25	0	0	 	 	 
1994	6	9	4.26	4.35	0	30	9	0	4.25	0	0	 	 	 
1994	6	10	4.25	4.35	0	30	10	0	4.25	0	0	 	 	 
1994	6	13	4.25	4.37	0	30	13	0	4.25	0	0	 	 	 
1994	6	14	4.24	4.34	0	30	14	0	4.25	0	0	 	 	 
1994	6	15	4.24	4.35	0	30	15	0	4.25	0	0	 	 	 
1994	6	16	4.23	4.34	0	30	16	0	4.25	0	0	 	 	 
1994	6	17	4.24	4.35	0	30	17	0	4.25	0	0	 	 	 
1994	6	20	4.23	4.37	0	30	20	0	4.25	0	0	 	 	 
1994	6	21	4.23	4.41	0	30	21	0	4.25	0	0	 	 	 
1994	6	22	4.22	4.4	0	30	22	0	4.25	0	0	 	 	 
1994	6	23	4.22	4.38	0	30	23	0	4.25	0	0	 	 	 
1994	6	24	4.21	4.41	0	30	24	0	4.25	0	0	 	 	 
1994	6	27	4.21	4.41	0	30	27	0	4.25	0	0	 	 	 
1994	6	28	4.21	4.45	0	30	28	0	4.25	0	0	 	 	 
1994	6	29	4.2	4.43	0	30	29	0	4.25	0	0	 	 	 
1994	6	30	4.25	4.47	0	30	30	0	4.25	0	0	 	 	 
1994	7	1	4.46	4.69	0	31	1	0	4.25	0	0	 	 	 
1994	7	4	  NaN 	  NaN 	0	31	4	0	4.25	0	0	 	 	 
1994	7	5	4.41	4.66	0	31	5	0	4.25	0	1	 	 	 
1994	7	6	4.37	4.64	0	31	6	0	4.25	0	1	 	 	 
1994	7	7	4.36	4.61	0	31	7	0	4.25	0	0	 	 	 
1994	7	8	4.41	4.68	0	31	8	0	4.25	0	0	 	 	 
1994	7	11	4.41	4.68	0	31	11	0	4.25	0	0	 	 	 
1994	7	12	4.35	4.66	0	31	12	0	4.25	0	0	 	 	 
1994	7	13	4.33	4.65	0	31	13	0	4.25	0	0	 	 	 
1994	7	14	4.29	4.56	0	31	14	0	4.25	0	0	 	 	 
1994	7	15	4.28	4.51	0	31	15	0	4.25	0	0	 	 	 
1994	7	18	4.27	4.47	0	31	18	0	4.25	0	0	 	 	 
1994	7	19	4.25	4.42	0	31	19	0	4.25	0	0	 	 	 
1994	7	20	4.25	4.46	0	31	20	0	4.25	0	0	 	 	 
1994	7	21	4.27	4.47	0	31	21	0	4.25	0	0	 	 	 
1994	7	22	4.26	4.49	0	31	22	0	4.25	0	0	 	 	 
1994	7	25	4.27	4.48	0	31	25	0	4.25	0	0	 	 	 
1994	7	26	4.26	4.48	0	31	26	0	4.25	0	0	 	 	 
1994	7	27	4.26	4.49	0	31	27	0	4.25	0	0	 	 	 
1994	7	28	4.25	4.47	0	31	28	0	4.25	0	0	 	 	 
1994	7	29	4.26	4.38	0	31	29	0	4.25	0	0	 	 	 
1994	8	1	4.39	4.6	0	31	1	0	4.25	0	0	 	 	 
1994	8	2	4.38	4.58	0	31	2	0	4.25	0	0	 	 	 
1994	8	3	4.36	4.57	0	31	3	0	4.25	0	0	 	 	 
1994	8	4	4.38	4.58	0	31	4	0	4.25	0	0	 	 	 
1994	8	5	4.44	4.69	0	31	5	0	4.25	0	0	 	 	 
1994	8	8	4.43	4.67	0	31	8	0	4.25	0	0	 	 	 
1994	8	9	4.43	4.67	0	31	9	0	4.25	0	0	 	 	 
1994	8	10	4.4	4.65	0	31	10	0	4.25	0	0	 	 	 
1994	8	11	4.42	4.67	0	31	11	0	4.25	0	0	 	 	 
1994	8	12	4.43	4.66	0	31	12	0	4.25	0	0	 	 	 
1994	8	15	4.44	4.67	0	31	15	0	4.25	0	0	 	 	 
1994	8	16	4.51	4.77	0	31	16	1	4.75	0.5	1	 	8	0.5
1994	8	17	4.5	4.78	0	31	17	0	4.75	0	0	 	 	 
1994	8	18	4.51	4.79	0	31	18	0	4.75	0	0	 	 	 
1994	8	19	4.51	4.79	0	31	19	0	4.75	0	0	 	 	 
1994	8	22	4.5	4.79	0	31	22	0	4.75	0	0	 	 	 
1994	8	23	4.5	4.78	0	31	23	0	4.75	0	0	 	 	 
1994	8	24	4.49	4.77	0	31	24	0	4.75	0	0	 	 	 
1994	8	25	4.5	4.78	0	31	25	0	4.75	0	0	 	 	 
1994	8	26	4.5	4.78	0	31	26	0	4.75	0	0	 	 	 
1994	8	29	4.49	4.78	0	31	29	0	4.75	0	0	 	 	 
1994	8	30	4.49	4.78	0	31	30	0	4.75	0	0	 	 	 
1994	8	31	4.47	4.78	0	31	31	0	4.75	0	0	 	 	 
1994	9	1	4.78	4.85	0	30	1	0	4.75	0	0	 	 	 
1994	9	2	4.77	4.84	0	30	2	0	4.75	0	0	 	 	 
1994	9	5	  NaN 	  NaN 	0	30	5	0	4.75	0	0	 	 	 
1994	9	6	4.77	4.84	0	30	6	0	4.75	0	0	 	 	 
1994	9	7	4.77	4.84	0	30	7	0	4.75	0	0	 	 	 
1994	9	8	4.76	4.83	0	30	8	0	4.75	0	0	 	 	 
1994	9	9	4.78	4.86	0	30	9	0	4.75	0	0	 	 	 
1994	9	12	4.78	4.87	0	30	12	0	4.75	0	0	 	 	 
1994	9	13	4.77	4.86	0	30	13	0	4.75	0	0	 	 	 
1994	9	14	4.77	4.84	0	30	14	0	4.75	0	0	 	 	 
1994	9	15	4.77	4.83	0	30	15	0	4.75	0	0	 	 	 
1994	9	16	4.77	4.89	0	30	16	0	4.75	0	0	 	 	 
1994	9	19	4.77	4.89	0	30	19	0	4.75	0	0	 	 	 
1994	9	20	4.77	4.93	0	30	20	0	4.75	0	0	 	 	 
1994	9	21	4.76	5.02	0	30	21	0	4.75	0	0	 	 	 
1994	9	22	4.77	4.98	0	30	22	0	4.75	0	0	 	 	 
1994	9	23	4.77	4.99	0	30	23	0	4.75	0	0	 	 	 
1994	9	26	4.77	5.01	0	30	26	0	4.75	0	0	 	 	 
1994	9	27	4.75	4.93	0	30	27	0	4.75	0	1	 	 	 
1994	9	28	4.73	4.93	0	30	28	0	4.75	0	0	 	 	 
1994	9	29	4.73	4.96	0	30	29	0	4.75	0	0	 	 	 
1994	9	30	4.73	4.97	0	30	30	0	4.75	0	0	 	 	 
1994	10	3	5.01	5.22	0	31	3	0	4.75	0	0	 	 	 
1994	10	4	5.02	5.22	0	31	4	0	4.75	0	0	 	 	 
1994	10	5	5.04	5.24	0	31	5	0	4.75	0	0	 	 	 
1994	10	6	5.03	5.24	0	31	6	0	4.75	0	0	 	 	 
1994	10	7	4.94	5.18	0	31	7	0	4.75	0	0	 	 	 
1994	10	10	4.93	5.16	0	31	10	0	4.75	0	0	 	 	 
1994	10	11	4.86	5.12	0	31	11	0	4.75	0	0	 	 	 
1994	10	12	4.87	5.13	0	31	12	0	4.75	0	0	 	 	 
1994	10	13	4.83	5.09	0	31	13	0	4.75	0	0	 	 	 
1994	10	14	4.79	5.04	0	31	14	0	4.75	0	0	 	 	 
1994	10	17	4.79	5.04	0	31	17	0	4.75	0	0	 	 	 
1994	10	18	4.78	5.03	0	31	18	0	4.75	0	0	 	 	 
1994	10	19	4.78	5.04	0	31	19	0	4.75	0	0	 	 	 
1994	10	20	4.79	5.08	0	31	20	0	4.75	0	0	 	 	 
1994	10	21	4.78	5.08	0	31	21	0	4.75	0	0	 	 	 
1994	10	24	4.78	5.09	0	31	24	0	4.75	0	0	 	 	 
1994	10	25	4.77	5.08	0	31	25	0	4.75	0	0	 	 	 
1994	10	26	4.76	5.07	0	31	26	0	4.75	0	0	 	 	 
1994	10	27	4.76	5.05	0	31	27	0	4.75	0	0	 	 	 
1994	10	28	4.76	5.02	0	31	28	0	4.75	0	0	 	 	 
1994	10	31	4.76	5.03	0	31	31	0	4.75	0	0	 	 	 
1994	11	1	5.05	5.5	0	30	1	0	4.75	0	0	 	 	 
1994	11	2	5.08	5.54	0	30	2	0	4.75	0	0	 	 	 
1994	11	3	5.09	5.56	0	30	3	0	4.75	0	0	 	 	 
1994	11	4	5.08	5.6	0	30	4	0	4.75	0	0	 	 	 
1994	11	7	5.06	5.61	0	30	7	0	4.75	0	0	 	 	 
1994	11	8	5.06	5.6	0	30	8	0	4.75	0	0	 	 	 
1994	11	9	5.05	5.59	0	30	9	0	4.75	0	0	 	 	 
1994	11	10	5.06	5.59	0	30	10	0	4.75	0	0	 	 	 
1994	11	11	5.09	5.59	0	30	11	0	4.75	0	0	 	 	 
1994	11	14	5.11	5.6	0	30	14	0	4.75	0	0	 	 	 
1994	11	15	5.18	5.69	0	30	15	1	5.5	0.75	1	 	11	0.75
1994	11	16	5.18	5.69	0	30	16	0	5.5	0	0	 	 	 
1994	11	17	5.19	5.69	0	30	17	0	5.5	0	0	 	 	 
1994	11	18	5.19	5.69	0	30	18	0	5.5	0	0	 	 	 
1994	11	21	5.19	5.7	0	30	21	0	5.5	0	0	 	 	 
1994	11	22	5.19	5.68	0	30	22	0	5.5	0	0	 	 	 
1994	11	23	5.2	5.65	0	30	23	0	5.5	0	0	 	 	 
1994	11	24	  NaN 	  NaN 	0	30	24	0	5.5	0	0	 	 	 
1994	11	25	5.29	5.66	0	30	25	0	5.5	0	0	 	 	 
1994	11	28	5.3	5.69	0	30	28	0	5.5	0	0	 	 	 
1994	11	29	5.29	5.72	0	30	29	0	5.5	0	0	 	 	 
1994	11	30	5.29	5.75	0	30	30	0	5.5	0	0	 	 	 
1994	12	1	5.77	5.95	0	31	1	0	5.5	0	0	 	 	 
1994	12	2	5.81	6.01	0	31	2	0	5.5	0	0	 	 	 
1994	12	5	5.83	6.07	0	31	5	0	5.5	0	0	 	 	 
1994	12	6	5.77	6.01	0	31	6	0	5.5	0	0	 	 	 
1994	12	7	5.68	5.97	0	31	7	0	5.5	0	0	 	 	 
1994	12	8	5.71	5.98	0	31	8	0	5.5	0	0	 	 	 
1994	12	9	5.69	5.96	0	31	9	0	5.5	0	0	 	 	 
1994	12	12	5.7	5.99	0	31	12	0	5.5	0	0	 	 	 
1994	12	13	5.71	6	0	31	13	0	5.5	0	0	 	 	 
1994	12	14	5.67	5.95	0	31	14	0	5.5	0	0	 	 	 
1994	12	15	5.66	5.9	0	31	15	0	5.5	0	0	 	 	 
1994	12	16	5.65	5.9	0	31	16	0	5.5	0	0	 	 	 
1994	12	19	5.63	5.87	0	31	19	0	5.5	0	0	 	 	 
1994	12	20	5.57	5.76	0	31	20	0	5.5	0	1	 	 	 
1994	12	21	5.56	5.73	0	31	21	0	5.5	0	0	 	 	 
1994	12	22	5.6	5.76	0	31	22	0	5.5	0	0	 	 	 
1994	12	23	5.61	5.76	0	31	23	0	5.5	0	0	 	 	 
1994	12	26	  NaN 	  NaN 	0	31	26	0	5.5	0	0	 	 	 
1994	12	27	5.57	5.73	0	31	27	0	5.5	0	0	 	 	 
1994	12	28	5.56	5.71	0	31	28	0	5.5	0	0	 	 	 
1994	12	29	5.54	5.68	0	31	29	0	5.5	0	0	 	 	 
1994	12	30	5.45	5.69	0	31	30	0	5.5	0	0	 	 	 
1995	1	2	  NaN 	  NaN 	0	31	2	0	5.5	0	0	 	 	 
1995	1	3	5.63	6.24	0	31	3	0	5.5	0	0	 	 	 
1995	1	4	5.6	6.17	0	31	4	0	5.5	0	0	 	 	 
1995	1	5	5.62	6.17	0	31	5	0	5.5	0	0	 	 	 
1995	1	6	5.6	6.18	0	31	6	0	5.5	0	0	 	 	 
1995	1	9	5.59	6.18	0	31	9	0	5.5	0	0	 	 	 
1995	1	10	5.57	6.14	0	31	10	0	5.5	0	0	 	 	 
1995	1	11	5.54	6.08	0	31	11	0	5.5	0	0	 	 	 
1995	1	12	5.53	6.06	0	31	12	0	5.5	0	0	 	 	 
1995	1	13	5.53	5.98	0	31	13	0	5.5	0	0	 	 	 
1995	1	16	  NaN 	  NaN 	0	31	16	0	5.5	0	0	 	 	 
1995	1	17	5.54	5.99	0	31	17	0	5.5	0	0	 	 	 
1995	1	18	5.53	5.99	0	31	18	0	5.5	0	0	 	 	 
1995	1	19	5.52	6.03	0	31	19	0	5.5	0	0	 	 	 
1995	1	20	5.5	6.02	0	31	20	0	5.5	0	0	 	 	 
