year,event_type,multi_day,start_month,start_day,end_month,end_day,Beige Book,Tealbook A,Tealbook B,Agenda,Statement,2013 Memos,Minutes,Transcript,Presentation materials,Press Conference,SEP: Individual Projections,Greenbook,Bluebook,Record of Policy Actions,Minutes of Actions,multi-day,Redbook,Staff statements,,"Historical Minutes, 10:30 a.m.","Historical Minutes, 2:45 p.m.",Intermeeting Executive Committee Minutes,Historical Minutes,Supplement,Memoranda of Discussion,Supplement 2,Accessible version,2003 Memos,Accessible material,SEP: Participant Key,Greenbook and Bluebook accessible materials,2009 Memos,2010 Memos,Tealbook accessible materials,2011 Memos,2012 Memos,2008 Memos
1992,Conference Call,,December,14,December,14,,,,,,,,/monetarypolicy/files/FOMC19921214confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1992,Meeting,,December,22,December,22,"['/monetarypolicy/files/fomc19921222beige19921209.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19921222Agenda.pdf,,,,/monetarypolicy/files/FOMC19921222meeting.pdf,/monetarypolicy/files/FOMC19921222material.pdf,,,"['/monetarypolicy/files/fomc19921222gbpt119921216.pdf', '/monetarypolicy/files/fomc19921222gbpt219921216.pdf', '/monetarypolicy/files/fomc19921222gbsup19921218.pdf']",/monetarypolicy/files/fomc19921222bluebook19921218.pdf,/monetarypolicy/files/fomcropa19921222.pdf,/monetarypolicy/files/fomcmoa19921222.pdf,0,,,,,,,,,,,,,,,,,,,,,
1997,Meeting,,November,12,November,12,"['/monetarypolicy/files/fomc19971112beige19971029.pdf', '/fomc/beigebook/1997/19971029/default.htm']",,,/monetarypolicy/files/FOMC19971112Agenda.pdf,,,,/monetarypolicy/files/FOMC19971112meeting.pdf,/monetarypolicy/files/FOMC19971112material.pdf,,,"['/monetarypolicy/files/fomc19971112gbpt119971106.pdf', '/monetarypolicy/files/fomc19971112gbpt219971105.pdf', '/monetarypolicy/files/fomc19971112gbsup19971107.pdf']",/monetarypolicy/files/fomc19971112bluebook19971107.pdf,,,0,,,/fomc/minutes/19971112.htm,,,,,,,,,,,,,,,,,,
1997,Meeting,,December,16,December,16,"['/monetarypolicy/files/fomc19971216beige19971203.pdf', '/fomc/beigebook/1997/19971203/default.htm']",,,/monetarypolicy/files/FOMC19971216Agenda.pdf,,,,/monetarypolicy/files/FOMC19971216meeting.pdf,/monetarypolicy/files/FOMC19971216material.pdf,,,"['/monetarypolicy/files/fomc19971216gbpt119971211.pdf', '/monetarypolicy/files/fomc19971216gbpt219971211.pdf', '/monetarypolicy/files/fomc19971216gbsup19971212.pdf']",/monetarypolicy/files/fomc19971216bluebook19971212.pdf,,,0,,,/fomc/minutes/19971216.htm,,,,,,,,,,,,,,,,,,
1993,Conference Call,,January,6,January,6,,,,,,,,/monetarypolicy/files/FOMC19930106confcall.pdf,/monetarypolicy/files/FOMC19930106material.pdf,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Meeting,1,February,2,February,3,"['/monetarypolicy/files/fomc19930203beige19930121.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19930203Agenda.pdf,,,,/monetarypolicy/files/FOMC19930203meeting.pdf,/monetarypolicy/files/FOMC19930203material.pdf,,,"['/monetarypolicy/files/fomc19930203gbpt119930127.pdf', '/monetarypolicy/files/fomc19930203gbpt219930127.pdf', '/monetarypolicy/files/fomc19930203gbsup19930129.pdf']",/monetarypolicy/files/fomc19930203bluebook19930129.pdf,,,,,,/fomc/MINUTES/1993/19930203min.htm,,,,,,,,,,,,,,,,,,
1993,Conference Call,,February,18,February,18,,,,,,,,/monetarypolicy/files/FOMC19930218confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Conference Call,,March,1,March,1,,,,,,,,/monetarypolicy/files/FOMC19930301confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Meeting,,March,23,March,23,"['/monetarypolicy/files/fomc19930323beige19930310.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19930323Agenda.pdf,,,,/monetarypolicy/files/FOMC19930323meeting.pdf,/monetarypolicy/files/FOMC19930323material.pdf,,,"['/monetarypolicy/files/fomc19930323gbpt119930317.pdf', '/monetarypolicy/files/fomc19930323gbpt219930317.pdf', '/monetarypolicy/files/fomc19930323gbsup19930319.pdf']",/monetarypolicy/files/fomc19930323bluebook19930319.pdf,,,0,,,/fomc/MINUTES/1993/19930323min.htm,,,,,,,,,,,,,,,,,,
1993,Meeting,,May,18,May,18,"['/monetarypolicy/files/fomc19930518beige19930505.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19930518Agenda.pdf,,,,/monetarypolicy/files/FOMC19930518meeting.pdf,/monetarypolicy/files/FOMC19930518material.pdf,,,"['/monetarypolicy/files/fomc19930518gbpt119930514.pdf', '/monetarypolicy/files/fomc19930518gbpt219930513.pdf', '/monetarypolicy/files/fomc19930518gbsup19930514.pdf']",/monetarypolicy/files/fomc19930518bluebook19930514.pdf,,,0,,,/fomc/MINUTES/1993/19930518min.htm,,,,,,,,,,,,,,,,,,
1993,Meeting,1,July,6,July,7,"['/monetarypolicy/files/fomc19930707beige19930623.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19930707Agenda.pdf,,,,/monetarypolicy/files/FOMC19930707meeting.pdf,/monetarypolicy/files/FOMC19930707material.pdf,,,"['/monetarypolicy/files/fomc19930707gbpt119930630.pdf', '/monetarypolicy/files/fomc19930707gbpt219930630.pdf', '/monetarypolicy/files/fomc19930707gbsup19930702.pdf']",/monetarypolicy/files/fomc19930707bluebook19930702.pdf,,,,,,/fomc/MINUTES/1993/19930707min.htm,,,,,,,,,,,,,,,,,,
1993,Meeting,,August,17,August,17,"['/monetarypolicy/files/fomc19930817beige19930804.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19930817Agenda.pdf,,,,/monetarypolicy/files/FOMC19930817meeting.pdf,/monetarypolicy/files/FOMC19930817material.pdf,,,"['/monetarypolicy/files/fomc19930817gbpt119930811.pdf', '/monetarypolicy/files/fomc19930817gbpt219930811.pdf', '/monetarypolicy/files/fomc19930817gbsup19930813.pdf']",/monetarypolicy/files/fomc19930817bluebook19930813.pdf,,,0,,,/fomc/MINUTES/1993/19930817min.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,1,January,30,January,31,"['/monetarypolicy/files/fomc19960131beige19960117.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19960131Agenda.pdf,/fomc/19960131DEFAULT.htm,,,/monetarypolicy/files/FOMC19960131meeting.pdf,/monetarypolicy/files/FOMC19960131material.pdf,,,"['/monetarypolicy/files/fomc19960131gbpt119960126.pdf', '/monetarypolicy/files/fomc19960131gbpt219960126.pdf']",/monetarypolicy/files/fomc19960131bluebook19960126.pdf,,,,,,/fomc/minutes/19960130.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,,March,26,March,26,"['/monetarypolicy/files/fomc19960326beige19960313.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19960326Agenda.pdf,,,,/monetarypolicy/files/FOMC19960326meeting.pdf,/monetarypolicy/files/FOMC19960326material.pdf,,,"['/monetarypolicy/files/fomc19960326gbpt119960321.pdf', '/monetarypolicy/files/fomc19960326gbpt219960321.pdf']",/monetarypolicy/files/fomc19960326bluebook19960322.pdf,,,0,,,/fomc/minutes/19960326.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,,May,21,May,21,"['/monetarypolicy/files/fomc19960521beige19960508.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19960521Agenda.pdf,,,,/monetarypolicy/files/FOMC19960521meeting.pdf,/monetarypolicy/files/FOMC19960521material.pdf,,,"['/monetarypolicy/files/fomc19960521gbpt119960516.pdf', '/monetarypolicy/files/fomc19960521gbpt219960516.pdf', '/monetarypolicy/files/fomc19960521gbsup19960517.pdf']",/monetarypolicy/files/fomc19960521bluebook19960517.pdf,,,0,,,/fomc/minutes/19960521.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,1,July,2,July,3,"['/monetarypolicy/files/fomc19960703beige19960619.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19960703Agenda.pdf,,,,/monetarypolicy/files/FOMC19960703meeting.pdf,/monetarypolicy/files/FOMC19960703material.pdf,,,"['/monetarypolicy/files/fomc19960703gbpt119960626.pdf', '/monetarypolicy/files/fomc19960703gbpt219960626.pdf', '/monetarypolicy/files/fomc19960703gbsup19960628.pdf']",/monetarypolicy/files/fomc19960703bluebook19960628.pdf,,,,,,/fomc/minutes/19960702.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,,August,20,August,20,"['/monetarypolicy/files/fomc19960820beige19960807.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19960820Agenda.pdf,,,,/monetarypolicy/files/FOMC19960820meeting.pdf,/monetarypolicy/files/FOMC19960820material.pdf,,,"['/monetarypolicy/files/fomc19960820gbpt119960815.pdf', '/monetarypolicy/files/fomc19960820gbpt219960815.pdf', '/monetarypolicy/files/fomc19960820gbsup19960816.pdf']",/monetarypolicy/files/fomc19960820bluebook19960816.pdf,,,0,,,/fomc/minutes/19960820.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,,September,24,September,24,"['/monetarypolicy/files/fomc19960924beige19960911.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19960924Agenda.pdf,,,,/monetarypolicy/files/FOMC19960924meeting.pdf,/monetarypolicy/files/FOMC19960924material.pdf,,,"['/monetarypolicy/files/fomc19960924gbpt119960918.pdf', '/monetarypolicy/files/fomc19960924gbpt219960918.pdf', '/monetarypolicy/files/fomc19960924gbsup19960920.pdf']",/monetarypolicy/files/fomc19960924bluebook19960920.pdf,,,0,,,/fomc/minutes/19960924.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,,November,13,November,13,"['/monetarypolicy/files/fomc19961113beige19961030.pdf', '/fomc/beigebook/1996/19961030/default.htm']",,,/monetarypolicy/files/FOMC19961113Agenda.pdf,,,,/monetarypolicy/files/FOMC19961113meeting.pdf,/monetarypolicy/files/FOMC19961113material.pdf,,,"['/monetarypolicy/files/fomc19961113gbpt119961106.pdf', '/monetarypolicy/files/fomc19961113gbpt219961106.pdf', '/monetarypolicy/files/fomc19961113gbsup19961108.pdf']",/monetarypolicy/files/fomc19961113bluebook19961108.pdf,,,0,,,/fomc/minutes/19961113.htm,,,,,,,,,,,,,,,,,,
1942,Meeting,,February,28,February,28,,,,,,,,,,,,,,,,0,,,,,,/monetarypolicy/files/FOMChminec119420228.pdf,/monetarypolicy/files/FOMChistmin19420228.pdf,,,,,,,,,,,,,,
1942,Meeting,,March,2,March,2,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19420302.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119420302.pdf,/monetarypolicy/files/FOMChistmin19420302.pdf,,,,,,,,,,,,,,
1942,Meeting,,May,8,May,8,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19420508.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119420508.pdf,/monetarypolicy/files/FOMChistmin19420508.pdf,,,,,,,,,,,,,,
1942,Meeting,,June,22,June,22,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19420622.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119420508.pdf,/monetarypolicy/files/FOMChistmin19420622.pdf,,,,,,,,,,,,,,
1942,Meeting,,August,3,August,3,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19420803.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119420722.pdf', '/monetarypolicy/files/FOMChminec119420803.pdf']",/monetarypolicy/files/FOMChistmin19420803.pdf,,,,,,,,,,,,,,
1942,Meeting,1,September,28,September,29,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19420928.pdf,,,,,,,,"['/monetarypolicy/files/FOMChminec119420818.pdf', '/monetarypolicy/files/FOMChminec119420928.pdf']",/monetarypolicy/files/FOMChistmin19420929.pdf,,,,,,,,,,,,,,
1942,Meeting,,December,14,December,14,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19421214.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119421214.pdf,/monetarypolicy/files/FOMChistmin19421214.pdf,,,,,,,,,,,,,,
1941,Meeting,,March,17,March,17,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19410317.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119410317.pdf', '/monetarypolicy/files/FOMChminec219410317.pdf']",/monetarypolicy/files/FOMChistmin19410317.pdf,,,,,,,,,,,,,,
1941,Meeting,,June,10,June,10,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19410610.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119410610.pdf,/monetarypolicy/files/FOMChistmin19410610.pdf,,,,,,,,,,,,,,
1941,Meeting,,September,27,September,27,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19410927.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119410927.pdf,/monetarypolicy/files/FOMChistmin19410927.pdf,,,,,,,,,,,,,,
1941,Meeting,,December,12,December,12,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19411212.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119411124.pdf', '/monetarypolicy/files/FOMChminec119411212.pdf']",/monetarypolicy/files/FOMChistmin19411212.pdf,,,,,,,,,,,,,,
1939,Meeting,1,March,6,March,7,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19390307.pdf,,,,,,,,/monetarypolicy/files/FOMChminec119390307.pdf,/monetarypolicy/files/FOMChistmin19390307.pdf,,,,,,,,,,,,,,
1939,Meeting,,March,20,March,20,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19390320.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119390313.pdf', '/monetarypolicy/files/FOMChminec119390320.pdf']",/monetarypolicy/files/FOMChistmin19390320.pdf,,,,,,,,,,,,,,
1939,Meeting,,April,19,April,19,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19390419.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119390414.pdf', '/monetarypolicy/files/FOMChminec119390419.pdf']",/monetarypolicy/files/FOMChistmin19390419.pdf,,,,,,,,,,,,,,
1939,Meeting,1,June,20,June,21,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19390621.pdf,,,,,,,,/monetarypolicy/files/FOMChminec119390621.pdf,/monetarypolicy/files/FOMChistmin19390621.pdf,,,,,,,,,,,,,,
1939,Meeting,,September,18,September,18,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19390918.pdf,,0,,,,,,,/monetarypolicy/files/FOMChistmin19390918.pdf,,,,,,,,,,,,,,
1939,Meeting,,December,13,December,13,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19391213.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119390919.pdf', '/monetarypolicy/files/FOMChminec119391106.pdf', '/monetarypolicy/files/FOMChminec119391213.pdf']",/monetarypolicy/files/FOMChistmin19391213.pdf,,,,,,,,,,,,,,
1995,Conference Call,,January,13,January,13,,,,,,,,/monetarypolicy/files/FOMC19950113confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1995,Meeting,1,January,31,January,February 1,"['/monetarypolicy/files/fomc19950201beige19950118.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19950201Agenda.pdf,/fomc/19950201default.htm,,,/monetarypolicy/files/FOMC19950201meeting.pdf,/monetarypolicy/files/FOMC19950201material.pdf,,,"['/monetarypolicy/files/fomc19950201gbpt119950125.pdf', '/monetarypolicy/files/fomc19950201gbpt219950125.pdf', '/monetarypolicy/files/fomc19950201gbsup19950127.pdf']",/monetarypolicy/files/fomc19950201bluebook19950127.pdf,,,,,,/fomc/MINUTES/1995/19950201min.htm,,,,,,,,,,,,,,,,,,
1995,Conference Call,,March,10,March,10,,,,,,,,/monetarypolicy/files/FOMC19950310confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1995,Meeting,,March,28,March,28,"['/monetarypolicy/files/fomc19950328beige19950315.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19950328Agenda.pdf,,,,/monetarypolicy/files/FOMC19950328meeting.pdf,/monetarypolicy/files/FOMC19950328material.pdf,,,"['/monetarypolicy/files/fomc19950328gbpt119950322.pdf', '/monetarypolicy/files/fomc19950328gbpt219950322.pdf', '/monetarypolicy/files/fomc19950328gbsup19950324.pdf']",/monetarypolicy/files/fomc19950328bluebook19950324.pdf,,,0,,,/fomc/MINUTES/1995/19950328min.htm,,,,,,,,,,,,,,,,,,
1995,Conference Call,,April,28,April,28,,,,,,,,/monetarypolicy/files/FOMC19950428confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1995,Meeting,,May,23,May,23,"['/monetarypolicy/files/fomc19950523beige19950510.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19950523Agenda.pdf,,,,/monetarypolicy/files/FOMC19950523meeting.pdf,/monetarypolicy/files/FOMC19950523material.pdf,,,"['/monetarypolicy/files/fomc19950523gbpt119950517.pdf', '/monetarypolicy/files/fomc19950523gbpt219950517.pdf', '/monetarypolicy/files/fomc19950523gbsup19950519.pdf']",/monetarypolicy/files/fomc19950523bluebook19950519.pdf,,,0,,,/fomc/MINUTES/1995/19950523min.htm,,,,,,,,,,,,,,,,,,
1995,Meeting,1,July,5,July,6,"['/monetarypolicy/files/fomc19950706beige19950621.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19950706Agenda.pdf,/fomc/19950706default.htm,,,/monetarypolicy/files/FOMC19950706meeting.pdf,/monetarypolicy/files/FOMC19950706material.pdf,,,"['/monetarypolicy/files/fomc19950706gbpt119950628.pdf', '/monetarypolicy/files/fomc19950706gbpt219950628.pdf', '/monetarypolicy/files/fomc19950706gbsup19950630.pdf']",/monetarypolicy/files/fomc19950706bluebook19950630.pdf,,,,,,/fomc/MINUTES/1995/19950706min.htm,,,,,,,,,,,,,,,,,,
1995,Meeting,,August,22,August,22,"['/monetarypolicy/files/fomc19950822beige19950809.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19950822Agenda.pdf,,,,/monetarypolicy/files/FOMC19950822meeting.pdf,/monetarypolicy/files/FOMC19950822material.pdf,,,"['/monetarypolicy/files/fomc19950822gbpt119950816.pdf', '/monetarypolicy/files/fomc19950822gbpt219950816.pdf', '/monetarypolicy/files/fomc19950822gbsup19950818.pdf']",/monetarypolicy/files/fomc19950822bluebook19950818.pdf,,,0,,,/fomc/MINUTES/1995/19950822min.htm,,,,,,,,,,,,,,,,,,
1993,Meeting,,September,21,September,21,"['/monetarypolicy/files/fomc19930921beige19930908.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19930921Agenda.pdf,,,,/monetarypolicy/files/FOMC19930921meeting.pdf,/monetarypolicy/files/FOMC19930921material.pdf,,,"['/monetarypolicy/files/fomc19930921gbpt119930915.pdf', '/monetarypolicy/files/fomc19930921gbpt219930915.pdf', '/monetarypolicy/files/fomc19930921gbsup19930917.pdf']",/monetarypolicy/files/fomc19930921bluebook19930917.pdf,,,0,,,/fomc/MINUTES/1993/19930921min.htm,,,,,,,,,,,,,,,,,,
1993,Conference Call,,October,5,October,5,,,,,,,,/monetarypolicy/files/FOMC19931005confcall.pdf,/monetarypolicy/files/FOMC19931005material.pdf,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Conference Call,,October,15,October,15,,,,,,,,/monetarypolicy/files/FOMC19931015confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Conference Call,,October,22,October,22,,,,,,,,/monetarypolicy/files/FOMC19931022confcall.pdf,/monetarypolicy/files/FOMC19931022material.pdf,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Conference Call,,November,9,November,9,,,,,,,,/monetarypolicy/files/FOMC19931109confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Conference Call,,November,10,November,10,,,,,,,,/monetarypolicy/files/FOMC19931110confcall.pdf,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
1993,Meeting,,November,16,November,16,"['/monetarypolicy/files/fomc19931116beige19931103.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19931116Agenda.pdf,,,,/monetarypolicy/files/FOMC19931116meeting.pdf,/monetarypolicy/files/FOMC19931116material.pdf,,,"['/monetarypolicy/files/fomc19931116gbpt119931110.pdf', '/monetarypolicy/files/fomc19931116gbpt219931110.pdf', '/monetarypolicy/files/fomc19931116gbsup19931112.pdf']",/monetarypolicy/files/fomc19931116bluebook19931112.pdf,,,0,,,/fomc/MINUTES/1993/19931116min.htm,,,,,,,,,,,,,,,,,,
1993,Meeting,,December,21,December,21,"['/monetarypolicy/files/fomc19931221beige19931208.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19931221Agenda.pdf,,,,/monetarypolicy/files/FOMC19931221meeting.pdf,/monetarypolicy/files/FOMC19931221material.pdf,,,"['/monetarypolicy/files/fomc19931221gbpt119931215.pdf', '/monetarypolicy/files/fomc19931221gbpt219931215.pdf', '/monetarypolicy/files/fomc19931221gbsup19931217.pdf']",/monetarypolicy/files/fomc19931221bluebook19931217.pdf,,,0,,,/fomc/MINUTES/1993/19931221min.htm,,,,,,,,,,,,,,,,,,
1996,Meeting,,December,17,December,17,"['/monetarypolicy/files/fomc19961217beige19961204.pdf', '/fomc/beigebook/1996/19961204/default.htm']",,,/monetarypolicy/files/FOMC19961217Agenda.pdf,,,,/monetarypolicy/files/FOMC19961217meeting.pdf,/monetarypolicy/files/FOMC19961217material.pdf,,,"['/monetarypolicy/files/fomc19961217gbpt119961212.pdf', '/monetarypolicy/files/fomc19961217gbpt219961212.pdf', '/monetarypolicy/files/fomc19961217gbsup19961213.pdf']",/monetarypolicy/files/fomc19961217bluebook19961213.pdf,,,0,,,/fomc/minutes/19961217.htm,,,,,,,,,,,,,,,,,,
1936,Meeting,,March,18,March,18,,,,,,,,,,,,,,,,0,,,,,,,/monetarypolicy/files/FOMChistmin19360318.pdf,,,,,,,,,,,,,,
1936,Meeting,,March,19,March,19,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19360319.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119360319.pdf,/monetarypolicy/files/FOMChistmin19360319.pdf,,,,,,,,,,,,,,
1936,Meeting,,May,25,May,25,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19360525.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119360525.pdf', '/monetarypolicy/files/FOMChminec219360525.pdf']",/monetarypolicy/files/FOMChistmin19360525.pdf,,,,,,,,,,,,,,
1936,Meeting,,November,19,November,19,,,,,,,,,,,,,,,,0,,,,,,"['/monetarypolicy/files/FOMChminec119360527.pdf', '/monetarypolicy/files/FOMChminec119360624.pdf', '/monetarypolicy/files/FOMChminec119360902.pdf', '/monetarypolicy/files/FOMChminec119361119.pdf']",/monetarypolicy/files/FOMChistmin19361119.pdf,,,,,,,,,,,,,,
1936,Meeting,,November,20,November,20,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19361120.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119361120.pdf,/monetarypolicy/files/FOMChistmin19361120.pdf,,,,,,,,,,,,,,
1943,Meeting,1,January,25,January,26,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19430126.pdf,,,,,,,,/monetarypolicy/files/FOMChminec119430126.pdf,/monetarypolicy/files/FOMChistmin19430126.pdf,,,,,,,,,,,,,,
1943,Meeting,,March,2,March,2,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19430302.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119430302.pdf', '/monetarypolicy/files/FOMChminec219430302.pdf']",/monetarypolicy/files/FOMChistmin19430302.pdf,,,,,,,,,,,,,,
1943,Meeting,,May,15,May,15,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19430515.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119430515.pdf,/monetarypolicy/files/FOMChistmin19430515.pdf,,,,,,,,,,,,,,
1943,Meeting,,June,28,June,28,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19430628.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119430628.pdf,/monetarypolicy/files/FOMChistmin19430628.pdf,,,,,,,,,,,,,,
1943,Meeting,,October,18,October,18,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19431018.pdf,,0,,,,,,"['/monetarypolicy/files/FOMChminec119430907.pdf', '/monetarypolicy/files/FOMChminec119431018.pdf']",/monetarypolicy/files/FOMChistmin19431018.pdf,,,,,,,,,,,,,,
1995,Meeting,,September,26,September,26,"['/monetarypolicy/files/fomc19950926beige19950913.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19950926Agenda.pdf,,,,/monetarypolicy/files/FOMC19950926meeting.pdf,/monetarypolicy/files/FOMC19950926material.pdf,,,"['/monetarypolicy/files/fomc19950926gbpt119950920.pdf', '/monetarypolicy/files/fomc19950926gbpt219950920.pdf', '/monetarypolicy/files/fomc19950926gbsup19950922.pdf']",/monetarypolicy/files/fomc19950926bluebook19950922.pdf,,,0,,,/fomc/MINUTES/1995/19950926min.htm,,,,,,,,,,,,,,,,,,
1995,Meeting,,November,15,November,15,"['/monetarypolicy/files/fomc19951115beige19951101.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19951115Agenda.pdf,,,,/monetarypolicy/files/FOMC19951115meeting.pdf,/monetarypolicy/files/FOMC19951115material.pdf,,,"['/monetarypolicy/files/fomc19951115gbpt119951108.pdf', '/monetarypolicy/files/fomc19951115gbpt219951108.pdf', '/monetarypolicy/files/fomc19951115gbsup19951109.pdf']",/monetarypolicy/files/fomc19951115bluebook19951110.pdf,,,0,,,/fomc/MINUTES/1995/19951115min.htm,,,,,,,,,,,,,,,,,,
1995,Meeting,,December,19,December,19,"['/monetarypolicy/files/fomc19951219beige19951206.pdf', 'http://www.minneapolisfed.org/bb/']",,,/monetarypolicy/files/FOMC19951219Agenda.pdf,/fomc/19951219default.htm,,,/monetarypolicy/files/FOMC19951219meeting.pdf,/monetarypolicy/files/FOMC19951219material.pdf,,,"['/monetarypolicy/files/fomc19951219gbpt119951214.pdf', '/monetarypolicy/files/fomc19951219gbpt219951214.pdf', '/monetarypolicy/files/fomc19951219gbsup19951215.pdf']",/monetarypolicy/files/fomc19951219bluebook19951215.pdf,,,0,,,/fomc/MINUTES/1995/19951219min.htm,,,,,,,,,,,,,,,,,,
1944,Meeting,,February,29,February,29,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19440229.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119440229.pdf,/monetarypolicy/files/FOMChistmin19440229.pdf,,,,,,,,,,,,,,
1944,Meeting,,March,1,March,1,,,,,,,,,,,,,,/monetarypolicy/files/fomcropa19440301.pdf,,0,,,,,,/monetarypolicy/files/FOMChminec119440301.pdf,/monetarypolicy/files/FOMChistmin19440301.pdf,,,,,,,,,,,,,,
