6.915042307624043685e-05,6.384291162734144560e-06,5.237571425275403070e-06,6.984663048414066990e-06,6.702694626353050949e-06,4.558976692941037190e-02,5.384035002919703231e-03,7.512113749900475054e-06,5.397281100389472975e-06,6.903356316664899033e-06,7.548875915160631334e-02,3.073067875565800924e-02,8.920341405689294258e-04,6.324581100043972893e-06,6.366835976346108491e-06,7.126772297114962579e-06,7.559463169987793640e-06,2.434733055814899266e-04,6.557875409740740032e-06,7.908642383813366860e-06,9.345179450063375031e-05,1.422621737618561010e-04,9.270410551584595902e-04,6.330341482169255332e-05,1.541402373773097636e-03,7.387834599750053241e-06,1.788168112098316876e-03,6.037595451699673065e-06,6.391163514831059069e-06,7.261221976587514044e-06,7.612479914642810070e-06,6.917757190379552920e-06,9.966475970142382921e-06,1.133330707178980840e-03,6.328230954895589368e-05,5.749569388448889321e-04,5.818708107599936236e-06,5.102965022493915256e-04,5.358986211499523194e-06,5.242320303289745660e-05
2.450920421091505944e-03,6.384291162734144560e-06,5.237571425275403070e-06,6.984663048414066990e-06,6.702694626353050949e-06,5.766308066829238898e-06,5.530987984366104260e-06,9.577813567020702218e-04,2.563844568264041744e-03,6.012315408143338987e-05,2.104738994359919694e-04,4.193813652684516037e-03,4.685550695175459690e-02,1.348193504762859683e-03,6.366835976346108491e-06,2.481614264123961633e-02,3.108334656968437474e-03,1.245812583940244687e-03,1.003762393993662405e-03,7.908642383813366860e-06,5.694005996904035907e-06,6.699476510807802468e-05,6.661334486418734146e-06,6.870006243814457929e-06,7.290062380199371435e-06,1.448725395856596083e-03,3.416704003762012411e-03,1.638077768874083261e-04,3.312422734227899270e-04,7.090156079414997817e-04,7.612479914642810070e-06,3.099480602206826016e-04,9.966475970142382921e-06,6.116536486549575531e-06,7.118310672235872268e-06,8.381582123833553055e-03,3.953491494344440332e-02,3.230128756226691156e-02,5.358986211499523194e-06,7.689219735683483492e-03
7.220676194116631931e-04,9.941397241965985176e-02,5.237571425275403070e-06,6.984663048414066990e-06,6.702694626353050949e-06,5.766308066829238898e-06,5.530987984366104260e-06,2.051405722479242354e-04,5.397281100389472975e-06,2.074717778701498042e-03,3.611021076883504512e-04,7.275763207923619544e-05,7.339360268133294885e-06,6.324581100043972893e-06,6.366835976346108491e-06,4.798158479273671273e-04,7.559463169987793640e-06,7.624248977716300920e-06,6.557875409740740032e-06,3.776866949525727046e-02,5.694005996904035907e-06,4.775862974350412495e-03,2.712033059249419260e-04,6.870006243814457929e-06,7.290062380199371435e-06,4.868780428478415578e-02,8.129968423809429340e-06,6.037595451699673065e-06,6.391163514831059069e-06,7.261221976587514044e-06,7.612479914642810070e-06,6.917757190379552920e-06,4.870840631367212613e-04,1.013773128618770323e-04,6.145186503474453716e-04,6.969962447589186927e-02,5.818708107599936236e-06,6.707109972994742663e-06,5.358986211499523194e-06,5.064620574020510795e-05
5.207668361935989358e-04,4.356413883022564049e-02,2.122932541899720527e-03,6.984663048414066990e-06,1.742068822310431490e-04,5.766308066829238898e-06,9.509659479135222388e-05,7.512113749900475054e-06,4.644818422025810722e-05,1.201857125896753657e-04,6.402335709632403619e-06,8.366131757278689232e-06,7.339360268133294885e-06,6.324581100043972893e-06,6.366835976346108491e-06,5.964778070047630518e-05,1.248959254756492709e-04,9.034140369741332352e-04,6.557875409740740032e-06,3.759303241802422479e-02,2.846025683415584506e-04,7.331402187004320767e-03,2.638983958170753458e-02,1.352277509477967012e-03,7.290062380199371435e-06,2.516871347876668830e-03,1.352755501148456799e-04,1.924015227936510110e-04,6.391163514831059069e-06,3.408725647622422197e-04,6.224236246039533435e-05,6.917757190379552920e-06,8.659482846056382752e-05,6.116536486549575531e-06,6.328230954895589368e-05,3.325673678835229519e-02,4.043243120926560399e-04,1.618743649467889803e-03,1.317725240704821586e-03,5.803156412850848453e-06
7.781905125948936772e-06,6.384291162734144560e-06,5.237571425275403070e-06,6.984663048414066990e-06,6.702694626353050949e-06,1.008007580549499316e-04,5.530987984366104260e-06,2.051405722479242354e-04,9.361960134741196941e-05,1.789217049405180857e-04,1.171039709981733798e-03,8.366131757278689232e-06,1.568650545233557791e-01,9.317744525653394927e-04,2.062668859513585879e-04,7.126772297114962579e-06,7.559463169987793640e-06,6.734356817747740660e-05,6.557875409740740032e-06,2.127567133978113185e-04,5.694005996904035907e-06,7.717942345778082790e-06,6.661334486418734146e-06,6.870006243814457929e-06,7.290062380199371435e-06,7.387834599750053241e-06,8.345762494155450342e-04,6.037595451699673065e-06,3.106507984032692133e-04,7.261221976587514044e-06,7.612479914642810070e-06,6.917757190379552920e-06,8.914303970727618725e-05,6.116536486549575531e-06,7.118310672235872268e-06,7.616555110839709052e-05,5.021382464478084184e-05,2.168463272044105698e-04,5.358986211499523194e-06,4.236065787005780544e-04
7.781905125948936772e-06,2.496932935958241892e-04,5.237571425275403070e-06,6.984663048414066990e-06,1.125788195601804681e-04,5.766308066829238898e-06,2.309385108302777073e-02,1.506071191559698545e-03,4.465088823355019450e-04,2.272550481776874388e-03,6.402335709632403619e-06,8.366131757278689232e-06,7.339360268133294885e-06,6.324581100043972893e-06,1.526086010427815318e-02,8.935730311664771483e-03,5.515621840998538670e-04,3.613978338833766929e-04,6.557875409740740032e-06,7.908642383813366860e-06,5.694005996904035907e-06,7.717942345778082790e-06,6.661334486418734146e-06,6.870006243814457929e-06,7.290062380199371435e-06,7.387834599750053241e-06,6.261080975876980384e-03,6.037595451699673065e-06,6.391163514831059069e-06,1.813256258060044052e-04,1.406796788501052246e-04,6.917757190379552920e-06,9.966475970142382921e-06,6.116536486549575531e-06,2.830323080659268367e-02,2.735694749227621930e-02,2.219658728525007382e-02,5.985619315130991227e-05,5.358986211499523194e-06,5.803156412850848453e-06
7.781905125948936772e-06,1.109321217952485161e-04,5.237571425275403070e-06,6.984663048414066990e-06,1.277216193832281894e-03,1.717943897869436340e-02,9.186697258881432529e-03,7.512113749900475054e-06,5.397281100389472975e-06,6.424280585794929911e-05,2.615959998381763821e-04,1.581440616546796185e-02,7.339360268133294885e-06,2.226704511846632709e-03,1.828058502445048875e-02,7.126772297114962579e-06,1.268200475468512307e-04,7.624248977716300920e-06,6.557875409740740032e-06,5.323268659170811608e-04,5.694005996904035907e-06,7.477112151342072939e-04,6.661334486418734146e-06,1.197368233995706335e-04,5.366553243921228303e-03,7.387834599750053241e-06,7.170275926932754445e-05,1.046434420504631195e-02,6.391163514831059069e-06,3.600821594486257327e-02,8.069008829793401436e-03,3.156067815806234229e-04,8.659482846056382752e-05,3.354142322317536784e-02,3.399840250995923158e-04,4.833593074707995718e-04,5.563190860573194983e-05,2.908290552541993243e-02,4.049803430655943455e-03,8.511736370609628705e-03
7.781905125948936772e-06,6.384291162734144560e-06,4.640677685961051098e-05,6.458327119223621461e-04,5.858336907512087273e-05,5.766308066829238898e-06,5.530987984366104260e-06,7.512113749900475054e-06,4.950844122390071907e-05,6.903356316664899033e-06,6.402335709632403619e-06,2.154392650257559369e-03,7.739173897362364336e-03,5.047563634513359265e-02,1.655542248270199402e-03,4.753235950089107834e-03,7.559463169987793640e-06,8.600441451103574969e-03,6.557875409740740032e-06,7.619133272181266938e-05,5.694005996904035907e-06,7.717942345778082790e-06,1.134989413240255937e-04,6.870006243814457929e-06,7.290062380199371435e-06,7.387834599750053241e-06,3.947987002026890940e-04,1.365559664511154566e-03,2.488154059390735293e-04,7.261221976587514044e-06,7.612479914642810070e-06,6.917757190379552920e-06,7.225555496043466761e-04,6.116536486549575531e-06,7.118310672235872268e-06,8.299925047996695041e-06,5.818708107599936236e-06,6.707109972994742663e-06,5.358986211499523194e-06,1.650140529166725378e-01
2.508133245986100476e-03,5.381706097510832081e-04,2.549292027997500723e-02,6.205074234356825272e-05,6.207368022989679713e-05,5.766308066829238898e-06,2.199888354755525841e-03,2.502548531609119845e-03,5.397281100389472975e-06,3.910620839093724259e-03,6.402335709632403619e-06,8.366131757278689232e-06,1.537651308472959538e-03,6.324581100043972893e-06,6.366835976346108491e-06,3.073756267697170825e-03,7.559463169987793640e-06,6.985200255581211037e-05,1.079520452449751918e-04,3.628332209108764113e-04,5.199030229320032736e-05,2.536927091312757288e-02,6.661334486418734146e-06,1.352277509477967012e-03,1.957644672309277398e-03,4.483965673162858268e-03,2.119127585039403371e-03,6.037595451699673065e-06,6.391163514831059069e-06,5.863012602150806125e-04,7.612479914642810070e-06,3.724549482468310357e-02,9.966475970142382921e-06,5.374692467421329377e-05,6.229072446533931028e-05,2.291286893378818856e-02,1.471614642913455053e-04,1.109938000437927673e-03,5.358986211499523194e-06,5.803156412850848453e-06
7.781905125948936772e-06,6.384291162734144560e-06,5.237571425275403070e-06,7.057689421244910284e-03,6.702694626353050949e-06,1.008007580549499316e-04,5.530987984366104260e-06,7.512113749900475054e-06,5.397281100389472975e-06,6.903356316664899033e-06,8.515259860556646798e-02,3.634134988992629347e-03,7.339360268133294885e-06,8.937870395407156989e-04,2.179510729506915225e-04,4.398886711898765921e-03,6.831844924059307916e-04,7.624248977716300920e-06,1.784516694896407657e-02,1.444740230598119939e-04,9.345179450063375031e-05,7.717942345778082790e-06,6.661334486418734146e-06,2.542445685415871143e-03,7.290062380199371435e-06,7.387834599750053241e-06,1.353284355461412429e-03,5.800983430675242004e-03,6.246212178222883271e-02,1.711739731785952897e-03,7.612479914642810070e-06,6.752381779644015588e-05,9.966475970142382921e-06,7.055802809491283590e-04,6.171818855136845805e-03,8.299925047996695041e-06,5.818708107599936236e-06,1.205699053046201320e-04,7.357564083382448980e-04,1.019677351217806630e-04
