year,month,market_exp
2003.0,1.0,0.04326666666666077
2003.0,2.0,-0.01999999999999602
2003.0,3.0,-0.06928571428484916
2003.0,4.0,-0.05500000000000682
2003.0,5.0,-0.049423076923084355
2003.0,6.0,-0.2975013333332992
2003.0,7.0,-0.0049999999999954525
2003.0,8.0,0.02025000000000002
2003.0,9.0,0.011500000000291279
2003.0,10.0,0.036890000000004315
2003.0,11.0,0.010000000000005116
2003.0,12.0,0.011195652173906924
2004.0,1.0,-0.004989999999964757
2004.0,2.0,0.0
2004.0,3.0,0.0057812500000167825
2004.0,4.0,0.0
2004.0,5.0,0.01866071428570988
2004.0,6.0,0.20999999999988037
2004.0,7.0,0.010000000000005116
2004.0,8.0,0.22068181818182062
2004.0,9.0,0.2105000017919813
2004.0,10.0,-0.0049999999999954525
2004.0,11.0,0.24047619047618632
2004.0,12.0,0.2183333333333299
2005.0,1.0,0.0049999999999954525
2005.0,2.0,0.2523148148148148
2005.0,3.0,0.23225000268798435
2005.0,4.0,0.01999999999999602
2005.0,5.0,0.2497413793103449
2005.0,6.0,0.32999999999989865
2005.0,7.0,0.010000000000005116
2005.0,8.0,0.23228260869565687
2005.0,9.0,0.22181818209746515
2005.0,10.0,0.025000000000005684
2005.0,11.0,0.25499999999999545
2005.0,12.0,0.21526315789473213
2006.0,1.0,0.060000000000034304
2006.0,2.0,-0.0049999999999954525
2006.0,3.0,0.23700999999995268
2006.0,4.0,0.015000000000000568
2006.0,5.0,0.2651136363636277
2006.0,6.0,0.34400000000007647
2006.0,7.0,0.010000000000005116
2006.0,8.0,0.050520833333341404
2006.0,9.0,0.01909090899781803
2006.0,10.0,0.023214262857142752
2006.0,11.0,-0.0049999999999954525
2006.0,12.0,-0.02125000000000078
2007.0,1.0,-0.02499999999985737
2007.0,2.0,-0.0049999999999954525
2007.0,3.0,-0.002045454522181855
2007.0,4.0,0.0
2007.0,5.0,-0.001086956521733036
2007.0,6.0,0.0025333333333332777
2007.0,7.0,-0.0049999999999954525
2007.0,8.0,-0.031900000000007055
2007.0,9.0,-0.37615384614755615
2007.0,10.0,-0.3199999999999969
2007.0,11.0,-0.0049999999999954525
2007.0,12.0,-0.3530952380952446
2008.0,1.0,7.458000000000105
2008.0,2.0,-0.045000000000001705
2008.0,3.0,-0.9791071428616858
2008.0,4.0,-0.4299999999998451
2008.0,5.0,-0.0049999999999954525
2008.0,6.0,0.09958239999997742
2008.0,7.0,0.010000000000005116
2008.0,8.0,0.014166666666667323
2008.0,9.0,-0.22066666666491572
2008.0,10.0,0.7047333333333001
2008.0,11.0,-0.3299999999999983
2008.0,12.0,-0.7412500000004308
