,start_date,end_date,event_type,statement_policy_change,statement_policy_action,FFF_0_rate,FFF_1_rate,FFF_2_rate,FFF_3_rate,FFF_4_rate,FFF_5_rate,FFF_6_rate,nyt_article_counts,DFF_Before_meeting,DFEDTR_before,DFEDTR_end,bluebook_treatment_alt_a,bluebook_treatment_size_alt_a,bluebook_justify_alt_a,bluebook_treatment_alt_b,bluebook_treatment_size_alt_b,bluebook_justify_alt_b,bluebook_treatment_alt_c,bluebook_treatment_size_alt_c,bluebook_justify_alt_c,bluebook_treatment_alt_d,bluebook_treatment_size_alt_d,bluebook_justify_alt_d,bluebook_treatment_alt_e,bluebook_treatment_size_alt_e,bluebook_justify_alt_e,bluebook_comments
465,1976-09-21,1976-09-21,Meeting,,,,,,,,,,0.0,5.26,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
466,1976-10-19,1976-10-19,Meeting,,,,,,,,,,0.0,5.03,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
467,1976-11-08,1976-11-08,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
468,1976-11-16,1976-11-16,Meeting,,,,,,,,,,0.0,5.09,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
469,1976-12-20,1976-12-21,Meeting,,,,,,,,,,0.0,4.56,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
470,1977-01-17,1977-01-18,Meeting,,,,,,,,,,0.0,4.6,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
471,1977-02-15,1977-02-15,Meeting,,,,,,,,,,0.0,4.73,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
472,1977-03-15,1977-03-15,Meeting,,,,,,,,,,0.0,4.67,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
473,1977-04-19,1977-04-19,Meeting,,,,,,,,,,0.0,4.76,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
474,1977-05-17,1977-05-17,Meeting,,,,,,,,,,0.0,5.38,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
475,1977-05-27,1977-05-27,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
476,1977-06-21,1977-06-21,Meeting,,,,,,,,,,0.0,5.39,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
477,1977-07-19,1977-07-19,Meeting,,,,,,,,,,0.0,5.41,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
478,1977-08-16,1977-08-16,Meeting,,,,,,,,,,0.0,6.01,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
479,1977-09-20,1977-09-20,Meeting,,,,,,,,,,0.0,6.08,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
480,1977-10-17,1977-10-18,Meeting,,,,,,,,,,0.0,6.48,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
481,1977-11-15,1977-11-15,Meeting,,,,,,,,,,0.0,6.54,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
482,1977-12-19,1977-12-20,Meeting,,,,,,,,,,0.0,6.55,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
483,1978-01-05,1978-01-05,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
484,1978-01-17,1978-01-17,Meeting,,,,,,,,,,0.0,6.93,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
485,1978-02-28,1978-02-28,Meeting,,,,,,,,,,0.0,6.88,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
486,1978-03-10,1978-03-10,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
487,1978-03-21,1978-03-21,Meeting,,,,,,,,,,0.0,6.84,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
488,1978-04-18,1978-04-18,Meeting,,,,,,,,,,0.0,6.85,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
489,1978-05-05,1978-05-05,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
490,1978-05-16,1978-05-16,Meeting,,,,,,,,,,0.0,7.41,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
491,1978-06-20,1978-06-20,Meeting,,,,,,,,,,0.0,7.5,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
492,1978-07-18,1978-07-18,Meeting,,,,,,,,,,0.0,7.91,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
493,1978-08-15,1978-08-15,Meeting,,,,,,,,,,0.0,7.92,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
494,1978-09-08,1978-09-08,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
495,1978-09-19,1978-09-19,Meeting,,,,,,,,,,0.0,8.39,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
496,1978-10-17,1978-10-17,Meeting,,,,,,,,,,0.0,8.84,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
497,1978-11-21,1978-11-21,Meeting,,,,,,,,,,0.0,9.7,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
498,1978-12-19,1978-12-19,Meeting,,,,,,,,,,0.0,9.97,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
499,1979-01-12,1979-01-12,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
500,1979-02-06,1979-02-06,Meeting,,,,,,,,,,0.0,10.26,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
501,1979-03-02,1979-03-02,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
502,1979-03-20,1979-03-20,Meeting,,,,,,,,,,0.0,10.11,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
503,1979-04-17,1979-04-17,Meeting,,,,,,,,,,0.0,10.03,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
504,1979-04-27,1979-04-27,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
505,1979-05-22,1979-05-22,Meeting,,,,,,,,,,0.0,10.34,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
506,1979-06-27,1979-06-27,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
507,1979-07-11,1979-07-11,Meeting,,,,,,,,,,0.0,10.24,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
508,1979-07-17,1979-07-17,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
509,1979-07-19,1979-07-19,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
510,1979-08-14,1979-08-14,Meeting,,,,,,,,,,0.0,10.93,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
511,1979-09-18,1979-09-18,Meeting,,,,,,,,,,0.0,11.51,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
512,1979-10-05,1979-10-05,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
513,1979-10-06,1979-10-06,Meeting,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
514,1979-10-22,1979-10-22,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
515,1979-11-20,1979-11-20,Meeting,,,,,,,,,,0.0,13.21,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
516,1980-01-08,1980-01-09,Meeting,,,,,,,,,,0.0,14.0,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
517,1980-02-04,1980-02-05,Meeting,,,,,,,,,,0.0,13.44,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
518,1980-02-22,1980-02-22,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
519,1980-03-07,1980-03-07,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
520,1980-03-18,1980-03-18,Meeting,,,,,,,,,,0.0,16.75,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
521,1980-04-22,1980-04-22,Meeting,,,,,,,,,,0.0,17.65,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
522,1980-04-29,1980-04-29,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
523,1980-05-06,1980-05-06,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
524,1980-05-20,1980-05-20,Meeting,,,,,,,,,,0.0,10.92,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
525,1980-06-05,1980-06-05,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
526,1980-07-09,1980-07-09,Meeting,,,,,,,,,,0.0,8.75,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
527,1980-07-25,1980-07-25,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
528,1980-08-12,1980-08-12,Meeting,,,,,,,,,,0.0,9.19,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
529,1980-08-22,1980-08-22,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
530,1980-09-16,1980-09-16,Meeting,,,,,,,,,,0.0,10.96,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
531,1980-10-21,1980-10-21,Meeting,,,,,,,,,,0.0,12.37,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
532,1980-11-18,1980-11-18,Meeting,,,,,,,,,,0.0,16.22,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
533,1980-11-26,1980-11-26,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
534,1980-12-05,1980-12-05,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
535,1980-12-12,1980-12-12,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
536,1980-12-18,1980-12-19,Meeting,,,,,,,,,,0.0,20.27,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
537,1981-02-02,1981-02-03,Meeting,,,,,,,,,,0.0,17.25,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
538,1981-02-24,1981-02-24,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
539,1981-03-31,1981-03-31,Meeting,,,,,,,,,,0.0,15.23,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
540,1981-04-28,1981-04-28,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
541,1981-05-06,1981-05-06,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
542,1981-05-18,1981-05-18,Meeting,,,,,,,,,,0.0,18.49,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
543,1981-06-17,1981-06-17,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
544,1981-07-06,1981-07-07,Meeting,,,,,,,,,,0.0,19.83,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
545,1981-07-17,1981-07-17,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
546,1981-08-07,1981-08-07,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
547,1981-08-18,1981-08-18,Meeting,,,,,,,,,,0.0,18.3,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
548,1981-10-05,1981-10-06,Meeting,,,,,,,,,,0.0,16.57,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
549,1981-11-17,1981-11-17,Meeting,,,,,,,,,,0.0,13.33,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
550,1981-12-21,1981-12-22,Meeting,,,,,,,,,,0.0,12.28,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
551,1982-02-01,1982-02-02,Meeting,,,,,,,,,,0.0,14.21,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
552,1982-03-29,1982-03-30,Meeting,,,,,,,,,,0.0,14.39,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
553,1982-05-18,1982-05-18,Meeting,,,,,,,,,,0.0,14.68,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
554,1982-05-20,1982-05-20,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
555,1982-06-30,1982-07-01,Meeting,,,,,,,,,,0.0,14.71,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
556,1982-07-15,1982-07-15,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
557,1982-08-24,1982-08-24,Meeting,,,,,,,,,,0.0,9.01,No target in FRED,No target in FRED,,,,,,,,,,,,,,,,
558,1982-09-24,1982-09-24,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
559,1982-10-05,1982-10-05,Meeting,,,,,,,,,,0.0,10.9,10,10,,,,,,,,,,,,,,,,
560,1982-11-16,1982-11-16,Meeting,,,,,,,,,,0.0,9.82,9.5,9.5,,,,,,,,,,,,,,,,
561,1982-12-20,1982-12-21,Meeting,,,,,,,,,,0.0,8.79,8.5,8.5,,,,,,,,,,,,,,,,
562,1983-01-14,1983-01-14,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
563,1983-01-21,1983-01-21,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
564,1983-01-28,1983-01-28,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
565,1983-02-08,1983-02-09,Meeting,,,,,,,,,,0.0,8.56,8.5,8.5,,,,,,,,,,,,,,,,
566,1983-03-28,1983-03-29,Meeting,,,,,,,,,,0.0,8.76,8.5,8.5,,,,,,,,,,,,,,,,
567,1983-04-29,1983-04-29,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
568,1983-05-24,1983-05-24,Meeting,,,,,,,,,,0.0,8.74,8.625,8.625,,,,,,,,,,,,,,,,
569,1983-06-23,1983-06-23,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
570,1983-07-12,1983-07-13,Meeting,,,,,,,,,,0.0,9.21,9,9,,,,,,,,,,,,,,,,
571,1983-08-23,1983-08-23,Meeting,,,,,,,,,,0.0,9.37,9.5,9.5,,,,,,,,,,,,,,,,
572,1983-09-08,1983-09-08,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
573,1983-10-04,1983-10-04,Meeting,,,,,,,,,,0.0,9.62,9.375,9.375,,,,,,,,,,,,,,,,
574,1983-11-14,1983-11-15,Meeting,,,,,,,,,,0.0,9.38,9.375,9.375,,,,,,,,,,,,,,,,
575,1983-12-19,1983-12-20,Meeting,,,,,,,,,,0.0,9.73,9.375,9.375,,,,,,,,,,,,,,,,
576,1984-01-30,1984-01-31,Meeting,,,,,,,,,,0.0,9.31,9.375,9.375,,,,,,,,,,,,,,,,
577,1984-03-20,1984-03-20,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
578,1984-03-26,1984-03-27,Meeting,,,,,,,,,,0.0,10.28,9.375,9.375,,,,,,,,,,,,,,,,
579,1984-05-21,1984-05-22,Meeting,,,,,,,,,,0.0,9.01,10.5,10.5,,,,,,,,,,,,,,,,
580,1984-07-16,1984-07-17,Meeting,,,,,,,,,,0.0,11.0,11,11,,,,,,,,,,,,,,,,
581,1984-08-21,1984-08-21,Meeting,,,,,,,,,,0.0,11.87,11.5,11.5,,,,,,,,,,,,,,,,
582,1984-10-02,1984-10-02,Meeting,,,,,,,,,,0.0,11.38,11,11,,,,,,,,,,,,,,,,
583,1984-11-07,1984-11-07,Meeting,,,,,,,,,,0.0,9.47,10,10,,,,,,,,,,,,,,,,
584,1984-12-17,1984-12-18,Meeting,,,,,,,,,,0.0,8.26,8.75,8.75,,,,,,,,,,,,,,,,
585,1985-01-18,1985-01-18,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
586,1985-02-12,1985-02-13,Meeting,,,,,,,,,,0.0,8.3,8.25,8.25,,,,,,,,,,,,,,,,
587,1985-03-26,1985-03-26,Meeting,,,,,,,,,,0.0,8.45,8.375,8.375,,,,,,,,,,,,,,,,
588,1985-05-21,1985-05-21,Meeting,,,,,,,,,,0.0,7.75,7.75,7.75,,,,,,,,,,,,,,,,
589,1985-07-09,1985-07-10,Meeting,,,,,,,,,,0.0,8.13,7.75,7.75,,,,,,,,,,,,,,,,
590,1985-08-20,1985-08-20,Meeting,,,,,,,,,,0.0,7.99,7.75,7.75,,,,,,,,,,,,,,,,
591,1985-09-23,1985-09-23,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
592,1985-10-01,1985-10-01,Meeting,,,,,,,,,,0.0,8.84,8,8,,,,,,,,,,,,,,,,
593,1985-11-04,1985-11-05,Meeting,,,,,,,,,,0.0,8.32,8,8,,,,,,,,,,,,,,,,
594,1985-12-16,1985-12-17,Meeting,,,,,,,,,,0.0,7.84,8,8,,,,,,,,,,,,,,,,
595,1986-02-11,1986-02-12,Meeting,,,,,,,,,,0.0,7.92,7.75,7.75,,,,,,,,,,,,,,,,
596,1986-04-01,1986-04-01,Meeting,,,,,,,,,,0.0,8.06,7.25,7.25,,,,,,,,,,,,,,,,
597,1986-04-21,1986-04-21,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
598,1986-05-20,1986-05-20,Meeting,,,,,,,,,,0.0,6.89,6.75,6.75,,,,,,,,,,,,,,,,
599,1986-07-08,1986-07-09,Meeting,,,,,,,,,,0.0,6.93,6.875,6.875,,,,,,,,,,,,,,,,
600,1986-08-19,1986-08-19,Meeting,,,,,,,,,,0.0,6.41,6.375,6.375,,,,,,,,,,,,,,,,
601,1986-09-23,1986-09-23,Meeting,,,,,,,,,,0.0,5.89,5.875,5.875,,,,,,,,,,,,,,,,
602,1986-11-05,1986-11-05,Meeting,,,,,,,,,,0.0,5.94,5.875,5.875,,,,,,,,,,,,,,,,
603,1986-12-15,1986-12-16,Meeting,,,,,,,,,,0.0,5.93,5.875,5.875,,,,,,,,,,,,,,,,
604,1987-02-10,1987-02-11,Meeting,,,,,,,,,,0.0,6.29,6,6,,,,,,,,,,,,,,,,
605,1987-02-23,1987-02-23,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
606,1987-03-31,1987-03-31,Meeting,,,,,,,,,,0.0,6.33,6,6,,,,,,,,,,,,,,,,
607,1987-04-29,1987-04-29,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
608,1987-05-19,1987-05-19,Meeting,,,,,,,,,,0.0,6.88,6.5,6.5,,,,,,,,,,,,,,,,
609,1987-07-07,1987-07-07,Meeting,,,,,,,,,,0.0,6.73,6.625,6.625,,,,,,,,,,,,,,,,
610,1987-08-18,1987-08-18,Meeting,,,,,,,,,,0.0,6.91,6.625,6.625,,,,,,,,,,,,,,,,
611,1987-09-22,1987-09-22,Meeting,,,,,,,,,,0.0,7.32,7.25,7.25,,,,,,,,,,,,,,,,
612,1987-10-19,1987-10-19,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
613,1987-10-20,1987-10-20,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
614,1987-10-21,1987-10-30,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
615,1987-11-03,1987-11-03,Meeting,,,,,,,,,,0.0,6.64,7.3125,7.3125,,,,,,,,,,,,,,,,
616,1987-12-15,1987-12-16,Meeting,,,,,,,,,,0.0,6.78,6.8125,6.8125,,,,,,,,,,,,,,,,
617,1988-01-05,1988-01-05,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
618,1988-02-09,1988-02-10,Meeting,,,,,,,,,,1.0,6.58,6.625,6.625,E,-0.5,,U,0,,T,0.5,,,,,,,,
619,1988-03-29,1988-03-29,Meeting,,,,,,,,,,0.0,6.64,6.5,6.5,U,0,,?,0,,T,?,,,,,,,,
620,1988-05-17,1988-05-17,Meeting,,,,,,,,,,1.0,7.3,7,7,?,?,,?,0,,T,0.5,,,,,,,,
621,1988-06-29,1988-06-30,Meeting,,,,,,,,,,1.0,7.68,7.4375,7.4375,?,?,,?,0,,T,0.5,,,,,,,,
622,1988-07-19,1988-07-19,Conference Call,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
623,1988-08-16,1988-08-16,Meeting,,,,,,,,,,0.0,8.41,8.125,8.125,N,N,,?,0,,T,0.5,,,,,,,,
624,1988-09-20,1988-09-20,Meeting,,,,,,,,,,2.0,8.05,8.125,8.125,E,?,,U,0,,T,?,,,,,,,,
625,1988-10-17,1988-10-17,Conference Call,,,,8.230000000000004,8.519999999999996,8.480000000000004,8.379999999999995,8.379999999999995,100.0,0.0,,,,,,,,,,,,,,,,,,,
626,1988-11-01,1988-11-01,Meeting,,,,8.480000000000004,8.420000000000002,8.269999999999996,8.260000000000005,100.0,100.0,1.0,8.39,8.125,8.125,?,-0.5,,?,0,,T,?,,,,,,,,
627,1988-11-22,1988-11-22,Conference Call,,,,9.0,9.019999999999996,8.920000000000002,8.920000000000002,8.950000000000003,100.0,0.0,,,,,,,,,,,,,,,,,,,
628,1988-12-13,1988-12-14,Meeting,,,,9.170000000000002,9.069999999999991,9.090000000000003,9.099999999999994,9.099999999999994,100.0,3.0,8.58,8.375,8.375,N,N,,?,0,,T,?,,,,,,,,
629,1989-02-07,1989-02-08,Meeting,,,,9.39,9.459999999999994,9.47,9.489999999999997,9.450000000000003,9.450000000000003,0.0,9.08,9,9,N,N,,U,0,,T,0.5,,,,,,,,
630,1989-03-28,1989-03-28,Meeting,,,,10.22,10.480000000000004,10.75,10.75,10.75,100.0,2.0,9.9,9.75,9.75,?,?,,U,0,,T,?,,,,,,,,
631,1989-05-16,1989-05-16,Meeting,,,,9.569999999999991,9.459999999999994,9.340000000000003,9.340000000000003,9.340000000000003,9.340000000000003,2.0,9.79,9.75,9.75,E,-0.25,,U,0,,T,?,,,,,,,,
632,1989-05-31,1989-05-31,Conference Call,,,,9.450000000000003,9.319999999999991,9.170000000000002,9.170000000000002,9.170000000000002,9.170000000000002,0.0,,,,,,,,,,,,,,,,,,,
633,1989-06-05,1989-06-05,Conference Call,,,,9.149999999999991,8.879999999999994,8.870000000000006,8.870000000000006,8.870000000000006,100.0,0.0,,,,,,,,,,,,,,,,,,,
634,1989-07-05,1989-07-06,Meeting,,,,8.899999999999991,8.61,8.399999999999991,8.36,8.310000000000002,100.0,2.0,9.49,9.5625,9.5625,E,?,,U,0,,T,?,,,,,,,,
635,1989-07-26,1989-07-26,Conference Call,,,,8.920000000000002,8.629999999999995,8.379999999999995,8.25,8.219999999999999,100.0,0.0,,,,,,,,,,,,,,,,,,,
636,1989-08-22,1989-08-22,Meeting,,,,8.939999999999998,8.789999999999992,8.709999999999994,8.64,100.0,100.0,2.0,8.94,9.0625,9.0625,E,?,,U,0,,T,?,,,,,,,,
637,1989-10-03,1989-10-03,Meeting,,,,8.879999999999994,8.870000000000006,8.739999999999995,8.689999999999998,8.659999999999998,100.0,1.0,9.16,9.0625,9.0625,E,-0.5,,U,0,,T,?,,,,,,,,
638,1989-10-16,1989-10-16,Conference Call,,,,8.569999999999991,8.480000000000004,8.299999999999997,8.200000000000003,8.099999999999994,100.0,0.0,,,,,,,,,,,,,,,,,,,
639,1989-10-17,1989-10-17,Conference Call,,,,8.539999999999992,8.420000000000002,8.269999999999996,8.170000000000002,8.069999999999991,100.0,0.0,,,,,,,,,,,,,,,,,,,
640,1989-10-18,1989-10-18,Conference Call,,,,8.579999999999998,8.439999999999998,8.269999999999996,8.170000000000002,8.069999999999991,100.0,0.0,,,,,,,,,,,,,,,,,,,
641,1989-11-14,1989-11-14,Meeting,,,,8.459999999999994,8.239999999999995,8.120000000000005,7.939999999999998,7.9099999999999975,100.0,0.0,8.44,8.5,8.5,E,-0.5,,U,0,,N,N,,,,,,,,
642,1989-12-18,1989-12-19,Meeting,,,,8.329999999999998,8.11,7.980000000000004,7.899999999999991,100.0,100.0,2.0,8.56,8.5,8.5,E,?,,U,0,,?,?,,,,,,,,
643,1990-02-06,1990-02-07,Meeting,,,8.219637681159414,8.209999999999994,8.209999999999994,8.219999999999999,8.219999999999999,8.239999999999995,8.289999999999992,0.0,8.22,8.25,8.25,E,?,,U,0,,T,0.5,,,,,,,,
644,1990-03-27,1990-03-27,Meeting,,,8.335851851851844,8.289999999999992,8.329999999999998,8.379999999999995,8.409999999999998,8.480000000000004,8.489999999999995,2.0,8.25,8.25,8.25,E,?,,U,0,,T,?,,,,,,,,
645,1990-04-11,1990-04-11,Conference Call,,,8.278333333333332,8.289999999999992,8.310000000000002,8.340000000000002,8.36,8.409999999999998,100.0,0.0,,,,,,,,,,,,,,,,,,,
646,1990-05-15,1990-05-15,Meeting,,,8.276784313725475,8.25,8.230000000000004,8.280000000000001,8.310000000000002,100.0,100.0,1.0,8.27,8.25,8.25,E,-0.5,,U,0,,T,?,,,,,,,,
647,1990-07-02,1990-07-03,Meeting,,,8.20533333333333,8.159999999999998,8.069999999999991,8.049999999999997,8.049999999999997,8.090000000000002,100.0,1.0,8.32,8.25,8.25,E,-0.5,,U,0,,T,?,,,,,,,,
648,1990-08-21,1990-08-21,Meeting,,,8.048917748917741,7.950000000000002,7.9099999999999975,7.899999999999991,7.899999999999991,7.899999999999991,100.0,1.0,8.08,8,8,E,?,,U,0,,T,?,,,,,,,,
649,1990-09-07,1990-09-07,Conference Call,,,7.966428571428577,7.849999999999994,7.799999999999998,7.8400000000000025,7.780000000000001,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,
650,1990-09-17,1990-09-17,Conference Call,,,7.99865546218487,7.870000000000003,7.799999999999998,7.799999999999998,7.75,100.0,100.0,0.0,,,,,,,,,,,,,,,,,,,
651,1990-10-02,1990-10-02,Meeting,,,7.918749999999994,7.810000000000002,7.799999999999998,7.689999999999998,7.649999999999991,100.0,100.0,2.0,8.25,8,8,?,?,,U,0,,T,?,,,,,,,,
652,1990-11-13,1990-11-13,Meeting,,,7.718461538461537,7.75,7.560000000000002,7.480000000000004,7.439999999999998,100.0,100.0,3.0,7.73,7.75,7.75,E,-0.5,,U,0,,T,?,,,,,,,,
653,1990-12-07,1990-12-07,Conference Call,,,7.468685714285725,7.319999999999991,7.099999999999994,7.129999999999996,7.0,7.0,7.0,0.0,,,,,,,,,,,,,,,,,,,
654,1990-12-18,1990-12-18,Meeting,,,7.732261904761887,7.25,7.069999999999991,7.069999999999991,6.969999999999999,6.969999999999999,6.969999999999999,3.0,7.44,7.25,7.25,E,-0.5,,U,0,,N,N,,,,,,,,
655,1991-01-09,1991-01-09,Conference Call,,,6.8686473429951675,6.739999999999995,6.719999999999999,6.629999999999996,6.569999999999991,6.549999999999998,100.0,0.0,,,,,,,,,,,,,,,,,,,
656,1991-02-01,1991-02-01,Conference Call,,,6.379999999999997,6.3700000000000045,6.239999999999995,6.230000000000004,6.230000000000004,100.0,6.239999999999995,0.0,,,,,,,,,,,,,,,,,,,
657,1991-02-05,1991-02-06,Meeting,,,6.346999999999994,6.319999999999991,6.189999999999998,6.179999999999992,6.170000000000003,6.170000000000003,6.179999999999992,0.0,6.1,6.25,6.25,E,?,,U,0,,N,N,,,,,,,,
658,1991-03-26,1991-03-26,Meeting,,,6.272115384615412,6.069999999999991,6.049999999999998,6.129999999999996,6.189999999999998,6.289999999999992,6.349999999999994,1.0,6.08,6,6,E,?,,U,0,,T,?,,,,,,,,
659,1991-04-12,1991-04-12,Conference Call,,,5.819360902255629,5.829999999999997,5.849999999999994,5.849999999999994,5.939999999999998,5.989999999999995,6.1400000000000015,0.0,,,,,,,,,,,,,,,,,,,
660,1991-04-30,1991-04-30,Conference Call,,,,5.799999999999998,5.789999999999992,5.819999999999991,5.8700000000000045,5.9099999999999975,6.019999999999996,0.0,,,,,,,,,,,,,,,,,,,
