id,year,meeting_info,document_name,link
1216,1968,November 26 Meeting - 1968,Bluebook (938 KB PDF),/monetarypolicy/files/FOMC19681126bluebook19681122.pdf
1217,1968,November 26 Meeting - 1968,Agenda (43 KB PDF),/monetarypolicy/files/FOMC19681126Agenda.pdf
1218,1968,November 26 Meeting - 1968,Record of Policy Actions (822 KB PDF),/monetarypolicy/files/fomcropa19681126.pdf
1219,1968,November 26 Meeting - 1968,Minutes of Actions (135 KB PDF),/monetarypolicy/files/fomcmoa19681126.pdf
1220,1968,November 26 Meeting - 1968,Memoranda of Discussion (3.71 MB PDF),/monetarypolicy/files/fomcmod19681126.pdf
1221,1968,December 17 Meeting - 1968,Greenbook (3.3 MB PDF),/monetarypolicy/files/FOMC19681217greenbook19681211.pdf
1222,1968,December 17 Meeting - 1968,Supplement (268 KB PDF),/monetarypolicy/files/FOMC19681217gbsup19681213.pdf
1223,1968,December 17 Meeting - 1968,Bluebook (876 KB PDF),/monetarypolicy/files/FOMC19681217bluebook19681213.pdf
1224,1968,December 17 Meeting - 1968,Agenda (44 KB PDF),/monetarypolicy/files/FOMC19681217Agenda.pdf
1225,1968,December 17 Meeting - 1968,Record of Policy Actions (822 KB PDF),/monetarypolicy/files/fomcropa19681217.pdf
1226,1968,December 17 Meeting - 1968,Minutes of Actions (118 KB PDF),/monetarypolicy/files/fomcmoa19681217.pdf
1227,1968,December 17 Meeting - 1968,Memoranda of Discussion (3.5 MB PDF),/monetarypolicy/files/fomcmod19681217.pdf
1228,1969,January 14 Meeting - 1969,Greenbook (3.38 MB PDF),/monetarypolicy/files/FOMC19690114greenbook19690108.pdf
1229,1969,January 14 Meeting - 1969,Supplement (317 KB PDF),/monetarypolicy/files/FOMC19690114gbsup19690110.pdf
1230,1969,January 14 Meeting - 1969,Bluebook (869 KB PDF),/monetarypolicy/files/FOMC19690114bluebook19690110.pdf
1231,1969,January 14 Meeting - 1969,Agenda (49 KB PDF),/monetarypolicy/files/FOMC19690114Agenda.pdf
1232,1969,January 14 Meeting - 1969,Record of Policy Actions (451 KB PDF),/monetarypolicy/files/fomcropa19690114.pdf
1233,1969,January 14 Meeting - 1969,Minutes of Actions (125 KB PDF),/monetarypolicy/files/fomcmoa19690114.pdf
1234,1969,January 14 Meeting - 1969,Memoranda of Discussion (3.13 MB PDF),/monetarypolicy/files/fomcmod19690114.pdf
1235,1969,February 4 Meeting - 1969,Greenbook (3.79 MB PDF),/monetarypolicy/files/FOMC19690204greenbook19690129.pdf
1236,1969,February 4 Meeting - 1969,Supplement (151 KB PDF),/monetarypolicy/files/FOMC19690204gbsup19690131.pdf
1237,1969,February 4 Meeting - 1969,Bluebook (781 KB PDF),/monetarypolicy/files/FOMC19690204bluebook19690131.pdf
1238,1969,February 4 Meeting - 1969,Agenda (45 KB PDF),/monetarypolicy/files/FOMC19690204Agenda.pdf
1239,1969,February 4 Meeting - 1969,Record of Policy Actions (351 KB PDF),/monetarypolicy/files/fomcropa19690204.pdf
1240,1969,February 4 Meeting - 1969,Minutes of Actions (128 KB PDF),/monetarypolicy/files/fomcmoa19690204.pdf
1241,1969,February 4 Meeting - 1969,Memoranda of Discussion (3.92 MB PDF),/monetarypolicy/files/fomcmod19690204.pdf
1242,1969,March 4 Meeting - 1969,Greenbook (3.09 MB PDF),/monetarypolicy/files/FOMC19690304greenbook19690226.pdf
1243,1969,March 4 Meeting - 1969,Supplement (870 KB PDF),/monetarypolicy/files/FOMC19690304gbsup19690228.pdf
1244,1969,March 4 Meeting - 1969,Bluebook (780 KB PDF),/monetarypolicy/files/FOMC19690304bluebook19690228.pdf
1245,1969,March 4 Meeting - 1969,Agenda (155 KB PDF),/monetarypolicy/files/FOMC19690304Agenda.pdf
1246,1969,March 4 Meeting - 1969,Record of Policy Actions (565 KB PDF),/monetarypolicy/files/fomcropa19690304.pdf
1247,1969,March 4 Meeting - 1969,Minutes of Actions (807 KB PDF),/monetarypolicy/files/fomcmoa19690304.pdf
1248,1969,March 4 Meeting - 1969,Memoranda of Discussion (4.28 MB PDF),/monetarypolicy/files/fomcmod19690304.pdf
1249,1969,April 1 Meeting - 1969,Greenbook (4.09 MB PDF),/monetarypolicy/files/FOMC19690401greenbook19690326.pdf
1250,1969,April 1 Meeting - 1969,Supplement (510 KB PDF),/monetarypolicy/files/FOMC19690401gbsup19690328.pdf
1251,1969,April 1 Meeting - 1969,Bluebook (931 KB PDF),/monetarypolicy/files/FOMC19690401bluebook19690328.pdf
1252,1969,April 1 Meeting - 1969,Agenda (46 KB PDF),/monetarypolicy/files/FOMC19690401Agenda.pdf
1253,1969,April 1 Meeting - 1969,Record of Policy Actions (416 KB PDF),/monetarypolicy/files/fomcropa19690401.pdf
1254,1969,April 1 Meeting - 1969,Minutes of Actions (137 KB PDF),/monetarypolicy/files/fomcmoa19690401.pdf
1255,1969,April 1 Meeting - 1969,Memoranda of Discussion (4.16 MB PDF),/monetarypolicy/files/fomcmod19690401.pdf
1256,1969,April 29 Meeting - 1969,Greenbook (3.7 MB PDF),/monetarypolicy/files/FOMC19690429greenbook19690423.pdf
1257,1969,April 29 Meeting - 1969,Supplement (583 KB PDF),/monetarypolicy/files/FOMC19690429gbsup19690425.pdf
1258,1969,April 29 Meeting - 1969,Bluebook (756 KB PDF),/monetarypolicy/files/FOMC19690429bluebook19690425.pdf
1259,1969,April 29 Meeting - 1969,Agenda (50 KB PDF),/monetarypolicy/files/FOMC19690429Agenda.pdf
1260,1969,April 29 Meeting - 1969,Record of Policy Actions (457 KB PDF),/monetarypolicy/files/fomcropa19690429.pdf
1261,1969,April 29 Meeting - 1969,Minutes of Actions (133 KB PDF),/monetarypolicy/files/fomcmoa19690429.pdf
1262,1969,April 29 Meeting - 1969,Memoranda of Discussion (2.9 MB PDF),/monetarypolicy/files/fomcmod19690429.pdf
1263,1969,May 27 Meeting - 1969,Greenbook (4.79 MB PDF),/monetarypolicy/files/FOMC19690527greenbook19690521.pdf
1264,1969,May 27 Meeting - 1969,Supplement (554 KB PDF),/monetarypolicy/files/FOMC19690527gbsup19690523.pdf
1265,1969,May 27 Meeting - 1969,Bluebook (626 KB PDF),/monetarypolicy/files/FOMC19690527bluebook19690523.pdf
1266,1969,May 27 Meeting - 1969,Agenda (55 KB PDF),/monetarypolicy/files/FOMC19690527Agenda.pdf
1267,1969,May 27 Meeting - 1969,Record of Policy Actions (500 KB PDF),/monetarypolicy/files/fomcropa19690527.pdf
1268,1969,May 27 Meeting - 1969,Minutes of Actions (176 KB PDF),/monetarypolicy/files/fomcmoa19690527.pdf
1269,1969,May 27 Meeting - 1969,Memoranda of Discussion (3.38 MB PDF),/monetarypolicy/files/fomcmod19690527.pdf
1270,1969,June 24 Meeting - 1969,Greenbook (2.8 MB PDF),/monetarypolicy/files/FOMC19690624greenbook19690618.pdf
1271,1969,June 24 Meeting - 1969,Supplement (448 KB PDF),/monetarypolicy/files/FOMC19690624gbsup19690620.pdf
1272,1969,June 24 Meeting - 1969,Bluebook (643 KB PDF),/monetarypolicy/files/FOMC19690624bluebook19690620.pdf
1273,1969,June 24 Meeting - 1969,Agenda (40 KB PDF),/monetarypolicy/files/FOMC19690624Agenda.pdf
1274,1969,June 24 Meeting - 1969,Record of Policy Actions (463 KB PDF),/monetarypolicy/files/fomcropa19690624.pdf
1275,1969,June 24 Meeting - 1969,Minutes of Actions (142 KB PDF),/monetarypolicy/files/fomcmoa19690624.pdf
1276,1969,June 24 Meeting - 1969,Memoranda of Discussion (4.04 MB PDF),/monetarypolicy/files/fomcmod19690624.pdf
1277,1969,July 15 Meeting - 1969,Greenbook (3.05 MB PDF),/monetarypolicy/files/FOMC19690715greenbook19690709.pdf
1278,1969,July 15 Meeting - 1969,Supplement (306 KB PDF),/monetarypolicy/files/FOMC19690715gbsup19690711.pdf
1279,1969,July 15 Meeting - 1969,Bluebook (572 KB PDF),/monetarypolicy/files/FOMC19690715bluebook19690711.pdf
1280,1969,July 15 Meeting - 1969,Agenda (44 KB PDF),/monetarypolicy/files/FOMC19690715Agenda.pdf
1281,1969,July 15 Meeting - 1969,Record of Policy Actions (476 KB PDF),/monetarypolicy/files/fomcropa19690715.pdf
1282,1969,July 15 Meeting - 1969,Minutes of Actions (146 KB PDF),/monetarypolicy/files/fomcmoa19690715.pdf
1283,1969,July 15 Meeting - 1969,Memoranda of Discussion (3.27 MB PDF),/monetarypolicy/files/fomcmod19690715.pdf
1284,1969,August 12 Meeting - 1969,Greenbook (3.27 MB PDF),/monetarypolicy/files/FOMC19690812greenbook19690806.pdf
1285,1969,August 12 Meeting - 1969,Supplement (807 KB PDF),/monetarypolicy/files/FOMC19690812gbsup19690808.pdf
1286,1969,August 12 Meeting - 1969,Bluebook (766 KB PDF),/monetarypolicy/files/FOMC19690812bluebook19690808.pdf
1287,1969,August 12 Meeting - 1969,Agenda (44 KB PDF),/monetarypolicy/files/FOMC19690812Agenda.pdf
1288,1969,August 12 Meeting - 1969,Record of Policy Actions (497 KB PDF),/monetarypolicy/files/fomcropa19690812.pdf
1289,1969,August 12 Meeting - 1969,Minutes of Actions (141 KB PDF),/monetarypolicy/files/fomcmoa19690812.pdf
1290,1969,August 12 Meeting - 1969,Memoranda of Discussion (3.26 MB PDF),/monetarypolicy/files/fomcmod19690812.pdf
1291,1969,September 9 Meeting - 1969,Greenbook (3.54 MB PDF),/monetarypolicy/files/FOMC19690909greenbook19690904.pdf
1292,1969,September 9 Meeting - 1969,Supplement (476 KB PDF),/monetarypolicy/files/FOMC19690909gbsup19690905.pdf
1293,1969,September 9 Meeting - 1969,Bluebook (637 KB PDF),/monetarypolicy/files/FOMC19690909bluebook19690905.pdf
1294,1969,September 9 Meeting - 1969,Agenda (60 KB PDF),/monetarypolicy/files/FOMC19690909Agenda.pdf
1295,1969,September 9 Meeting - 1969,Record of Policy Actions (534 KB PDF),/monetarypolicy/files/fomcropa19690909.pdf
1296,1969,September 9 Meeting - 1969,Minutes of Actions (168 KB PDF),/monetarypolicy/files/fomcmoa19690909.pdf
1297,1969,September 9 Meeting - 1969,Memoranda of Discussion (3.24 MB PDF),/monetarypolicy/files/fomcmod19690909.pdf
1298,1969,October 7 Meeting - 1969,Greenbook (3.44 MB PDF),/monetarypolicy/files/FOMC19691007greenbook19691001.pdf
1299,1969,October 7 Meeting - 1969,Supplement (259 KB PDF),/monetarypolicy/files/FOMC19691007gbsup19691003.pdf
1300,1969,October 7 Meeting - 1969,Bluebook (725 KB PDF),/monetarypolicy/files/FOMC19691007bluebook19691003.pdf
1301,1969,October 7 Meeting - 1969,Agenda (50 KB PDF),/monetarypolicy/files/FOMC19691007Agenda.pdf
1302,1969,October 7 Meeting - 1969,Record of Policy Actions (660 KB PDF),/monetarypolicy/files/fomcropa19691007.pdf
1303,1969,October 7 Meeting - 1969,Minutes of Actions (219 KB PDF),/monetarypolicy/files/fomcmoa19691007.pdf
1304,1969,October 7 Meeting - 1969,Memoranda of Discussion (3.77 MB PDF),/monetarypolicy/files/fomcmod19691007.pdf
1305,1969,October 28 Meeting - 1969,Greenbook (3.35 MB PDF),/monetarypolicy/files/FOMC19691028greenbook19691022.pdf
1306,1969,October 28 Meeting - 1969,Supplement (307 KB PDF),/monetarypolicy/files/FOMC19691028gbsup19691024.pdf
1307,1969,October 28 Meeting - 1969,Bluebook (741 KB PDF),/monetarypolicy/files/FOMC19691028bluebook19691024.pdf
1308,1969,October 28 Meeting - 1969,Agenda (47 KB PDF),/monetarypolicy/files/FOMC19691028Agenda.pdf
1309,1969,October 28 Meeting - 1969,Record of Policy Actions (340 KB PDF),/monetarypolicy/files/fomcropa19691028.pdf
1310,1969,October 28 Meeting - 1969,Minutes of Actions (168 KB PDF),/monetarypolicy/files/fomcmoa19691028.pdf
1311,1969,October 28 Meeting - 1969,Memoranda of Discussion (3.92 MB PDF),/monetarypolicy/files/fomcmod19691028.pdf
1312,1969,November 25 Meeting - 1969,Greenbook (3.44 MB PDF),/monetarypolicy/files/FOMC19691125greenbook19691119.pdf
1313,1969,November 25 Meeting - 1969,Supplement (673 KB PDF),/monetarypolicy/files/FOMC19691125gbsup19691111.pdf
1314,1969,November 25 Meeting - 1969,Bluebook (746 KB PDF),/monetarypolicy/files/FOMC19691125bluebook19691121.pdf
1315,1969,November 25 Meeting - 1969,Agenda (58 KB PDF),/monetarypolicy/files/FOMC19691125Agenda.pdf
1316,1969,November 25 Meeting - 1969,Record of Policy Actions (690 KB PDF),/monetarypolicy/files/fomcropa19691125.pdf
1317,1969,November 25 Meeting - 1969,Minutes of Actions (256 KB PDF),/monetarypolicy/files/fomcmoa19691125.pdf
1318,1969,November 25 Meeting - 1969,Memoranda of Discussion (3.92 MB PDF),/monetarypolicy/files/fomcmod19691125.pdf
1319,1969,December 16 Meeting - 1969,Greenbook (4.05 MB PDF),/monetarypolicy/files/FOMC19691216greenbook19691210.pdf
1320,1969,December 16 Meeting - 1969,Supplement (422 KB PDF),/monetarypolicy/files/FOMC19691216gbsup19691212.pdf
1321,1969,December 16 Meeting - 1969,Bluebook (812 KB PDF),/monetarypolicy/files/FOMC19691216bluebook19691212.pdf
1322,1969,December 16 Meeting - 1969,Agenda (48 KB PDF),/monetarypolicy/files/FOMC19691216Agenda.pdf
1323,1969,December 16 Meeting - 1969,Record of Policy Actions (690 KB PDF),/monetarypolicy/files/fomcropa19691216.pdf
1324,1969,December 16 Meeting - 1969,Minutes of Actions (134 KB PDF),/monetarypolicy/files/fomcmoa19691216.pdf
1325,1969,December 16 Meeting - 1969,Memoranda of Discussion (2.85 MB PDF),/monetarypolicy/files/fomcmod19691216.pdf
1326,1970,January 15 Meeting - 1970,Greenbook (3.57 MB PDF),/monetarypolicy/files/FOMC19700115greenbook19700107.pdf
1327,1970,January 15 Meeting - 1970,Supplement (284 KB PDF),/monetarypolicy/files/FOMC19700115gbsup19700114.pdf
1328,1970,January 15 Meeting - 1970,Bluebook (769 KB PDF),/monetarypolicy/files/FOMC19700115bluebook19700109.pdf
1329,1970,January 15 Meeting - 1970,Agenda (44 KB PDF),/monetarypolicy/files/FOMC19700115Agenda.pdf
1330,1970,January 15 Meeting - 1970,Record of Policy Actions (423 KB PDF),/monetarypolicy/files/fomcropa19700115.pdf
1331,1970,January 15 Meeting - 1970,Minutes of Actions (148 KB PDF),/monetarypolicy/files/fomcmoa19700115.pdf
1332,1970,January 15 Meeting - 1970,Memoranda of Discussion (4.48 MB PDF),/monetarypolicy/files/fomcmod19700115.pdf
1333,1970,February 10 Meeting - 1970,Greenbook (3.34 MB PDF),/monetarypolicy/files/FOMC19700210greenbook19700204.pdf
1334,1970,February 10 Meeting - 1970,Supplement (473 KB PDF),/monetarypolicy/files/FOMC19700210gbsup19700206.pdf
1335,1970,February 10 Meeting - 1970,Bluebook (683 KB PDF),/monetarypolicy/files/FOMC19700210bluebook19700206.pdf
1336,1970,February 10 Meeting - 1970,Agenda (45 KB PDF),/monetarypolicy/files/FOMC19700210Agenda.pdf
1337,1970,February 10 Meeting - 1970,Record of Policy Actions (458 KB PDF),/monetarypolicy/files/fomcropa19700210.pdf
1338,1970,February 10 Meeting - 1970,Minutes of Actions (142 KB PDF),/monetarypolicy/files/fomcmoa19700210.pdf
1339,1970,February 10 Meeting - 1970,Memoranda of Discussion (4.14 MB PDF),/monetarypolicy/files/fomcmod19700210.pdf
1340,1970,March 10 Meeting - 1970,Greenbook (3.46 MB PDF),/monetarypolicy/files/FOMC19700310greenbook19700304.pdf
1341,1970,March 10 Meeting - 1970,Supplement (875 KB PDF),/monetarypolicy/files/FOMC19700310gbsup19700306.pdf
1342,1970,March 10 Meeting - 1970,Bluebook (685 KB PDF),/monetarypolicy/files/FOMC19700310bluebook19700306.pdf
1343,1970,March 10 Meeting - 1970,Agenda (148 KB PDF),/monetarypolicy/files/FOMC19700310Agenda.pdf
1344,1970,March 10 Meeting - 1970,Record of Policy Actions (500 KB PDF),/monetarypolicy/files/fomcropa19700310.pdf
1345,1970,March 10 Meeting - 1970,Minutes of Actions (825 KB PDF),/monetarypolicy/files/fomcmoa19700310.pdf
1346,1970,March 10 Meeting - 1970,Memoranda of Discussion (3.32 MB PDF),/monetarypolicy/files/fomcmod19700310.pdf
1347,1970,April 7 Meeting - 1970,Greenbook (3.12 MB PDF),/monetarypolicy/files/FOMC19700407greenbook19700401.pdf
1348,1970,April 7 Meeting - 1970,Supplement (327 KB PDF),/monetarypolicy/files/FOMC19700407gbsup19700403.pdf
1349,1970,April 7 Meeting - 1970,Supplement 2 (177 KB PDF),/monetarypolicy/files/FOMC19700407gbsup19700406.pdf
1350,1970,April 7 Meeting - 1970,Bluebook (657 KB PDF),/monetarypolicy/files/FOMC19700407bluebook19700403.pdf
1351,1970,April 7 Meeting - 1970,Agenda (45 KB PDF),/monetarypolicy/files/FOMC19700407Agenda.pdf
1352,1970,April 7 Meeting - 1970,Record of Policy Actions (401 KB PDF),/monetarypolicy/files/fomcropa19700407.pdf
1353,1970,April 7 Meeting - 1970,Minutes of Actions (153 KB PDF),/monetarypolicy/files/fomcmoa19700407.pdf
1354,1970,April 7 Meeting - 1970,Memoranda of Discussion (3.19 MB PDF),/monetarypolicy/files/fomcmod19700407.pdf
1355,1970,May 5 Meeting - 1970,Greenbook (3.89 MB PDF),/monetarypolicy/files/FOMC19700505greenbook19700429.pdf
1356,1970,May 5 Meeting - 1970,Supplement (362 KB PDF),/monetarypolicy/files/FOMC19700505gbsup19700501.pdf
1357,1970,May 5 Meeting - 1970,Bluebook (616 KB PDF),/monetarypolicy/files/FOMC19700505bluebook19700501.pdf
1358,1970,May 5 Meeting - 1970,Agenda (47 KB PDF),/monetarypolicy/files/FOMC19700505Agenda.pdf
1359,1970,May 5 Meeting - 1970,Record of Policy Actions (379 KB PDF),/monetarypolicy/files/fomcropa19700505.pdf
1360,1970,May 5 Meeting - 1970,Minutes of Actions (142 KB PDF),/monetarypolicy/files/fomcmoa19700505.pdf
1361,1970,May 5 Meeting - 1970,Memoranda of Discussion (2.44 MB PDF),/monetarypolicy/files/fomcmod19700505.pdf
1362,1970,May 26 Meeting - 1970,Redbook (2.62 MB PDF),/monetarypolicy/files/fomc19700526redbook19700520.pdf
1363,1970,May 26 Meeting - 1970,Greenbook (3.44 MB PDF),/monetarypolicy/files/FOMC19700526greenbook19700520.pdf
1364,1970,May 26 Meeting - 1970,Supplement (169 KB PDF),/monetarypolicy/files/FOMC19700526gbsup19700522.pdf
1365,1970,May 26 Meeting - 1970,Bluebook (587 KB PDF),/monetarypolicy/files/FOMC19700526bluebook19700522.pdf
1366,1970,May 26 Meeting - 1970,Agenda (47 KB PDF),/monetarypolicy/files/FOMC19700526Agenda.pdf
1367,1970,May 26 Meeting - 1970,Record of Policy Actions (307 KB PDF),/monetarypolicy/files/fomcropa19700526.pdf
1368,1970,May 26 Meeting - 1970,Minutes of Actions (131 KB PDF),/monetarypolicy/files/fomcmoa19700526.pdf
1369,1970,May 26 Meeting - 1970,Memoranda of Discussion (2.06 MB PDF),/monetarypolicy/files/fomcmod19700526.pdf
1370,1970,June 23 Meeting - 1970,Redbook (1.16 MB PDF),/monetarypolicy/files/fomc19700623redbook19700617.pdf
1371,1970,June 23 Meeting - 1970,Greenbook (3.67 MB PDF),/monetarypolicy/files/FOMC19700623greenbook19700617.pdf
1372,1970,June 23 Meeting - 1970,Supplement (681 KB PDF),/monetarypolicy/files/FOMC19700623gbsup19700619.pdf
1373,1970,June 23 Meeting - 1970,Bluebook (853 KB PDF),/monetarypolicy/files/FOMC19700623bluebook19700619.pdf
1374,1970,June 23 Meeting - 1970,Agenda (73 KB PDF),/monetarypolicy/files/FOMC19700623Agenda.pdf
1375,1970,June 23 Meeting - 1970,Record of Policy Actions (342 KB PDF),/monetarypolicy/files/fomcropa19700623.pdf
1376,1970,June 23 Meeting - 1970,Minutes of Actions (138 KB PDF),/monetarypolicy/files/fomcmoa19700623.pdf
1377,1970,June 23 Meeting - 1970,Memoranda of Discussion (3.21 MB PDF),/monetarypolicy/files/fomcmod19700623.pdf
1378,1970,July 21 Meeting - 1970,Redbook (1.08 MB PDF),/monetarypolicy/files/fomc19700721redbook19700715.pdf
1379,1970,July 21 Meeting - 1970,Greenbook (3.62 MB PDF),/monetarypolicy/files/FOMC19700721greenbook19700715.pdf
1380,1970,July 21 Meeting - 1970,Supplement (651 KB PDF),/monetarypolicy/files/FOMC19700721gbsup19700717.pdf
1381,1970,July 21 Meeting - 1970,Bluebook (713 KB PDF),/monetarypolicy/files/FOMC19700721bluebook19700717.pdf
1382,1970,July 21 Meeting - 1970,Agenda (47 KB PDF),/monetarypolicy/files/FOMC19700721Agenda.pdf
1383,1970,July 21 Meeting - 1970,Record of Policy Actions (396 KB PDF),/monetarypolicy/files/fomcropa19700721.pdf
1384,1970,July 21 Meeting - 1970,Minutes of Actions (296 KB PDF),/monetarypolicy/files/fomcmoa19700721.pdf
1385,1970,July 21 Meeting - 1970,Memoranda of Discussion (2.71 MB PDF),/monetarypolicy/files/fomcmod19700721.pdf
1386,1970,August 18 Meeting - 1970,Redbook (959 KB PDF),/monetarypolicy/files/fomc19700818redbook19700812.pdf
1387,1970,August 18 Meeting - 1970,Greenbook (3.39 MB PDF),/monetarypolicy/files/FOMC19700818greenbook19700812.pdf
1388,1970,August 18 Meeting - 1970,Supplement (391 KB PDF),/monetarypolicy/files/FOMC19700818gbsup19700814.pdf
1389,1970,August 18 Meeting - 1970,Bluebook (656 KB PDF),/monetarypolicy/files/FOMC19700818bluebook19700814.pdf
1390,1970,August 18 Meeting - 1970,Agenda (44 KB PDF),/monetarypolicy/files/FOMC19700818Agenda.pdf
1391,1970,August 18 Meeting - 1970,Record of Policy Actions (425 KB PDF),/monetarypolicy/files/fomcropa19700818.pdf
1392,1970,August 18 Meeting - 1970,Minutes of Actions (155 KB PDF),/monetarypolicy/files/fomcmoa19700818.pdf
1393,1970,August 18 Meeting - 1970,Memoranda of Discussion (2.93 MB PDF),/monetarypolicy/files/fomcmod19700818.pdf
1394,1970,September 15 Meeting - 1970,Redbook (934 KB PDF),/monetarypolicy/files/fomc19700915redbook19700909.pdf
1395,1970,September 15 Meeting - 1970,Greenbook (3.67 MB PDF),/monetarypolicy/files/FOMC19700915greenbook19700909.pdf
1396,1970,September 15 Meeting - 1970,Supplement (662 KB PDF),/monetarypolicy/files/FOMC19700915gbsup19700911.pdf
1397,1970,September 15 Meeting - 1970,Bluebook (946 KB PDF),/monetarypolicy/files/FOMC19700915bluebook19700911.pdf
1398,1970,September 15 Meeting - 1970,Agenda (50 KB PDF),/monetarypolicy/files/FOMC19700915Agenda.pdf
1399,1970,September 15 Meeting - 1970,Record of Policy Actions (398 KB PDF),/monetarypolicy/files/fomcropa19700915.pdf
1400,1970,September 15 Meeting - 1970,Minutes of Actions (146 KB PDF),/monetarypolicy/files/fomcmoa19700915.pdf
1401,1970,September 15 Meeting - 1970,Memoranda of Discussion (2.97 MB PDF),/monetarypolicy/files/fomcmod19700915.pdf
1402,1970,October 20 Meeting - 1970,Redbook (966 KB PDF),/monetarypolicy/files/fomc19701020redbook19701014.pdf
1403,1970,October 20 Meeting - 1970,Greenbook (3.46 MB PDF),/monetarypolicy/files/FOMC19701020greenbook19701014.pdf
1404,1970,October 20 Meeting - 1970,Supplement (322 KB PDF),/monetarypolicy/files/FOMC19701020gbsup19701016.pdf
1405,1970,October 20 Meeting - 1970,Bluebook (749 KB PDF),/monetarypolicy/files/FOMC19701020bluebook19701016.pdf
1406,1970,October 20 Meeting - 1970,Agenda (45 KB PDF),/monetarypolicy/files/FOMC19701020Agenda.pdf
1407,1970,October 20 Meeting - 1970,Record of Policy Actions (382 KB PDF),/monetarypolicy/files/fomcropa19701020.pdf
1408,1970,October 20 Meeting - 1970,Minutes of Actions (149 KB PDF),/monetarypolicy/files/fomcmoa19701020.pdf
1409,1970,October 20 Meeting - 1970,Memoranda of Discussion (3.11 MB PDF),/monetarypolicy/files/fomcmod19701020.pdf
1410,1970,November 17 Meeting - 1970,Redbook (1.08 MB PDF),/monetarypolicy/files/fomc19701117redbook19701111.pdf
1411,1970,November 17 Meeting - 1970,Greenbook (3.53 MB PDF),/monetarypolicy/files/FOMC19701117greenbook19701110.pdf
1412,1970,November 17 Meeting - 1970,Supplement (435 KB PDF),/monetarypolicy/files/FOMC19701117gbsup19701113.pdf
1413,1970,November 17 Meeting - 1970,Bluebook (955 KB PDF),/monetarypolicy/files/FOMC19701117bluebook19701113.pdf
1414,1970,November 17 Meeting - 1970,Agenda (46 KB PDF),/monetarypolicy/files/FOMC19701117Agenda.pdf
1415,1970,November 17 Meeting - 1970,Record of Policy Actions (465 KB PDF),/monetarypolicy/files/fomcropa19701117.pdf
1416,1970,November 17 Meeting - 1970,Minutes of Actions (167 KB PDF),/monetarypolicy/files/fomcmoa19701117.pdf
1417,1970,November 17 Meeting - 1970,Memoranda of Discussion (4.28 MB PDF),/monetarypolicy/files/fomcmod19701117.pdf
1418,1970,December 15 Meeting - 1970,Redbook (1.04 MB PDF),/monetarypolicy/files/fomc19701215redbook19701209.pdf
1419,1970,December 15 Meeting - 1970,Greenbook (3.91 MB PDF),/monetarypolicy/files/FOMC19701215greenbook19701209.pdf
1420,1970,December 15 Meeting - 1970,Supplement (617 KB PDF),/monetarypolicy/files/FOMC19701215gbsup19701211.pdf
1421,1970,December 15 Meeting - 1970,Bluebook (789 KB PDF),/monetarypolicy/files/FOMC19701215bluebook19701211.pdf
1422,1970,December 15 Meeting - 1970,Agenda (49 KB PDF),/monetarypolicy/files/FOMC19701215Agenda.pdf
1423,1970,December 15 Meeting - 1970,Record of Policy Actions (415 KB PDF),/monetarypolicy/files/fomcropa19701215.pdf
1424,1970,December 15 Meeting - 1970,Minutes of Actions (174 KB PDF),/monetarypolicy/files/fomcmoa19701215.pdf
1425,1970,December 15 Meeting - 1970,Memoranda of Discussion (3.34 MB PDF),/monetarypolicy/files/fomcmod19701215.pdf
1426,1971,January 12 Meeting - 1971,Redbook (886 KB PDF),/monetarypolicy/files/fomc19710112redbook19710112.pdf
1427,1971,January 12 Meeting - 1971,Greenbook (3.39 MB PDF),/monetarypolicy/files/FOMC19710112greenbook19710106.pdf
1428,1971,January 12 Meeting - 1971,Supplement (505 KB PDF),/monetarypolicy/files/FOMC19710112gbsup19710108.pdf
1429,1971,January 12 Meeting - 1971,Bluebook (724 KB PDF),/monetarypolicy/files/FOMC19710112bluebook19710108.pdf
1430,1971,January 12 Meeting - 1971,Agenda (49 KB PDF),/monetarypolicy/files/FOMC19710112Agenda.pdf
1431,1971,January 12 Meeting - 1971,Record of Policy Actions (433 KB PDF),/monetarypolicy/files/fomcropa19710112.pdf
1432,1971,January 12 Meeting - 1971,Minutes of Actions (143 KB PDF),/monetarypolicy/files/fomcmoa19710112.pdf
1433,1971,January 12 Meeting - 1971,Memoranda of Discussion (3.17 MB PDF),/monetarypolicy/files/fomcmod19710112.pdf
1434,1971,February 9 Meeting - 1971,Redbook (888 KB PDF),/monetarypolicy/files/fomc19710209redbook19710203.pdf
1435,1971,February 9 Meeting - 1971,Greenbook (4.7 MB PDF),/monetarypolicy/files/FOMC19710209greenbook19710203.pdf
1436,1971,February 9 Meeting - 1971,Supplement (365 KB PDF),/monetarypolicy/files/FOMC19710209gbsup19710205.pdf
1437,1971,February 9 Meeting - 1971,Bluebook (973 KB PDF),/monetarypolicy/files/FOMC19710209bluebook19710205.pdf
1438,1971,February 9 Meeting - 1971,Agenda (60 KB PDF),/monetarypolicy/files/FOMC19710209Agenda.pdf
1439,1971,February 9 Meeting - 1971,Record of Policy Actions (424 KB PDF),/monetarypolicy/files/fomcropa19710209.pdf
1440,1971,February 9 Meeting - 1971,Minutes of Actions (165 KB PDF),/monetarypolicy/files/fomcmoa19710209.pdf
