index,start_date,year,month,ffed,pceh,ip,unrate,TargetChange,DEAJKold,r,LastChange,LastCFOMC,Scale,FOMCMeetings,DY2K,D911,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,PCEH,UNRATE,PCEH1,UNRATE1,Crisis,DEAJKoldXCrisis
369,2005-08-09,2005,8,3.5,92.560997,95.900002,4.9000001,0.25,0.21565314,3.25,0.0,0.0,1.4090909090909092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4207236771977136,0.0,0.0588466082106152,-0.0999999999999996,0.0,0.0
372,2005-09-20,2005,9,3.6199999,93.456001,94.0,5.0,0.25,0.14275748,3.5,0.25,0.25,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4146396253421472,-0.0999999999999996,0.4207236771977136,0.0,0.0,0.0
374,2005-11-01,2005,11,4.0,93.380997,96.099998,5.0,0.25,0.25500011,3.75,0.0,0.0,1.03448275862069,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1464857064170246,0.0,0.9622850667954026,0.0999999999999996,0.0,0.0
377,2005-12-13,2005,12,4.1599998,93.400002,96.699997,4.9000001,0.25,0.23637098,4.0,0.25,0.25,1.7222222222222219,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2267695945423611,0.0,0.1464857064170246,0.0,0.0,0.0
379,2006-01-31,2006,1,4.29,93.809998,96.800003,4.6999998,0.25,-0.074672654,4.25,0.25,0.25,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203446818097177,-0.0999999999999996,-0.2267695945423611,0.0,0.0,0.0
382,2006-03-27,2006,3,4.5900002,94.00700400000001,97.099998,4.6999998,0.25,0.10791147,4.5,0.0,0.0,10.33333333333333,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447613269615204,0.0999999999999996,0.4380114903062235,-0.2000000000000002,0.0,0.0
385,2006-05-10,2006,5,4.9400001,94.60700200000001,97.300003,4.5999999,0.25,0.25726902,4.75,0.0,0.0,1.4761904761904758,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41400454029536604,0.0,0.1650174175026109,-0.0999999999999996,0.0,0.0
388,2006-06-28,2006,6,4.9899998,94.83000200000001,97.699997,4.5999999,0.25,0.050812427,5.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222176106496363,-0.1000000000000005,0.41400454029536604,0.0,0.0,0.0
391,2006-08-08,2006,8,5.25,95.464996,98.0,4.6999998,0.0,0.03690603,5.25,0.0,0.0,1.347826086956522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3526412244110588,0.1000000000000005,0.235434580368576,0.0,0.0,0.0
395,2006-09-20,2006,9,5.25,95.231003,97.800003,4.5,0.0,0.0,5.25,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3147461025681082,0.0,0.3526412244110588,0.1000000000000005,1.0,-0.041781049
398,2006-10-24,2006,10,5.25,94.978996,97.699997,4.4000001,0.0,0.0,5.25,0.0,0.0,5.166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2454169122031544,-0.2000000000000002,0.3147461025681082,0.0,1.0,-0.0077438080000000005
401,2006-12-12,2006,12,5.2399998,95.391998,98.599998,4.4000001,0.0,0.0,5.25,0.0,0.0,1.631578947368421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0263181444069573,0.0999999999999996,-0.2649704510168931,-0.0999999999999996,1.0,0.003928727
404,2007-01-30,2007,1,5.25,95.689003,98.199997,4.5999999,0.0,0.0,5.25,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4075721518364048,-0.0999999999999996,0.0263181444069573,0.0999999999999996,1.0,-0.21470344
407,2007-03-20,2007,3,5.2600002,96.339996,99.300003,4.4000001,0.0,0.0,5.25,0.0,0.0,3.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296924121105462,-0.0999999999999996,0.3108631828113175,0.1999999999999993,1.0,-0.072717465
410,2007-05-09,2007,5,5.25,96.795998,100.1,4.4000001,0.0,0.0,5.25,0.0,0.0,1.4090909090909092,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1928800904920536,0.0999999999999996,0.3483327757194843,-0.0999999999999996,1.0,-0.020894354
413,2007-06-27,2007,6,5.25,96.995003,100.1,4.5999999,0.0,0.0,5.25,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.279326900769604,-0.0999999999999996,0.1928800904920536,0.0999999999999996,1.0,-0.16996095
416,2007-08-07,2007,8,5.02,97.22200000000001,100.3,4.5999999,0.0,0.0,5.25,0.0,0.0,1.291666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1473217081728535,0.1000000000000005,0.2053759668377779,0.1999999999999993,1.0,0.046493936
419,2007-09-18,2007,9,4.9400001,97.598,100.7,4.6999998,-0.5,0.0,5.25,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0864375439699643,-0.1000000000000005,0.1473217081728535,0.1000000000000005,1.0,-0.47823563
423,2007-10-30,2007,10,4.7600002,97.879997,100.2,4.6999998,-0.25,0.0,4.75,-0.5,-0.5,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.385997810131073,0.1000000000000005,0.0864375439699643,-0.1000000000000005,1.0,-0.14400876
426,2007-12-11,2007,12,4.2399998,98.634003,100.8,5.0,-0.25,0.0,4.5,0.0,0.0,1.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.498347519759875,0.0,0.2885237168663366,0.0,1.0,-0.28604791
429,2008-01-29,2008,1,3.9400001000000002,98.890999,100.5,5.0,-0.5,0.0,4.25,-0.25,-0.25,1.4090909090909092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690315983358005,0.2999999999999998,0.498347519759875,0.0,1.0,-0.09000015300000001
433,2008-03-18,2008,3,2.6099999,99.41100300000001,100.0,5.0999999,-0.5,0.0,3.0,0.0,0.0,1.4761904761904758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2171750930609733,-0.0999999999999996,0.2602203721273213,0.0,1.0,-0.93519372
437,2008-04-29,2008,4,2.28,99.649002,99.199997,5.0,-0.25,0.0,2.25,-0.75,-0.75,30.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072787116313975,0.1999999999999993,0.2171750930609733,-0.0999999999999996,1.0,-0.027610258999999998
440,2008-06-24,2008,6,2.0,100.78,98.599998,5.5999999,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437580491445317,0.4000000000000004,0.2391239961895621,-0.0999999999999996,1.0,0.057939064000000005
443,2008-08-05,2008,8,2.0,101.13,96.5,6.0999999,0.0,0.0,2.0,0.0,0.0,1.192307692307692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.428719895062045,0.2000000000000002,0.692995186294695,0.1999999999999993,1.0,0.010716395
445,2008-09-16,2008,9,1.8099999,101.23,92.5,6.0999999,0.0,0.0,2.0,0.0,0.0,2.142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0800597031134203,0.2999999999999998,0.428719895062045,0.2000000000000002,1.0,-0.15591542
448,2008-10-28,2008,10,0.97000003,100.69,93.199997,6.5,-0.5,0.0,2.0,0.0,0.0,1.291666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0988298625666175,0.0,-0.0800597031134203,0.2999999999999998,1.0,-0.26499999
451,2008-12-15,2008,12,0.16,99.010002,89.599998,7.3000002,-0.5,0.0,1.0,0.0,0.0,2.066666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1356891428808922,0.2999999999999998,-0.5437837477704761,0.4000000000000004,1.0,-0.75536329
