,DATE,DFEDTAR,DFEDTARL,DFEDTARU,DFF,INDPRO,PCEPI,UNRATE,TRY_3M,TRY-2Y,TRY-10Y,FF1_COMDTY,FF2_COMDTY
3285,1991-09-25,5.25,,,5.32,,,,5.33,6.12,7.58,94.54,94.74
3286,1991-09-26,5.25,,,5.4,,,,5.28,6.05,7.56,94.54,94.77
3287,1991-09-27,5.25,,,5.24,,,,5.28,6.02,7.49,94.55,94.78
3288,1991-09-28,5.25,,,5.24,,,,,,,,
3289,1991-09-29,5.25,,,5.24,,,,,,,,
3290,1991-09-30,5.25,,,5.6,,,,5.26,5.99,7.47,94.56,94.77
3291,1991-10-01,5.25,,,5.4,64.0213,65.98899999999999,7.0,5.25,5.99,7.45,94.77,94.85
3292,1991-10-02,5.25,,,5.2,,,,5.24,5.99,7.47,94.78,94.84
3293,1991-10-03,5.25,,,5.33,,,,5.19,5.98,7.47,94.78,94.84
3294,1991-10-04,5.25,,,5.16,,,,5.17,5.91,7.39,94.81,94.88
3295,1991-10-05,5.25,,,5.16,,,,,,,,
3296,1991-10-06,5.25,,,5.16,,,,,,,,
3297,1991-10-07,5.25,,,5.22,,,,5.18,5.93,7.40,94.83,94.89
3298,1991-10-08,5.25,,,5.18,,,,5.17,5.89,7.43,94.82,94.89
3299,1991-10-09,5.25,,,5.15,,,,5.16,5.93,7.51,94.8,94.85
3300,1991-10-10,5.25,,,5.17,,,,5.18,5.98,7.58,94.79,94.84
3301,1991-10-11,5.25,,,5.03,,,,5.14,5.91,7.49,94.86,94.9
3302,1991-10-12,5.25,,,5.03,,,,,,,,
3303,1991-10-13,5.25,,,5.03,,,,,,,,
3304,1991-10-14,5.25,,,5.03,,,,ND,ND,ND,94.86,94.9
3305,1991-10-15,5.25,,,5.58,,,,5.13,5.85,7.46,94.84,94.9
3306,1991-10-16,5.25,,,6.11,,,,5.12,5.86,7.45,94.81,94.89
3307,1991-10-17,5.25,,,5.33,,,,5.18,5.93,7.55,94.78,94.83
3308,1991-10-18,5.25,,,5.2,,,,5.18,5.95,7.53,94.78,94.83
3309,1991-10-19,5.25,,,5.2,,,,,,,,
3310,1991-10-20,5.25,,,5.2,,,,,,,,
3311,1991-10-21,5.25,,,5.27,,,,5.19,5.99,7.62,94.78,94.82
3312,1991-10-22,5.25,,,5.25,,,,5.21,6.02,7.67,94.76,94.8
3313,1991-10-23,5.25,,,5.21,,,,5.19,6.01,7.69,94.76,94.81
3314,1991-10-24,5.25,,,5.22,,,,5.12,5.93,7.65,94.77,94.86
3315,1991-10-25,5.25,,,5.21,,,,5.11,5.93,7.68,94.75,94.85
3316,1991-10-26,5.25,,,5.21,,,,,,,,
3317,1991-10-27,5.25,,,5.21,,,,,,,,
3318,1991-10-28,5.25,,,5.27,,,,5.09,5.88,7.65,94.75,94.88
3319,1991-10-29,5.25,,,5.11,,,,5.03,5.78,7.51,94.75,94.94
3320,1991-10-30,5.25,,,4.44,,,,4.98,5.73,7.48,94.77,95
3321,1991-10-31,5.0,,,5.23,,,,4.96,5.70,7.47,94.79,95.05
3322,1991-11-01,5.0,,,5.03,63.948,66.133,7.0,4.89,5.65,7.48,95.09,95.03
3323,1991-11-02,5.0,,,5.03,,,,,,,,
3324,1991-11-03,5.0,,,5.03,,,,,,,,
3325,1991-11-04,5.0,,,5.09,,,,4.88,5.63,7.50,95.07,95.04
3326,1991-11-05,5.0,,,5.06,,,,4.90,5.70,7.56,95.05,95.02
3327,1991-11-06,4.75,,,4.87,,,,4.76,5.63,7.51,95.15,95.14
3328,1991-11-07,4.75,,,4.8,,,,4.76,5.62,7.43,95.16,95.18
3329,1991-11-08,4.75,,,4.71,,,,4.75,5.63,7.41,95.17,95.15
3330,1991-11-09,4.75,,,4.71,,,,,,,,
3331,1991-11-10,4.75,,,4.71,,,,,,,,
3332,1991-11-11,4.75,,,4.71,,,,ND,ND,ND,95.17,95.15
3333,1991-11-12,4.75,,,4.89,,,,4.77,5.65,7.37,95.15,95.14
3334,1991-11-13,4.75,,,4.62,,,,4.76,5.65,7.41,95.14,95.09
3335,1991-11-14,4.75,,,4.86,,,,4.76,5.60,7.35,95.16,95.13
3336,1991-11-15,4.75,,,4.98,,,,4.72,5.54,7.33,95.16,95.15
3337,1991-11-16,4.75,,,4.98,,,,,,,,
3338,1991-11-17,4.75,,,4.98,,,,,,,,
3339,1991-11-18,4.75,,,4.88,,,,4.71,5.55,7.33,95.15,95.19
3340,1991-11-19,4.75,,,4.78,,,,4.66,5.50,7.37,95.16,95.2
3341,1991-11-20,4.75,,,4.74,,,,4.62,5.52,7.38,95.16,95.18
3342,1991-11-21,4.75,,,4.74,,,,4.56,5.50,7.39,95.17,95.23
3343,1991-11-22,4.75,,,4.75,,,,4.55,5.49,7.44,95.17,95.23
3344,1991-11-23,4.75,,,4.75,,,,,,,,
3345,1991-11-24,4.75,,,4.75,,,,,,,,
3346,1991-11-25,4.75,,,4.89,,,,4.55,5.50,7.45,95.16,95.24
3347,1991-11-26,4.75,,,4.52,,,,4.52,5.45,7.42,95.15,95.27
3348,1991-11-27,4.75,,,4.38,,,,4.51,5.43,7.42,95.17,95.28
3349,1991-11-28,4.75,,,4.38,,,,ND,ND,ND,95.17,95.28
3350,1991-11-29,4.75,,,4.86,,,,4.47,5.38,7.38,95.18,95.28
3351,1991-11-30,4.75,,,4.86,,,,,,,,
3352,1991-12-01,4.75,,,4.86,63.6937,66.29899999999999,7.3,,,,,
3353,1991-12-02,4.75,,,5.0,,,,4.51,5.33,7.32,95.29,95.44
3354,1991-12-03,4.75,,,4.86,,,,4.48,5.29,7.28,95.24,95.46
3355,1991-12-04,4.75,,,4.71,,,,4.43,5.22,7.17,95.26,95.5
3356,1991-12-05,4.75,,,4.72,,,,4.43,5.22,7.21,95.27,95.51
3357,1991-12-06,4.5,,,4.52,,,,4.36,5.19,7.26,95.34,95.62
3358,1991-12-07,4.5,,,4.52,,,,,,,,
3359,1991-12-08,4.5,,,4.52,,,,,,,,
3360,1991-12-09,4.5,,,4.52,,,,4.28,5.09,7.22,95.4,95.68
3361,1991-12-10,4.5,,,4.4,,,,4.32,5.07,7.21,95.41,95.69
3362,1991-12-11,4.5,,,4.59,,,,4.26,5.04,7.22,95.43,95.65
3363,1991-12-12,4.5,,,4.57,,,,4.26,5.06,7.19,95.41,95.65
3364,1991-12-13,4.5,,,4.42,,,,4.26,5.09,7.22,95.41,95.63
3365,1991-12-14,4.5,,,4.42,,,,,,,,
3366,1991-12-15,4.5,,,4.42,,,,,,,,
3367,1991-12-16,4.5,,,4.65,,,,4.25,5.06,7.21,95.42,95.65
3368,1991-12-17,4.5,,,4.5,,,,4.22,5.02,7.18,95.43,95.7
3369,1991-12-18,4.5,,,4.47,,,,4.23,5.11,7.19,95.41,95.64
3370,1991-12-19,4.5,,,4.6,,,,4.15,5.05,7.11,95.39,95.67
3371,1991-12-20,4.0,,,4.11,,,,3.84,4.80,6.97,95.49,95.93
3372,1991-12-21,4.0,,,4.11,,,,,,,,
3373,1991-12-22,4.0,,,4.11,,,,,,,,
3374,1991-12-23,4.0,,,4.26,,,,3.87,4.79,6.88,95.49,95.94
3375,1991-12-24,4.0,,,4.19,,,,3.91,4.84,6.88,95.38,95.89
3376,1991-12-25,4.0,,,4.19,,,,ND,ND,ND,95.38,95.89
3377,1991-12-26,4.0,,,4.59,,,,3.92,4.85,6.85,95.4,95.88
3378,1991-12-27,4.0,,,4.14,,,,3.96,4.85,6.82,95.46,95.92
3379,1991-12-28,4.0,,,4.14,,,,,,,,
3380,1991-12-29,4.0,,,4.14,,,,,,,,
3381,1991-12-30,4.0,,,4.12,,,,3.97,4.80,6.76,95.5,95.94
3382,1991-12-31,4.0,,,4.09,,,,3.96,4.77,6.71,95.55,96.02
3383,1992-01-01,4.0,,,4.09,63.3374,66.389,7.3,ND,ND,ND,95.55,96.02
3384,1992-01-02,4.0,,,4.61,,,,3.96,4.77,6.78,95.98,96.08
3385,1992-01-03,4.0,,,4.06,,,,3.95,4.80,6.85,95.94,96.06
3386,1992-01-04,4.0,,,4.06,,,,,,,,
3387,1992-01-05,4.0,,,4.06,,,,,,,,
3388,1992-01-06,4.0,,,4.04,,,,3.92,4.76,6.82,95.99,96.12
3389,1992-01-07,4.0,,,3.67,,,,3.85,4.67,6.76,96.03,96.15
3390,1992-01-08,4.0,,,4.83,,,,3.82,4.66,6.77,96.04,96.13
3391,1992-01-09,4.0,,,4.22,,,,3.87,4.77,6.79,95.97,96.09
3392,1992-01-10,4.0,,,3.96,,,,3.92,4.85,6.85,95.96,96.06
3393,1992-01-11,4.0,,,3.96,,,,,,,,
3394,1992-01-12,4.0,,,3.96,,,,,,,,
3395,1992-01-13,4.0,,,3.98,,,,3.92,4.93,6.92,95.97,96.04
3396,1992-01-14,4.0,,,3.95,,,,3.92,5.00,7.03,95.96,96.03
3397,1992-01-15,4.0,,,4.04,,,,3.94,5.07,7.05,95.96,96.03
3398,1992-01-16,4.0,,,3.94,,,,3.89,5.07,7.13,95.95,96.03
3399,1992-01-17,4.0,,,3.56,,,,3.89,5.02,7.09,95.99,96.04
3400,1992-01-18,4.0,,,3.56,,,,,,,,
3401,1992-01-19,4.0,,,3.56,,,,,,,,
3402,1992-01-20,4.0,,,3.56,,,,ND,ND,ND,95.99,96.04
3403,1992-01-21,4.0,,,4.11,,,,3.86,4.97,7.03,95.99,96.06
3404,1992-01-22,4.0,,,4.82,,,,3.85,4.95,7.09,95.99,96.05
3405,1992-01-23,4.0,,,4.15,,,,3.87,5.02,7.20,95.98,96.05
3406,1992-01-24,4.0,,,3.96,,,,3.91,5.13,7.25,96,96.03
3407,1992-01-25,4.0,,,3.96,,,,,,,,
3408,1992-01-26,4.0,,,3.96,,,,,,,,
3409,1992-01-27,4.0,,,4.08,,,,3.93,5.15,7.24,95.99,96.02
3410,1992-01-28,4.0,,,4.0,,,,3.93,5.10,7.16,95.98,96.03
3411,1992-01-29,4.0,,,3.93,,,,3.96,5.15,7.25,95.99,96.02
3412,1992-01-30,4.0,,,4.02,,,,3.93,5.17,7.31,95.99,96.01
3413,1992-01-31,4.0,,,4.4,,,,3.94,5.11,7.31,95.97,96.01
3414,1992-02-01,4.0,,,4.4,63.7911,66.557,7.4,,,,,
3415,1992-02-02,4.0,,,4.4,,,,,,,,
3416,1992-02-03,4.0,,,4.0,,,,3.96,5.15,7.36,96,96.03
3417,1992-02-04,4.0,,,3.83,,,,3.94,5.12,7.29,96.02,96.04
3418,1992-02-05,4.0,,,4.17,,,,3.94,5.07,7.21,96.02,96.05
3419,1992-02-06,4.0,,,4.1,,,,3.91,5.05,7.20,96.03,96.07
3420,1992-02-07,4.0,,,3.89,,,,3.84,4.97,7.20,96.09,96.18
3421,1992-02-08,4.0,,,3.89,,,,,,,,
3422,1992-02-09,4.0,,,3.89,,,,,,,,
3423,1992-02-10,4.0,,,3.95,,,,3.83,4.94,7.21,96.09,96.19
3424,1992-02-11,4.0,,,3.91,,,,3.85,5.01,7.23,96.05,96.14
3425,1992-02-12,4.0,,,3.9,,,,3.85,5.08,7.30,96.04,96.14
3426,1992-02-13,4.0,,,4.0,,,,3.89,5.22,7.40,96.01,96.05
3427,1992-02-14,4.0,,,4.0,,,,3.89,5.27,7.41,95.98,96.03
3428,1992-02-15,4.0,,,4.0,,,,,,,,
3429,1992-02-16,4.0,,,4.0,,,,,,,,
3430,1992-02-17,4.0,,,4.0,,,,ND,ND,ND,95.98,96.03
3431,1992-02-18,4.0,,,4.81,,,,3.93,5.24,7.47,95.96,96
3432,1992-02-19,4.0,,,4.57,,,,3.95,5.28,7.42,95.94,95.97
3433,1992-02-20,4.0,,,4.1,,,,3.98,5.30,7.41,95.93,95.95
3434,1992-02-21,4.0,,,3.9,,,,4.03,5.46,7.45,95.94,95.94
3435,1992-02-22,4.0,,,3.9,,,,,,,,
3436,1992-02-23,4.0,,,3.9,,,,,,,,
3437,1992-02-24,4.0,,,4.04,,,,4.07,5.46,7.47,95.93,95.94
3438,1992-02-25,4.0,,,3.97,,,,4.07,5.43,7.44,95.94,95.97
3439,1992-02-26,4.0,,,3.93,,,,4.05,5.37,7.33,95.94,96
3440,1992-02-27,4.0,,,3.96,,,,4.04,5.34,7.35,95.95,95.99
3441,1992-02-28,4.0,,,4.13,,,,4.03,5.27,7.27,95.95,96.02
3442,1992-02-29,4.0,,,4.13,,,,,,,,
3443,1992-03-01,4.0,,,4.13,64.3212,66.718,7.4,,,,,
3444,1992-03-02,4.0,,,4.32,,,,4.14,5.45,7.38,95.97,95.98
3445,1992-03-03,4.0,,,4.02,,,,4.14,5.48,7.43,95.96,95.98
3446,1992-03-04,4.0,,,3.86,,,,4.13,5.50,7.43,95.95,95.98
3447,1992-03-05,4.0,,,4.08,,,,4.14,5.62,7.51,95.93,95.95
3448,1992-03-06,4.0,,,3.95,,,,4.14,5.60,7.48,95.95,95.96
3449,1992-03-07,4.0,,,3.95,,,,,,,,
3450,1992-03-08,4.0,,,3.95,,,,,,,,
3451,1992-03-09,4.0,,,4.0,,,,4.10,5.54,7.42,95.95,95.96
3452,1992-03-10,4.0,,,3.87,,,,4.11,5.56,7.43,95.95,95.96
3453,1992-03-11,4.0,,,3.83,,,,4.11,5.58,7.51,95.95,95.97
3454,1992-03-12,4.0,,,3.94,,,,4.12,5.74,7.62,95.95,95.96
3455,1992-03-13,4.0,,,3.85,,,,4.16,5.86,7.71,95.95,95.94
3456,1992-03-14,4.0,,,3.85,,,,,,,,
3457,1992-03-15,4.0,,,3.85,,,,,,,,
3458,1992-03-16,4.0,,,4.28,,,,4.18,5.87,7.69,95.94,95.93
3459,1992-03-17,4.0,,,4.14,,,,4.16,5.83,7.62,95.94,95.94
3460,1992-03-18,4.0,,,4.4,,,,4.15,5.84,7.62,95.95,95.95
3461,1992-03-19,4.0,,,4.09,,,,4.15,5.79,7.57,95.94,95.96
3462,1992-03-20,4.0,,,3.9,,,,4.16,5.86,7.64,95.95,95.96
3463,1992-03-21,4.0,,,3.9,,,,,,,,
3464,1992-03-22,4.0,,,3.9,,,,,,,,
3465,1992-03-23,4.0,,,3.98,,,,4.17,5.87,7.62,95.95,95.96
3466,1992-03-24,4.0,,,3.86,,,,4.15,5.78,7.53,95.97,95.98
3467,1992-03-25,4.0,,,3.95,,,,4.11,5.72,7.53,95.97,95.98
3468,1992-03-26,4.0,,,4.07,,,,4.11,5.69,7.57,95.98,95.97
3469,1992-03-27,4.0,,,3.85,,,,4.11,5.68,7.54,95.99,95.97
3470,1992-03-28,4.0,,,3.85,,,,,,,,
3471,1992-03-29,4.0,,,3.85,,,,,,,,
3472,1992-03-30,4.0,,,3.94,,,,4.16,5.61,7.54,96,95.97
3473,1992-03-31,4.0,,,4.07,,,,4.15,5.60,7.54,96,95.97
3474,1992-04-01,4.0,,,4.98,64.8088,66.899,7.4,4.11,5.53,7.46,95.96,95.95
3475,1992-04-02,4.0,,,4.15,,,,4.12,5.55,7.47,95.95,95.94
3476,1992-04-03,4.0,,,3.97,,,,4.06,5.37,7.42,95.97,95.98
3477,1992-04-04,4.0,,,3.97,,,,,,,,
3478,1992-04-05,4.0,,,3.97,,,,,,,,
3479,1992-04-06,4.0,,,3.99,,,,4.03,5.36,7.41,95.98,95.98
3480,1992-04-07,4.0,,,3.92,,,,3.96,5.34,7.41,96,96.01
3481,1992-04-08,4.0,,,3.87,,,,3.96,5.33,7.44,96,96.02
3482,1992-04-09,3.75,,,3.76,,,,3.75,5.09,7.35,96.17,96.23
3483,1992-04-10,3.75,,,3.44,,,,3.74,5.16,7.37,96.16,96.24
3484,1992-04-11,3.75,,,3.44,,,,,,,,
3485,1992-04-12,3.75,,,3.44,,,,,,,,
3486,1992-04-13,3.75,,,3.74,,,,3.70,5.11,7.33,96.16,96.25
3487,1992-04-14,3.75,,,3.68,,,,3.70,5.15,7.35,96.16,96.25
3488,1992-04-15,3.75,,,4.02,,,,3.70,5.22,7.37,96.18,96.26
3489,1992-04-16,3.75,,,3.78,,,,3.73,5.34,7.45,96.18,96.24
3490,1992-04-17,3.75,,,3.08,,,,ND,ND,ND,96.18,96.24
3491,1992-04-18,3.75,,,3.08,,,,,,,,
3492,1992-04-19,3.75,,,3.08,,,,,,,,
3493,1992-04-20,3.75,,,3.75,,,,3.79,5.45,7.59,96.23,96.22
3494,1992-04-21,3.75,,,3.83,,,,3.77,5.41,7.58,96.23,96.23
3495,1992-04-22,3.75,,,3.72,,,,3.77,5.41,7.57,96.24,96.23
3496,1992-04-23,3.75,,,3.68,,,,3.76,5.41,7.59,96.23,96.22
3497,1992-04-24,3.75,,,3.63,,,,3.76,5.33,7.55,96.24,96.25
3498,1992-04-25,3.75,,,3.63,,,,,,,,
3499,1992-04-26,3.75,,,3.63,,,,,,,,
3500,1992-04-27,3.75,,,3.84,,,,3.82,5.42,7.60,96.24,96.23
3501,1992-04-28,3.75,,,3.5,,,,3.80,5.40,7.57,96.24,96.24
3502,1992-04-29,3.75,,,3.62,,,,3.80,5.39,7.60,96.25,96.24
3503,1992-04-30,3.75,,,3.85,,,,3.79,5.46,7.61,96.26,96.24
3504,1992-05-01,3.75,,,3.75,65.0202,66.987,7.6,3.72,5.33,7.56,96.29,96.29
3505,1992-05-02,3.75,,,3.75,,,,,,,,
3506,1992-05-03,3.75,,,3.75,,,,,,,,
3507,1992-05-04,3.75,,,3.8,,,,3.71,5.32,7.58,96.29,96.3
3508,1992-05-05,3.75,,,3.77,,,,3.72,5.30,7.56,96.28,96.3
3509,1992-05-06,3.75,,,3.71,,,,3.70,5.25,7.46,96.31,96.32
3510,1992-05-07,3.75,,,3.74,,,,3.71,5.34,7.49,96.29,96.31
3511,1992-05-08,3.75,,,3.71,,,,3.72,5.29,7.41,96.27,96.3
3512,1992-05-09,3.75,,,3.71,,,,,,,,
3513,1992-05-10,3.75,,,3.71,,,,,,,,
3514,1992-05-11,3.75,,,3.88,,,,3.74,5.24,7.40,96.27,96.31
3515,1992-05-12,3.75,,,3.75,,,,3.70,5.19,7.36,96.28,96.31
3516,1992-05-13,3.75,,,4.37,,,,3.67,5.14,7.34,96.32,96.36
3517,1992-05-14,3.75,,,3.93,,,,3.65,5.13,7.34,96.25,96.33
3518,1992-05-15,3.75,,,3.96,,,,3.66,5.11,7.28,96.23,96.3
3519,1992-05-16,3.75,,,3.96,,,,,,,,
3520,1992-05-17,3.75,,,3.96,,,,,,,,
3521,1992-05-18,3.75,,,3.88,,,,3.69,5.12,7.28,96.23,96.3
3522,1992-05-19,3.75,,,3.8,,,,3.62,5.00,7.20,96.23,96.38
3523,1992-05-20,3.75,,,3.75,,,,3.65,5.13,7.25,96.23,96.33
3524,1992-05-21,3.75,,,3.85,,,,3.76,5.34,7.39,96.21,96.26
3525,1992-05-22,3.75,,,3.74,,,,3.77,5.24,7.35,96.22,96.26
3526,1992-05-23,3.75,,,3.74,,,,,,,,
3527,1992-05-24,3.75,,,3.74,,,,,,,,
3528,1992-05-25,3.75,,,3.74,,,,ND,ND,ND,96.22,96.26
3529,1992-05-26,3.75,,,4.02,,,,3.84,5.35,7.46,96.19,96.22
3530,1992-05-27,3.75,,,3.78,,,,3.79,5.28,7.44,96.18,96.23
3531,1992-05-28,3.75,,,3.87,,,,3.77,5.22,7.36,96.18,96.24
3532,1992-05-29,3.75,,,3.8,,,,3.79,5.19,7.33,96.18,96.23
3533,1992-05-30,3.75,,,3.8,,,,,,,,
3534,1992-05-31,3.75,,,3.8,,,,,,,,
3535,1992-06-01,3.75,,,3.96,65.0295,67.107,7.8,3.82,5.29,7.39,96.21,96.22
3536,1992-06-02,3.75,,,3.89,,,,3.83,5.23,7.35,96.21,96.22
3537,1992-06-03,3.75,,,3.82,,,,3.80,5.20,7.34,96.23,96.26
3538,1992-06-04,3.75,,,3.78,,,,3.78,5.22,7.34,96.22,96.24
3539,1992-06-05,3.75,,,3.61,,,,3.77,5.13,7.31,96.24,96.26
3540,1992-06-06,3.75,,,3.61,,,,,,,,
3541,1992-06-07,3.75,,,3.61,,,,,,,,
3542,1992-06-08,3.75,,,3.72,,,,3.78,5.11,7.31,96.25,96.26
3543,1992-06-09,3.75,,,3.57,,,,3.77,5.11,7.33,96.25,96.26
3544,1992-06-10,3.75,,,3.96,,,,3.77,5.13,7.35,96.25,96.26
3545,1992-06-11,3.75,,,3.8,,,,3.75,5.09,7.33,96.25,96.28
3546,1992-06-12,3.75,,,3.65,,,,3.75,5.06,7.29,96.27,96.28
3547,1992-06-13,3.75,,,3.65,,,,,,,,
3548,1992-06-14,3.75,,,3.65,,,,,,,,
3549,1992-06-15,3.75,,,3.88,,,,3.75,5.05,7.28,96.26,96.28
3550,1992-06-16,3.75,,,3.74,,,,3.72,5.02,7.24,96.27,96.28
3551,1992-06-17,3.75,,,3.72,,,,3.70,5.00,7.23,96.27,96.29
3552,1992-06-18,3.75,,,3.71,,,,3.69,4.94,7.19,96.27,96.29
3553,1992-06-19,3.75,,,3.66,,,,3.74,5.00,7.24,96.27,96.27
3554,1992-06-20,3.75,,,3.66,,,,,,,,
3555,1992-06-21,3.75,,,3.66,,,,,,,,
3556,1992-06-22,3.75,,,3.85,,,,3.75,4.99,7.24,96.25,96.27
3557,1992-06-23,3.75,,,3.7,,,,3.77,5.10,7.25,96.25,96.27
3558,1992-06-24,3.75,,,3.81,,,,3.72,4.96,7.20,96.27,96.32
3559,1992-06-25,3.75,,,3.87,,,,3.71,4.89,7.14,96.27,96.32
3560,1992-06-26,3.75,,,3.67,,,,3.71,4.88,7.15,96.26,96.32
3561,1992-06-27,3.75,,,3.67,,,,,,,,
3562,1992-06-28,3.75,,,3.67,,,,,,,,
3563,1992-06-29,3.75,,,3.8,,,,3.66,4.83,7.12,96.26,96.33
3564,1992-06-30,3.75,,,4.53,,,,3.65,4.83,7.14,96.26,96.33
3565,1992-07-01,3.75,,,3.89,65.6172,67.328,7.7,3.63,4.82,7.10,96.33,96.38
3566,1992-07-02,3.25,,,3.46,,,,3.31,4.55,6.93,96.67,96.7
3567,1992-07-03,3.25,,,2.84,,,,ND,ND,ND,96.67,96.7
3568,1992-07-04,3.25,,,2.84,,,,,,,,
3569,1992-07-05,3.25,,,2.84,,,,,,,,
3570,1992-07-06,3.25,,,3.15,,,,3.29,4.46,6.90,96.7,96.71
3571,1992-07-07,3.25,,,3.35,,,,3.28,4.40,6.87,96.72,96.72
3572,1992-07-08,3.25,,,4.19,,,,3.29,4.40,6.91,96.71,96.73
3573,1992-07-09,3.25,,,3.46,,,,3.28,4.40,6.91,96.7,96.74
3574,1992-07-10,3.25,,,3.2,,,,3.29,4.38,6.93,96.71,96.76
3575,1992-07-11,3.25,,,3.2,,,,,,,,
3576,1992-07-12,3.25,,,3.2,,,,,,,,
3577,1992-07-13,3.25,,,3.28,,,,3.29,4.40,6.97,96.71,96.76
3578,1992-07-14,3.25,,,3.25,,,,3.28,4.32,6.97,96.72,96.78
3579,1992-07-15,3.25,,,3.38,,,,3.25,4.25,6.90,96.71,96.8
3580,1992-07-16,3.25,,,3.32,,,,3.24,4.25,6.87,96.72,96.79
3581,1992-07-17,3.25,,,3.12,,,,3.23,4.27,6.90,96.72,96.78
3582,1992-07-18,3.25,,,3.12,,,,,,,,
3583,1992-07-19,3.25,,,3.12,,,,,,,,
3584,1992-07-20,3.25,,,3.32,,,,3.26,4.30,6.90,96.72,96.78
3585,1992-07-21,3.25,,,3.15,,,,3.26,4.34,6.89,96.72,96.77
3586,1992-07-22,3.25,,,3.4,,,,3.24,4.29,6.85,96.73,96.77
3587,1992-07-23,3.25,,,3.29,,,,3.23,4.20,6.72,96.73,96.78
3588,1992-07-24,3.25,,,3.08,,,,3.23,4.25,6.73,96.74,96.78
3589,1992-07-25,3.25,,,3.08,,,,,,,,
3590,1992-07-26,3.25,,,3.08,,,,,,,,
3591,1992-07-27,3.25,,,3.29,,,,3.26,4.27,6.69,96.74,96.77
3592,1992-07-28,3.25,,,3.27,,,,3.26,4.27,6.63,96.74,96.77
3593,1992-07-29,3.25,,,3.15,,,,3.25,4.25,6.60,96.74,96.77
3594,1992-07-30,3.25,,,3.17,,,,3.25,4.33,6.69,96.75,96.76
3595,1992-07-31,3.25,,,3.37,,,,3.25,4.42,6.72,96.75,96.76
3596,1992-08-01,3.25,,,3.37,65.2943,67.418,7.6,,,,,
3597,1992-08-02,3.25,,,3.37,,,,,,,,
3598,1992-08-03,3.25,,,3.37,,,,3.25,4.40,6.72,96.76,96.79
3599,1992-08-04,3.25,,,3.28,,,,3.24,4.31,6.66,96.76,96.8
3600,1992-08-05,3.25,,,3.35,,,,3.24,4.29,6.64,96.77,96.8
3601,1992-08-06,3.25,,,3.34,,,,3.23,4.29,6.65,96.78,96.81
3602,1992-08-07,3.25,,,3.2,,,,3.21,4.18,6.57,96.78,96.84
3603,1992-08-08,3.25,,,3.2,,,,,,,,
3604,1992-08-09,3.25,,,3.2,,,,,,,,
3605,1992-08-10,3.25,,,3.32,,,,3.20,4.12,6.52,96.78,96.85
3606,1992-08-11,3.25,,,3.23,,,,3.20,4.15,6.50,96.75,96.84
3607,1992-08-12,3.25,,,3.22,,,,3.19,4.19,6.48,96.75,96.83
3608,1992-08-13,3.25,,,3.3,,,,3.16,4.19,6.55,96.75,96.83
3609,1992-08-14,3.25,,,3.22,,,,3.13,4.14,6.53,96.75,96.84
3610,1992-08-15,3.25,,,3.22,,,,,,,,
3611,1992-08-16,3.25,,,3.22,,,,,,,,
3612,1992-08-17,3.25,,,3.54,,,,3.16,4.13,6.56,96.74,96.82
3613,1992-08-18,3.25,,,3.26,,,,3.14,4.04,6.48,96.74,96.84
3614,1992-08-19,3.25,,,3.56,,,,3.15,4.06,6.47,96.73,96.83
3615,1992-08-20,3.25,,,3.37,,,,3.15,4.04,6.46,96.72,96.8
3616,1992-08-21,3.25,,,3.2,,,,3.14,4.13,6.53,96.71,96.78
3617,1992-08-22,3.25,,,3.2,,,,,,,,
3618,1992-08-23,3.25,,,3.2,,,,,,,,
3619,1992-08-24,3.25,,,3.35,,,,3.23,4.27,6.68,96.71,96.76
3620,1992-08-25,3.25,,,3.29,,,,3.24,4.32,6.73,96.71,96.75
3621,1992-08-26,3.25,,,3.31,,,,3.23,4.26,6.68,96.71,96.76
3622,1992-08-27,3.25,,,3.36,,,,3.23,4.23,6.64,96.71,96.76
3623,1992-08-28,3.25,,,3.28,,,,3.23,4.16,6.63,96.71,96.76
3624,1992-08-29,3.25,,,3.28,,,,,,,,
3625,1992-08-30,3.25,,,3.28,,,,,,,,
3626,1992-08-31,3.25,,,3.51,,,,3.23,4.15,6.62,96.69,96.77
3627,1992-09-01,3.25,,,3.39,65.446,67.528,7.6,3.22,4.12,6.56,96.78,96.82
3628,1992-09-02,3.25,,,3.21,,,,3.21,4.10,6.54,96.78,96.83
3629,1992-09-03,3.25,,,3.33,,,,3.21,4.09,6.54,96.79,96.84
3630,1992-09-04,3.0,,,3.02,,,,2.98,3.89,6.40,96.98,97.04
3631,1992-09-05,3.0,,,3.02,,,,,,,,
3632,1992-09-06,3.0,,,3.02,,,,,,,,
3633,1992-09-07,3.0,,,3.02,,,,ND,ND,ND,96.98,97.04
3634,1992-09-08,3.0,,,3.13,,,,2.96,3.83,6.29,96.98,97.07
3635,1992-09-09,3.0,,,3.08,,,,2.97,3.85,6.31,96.97,97.06
3636,1992-09-10,3.0,,,3.06,,,,2.97,3.83,6.31,96.96,97.07
3637,1992-09-11,3.0,,,3.01,,,,2.98,3.87,6.37,96.96,97.06
3638,1992-09-12,3.0,,,3.01,,,,,,,,
3639,1992-09-13,3.0,,,3.01,,,,,,,,
3640,1992-09-14,3.0,,,3.22,,,,2.95,3.80,6.32,96.98,97.11
3641,1992-09-15,3.0,,,3.2,,,,2.98,3.89,6.40,96.95,97.07
