,DATE,DFEDTAR,DFEDTARL,DFEDTARU,DFF,INDPRO,PCEPI,UNRATE,TRY_3M,TRY-2Y,TRY-10Y,FF1_COMDTY,FF2_COMDTY
0,1982-09-27,10.25,,,10.18,,,,7.83,11.69,11.99,,
1,1982-09-28,10.25,,,9.7,,,,7.72,11.42,11.85,,
2,1982-09-29,10.25,,,9.88,,,,7.84,11.38,11.80,,
3,1982-09-30,10.25,,,12.17,,,,7.88,11.23,11.73,,
4,1982-10-01,10.0,,,10.87,48.7874,48.215,10.4,7.60,11.13,11.51,,
5,1982-10-02,10.0,,,10.87,,,,,,,,
6,1982-10-03,10.0,,,10.87,,,,,,,,
7,1982-10-04,10.0,,,10.9,,,,8.21,11.51,11.72,,
8,1982-10-05,10.0,,,10.27,,,,8.44,11.42,11.69,,
9,1982-10-06,10.0,,,9.45,,,,8.33,11.21,11.50,,
10,1982-10-07,9.5,,,9.82,,,,8.04,10.46,10.91,,
11,1982-10-08,9.5,,,9.63,,,,8.00,10.15,10.83,,
12,1982-10-09,9.5,,,9.63,,,,,,,,
13,1982-10-10,9.5,,,9.63,,,,,,,,
14,1982-10-11,9.5,,,9.63,,,,ND,ND,ND,,
15,1982-10-12,9.5,,,9.2,,,,7.61,9.69,10.53,,
16,1982-10-13,9.5,,,9.69,,,,7.67,9.68,10.39,,
17,1982-10-14,9.5,,,9.57,,,,7.79,9.84,10.61,,
18,1982-10-15,9.5,,,9.43,,,,7.80,10.00,10.75,,
19,1982-10-16,9.5,,,9.43,,,,,,,,
20,1982-10-17,9.5,,,9.43,,,,,,,,
21,1982-10-18,9.5,,,9.59,,,,7.66,9.80,10.58,,
22,1982-10-19,9.5,,,9.42,,,,7.73,9.82,10.56,,
23,1982-10-20,9.5,,,9.81,,,,7.80,9.72,10.69,,
24,1982-10-21,9.5,,,9.49,,,,7.81,9.79,10.69,,
25,1982-10-22,9.5,,,9.42,,,,7.88,9.87,10.81,,
26,1982-10-23,9.5,,,9.42,,,,,,,,
27,1982-10-24,9.5,,,9.42,,,,,,,,
28,1982-10-25,9.5,,,9.55,,,,8.12,10.09,11.11,,
29,1982-10-26,9.5,,,9.4,,,,8.24,9.89,10.87,,
30,1982-10-27,9.5,,,9.41,,,,8.28,9.94,10.90,,
31,1982-10-28,9.5,,,9.44,,,,8.17,9.89,10.77,,
32,1982-10-29,9.5,,,9.41,,,,8.17,9.85,10.71,,
33,1982-10-30,9.5,,,9.41,,,,,,,,
34,1982-10-31,9.5,,,9.41,,,,,,,,
35,1982-11-01,9.5,,,9.43,48.592,48.358999999999995,10.8,8.06,9.68,10.56,,
36,1982-11-02,9.5,,,9.25,,,,ND,ND,ND,,
37,1982-11-03,9.5,,,9.68,,,,8.06,9.65,10.46,,
38,1982-11-04,9.5,,,9.55,,,,7.99,9.64,10.42,,
39,1982-11-05,9.5,,,9.4,,,,8.04,9.73,10.48,,
40,1982-11-06,9.5,,,9.4,,,,,,,,
41,1982-11-07,9.5,,,9.4,,,,,,,,
42,1982-11-08,9.5,,,9.45,,,,8.18,9.81,10.55,,
43,1982-11-09,9.5,,,9.31,,,,8.28,9.74,10.51,,
44,1982-11-10,9.5,,,9.64,,,,8.36,9.77,10.48,,
45,1982-11-11,9.5,,,9.64,,,,ND,ND,ND,,
46,1982-11-12,9.5,,,9.61,,,,8.56,9.87,10.58,,
47,1982-11-13,9.5,,,9.61,,,,,,,,
48,1982-11-14,9.5,,,9.61,,,,,,,,
49,1982-11-15,9.5,,,9.82,,,,8.80,9.91,10.65,,
50,1982-11-16,9.5,,,9.56,,,,8.70,9.90,10.67,,
51,1982-11-17,9.5,,,9.42,,,,8.65,9.90,10.59,,
52,1982-11-18,9.5,,,9.5,,,,8.55,9.81,10.46,,
53,1982-11-19,9.0,,,9.06,,,,8.38,9.79,10.42,,
54,1982-11-20,9.0,,,9.06,,,,,,,,
55,1982-11-21,9.0,,,9.06,,,,,,,,
56,1982-11-22,9.0,,,8.79,,,,8.26,9.73,10.43,,
57,1982-11-23,9.0,,,8.54,,,,8.22,9.73,10.53,,
58,1982-11-24,9.0,,,8.36,,,,8.20,9.80,10.59,,
59,1982-11-25,9.0,,,8.36,,,,ND,ND,ND,,
60,1982-11-26,9.0,,,8.54,,,,8.19,9.76,10.51,,
61,1982-11-27,9.0,,,8.54,,,,,,,,
62,1982-11-28,9.0,,,8.54,,,,,,,,
63,1982-11-29,9.0,,,8.83,,,,8.54,9.94,10.78,,
64,1982-11-30,9.0,,,8.93,,,,8.56,9.96,10.79,,
65,1982-12-01,9.0,,,9.1,48.2424,48.431999999999995,10.8,8.55,9.96,10.74,,
66,1982-12-02,9.0,,,9.09,,,,8.32,9.89,10.68,,
67,1982-12-03,9.0,,,8.93,,,,8.10,9.72,10.47,,
68,1982-12-04,9.0,,,8.93,,,,,,,,
69,1982-12-05,9.0,,,8.93,,,,,,,,
70,1982-12-06,9.0,,,8.81,,,,8.13,9.73,10.46,,
71,1982-12-07,9.0,,,8.51,,,,8.19,9.72,10.48,,
72,1982-12-08,9.0,,,8.7,,,,8.24,9.85,10.62,,
73,1982-12-09,9.0,,,8.84,,,,8.23,9.83,10.58,,
74,1982-12-10,9.0,,,8.83,,,,8.31,9.87,10.66,,
75,1982-12-11,9.0,,,8.83,,,,,,,,
76,1982-12-12,9.0,,,8.83,,,,,,,,
77,1982-12-13,9.0,,,8.99,,,,8.27,9.84,10.61,,
78,1982-12-14,8.5,,,8.55,,,,7.93,9.54,10.46,,
79,1982-12-15,8.5,,,9.13,,,,7.88,9.49,10.50,,
80,1982-12-16,8.5,,,8.99,,,,8.10,9.59,10.59,,
81,1982-12-17,8.5,,,8.79,,,,8.13,9.66,10.64,,
82,1982-12-18,8.5,,,8.79,,,,,,,,
83,1982-12-19,8.5,,,8.79,,,,,,,,
84,1982-12-20,8.5,,,8.6,,,,8.14,9.67,10.70,,
85,1982-12-21,8.5,,,8.39,,,,8.17,9.54,10.54,,
86,1982-12-22,8.5,,,8.5,,,,8.18,9.55,10.53,,
87,1982-12-23,8.5,,,8.62,,,,8.18,9.52,10.47,,
88,1982-12-24,8.5,,,8.58,,,,ND,ND,ND,,
89,1982-12-25,8.5,,,8.58,,,,,,,,
90,1982-12-26,8.5,,,8.58,,,,,,,,
91,1982-12-27,8.5,,,8.7,,,,8.16,9.54,10.44,,
92,1982-12-28,8.5,,,8.99,,,,8.33,9.52,10.44,,
93,1982-12-29,8.5,,,9.46,,,,8.43,9.54,10.47,,
94,1982-12-30,8.5,,,10.75,,,,8.29,9.52,10.44,,
95,1982-12-31,8.5,,,11.2,,,,8.20,9.48,10.36,,
96,1983-01-01,8.5,,,11.2,49.1762,48.659,10.4,,,,,
97,1983-01-02,8.5,,,11.2,,,,,,,,
98,1983-01-03,8.5,,,9.19,,,,8.17,9.29,10.32,,
99,1983-01-04,8.5,,,9.47,,,,8.28,9.43,10.37,,
100,1983-01-05,8.5,,,8.46,,,,8.25,9.39,10.35,,
101,1983-01-06,8.5,,,8.48,,,,8.20,9.39,10.39,,
102,1983-01-07,8.5,,,8.27,,,,8.02,9.26,10.36,,
103,1983-01-08,8.5,,,8.27,,,,,,,,
104,1983-01-09,8.5,,,8.27,,,,,,,,
105,1983-01-10,8.5,,,8.34,,,,7.96,9.24,10.38,,
106,1983-01-11,8.5,,,8.47,,,,7.94,9.19,10.34,,
107,1983-01-12,8.5,,,8.87,,,,7.94,9.22,10.32,,
108,1983-01-13,8.5,,,8.64,,,,7.92,9.11,10.27,,
109,1983-01-14,8.5,,,8.43,,,,7.79,9.09,10.28,,
110,1983-01-15,8.5,,,8.43,,,,,,,,
111,1983-01-16,8.5,,,8.43,,,,,,,,
112,1983-01-17,8.5,,,8.54,,,,7.85,9.17,10.28,,
113,1983-01-18,8.5,,,8.36,,,,7.90,9.14,10.30,,
114,1983-01-19,8.5,,,8.59,,,,7.94,9.20,10.41,,
115,1983-01-20,8.5,,,8.47,,,,8.04,9.26,10.43,,
116,1983-01-21,8.5,,,8.28,,,,8.29,9.46,10.61,,
117,1983-01-22,8.5,,,8.28,,,,,,,,
118,1983-01-23,8.5,,,8.28,,,,,,,,
119,1983-01-24,8.5,,,8.53,,,,8.37,9.54,10.70,,
120,1983-01-25,8.5,,,8.56,,,,8.32,9.44,10.62,,
121,1983-01-26,8.5,,,8.69,,,,8.36,9.52,10.69,,
122,1983-01-27,8.5,,,8.45,,,,8.30,9.49,10.67,,
123,1983-01-28,8.5,,,8.39,,,,8.26,9.47,10.71,,
124,1983-01-29,8.5,,,8.39,,,,,,,,
125,1983-01-30,8.5,,,8.39,,,,,,,,
126,1983-01-31,8.5,,,8.56,,,,8.36,9.58,10.80,,
127,1983-02-01,8.5,,,8.63,48.8688,48.74100000000001,10.4,8.45,9.60,10.78,,
128,1983-02-02,8.5,,,8.9,,,,8.45,9.71,10.88,,
129,1983-02-03,8.5,,,8.54,,,,8.43,9.71,10.93,,
130,1983-02-04,8.5,,,8.46,,,,8.52,9.82,10.99,,
131,1983-02-05,8.5,,,8.46,,,,,,,,
132,1983-02-06,8.5,,,8.46,,,,,,,,
133,1983-02-07,8.5,,,8.56,,,,8.50,9.80,10.96,,
134,1983-02-08,8.5,,,8.44,,,,8.57,9.83,10.99,,
135,1983-02-09,8.5,,,8.58,,,,8.55,9.89,11.00,,
136,1983-02-10,8.5,,,8.64,,,,8.45,9.74,10.83,,
137,1983-02-11,8.5,,,8.53,,,,8.42,9.70,10.80,,
138,1983-02-12,8.5,,,8.53,,,,,,,,
139,1983-02-13,8.5,,,8.53,,,,,,,,
140,1983-02-14,8.5,,,8.49,,,,8.53,9.78,10.80,,
141,1983-02-15,8.5,,,8.6,,,,8.60,9.77,10.84,,
142,1983-02-16,8.5,,,9.0,,,,8.48,9.69,10.81,,
143,1983-02-17,8.5,,,8.67,,,,8.38,9.65,10.71,,
144,1983-02-18,8.5,,,8.42,,,,8.26,9.56,10.60,,
145,1983-02-19,8.5,,,8.42,,,,,,,,
146,1983-02-20,8.5,,,8.42,,,,,,,,
147,1983-02-21,8.5,,,8.42,,,,ND,ND,ND,,
148,1983-02-22,8.5,,,8.48,,,,8.17,9.41,10.46,,
149,1983-02-23,8.5,,,8.49,,,,8.24,9.44,10.44,,
150,1983-02-24,8.5,,,8.39,,,,8.20,9.40,10.42,,
151,1983-02-25,8.5,,,8.22,,,,8.08,9.28,10.26,,
152,1983-02-26,8.5,,,8.22,,,,,,,,
153,1983-02-27,8.5,,,8.22,,,,,,,,
154,1983-02-28,8.5,,,8.53,,,,8.21,9.31,10.27,,
155,1983-03-01,8.5,,,8.65,49.2654,48.803999999999995,10.3,8.26,9.26,10.22,,
156,1983-03-02,8.5,,,8.83,,,,8.30,9.30,10.26,,
157,1983-03-03,8.5,,,8.53,,,,8.25,9.24,10.23,,
158,1983-03-04,8.5,,,8.5,,,,8.29,9.25,10.27,,
159,1983-03-05,8.5,,,8.5,,,,,,,,
160,1983-03-06,8.5,,,8.5,,,,,,,,
161,1983-03-07,8.5,,,8.82,,,,8.48,9.46,10.43,,
162,1983-03-08,8.5,,,8.79,,,,8.61,9.62,10.52,,
163,1983-03-09,8.5,,,8.49,,,,8.57,9.62,10.48,,
164,1983-03-10,8.5,,,8.48,,,,8.55,9.67,10.55,,
165,1983-03-11,8.5,,,8.4,,,,8.56,9.66,10.59,,
166,1983-03-12,8.5,,,8.4,,,,,,,,
167,1983-03-13,8.5,,,8.4,,,,,,,,
168,1983-03-14,8.5,,,8.53,,,,8.51,9.58,10.48,,
169,1983-03-15,8.5,,,8.82,,,,8.55,9.57,10.46,,
170,1983-03-16,8.5,,,8.93,,,,8.61,9.65,10.53,,
171,1983-03-17,8.5,,,8.74,,,,8.63,9.71,10.56,,
172,1983-03-18,8.5,,,8.7,,,,8.74,9.78,10.58,,
173,1983-03-19,8.5,,,8.7,,,,,,,,
174,1983-03-20,8.5,,,8.7,,,,,,,,
175,1983-03-21,8.5,,,8.78,,,,8.80,9.79,10.60,,
176,1983-03-22,8.5,,,8.84,,,,8.93,9.84,10.62,,
177,1983-03-23,8.5,,,8.76,,,,8.78,9.81,10.58,,
178,1983-03-24,8.5,,,8.85,,,,8.83,9.82,10.58,,
179,1983-03-25,8.5,,,8.76,,,,9.00,9.91,10.64,,
180,1983-03-26,8.5,,,8.76,,,,,,,,
181,1983-03-27,8.5,,,8.76,,,,,,,,
182,1983-03-28,8.5,,,8.89,,,,9.01,9.92,10.66,,
183,1983-03-29,8.5,,,8.96,,,,8.97,9.88,10.60,,
184,1983-03-30,8.5,,,9.17,,,,8.98,9.88,10.59,,
185,1983-03-31,8.625,,,10.81,,,,8.96,9.87,10.62,,
186,1983-04-01,8.625,,,9.12,49.8675,49.027,10.2,ND,ND,ND,,
187,1983-04-02,8.625,,,9.12,,,,,,,,
188,1983-04-03,8.625,,,9.12,,,,,,,,
189,1983-04-04,8.625,,,9.24,,,,8.97,9.87,10.60,,
190,1983-04-05,8.625,,,9.53,,,,8.80,9.72,10.49,,
191,1983-04-06,8.625,,,9.1,,,,8.72,9.69,10.49,,
192,1983-04-07,8.625,,,9.0,,,,8.68,9.67,10.51,,
193,1983-04-08,8.625,,,8.84,,,,8.63,9.67,10.51,,
194,1983-04-09,8.625,,,8.84,,,,,,,,
195,1983-04-10,8.625,,,8.84,,,,,,,,
196,1983-04-11,8.625,,,8.73,,,,8.45,9.53,10.41,,
197,1983-04-12,8.625,,,8.61,,,,8.49,9.58,10.42,,
198,1983-04-13,8.625,,,8.47,,,,8.48,9.57,10.39,,
199,1983-04-14,8.625,,,8.69,,,,8.42,9.49,10.29,,
200,1983-04-15,8.625,,,8.73,,,,8.43,9.53,10.33,,
201,1983-04-16,8.625,,,8.73,,,,,,,,
202,1983-04-17,8.625,,,8.73,,,,,,,,
203,1983-04-18,8.625,,,8.65,,,,8.36,9.49,10.29,,
204,1983-04-19,8.625,,,8.76,,,,8.47,9.58,10.39,,
205,1983-04-20,8.625,,,8.61,,,,8.40,9.58,10.39,,
206,1983-04-21,8.625,,,8.7,,,,8.44,9.61,10.43,,
207,1983-04-22,8.625,,,8.52,,,,8.44,9.58,10.42,,
208,1983-04-23,8.625,,,8.52,,,,,,,,
209,1983-04-24,8.625,,,8.52,,,,,,,,
210,1983-04-25,8.625,,,8.48,,,,8.44,9.52,10.40,,
211,1983-04-26,8.625,,,8.45,,,,8.45,9.49,10.37,,
212,1983-04-27,8.625,,,8.9,,,,8.41,9.42,10.29,,
213,1983-04-28,8.625,,,8.83,,,,8.41,9.42,10.31,,
214,1983-04-29,8.625,,,8.84,,,,8.38,9.35,10.27,,
215,1983-04-30,8.625,,,8.84,,,,,,,,
216,1983-05-01,8.625,,,8.84,50.2084,49.166000000000004,10.1,,,,,
217,1983-05-02,8.625,,,8.77,,,,8.33,9.29,10.26,,
218,1983-05-03,8.625,,,8.81,,,,8.33,9.27,10.26,,
219,1983-05-04,8.625,,,8.64,,,,8.30,9.19,10.12,,
220,1983-05-05,8.625,,,8.69,,,,8.34,9.25,10.16,,
221,1983-05-06,8.625,,,8.45,,,,8.26,9.17,10.13,,
222,1983-05-07,8.625,,,8.45,,,,,,,,
223,1983-05-08,8.625,,,8.45,,,,,,,,
224,1983-05-09,8.625,,,8.46,,,,8.43,9.33,10.25,,
225,1983-05-10,8.625,,,8.35,,,,8.30,9.24,10.16,,
226,1983-05-11,8.625,,,8.51,,,,8.25,9.22,10.18,,
227,1983-05-12,8.625,,,8.56,,,,8.35,9.29,10.23,,
228,1983-05-13,8.625,,,8.39,,,,8.30,9.27,10.22,,
229,1983-05-14,8.625,,,8.39,,,,,,,,
230,1983-05-15,8.625,,,8.39,,,,,,,,
231,1983-05-16,8.625,,,8.73,,,,8.45,9.47,10.37,,
232,1983-05-17,8.625,,,8.81,,,,8.44,9.48,10.41,,
233,1983-05-18,8.625,,,8.83,,,,8.42,9.49,10.43,,
234,1983-05-19,8.625,,,8.75,,,,8.46,9.61,10.49,,
235,1983-05-20,8.625,,,8.68,,,,8.48,9.64,10.54,,
236,1983-05-21,8.625,,,8.68,,,,,,,,
237,1983-05-22,8.625,,,8.68,,,,,,,,
238,1983-05-23,8.625,,,8.74,,,,8.73,9.74,10.57,,
239,1983-05-24,8.625,,,8.72,,,,8.80,9.75,10.56,,
240,1983-05-25,8.75,,,8.76,,,,8.82,9.76,10.58,,
241,1983-05-26,8.75,,,8.7,,,,8.85,9.89,10.63,,
242,1983-05-27,8.75,,,8.59,,,,8.80,9.90,10.62,,
243,1983-05-28,8.75,,,8.59,,,,,,,,
244,1983-05-29,8.75,,,8.59,,,,,,,,
245,1983-05-30,8.75,,,8.59,,,,ND,ND,ND,,
246,1983-05-31,8.75,,,8.94,,,,8.97,10.02,10.81,,
247,1983-06-01,8.75,,,9.38,50.5089,49.349,10.1,8.92,9.97,10.77,,
248,1983-06-02,8.75,,,8.84,,,,8.84,9.96,10.78,,
249,1983-06-03,8.75,,,8.77,,,,8.87,10.01,10.79,,
250,1983-06-04,8.75,,,8.77,,,,,,,,
251,1983-06-05,8.75,,,8.77,,,,,,,,
252,1983-06-06,8.75,,,8.92,,,,8.96,10.09,10.79,,
253,1983-06-07,8.75,,,8.95,,,,9.17,10.18,10.85,,
254,1983-06-08,8.75,,,8.84,,,,9.18,10.20,10.92,,
255,1983-06-09,8.75,,,8.83,,,,9.08,10.12,10.88,,
256,1983-06-10,8.75,,,8.75,,,,9.11,10.20,10.89,,
257,1983-06-11,8.75,,,8.75,,,,,,,,
258,1983-06-12,8.75,,,8.75,,,,,,,,
259,1983-06-13,8.75,,,8.78,,,,9.03,10.11,10.75,,
260,1983-06-14,8.75,,,8.93,,,,9.06,10.09,10.77,,
261,1983-06-15,8.75,,,9.1,,,,9.06,10.06,10.72,,
262,1983-06-16,8.75,,,9.08,,,,8.99,10.05,10.64,,
263,1983-06-17,8.75,,,9.02,,,,9.01,10.07,10.68,,
264,1983-06-18,8.75,,,9.02,,,,,,,,
265,1983-06-19,8.75,,,9.02,,,,,,,,
266,1983-06-20,8.75,,,9.24,,,,9.32,10.26,10.80,,
267,1983-06-21,8.75,,,9.43,,,,9.32,10.27,10.79,,
268,1983-06-22,8.75,,,9.14,,,,9.35,10.31,10.83,,
269,1983-06-23,8.75,,,9.06,,,,9.31,10.33,10.90,,
270,1983-06-24,9.0,,,9.01,,,,9.42,10.43,11.02,,
271,1983-06-25,9.0,,,9.01,,,,,,,,
272,1983-06-26,9.0,,,9.01,,,,,,,,
273,1983-06-27,9.0,,,9.0,,,,9.38,10.44,11.11,,
274,1983-06-28,9.0,,,8.8,,,,9.34,10.35,11.04,,
275,1983-06-29,9.0,,,8.43,,,,9.20,10.27,10.99,,
276,1983-06-30,9.0,,,10.06,,,,9.15,10.23,10.96,,
277,1983-07-01,9.0,,,9.31,51.2733,49.626999999999995,9.4,9.05,10.17,10.93,,
278,1983-07-02,9.0,,,9.31,,,,,,,,
279,1983-07-03,9.0,,,9.31,,,,,,,,
280,1983-07-04,9.0,,,9.31,,,,ND,ND,ND,,
281,1983-07-05,9.0,,,9.19,,,,9.36,10.52,11.21,,
282,1983-07-06,9.0,,,9.27,,,,9.38,10.49,11.16,,
283,1983-07-07,9.0,,,9.23,,,,9.49,10.59,11.29,,
284,1983-07-08,9.0,,,9.14,,,,9.48,10.69,11.33,,
285,1983-07-09,9.0,,,9.14,,,,,,,,
286,1983-07-10,9.0,,,9.14,,,,,,,,
287,1983-07-11,9.0,,,9.21,,,,9.42,10.56,11.28,,
288,1983-07-12,9.0,,,9.22,,,,9.52,10.74,11.42,,
289,1983-07-13,9.0,,,9.39,,,,9.47,10.71,11.40,,
290,1983-07-14,9.25,,,9.25,,,,9.46,10.72,11.38,,
291,1983-07-15,9.25,,,9.39,,,,9.59,10.82,11.51,,
292,1983-07-16,9.25,,,9.39,,,,,,,,
293,1983-07-17,9.25,,,9.39,,,,,,,,
294,1983-07-18,9.25,,,9.54,,,,9.47,10.76,11.41,,
295,1983-07-19,9.25,,,9.53,,,,9.51,10.69,11.36,,
296,1983-07-20,9.4375,,,9.49,,,,9.44,10.64,11.28,,
297,1983-07-21,9.4375,,,9.43,,,,9.44,10.66,11.32,,
298,1983-07-22,9.4375,,,9.48,,,,9.45,10.77,11.43,,
299,1983-07-23,9.4375,,,9.48,,,,,,,,
300,1983-07-24,9.4375,,,9.48,,,,,,,,
301,1983-07-25,9.4375,,,9.48,,,,9.43,10.74,11.41,,
302,1983-07-26,9.4375,,,9.49,,,,9.47,10.77,11.49,,
303,1983-07-27,9.4375,,,9.4,,,,9.43,10.77,11.51,,
304,1983-07-28,9.4375,,,9.45,,,,9.54,10.86,11.66,,
305,1983-07-29,9.4375,,,9.52,,,,9.59,11.03,11.76,,
306,1983-07-30,9.4375,,,9.52,,,,,,,,
307,1983-07-31,9.4375,,,9.52,,,,,,,,
308,1983-08-01,9.4375,,,9.64,51.8454,49.84,9.5,9.63,11.09,11.80,,
309,1983-08-02,9.4375,,,9.84,,,,9.89,11.14,11.82,,
310,1983-08-03,9.4375,,,9.63,,,,9.78,11.13,11.92,,
311,1983-08-04,9.4375,,,9.64,,,,9.86,11.27,12.12,,
312,1983-08-05,9.4375,,,9.63,,,,9.83,11.27,12.10,,
313,1983-08-06,9.4375,,,9.63,,,,,,,,
314,1983-08-07,9.4375,,,9.63,,,,,,,,
315,1983-08-08,9.4375,,,9.74,,,,9.89,11.37,12.20,,
316,1983-08-09,9.4375,,,9.72,,,,9.94,11.33,12.13,,
317,1983-08-10,9.4375,,,9.6,,,,9.97,11.41,12.17,,
318,1983-08-11,9.5625,,,9.68,,,,9.98,11.32,12.04,,
319,1983-08-12,9.5625,,,9.67,,,,9.90,11.27,11.96,,
320,1983-08-13,9.5625,,,9.67,,,,,,,,
321,1983-08-14,9.5625,,,9.67,,,,,,,,
322,1983-08-15,9.5625,,,9.85,,,,9.83,11.08,11.76,,
323,1983-08-16,9.5625,,,9.67,,,,9.83,10.97,11.71,,
324,1983-08-17,9.5,,,9.46,,,,9.73,10.86,11.65,,
325,1983-08-18,9.5,,,9.59,,,,9.68,10.85,11.70,,
326,1983-08-19,9.5,,,9.47,,,,9.70,10.90,11.72,,
327,1983-08-20,9.5,,,9.47,,,,,,,,
328,1983-08-21,9.5,,,9.47,,,,,,,,
329,1983-08-22,9.5,,,9.37,,,,9.54,10.75,11.54,,
330,1983-08-23,9.5,,,9.32,,,,9.56,10.79,11.57,,
331,1983-08-24,9.5,,,9.17,,,,9.49,10.76,11.54,,
332,1983-08-25,9.5,,,9.3,,,,9.48,10.83,11.62,,
333,1983-08-26,9.5,,,9.43,,,,9.54,10.88,11.65,,
334,1983-08-27,9.5,,,9.43,,,,,,,,
335,1983-08-28,9.5,,,9.43,,,,,,,,
336,1983-08-29,9.5,,,9.43,,,,9.62,11.09,11.86,,
337,1983-08-30,9.5,,,9.47,,,,9.69,11.08,11.90,,
338,1983-08-31,9.5,,,9.59,,,,9.64,11.18,11.98,,
339,1983-09-01,9.5,,,9.61,52.6303,50.013999999999996,9.2,9.58,11.16,11.97,,
340,1983-09-02,9.5,,,9.52,,,,9.63,11.18,12.01,,
341,1983-09-03,9.5,,,9.52,,,,,,,,
342,1983-09-04,9.5,,,9.52,,,,,,,,
343,1983-09-05,9.5,,,9.52,,,,ND,ND,ND,,
344,1983-09-06,9.5,,,9.47,,,,9.59,11.03,11.85,,
345,1983-09-07,9.5,,,9.57,,,,9.49,10.88,11.70,,
346,1983-09-08,9.5,,,9.53,,,,9.48,10.95,11.77,,
347,1983-09-09,9.5,,,9.6,,,,9.54,10.93,11.73,,
348,1983-09-10,9.5,,,9.6,,,,,,,,
349,1983-09-11,9.5,,,9.6,,,,,,,,
350,1983-09-12,9.5,,,9.45,,,,9.39,10.71,11.56,,
351,1983-09-13,9.5,,,9.54,,,,9.46,10.77,11.63,,
352,1983-09-14,9.5,,,9.49,,,,9.47,10.88,11.76,,
353,1983-09-15,9.375,,,9.66,,,,9.46,10.95,11.82,,
354,1983-09-16,9.375,,,9.59,,,,9.43,10.83,11.68,,
355,1983-09-17,9.375,,,9.59,,,,,,,,
356,1983-09-18,9.375,,,9.59,,,,,,,,
357,1983-09-19,9.375,,,9.37,,,,9.34,10.72,11.66,,
358,1983-09-20,9.375,,,9.22,,,,9.32,10.70,11.57,,
359,1983-09-21,9.375,,,9.35,,,,9.33,10.73,11.64,,
360,1983-09-22,9.375,,,9.44,,,,9.33,10.74,11.60,,
361,1983-09-23,9.375,,,9.08,,,,9.22,10.61,11.49,,
362,1983-09-24,9.375,,,9.08,,,,,,,,
363,1983-09-25,9.375,,,9.08,,,,,,,,
364,1983-09-26,9.375,,,8.91,,,,9.05,10.49,11.41,,
365,1983-09-27,9.375,,,8.66,,,,9.08,10.57,11.45,,
366,1983-09-28,9.375,,,9.01,,,,9.12,10.59,11.49,,
367,1983-09-29,9.375,,,9.68,,,,9.24,10.64,11.50,,
368,1983-09-30,9.375,,,10.59,,,,9.04,10.53,11.44,,
369,1983-10-01,9.375,,,10.59,53.0679,50.099,8.8,,,,,
370,1983-10-02,9.375,,,10.59,,,,,,,,
371,1983-10-03,9.375,,,9.62,,,,9.13,10.55,11.47,,
372,1983-10-04,9.375,,,9.55,,,,9.00,10.56,11.46,,
373,1983-10-05,9.375,,,9.37,,,,9.01,10.45,11.35,,
374,1983-10-06,9.375,,,9.46,,,,8.97,10.42,11.31,,
375,1983-10-07,9.375,,,9.38,,,,8.94,10.45,11.33,,
376,1983-10-08,9.375,,,9.38,,,,,,,,
377,1983-10-09,9.375,,,9.38,,,,,,,,
378,1983-10-10,9.375,,,9.38,,,,ND,ND,ND,,
379,1983-10-11,9.375,,,9.56,,,,9.16,10.68,11.57,,
380,1983-10-12,9.375,,,9.67,,,,9.14,10.65,11.59,,
381,1983-10-13,9.375,,,9.51,,,,9.16,10.71,11.65,,
382,1983-10-14,9.375,,,9.31,,,,9.12,10.65,11.58,,
383,1983-10-15,9.375,,,9.31,,,,,,,,
384,1983-10-16,9.375,,,9.31,,,,,,,,
385,1983-10-17,9.375,,,9.33,,,,8.88,10.49,11.47,,
386,1983-10-18,9.375,,,9.29,,,,8.85,10.48,11.49,,
387,1983-10-19,9.375,,,9.49,,,,8.84,10.55,11.49,,
388,1983-10-20,9.375,,,9.44,,,,8.88,10.54,11.47,,
389,1983-10-21,9.375,,,9.36,,,,8.87,10.48,11.43,,
390,1983-10-22,9.375,,,9.36,,,,,,,,
391,1983-10-23,9.375,,,9.36,,,,,,,,
392,1983-10-24,9.375,,,9.47,,,,9.03,10.68,11.66,,
393,1983-10-25,9.375,,,9.3,,,,9.00,10.63,11.70,,
394,1983-10-26,9.375,,,9.23,,,,9.00,10.63,11.72,,
395,1983-10-27,9.375,,,9.4,,,,8.99,10.60,11.66,,
396,1983-10-28,9.375,,,9.31,,,,8.96,10.61,11.68,,
397,1983-10-29,9.375,,,9.31,,,,,,,,
398,1983-10-30,9.375,,,9.31,,,,,,,,
399,1983-10-31,9.375,,,9.43,,,,8.83,10.61,11.74,,
400,1983-11-01,9.375,,,9.45,53.2534,50.17,8.5,8.80,10.64,11.69,,
401,1983-11-02,9.375,,,9.57,,,,8.82,10.62,11.70,,
402,1983-11-03,9.375,,,9.53,,,,8.97,10.63,11.75,,
403,1983-11-04,9.375,,,9.32,,,,9.14,10.76,11.85,,
404,1983-11-05,9.375,,,9.32,,,,,,,,
405,1983-11-06,9.375,,,9.32,,,,,,,,
406,1983-11-07,9.375,,,9.38,,,,9.14,10.79,11.85,,
407,1983-11-08,9.375,,,9.25,,,,ND,ND,ND,,
408,1983-11-09,9.375,,,9.42,,,,9.13,10.74,11.84,,
409,1983-11-10,9.375,,,9.38,,,,9.09,10.63,11.71,,
