year,start_date,end_date,event_type,file_name,file_size,file_type,link,grouping,document_class
1936,1936-03-18,1936-03-18,Meeting,Historical Minutes,400 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19360318.pdf,Historical Minutes,Meeting Summary
1936,1936-03-18,1936-03-18,Meeting,Historical Minutes,400 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19360318.pdf,Historical Minutes,Meeting Summary
1936,1936-03-19,1936-03-19,Meeting,Record of Policy Actions,271 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19360319.pdf,Record of Policy Actions,Meeting Summary
1936,1936-03-19,1936-03-19,Meeting,Historical Minutes,694 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19360319.pdf,Historical Minutes,Meeting Summary
1936,1936-03-19,1936-03-19,Meeting,"Intermeeting Executive Committee Minutes:March 19, 1936",85 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360319.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-03-19,1936-03-19,Meeting,Record of Policy Actions,271 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19360319.pdf,Record of Policy Actions,Meeting Summary
1936,1936-03-19,1936-03-19,Meeting,Historical Minutes,694 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19360319.pdf,Historical Minutes,Meeting Summary
1936,1936-03-19,1936-03-19,Meeting,"Intermeeting Executive Committee Minutes:March 19, 1936",85 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360319.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,Record of Policy Actions,143 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19360525.pdf,Record of Policy Actions,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,Historical Minutes,734 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19360525.pdf,Historical Minutes,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,"Intermeeting Executive Committee Minutes:May 25, 1936, 11:30 a.m.",231 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360525.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,"Intermeeting Executive Committee Minutes:May 25, 1936, 6:25 p.m.",87 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec219360525.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,Record of Policy Actions,143 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19360525.pdf,Record of Policy Actions,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,Historical Minutes,734 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19360525.pdf,Historical Minutes,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,"Intermeeting Executive Committee Minutes:May 25, 1936, 11:30 a.m.",231 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360525.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-05-25,1936-05-25,Meeting,"Intermeeting Executive Committee Minutes:May 25, 1936, 6:25 p.m.",87 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec219360525.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,Historical Minutes,176 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19361119.pdf,Historical Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:May 27, 1936",83 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360527.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:June 24, 1936",549 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360624.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:September 2, 1936",282 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360902.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:November 19, 1936",223 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119361119.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,Historical Minutes,176 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19361119.pdf,Historical Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:May 27, 1936",83 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360527.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:June 24, 1936",549 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360624.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:September 2, 1936",282 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119360902.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-19,1936-11-19,Meeting,"Intermeeting Executive Committee Minutes:November 19, 1936",223 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119361119.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-20,1936-11-20,Meeting,Record of Policy Actions,198 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19361120.pdf,Record of Policy Actions,Meeting Summary
1936,1936-11-20,1936-11-20,Meeting,Historical Minutes,554 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19361120.pdf,Historical Minutes,Meeting Summary
1936,1936-11-20,1936-11-20,Meeting,"Intermeeting Executive Committee Minutes:November 20, 1937",125 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119361120.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1936,1936-11-20,1936-11-20,Meeting,Record of Policy Actions,198 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19361120.pdf,Record of Policy Actions,Meeting Summary
1936,1936-11-20,1936-11-20,Meeting,Historical Minutes,554 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19361120.pdf,Historical Minutes,Meeting Summary
1936,1936-11-20,1936-11-20,Meeting,"Intermeeting Executive Committee Minutes:November 20, 1937",125 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119361120.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,Record of Policy Actions,272 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370126.pdf,Record of Policy Actions,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Historical Minutes, 10:30 a.m.",131 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminfc119370126.pdf,Historical Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Historical Minutes, 2:45 p.m.",0.99 MB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminfc219370126.pdf,Historical Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Intermeeting Executive Committee Minutes:December 21, 1936",284 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119361221.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Intermeeting Executive Committee Minutes:January 26, 1937, 11:45 a.m.",130 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370126.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Intermeeting Executive Committee Minutes:January 26, 1937, 5:30 p.m.",121 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec219370126.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,Record of Policy Actions,272 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370126.pdf,Record of Policy Actions,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Historical Minutes, 10:30 a.m.",131 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminfc119370126.pdf,Historical Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Historical Minutes, 2:45 p.m.",0.99 MB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminfc219370126.pdf,Historical Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Intermeeting Executive Committee Minutes:December 21, 1936",284 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119361221.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Intermeeting Executive Committee Minutes:January 26, 1937, 11:45 a.m.",130 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370126.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-01-26,1937-01-26,Meeting,"Intermeeting Executive Committee Minutes:January 26, 1937, 5:30 p.m.",121 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec219370126.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,Record of Policy Actions,301 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370315.pdf,Record of Policy Actions,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,Historical Minutes,991 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370315.pdf,Historical Minutes,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,"Intermeeting Executive Committee Minutes:March 13, 1937",391 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370313.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,"Intermeeting Executive Committee Minutes:March 15, 1937",96 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370315.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,Record of Policy Actions,301 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370315.pdf,Record of Policy Actions,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,Historical Minutes,991 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370315.pdf,Historical Minutes,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,"Intermeeting Executive Committee Minutes:March 13, 1937",391 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370313.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-03-15,1937-03-15,Meeting,"Intermeeting Executive Committee Minutes:March 15, 1937",96 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370315.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,Record of Policy Actions,284 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370404.pdf,Record of Policy Actions,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,Historical Minutes,383 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370504.pdf,Historical Minutes,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,Intermeeting Executive Committee Minutes:March 22. 1937,439 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370322.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,"Intermeeting Executive Committee Minutes:March 23, 1937",202 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370323.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,Record of Policy Actions,284 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370404.pdf,Record of Policy Actions,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,Historical Minutes,383 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370504.pdf,Historical Minutes,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,Intermeeting Executive Committee Minutes:March 22. 1937,439 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370322.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-04-03,1937-04-04,Meeting,"Intermeeting Executive Committee Minutes:March 23, 1937",202 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370323.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,Record of Policy Actions,145 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370505.pdf,Record of Policy Actions,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,Historical Minutes,879 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370505.pdf,Historical Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:April 4-6, 1937",461 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370406.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:April 19-20, 1937",284 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370420.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:April 26, 1937",113 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370426.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:May 3-5, 1937",185 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370505.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,Record of Policy Actions,145 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370505.pdf,Record of Policy Actions,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,Historical Minutes,879 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370505.pdf,Historical Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:April 4-6, 1937",461 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370406.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:April 19-20, 1937",284 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370420.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:April 26, 1937",113 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370426.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-05-04,1937-05-05,Meeting,"Intermeeting Executive Committee Minutes:May 3-5, 1937",185 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370505.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,Record of Policy Actions,145 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370609.pdf,Record of Policy Actions,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,Historical Minutes,372 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370609.pdf,Historical Minutes,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,"Intermeeting Executive Committee Minutes:June 2, 1937",105 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370602.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,"Intermeeting Executive Committee Minutes:June 9, 1937",171 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370609.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,Record of Policy Actions,145 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370609.pdf,Record of Policy Actions,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,Historical Minutes,372 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370609.pdf,Historical Minutes,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,"Intermeeting Executive Committee Minutes:June 2, 1937",105 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370602.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-06-09,1937-06-09,Meeting,"Intermeeting Executive Committee Minutes:June 9, 1937",171 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370609.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,Record of Policy Actions,282 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370912.pdf,Record of Policy Actions,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,Historical Minutes,814 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370912.pdf,Historical Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:June 15, 1937",130 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370615.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:July 6, 1937",189 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370706.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:August 18, 1937",132 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370818.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:September 4, 1937",166 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370904.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:September 11-12, 1937",183 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370912.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,Record of Policy Actions,282 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19370912.pdf,Record of Policy Actions,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,Historical Minutes,814 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19370912.pdf,Historical Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:June 15, 1937",130 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370615.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:July 6, 1937",189 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370706.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:August 18, 1937",132 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370818.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:September 4, 1937",166 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370904.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-09-11,1937-09-12,Meeting,"Intermeeting Executive Committee Minutes:September 11-12, 1937",183 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119370912.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,Record of Policy Actions,218 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19371201.pdf,Record of Policy Actions,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,Historical Minutes,1.1 MB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19371201.pdf,Historical Minutes,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,"Intermeeting Executive Committee Minutes:November 9, 1937",125 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119371109.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,"Intermeeting Executive Committee Minutes:November 30-December 1, 1937",189 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119371201.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,Record of Policy Actions,218 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19371201.pdf,Record of Policy Actions,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,Historical Minutes,1.1 MB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19371201.pdf,Historical Minutes,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,"Intermeeting Executive Committee Minutes:November 9, 1937",125 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119371109.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1937,1937-11-29,1937-12-01,Meeting,"Intermeeting Executive Committee Minutes:November 30-December 1, 1937",189 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119371201.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,Record of Policy Actions,147 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380301.pdf,Record of Policy Actions,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,Historical Minutes,617 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380301.pdf,Historical Minutes,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,"Intermeeting Executive Committee Minutes:December 13, 1937",184 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119371213.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,"Intermeeting Executive Committee Minutes:February 28-March 1, 1938",171 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380301.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,Record of Policy Actions,147 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380301.pdf,Record of Policy Actions,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,Historical Minutes,617 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380301.pdf,Historical Minutes,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,"Intermeeting Executive Committee Minutes:December 13, 1937",184 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119371213.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-02-28,1938-03-01,Meeting,"Intermeeting Executive Committee Minutes:February 28-March 1, 1938",171 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380301.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,Record of Policy Actions,283 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380422.pdf,Record of Policy Actions,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,Historical Minutes,926 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380422.pdf,Historical Minutes,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,"Intermeeting Executive Committee Minutes:April 19, 1938",224 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380419.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,"Intermeeting Executive Committee Minutes:April 22, 1938",101 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380422.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,Record of Policy Actions,283 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380422.pdf,Record of Policy Actions,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,Historical Minutes,926 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380422.pdf,Historical Minutes,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,"Intermeeting Executive Committee Minutes:April 19, 1938",224 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380419.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-04-21,1938-04-22,Meeting,"Intermeeting Executive Committee Minutes:April 22, 1938",101 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380422.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-04-29,1938-04-29,Meeting,Record of Policy Actions,297 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380429.pdf,Record of Policy Actions,Meeting Summary
1938,1938-04-29,1938-04-29,Meeting,Historical Minutes,370 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380429.pdf,Historical Minutes,Meeting Summary
1938,1938-04-29,1938-04-29,Meeting,"Intermeeting Executive Committee Minutes:April 29, 1938",91 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380429.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-04-29,1938-04-29,Meeting,Record of Policy Actions,297 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380429.pdf,Record of Policy Actions,Meeting Summary
1938,1938-04-29,1938-04-29,Meeting,Historical Minutes,370 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380429.pdf,Historical Minutes,Meeting Summary
1938,1938-04-29,1938-04-29,Meeting,"Intermeeting Executive Committee Minutes:April 29, 1938",91 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380429.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-08-02,1938-08-02,Meeting,Record of Policy Actions,162 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/fomcropa19380802.pdf,Record of Policy Actions,Meeting Summary
1938,1938-08-02,1938-08-02,Meeting,Historical Minutes,315 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChistmin19380802.pdf,Historical Minutes,Meeting Summary
1938,1938-08-02,1938-08-02,Meeting,"Intermeeting Executive Committee Minutes:May 31, 1938",236 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380531.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
1938,1938-08-02,1938-08-02,Meeting,"Intermeeting Executive Committee Minutes:August 2, 1938",152 KB,PDF,https://www.federalreserve.gov/monetarypolicy/files/FOMChminec119380802.pdf,Intermeeting Executive Committee Minutes,Meeting Summary
