,DATE,INDPRO,PCEPI,PCEPI_PCA,UNRATE
1077,2008-10-01,97.2832,94.727,-7.06318,6.5
1078,2008-11-01,96.0605,93.64299999999999,-12.89995,6.8
1079,2008-12-01,93.2521,93.139,-6.27077,7.3
1080,2009-01-01,91.0373,93.17299999999999,0.43893999999999994,7.8
1081,2009-02-01,90.4502,93.363,2.4746900000000003,8.3
1082,2009-03-01,89.016,93.28399999999999,-1.01068,8.7
1083,2009-04-01,88.3056,93.432,1.9205599999999998,9.0
1084,2009-05-01,87.4155,93.546,1.47403,9.4
1085,2009-06-01,87.0742,94.1,7.34277,9.5
1086,2009-07-01,88.0323,94.10600000000001,0.07654,9.5
1087,2009-08-01,89.019,94.37799999999999,3.5241,9.6
1088,2009-09-01,89.6926,94.536,2.02754,9.8
1089,2009-10-01,89.9797,94.899,4.70634,10.0
1090,2009-11-01,90.3375,95.135,3.0253799999999997,9.9
1091,2009-12-01,90.6132,95.175,0.50571,9.9
1092,2010-01-01,91.6642,95.366,2.43495,9.8
1093,2010-02-01,91.994,95.351,-0.18858,9.8
1094,2010-03-01,92.5993,95.46799999999999,1.48243,9.9
1095,2010-04-01,92.9436,95.507,0.49132,9.9
1096,2010-05-01,94.2997,95.527,0.25158,9.6
1097,2010-06-01,94.4397,95.47399999999999,-0.66375,9.4
1098,2010-07-01,94.8536,95.556,1.0355299999999998,9.4
1099,2010-08-01,95.1448,95.684,1.61933,9.5
1100,2010-09-01,95.3637,95.773,1.1219,9.5
1101,2010-10-01,95.1109,96.057,3.61703,9.4
1102,2010-11-01,95.1383,96.238,2.28474,9.8
1103,2010-12-01,96.0599,96.456,2.75238,9.3
1104,2011-01-01,95.9364,96.774,4.02874,9.1
1105,2011-02-01,95.5154,97.054,3.52779,9.0
1106,2011-03-01,96.4643,97.446,4.95592,9.0
1107,2011-04-01,96.1187,97.854,5.14165,9.1
1108,2011-05-01,96.3377,98.15299999999999,3.72894,9.0
1109,2011-06-01,96.6154,98.13600000000001,-0.20764000000000002,9.1
1110,2011-07-01,97.1292,98.316,2.22337,9.0
1111,2011-08-01,97.6731,98.555,2.95644,9.0
1112,2011-09-01,97.6494,98.699,1.7674900000000002,9.0
1113,2011-10-01,98.3222,98.705,0.07297000000000001,8.8
1114,2011-11-01,98.2433,98.90799999999999,2.49607,8.6
1115,2011-12-01,98.7876,98.965,0.69375,8.5
1116,2012-01-01,99.3925,99.32,4.3905,8.3
1117,2012-02-01,99.6203,99.556,2.88895,8.3
1118,2012-03-01,99.1551,99.73700000000001,2.20363,8.2
1119,2012-04-01,99.9006,99.87299999999999,1.6486299999999998,8.2
1120,2012-05-01,100.0924,99.755,-1.40862,8.2
1121,2012-06-01,100.0728,99.70100000000001,-0.64766,8.2
1122,2012-07-01,100.3354,99.738,0.44623999999999997,8.2
1123,2012-08-01,99.856,100.07,4.06841,8.1
1124,2012-09-01,99.9049,100.37799999999999,3.7565800000000005,7.8
1125,2012-10-01,100.1167,100.67200000000001,3.5718900000000002,7.8
1126,2012-11-01,100.5991,100.605,-0.79572,7.7
1127,2012-12-01,100.9542,100.595,-0.11921,7.9
1128,2013-01-01,100.8204,100.78200000000001,2.25368,8.0
1129,2013-02-01,101.3995,101.149,4.458419999999999,7.7
1130,2013-03-01,101.8114,101.015,-1.5782,7.5
1131,2013-04-01,101.6364,100.94,-0.88733,7.6
1132,2013-05-01,101.7476,101.006,0.78745,7.5
1133,2013-06-01,101.9549,101.226,2.64525,7.5
1134,2013-07-01,101.5204,101.351,1.49194,7.3
1135,2013-08-01,102.1907,101.50299999999999,1.8146099999999998,7.2
1136,2013-09-01,102.717,101.545,0.49767,7.2
1137,2013-10-01,102.5371,101.711,1.97943,7.2
1138,2013-11-01,102.8379,101.865,1.83212,6.9
1139,2013-12-01,103.1504,102.065,2.38167,6.7
1140,2014-01-01,102.7216,102.25399999999999,2.2448900000000003,6.6
1141,2014-02-01,103.5917,102.30799999999999,0.63556,6.7
1142,2014-03-01,104.5889,102.509,2.3832299999999997,6.7
1143,2014-04-01,104.6371,102.698,2.23506,6.2
1144,2014-05-01,105.0152,102.866,1.9808,6.3
1145,2014-06-01,105.4081,102.976,1.2908,6.1
1146,2014-07-01,105.6157,103.12799999999999,1.78574,6.2
1147,2014-08-01,105.4986,103.11,-0.20925,6.1
1148,2014-09-01,105.8138,103.132,0.25634,5.9
1149,2014-10-01,105.8357,103.103,-0.33691,5.7
1150,2014-11-01,106.6634,103.021,-0.9502200000000001,5.8
1151,2014-12-01,106.5085,102.852,-1.95087,5.6
1152,2015-01-01,105.9806,102.35700000000001,-5.62484,5.7
1153,2015-02-01,105.4425,102.51799999999999,1.90393,5.5
1154,2015-03-01,105.1464,102.751,2.76168,5.4
1155,2015-04-01,104.5272,102.803,0.6089899999999999,5.4
1156,2015-05-01,104.0742,103.064,3.0895099999999998,5.6
1157,2015-06-01,103.7174,103.277,2.5084,5.3
1158,2015-07-01,104.3243,103.389,1.30914,5.2
1159,2015-08-01,104.1621,103.39200000000001,0.03483,5.1
1160,2015-09-01,103.7768,103.235,-1.80705,5.0
1161,2015-10-01,103.3976,103.236,0.01162,5.0
1162,2015-11-01,102.6866,103.294,0.6762699999999999,5.1
1163,2015-12-01,102.1014,103.23,-0.74098,5.0
1164,2016-01-01,102.9525,103.287,0.66461,4.9
1165,2016-02-01,102.2225,103.21799999999999,-0.79871,4.9
1166,2016-03-01,101.4155,103.385,1.9588900000000002,5.0
1167,2016-04-01,101.5167,103.72200000000001,3.9824900000000003,5.0
1168,2016-05-01,101.4298,103.904,2.12607,4.8
1169,2016-06-01,101.8747,104.104,2.3344400000000003,4.9
1170,2016-07-01,102.1325,104.199,1.10057,4.8
1171,2016-08-01,102.0407,104.363,1.90513,4.9
1172,2016-09-01,102.0477,104.47,1.23728,5.0
1173,2016-10-01,102.2485,104.708,2.76831,4.9
1174,2016-11-01,102.0507,104.75200000000001,0.50543,4.7
1175,2016-12-01,102.9281,104.976,2.59646,4.7
1176,2017-01-01,103.0366,105.336,4.19374,4.7
1177,2017-02-01,102.6479,105.42,0.96115,4.7
1178,2017-03-01,103.343,105.309,-1.25623,4.4
1179,2017-04-01,104.2721,105.546,2.7343,4.4
1180,2017-05-01,104.4129,105.56,0.15929000000000001,4.4
1181,2017-06-01,104.5849,105.68,1.37271,4.3
1182,2017-07-01,104.5427,105.758,0.8893,4.3
1183,2017-08-01,104.0475,105.995,2.72255,4.4
1184,2017-09-01,104.0502,106.345,4.03521,4.2
1185,2017-10-01,105.6287,106.538,2.1996900000000004,4.1
1186,2017-11-01,106.193,106.73899999999999,2.28762,4.2
1187,2017-12-01,106.536,106.92200000000001,2.07687,4.1
1188,2018-01-01,106.2655,107.223,3.43096,4.1
1189,2018-02-01,106.6419,107.42299999999999,2.26143,4.1
1190,2018-03-01,107.2519,107.555,1.48455,4.0
1191,2018-04-01,108.2223,107.765,2.3683099999999997,3.9
1192,2018-05-01,107.3639,108.01700000000001,2.84248,3.8
1193,2018-06-01,108.1707,108.182,1.8485200000000002,4.0
1194,2018-07-01,108.652,108.353,1.9133799999999999,3.9
1195,2018-08-01,109.5246,108.39,0.41053999999999996,3.8
1196,2018-09-01,109.6749,108.49600000000001,1.17987,3.7
1197,2018-10-01,109.9165,108.71,2.39275,3.8
1198,2018-11-01,110.5067,108.77600000000001,0.73098,3.7
1199,2018-12-01,110.5516,108.83,0.59735,3.9
1200,2019-01-01,110.1185,108.73899999999999,-0.9988,4.0
1201,2019-02-01,109.5775,108.835,1.0645799999999999,3.8
1202,2019-03-01,109.6868,109.064,2.55435,3.8
1203,2019-04-01,109.1754,109.369,3.4079300000000003,3.6
1204,2019-05-01,109.6352,109.514,1.6026,3.6
1205,2019-06-01,109.5965,109.646,1.45602,3.7
