,0,1,2,3,4,5,6,7,8,9
17,0.021746784,0.024130791,0.04920667,0.060730826,0.25661635,0.047238395,0.094571814,0.03720495,0.35097015,0.057583332
18,0.22630997,0.023026029,0.038920205,0.038514685,0.04318349,0.10851967,0.18346754,0.054902025,0.2328276,0.050328843
19,0.03123991,0.04308325,0.07699248,0.04619695,0.2952713,0.032264,0.04083587,0.08360026,0.17751257,0.17300332
20,0.05367875,0.034487806,0.038335428,0.033693776,0.14335646,0.034303658,0.041824237,0.04423716,0.5568066,0.019276109
21,0.02289074,0.008836051,0.011999594,0.019022657,0.13306622,0.061268713,0.025443107,0.016674798,0.6837293,0.017068867
22,0.07911435,0.055906054,0.07606114,0.039869957,0.13315755,0.049439855,0.04957784,0.14525351,0.27114683,0.10047296
23,0.0012027895,6.015186e-05,0.00033206944,0.00027222175,0.00022113169,0.0010380714,0.48732445,0.0002867604,0.47421655,0.035045847
24,0.08333895,0.035765756,0.043142796,0.023879945,0.03232137,0.035746172,0.33691365,0.049592182,0.08050403,0.27879512
25,0.095979266,0.103337266,0.11670559,0.06352032,0.099028565,0.06340289,0.12207603,0.09283358,0.1571293,0.085987195
26,0.10622582,0.02101996,0.11183251,0.095451675,0.11088528,0.086700104,0.086653486,0.09952644,0.2457675,0.03593727
27,0.04536009,0.034415483,0.089926295,0.07267108,0.2394204,0.044741362,0.044956885,0.08576902,0.30633596,0.036403332
28,0.15923518,0.03745438,0.09169178,0.059128504,0.124965936,0.09797226,0.08729585,0.1533569,0.08279827,0.10610097
29,0.023394998,0.015934927,0.03384499,0.04160242,0.30168644,0.03851586,0.023594897,0.044944867,0.45903206,0.017448615
30,0.1437289,0.052984335,0.0681162,0.07483044,0.08368065,0.17381111,0.066972315,0.13452953,0.10168081,0.09966572
31,0.07700796,0.014281367,0.062176645,0.021527203,0.06002266,0.018214308,0.33231878,0.053288236,0.28320718,0.07795569
32,0.04434929,0.0071458183,0.017269438,0.021513427,0.12939681,0.11953843,0.0778755,0.025153695,0.48017967,0.077577926
33,0.049596485,0.020863362,0.04577603,0.03618276,0.18250261,0.035006262,0.102586865,0.04573936,0.42777744,0.05396875
34,0.038169105,0.032678384,0.048257813,0.045988824,0.38747346,0.06593796,0.05450721,0.06148213,0.21819027,0.0473148
35,0.124382794,0.035099387,0.071142465,0.045263253,0.1650692,0.037431367,0.03337788,0.12719747,0.33747342,0.023562817
36,0.034676436,0.022755193,0.073886655,0.05266125,0.124090515,0.027847534,0.06954064,0.053513724,0.48558742,0.05544058
37,0.017328268,0.014401179,0.044812415,0.03277346,0.20772594,0.03614843,0.061475188,0.0446775,0.2696172,0.27104032
38,0.08388595,0.049964555,0.12825407,0.08395901,0.101598024,0.063245855,0.09430499,0.11507258,0.1659707,0.11374427
39,0.048996277,0.011473623,0.037355788,0.046004824,0.06566371,0.05884227,0.04315291,0.05024723,0.5957688,0.04249463
40,0.07192244,0.032516688,0.09737561,0.0881557,0.142255,0.06364028,0.08639194,0.078520276,0.30054125,0.038680807
41,0.05976397,0.033866074,0.10494621,0.04309173,0.061473917,0.046922255,0.09262536,0.08916173,0.28599077,0.18215786
42,0.04861019,0.03653678,0.16336992,0.10741524,0.23053102,0.0693107,0.04363185,0.11082919,0.13170783,0.05805726
43,0.03840515,0.014970884,0.048216224,0.044533983,0.14670426,0.048073474,0.11570812,0.0386113,0.45907733,0.04569935
44,0.049973518,0.018289397,0.077354744,0.04341551,0.19083133,0.03025541,0.0517804,0.06713082,0.4424515,0.028517405
45,0.043157008,0.032007642,0.075077415,0.07067686,0.15187491,0.042467147,0.042273756,0.067492545,0.44274622,0.032226544
46,0.06400552,0.02002294,0.045870114,0.052581977,0.20731132,0.10334494,0.05956364,0.06217091,0.35333475,0.031793736
47,0.06088566,0.012362334,0.06291205,0.043407083,0.19200993,0.033135194,0.050996527,0.065770134,0.4506788,0.027842317
48,0.09615038,0.031880587,0.07282773,0.11336842,0.09458225,0.14048477,0.09264945,0.05532507,0.28850186,0.014229494
49,0.05099214,0.01486491,0.06381631,0.03190085,0.14204554,0.032026745,0.051322713,0.08491306,0.37404093,0.1540766
50,0.10535143,0.034254905,0.12150617,0.06569412,0.16707695,0.056847546,0.08490404,0.1302898,0.18096945,0.053105537
51,0.06658319,0.014122694,0.060504247,0.051523916,0.15435846,0.03992821,0.073135234,0.06394511,0.4460962,0.029802807
52,0.15409964,0.018971667,0.05944866,0.04491177,0.11269784,0.06162338,0.041509993,0.10914779,0.36362293,0.033966377
53,0.03513868,0.06060016,0.11226116,0.07784597,0.34847072,0.049870726,0.06433865,0.07152246,0.1362792,0.04367229
54,0.042399645,0.029654438,0.08800876,0.042329233,0.14554277,0.020532867,0.07502599,0.052174266,0.46834725,0.035984814
55,0.09381297,0.02607916,0.11585834,0.05963996,0.13706121,0.04647272,0.07701905,0.110141344,0.280618,0.05329726
56,0.047836732,0.010131113,0.051797193,0.023954604,0.17888527,0.019724535,0.13314757,0.043907028,0.44579533,0.044820663
57,0.12907277,0.014180043,0.054967824,0.03887464,0.22683726,0.11199665,0.10851257,0.06970201,0.22194846,0.02390778
58,0.04520281,0.05511691,0.09563062,0.13110164,0.13308899,0.07857937,0.048479307,0.08900652,0.28794664,0.035847124
59,0.104254745,0.023710657,0.1272368,0.09127645,0.092445426,0.05779876,0.08070769,0.08955932,0.30826312,0.024747016
60,0.074531056,0.06071389,0.12205992,0.07207336,0.14623633,0.0525055,0.20051332,0.08326065,0.15011974,0.03798622
61,0.08914454,0.026404526,0.0661222,0.045467064,0.14738108,0.04824732,0.10699398,0.07366173,0.31719285,0.0793846
62,0.03582691,0.019925766,0.056393467,0.06161699,0.16565707,0.053562332,0.08574783,0.04073634,0.4526215,0.02791178
63,0.11815779,0.020676041,0.10452209,0.04869946,0.102511585,0.048893597,0.11962553,0.111947075,0.25842613,0.06654071
64,0.08988174,0.09181322,0.042054802,0.06478277,0.041374415,0.1271612,0.15408328,0.052967884,0.19630267,0.13957788
65,0.046374246,0.020130092,0.093342684,0.056930408,0.1651321,0.040414657,0.12795407,0.05842643,0.33560845,0.055686858
66,0.07316034,0.024547262,0.089048475,0.05867547,0.18079269,0.03924371,0.07759654,0.07961348,0.33839196,0.03893009
67,0.13223772,0.026152952,0.054005586,0.06304282,0.1278659,0.24530837,0.094069295,0.0823295,0.10577527,0.06921269
68,0.026462719,0.06858345,0.06210549,0.042149782,0.100721516,0.02843764,0.08553657,0.04233336,0.41121683,0.13245256
69,0.06277063,0.0089868745,0.022430776,0.025431843,0.21438526,0.082235575,0.055629164,0.035299797,0.4613869,0.03144316
70,0.11196661,0.019725757,0.07276357,0.032390736,0.056505293,0.025543157,0.041780706,0.107041895,0.44961017,0.08267211
71,0.020083958,0.017972196,0.02783879,0.037105177,0.1402119,0.026128853,0.03526062,0.021226976,0.6609235,0.0132480245
72,0.06261018,0.020849938,0.043941196,0.078391604,0.06636967,0.19501798,0.1387311,0.036465894,0.31496972,0.042652756
73,0.028167235,0.0045912373,0.012619983,0.017165042,0.11682847,0.054419134,0.05102259,0.020174554,0.64900017,0.04601151
74,0.060242977,0.013795855,0.042356905,0.040036142,0.1735795,0.047804866,0.06794443,0.045760542,0.4827296,0.0257492
75,0.101380736,0.023322606,0.0967263,0.068787575,0.16592222,0.10575006,0.09677295,0.0993814,0.16762254,0.07433358
76,0.052855536,0.017356602,0.07580235,0.09972913,0.061873183,0.06206044,0.16638727,0.036500566,0.41490766,0.012527277
77,0.045810383,0.008712036,0.031112282,0.038520817,0.15955015,0.083005674,0.086314104,0.037725005,0.47100064,0.038248986
78,0.0347293,0.03278196,0.06765012,0.043323603,0.19493169,0.021236025,0.042155948,0.056403454,0.47311765,0.033670142
79,0.07290091,0.018787993,0.084943324,0.033830423,0.117891416,0.026260195,0.11050986,0.07718003,0.33289418,0.1248017
80,0.072270945,0.0024915668,0.005929755,0.004539458,0.109102994,0.0870309,0.010061941,0.049550064,0.4569655,0.20205685
81,0.053594712,0.017270105,0.07340693,0.040174555,0.15117468,0.032692675,0.13552366,0.062163886,0.33205912,0.10193965
82,0.071735844,0.04137497,0.10958599,0.12890115,0.11555602,0.0987283,0.10297872,0.08219725,0.21006216,0.03887961
83,0.026187297,0.010327047,0.037577957,0.03397069,0.12197466,0.041362636,0.15422724,0.029877985,0.4729404,0.071554065
84,0.039848473,0.021473136,0.055066783,0.0551119,0.2382806,0.06979095,0.09148552,0.050044596,0.32919165,0.049706433
85,0.045371257,0.023199478,0.048917275,0.0413852,0.3898497,0.079220556,0.051655326,0.06703872,0.2041736,0.04918885
86,0.07134932,0.028555602,0.1046166,0.07718368,0.17256269,0.05682901,0.09756394,0.07531053,0.28176865,0.03425992
87,0.040152673,0.017670348,0.043996766,0.03457712,0.19044118,0.033291552,0.13454069,0.034704294,0.43202406,0.038601175
88,0.07312802,0.019174771,0.087165035,0.061461333,0.19941862,0.054997724,0.07608826,0.080122896,0.31121203,0.037231307
89,0.070341654,0.008194024,0.016989108,0.021346085,0.16571914,0.14983375,0.06910814,0.033687282,0.40062195,0.06415887
90,0.05816201,0.015040262,0.041251563,0.047780726,0.2544677,0.06994919,0.043225855,0.06171784,0.38692692,0.021477958
91,0.072166406,0.009103672,0.04751942,0.055635862,0.075716674,0.058458924,0.08021611,0.03661253,0.5550692,0.009501264
92,0.09753345,0.016872494,0.07816917,0.052323144,0.16316606,0.053709008,0.06169207,0.09587863,0.34173924,0.03891675
93,0.09747813,0.03724974,0.09188906,0.08550254,0.20516393,0.10946123,0.10651726,0.083606504,0.14354697,0.039584626
94,0.1929029,0.018073529,0.04610794,0.041455574,0.12188886,0.12059167,0.08286071,0.071895435,0.28036284,0.023860473
95,0.044501223,0.010444251,0.03660775,0.03428321,0.24874164,0.042184558,0.044763923,0.049686655,0.4604277,0.028359087
96,0.10447859,0.030140754,0.11842089,0.09123691,0.13081853,0.06655186,0.058603782,0.10898545,0.25686195,0.033901356
97,0.05217104,0.016981639,0.031612433,0.039813135,0.18122089,0.093770206,0.053501096,0.041341934,0.4599128,0.029674867
98,0.06410561,0.025687674,0.058651175,0.058622487,0.23411405,0.057718527,0.07169563,0.055955935,0.3529796,0.020469422
99,0.065169804,0.03273159,0.10457844,0.07982784,0.15260638,0.048330493,0.076875225,0.08444036,0.29873553,0.056704365
100,0.027868653,0.007127219,0.033743646,0.025760308,0.15635823,0.026034804,0.12797216,0.028231971,0.5205911,0.046312034
101,0.22784598,0.023199432,0.052183524,0.053523738,0.046173323,0.115990795,0.12779574,0.10052826,0.060284767,0.1924744
102,0.15189633,0.111564,0.1135932,0.0688601,0.1397168,0.05411192,0.06375827,0.09856112,0.15314156,0.044796687
103,0.013276767,0.0054712812,0.005501264,0.010050063,0.21939418,0.042606015,0.017940497,0.011154289,0.65137273,0.023232952
104,0.034625806,0.0071848067,0.021588616,0.011113904,0.08391125,0.018636158,0.08752223,0.025064636,0.5893646,0.12098791
105,0.09146176,0.014765233,0.08633479,0.054084733,0.09536821,0.031269558,0.073092006,0.06928546,0.46239877,0.021939524
106,0.18047962,0.020498581,0.06400856,0.05661327,0.041257344,0.06982328,0.054363385,0.09273685,0.3629407,0.05727841
107,0.0904108,0.0061447173,0.022646716,0.025639445,0.06184502,0.13003582,0.086391434,0.03343795,0.49580628,0.047641724
108,0.018206542,0.015664596,0.045424234,0.03728237,0.15774965,0.042878937,0.065008245,0.04266501,0.39950454,0.17561585
109,0.3687847,0.013913256,0.075374715,0.032962337,0.07624934,0.028116198,0.020258304,0.2037244,0.16925587,0.011360987
110,0.08408064,0.016265135,0.07553642,0.05516976,0.15056095,0.059441455,0.12564127,0.06502284,0.3281918,0.040089738
111,0.06484146,0.039138332,0.109788105,0.096774995,0.20109521,0.086524874,0.09134795,0.088769905,0.16651605,0.055203117
112,0.06040171,0.02325455,0.042511158,0.03600104,0.3037618,0.045015454,0.038131874,0.0673823,0.34563932,0.03790087
113,0.049708124,0.02343365,0.057531513,0.046808194,0.23318504,0.026594056,0.047063816,0.054012593,0.44502592,0.016636962
114,0.08492043,0.08822827,0.09404919,0.10692109,0.08707857,0.11143903,0.101361364,0.09425858,0.12201016,0.109733336
115,0.06352429,0.0049091494,0.022288786,0.030114874,0.112189226,0.07672712,0.053356983,0.046599045,0.5471519,0.04313856
116,0.15244341,0.024994878,0.28663424,0.03587372,0.113117985,0.03175364,0.028037513,0.21855241,0.075876996,0.032715335
117,0.042749032,0.026461897,0.09230117,0.10526959,0.20686434,0.07463995,0.09315142,0.0608272,0.26393566,0.033799767
118,0.049708355,0.021970334,0.07788039,0.04593829,0.20188203,0.02917414,0.09034164,0.06328063,0.37082952,0.048994683
119,0.06464399,0.02776032,0.07629807,0.054428246,0.15793584,0.061923753,0.25778574,0.061929885,0.18301891,0.054275244
120,0.084430486,0.028700039,0.08322471,0.062159453,0.13016601,0.046208438,0.1648821,0.05765707,0.3070528,0.035518855
121,0.067947306,0.024726085,0.054418407,0.05120367,0.1343938,0.04588603,0.045440394,0.05946533,0.4937907,0.022728162
122,0.058789216,0.026371805,0.059860528,0.038772095,0.21823326,0.030670328,0.0638307,0.05886641,0.40766403,0.036941588
123,0.080572434,0.035480987,0.06749704,0.040645495,0.19842872,0.06723079,0.108604126,0.08291398,0.15378496,0.16484152
124,0.0447357,0.043926258,0.08462329,0.08073271,0.18036214,0.046453796,0.09478195,0.06345442,0.32404703,0.03688278
125,0.014146692,0.013156679,0.025849389,0.032819726,0.23467855,0.024975594,0.03565203,0.01915347,0.5867311,0.012836748
126,0.040113352,0.049575455,0.1985938,0.0745335,0.19718643,0.039538063,0.19181804,0.06363636,0.10131223,0.04369277
127,0.0856637,0.028408343,0.062422283,0.033458974,0.22970517,0.04162129,0.07904669,0.07432441,0.26488227,0.100466944
128,0.0890259,0.017586378,0.074544005,0.036408264,0.1735534,0.03181472,0.059406728,0.098520845,0.362274,0.056865737
129,0.07682095,0.09070337,0.08688905,0.08271721,0.14407283,0.08644885,0.087671526,0.09238553,0.16225679,0.090034
130,0.07643816,0.0318283,0.042408217,0.028011233,0.26653492,0.05175075,0.026889142,0.12723088,0.24448183,0.10442649
131,0.115232565,0.03572146,0.102437735,0.07252868,0.1635838,0.079203576,0.07890269,0.12123125,0.17867845,0.05247977
132,0.06139381,0.03543852,0.08115662,0.048000228,0.15676256,0.025469529,0.031859502,0.095504746,0.4362512,0.028163277
133,0.050572816,0.02888997,0.07169718,0.1428056,0.17845303,0.23448023,0.050749,0.080845445,0.11712669,0.044380113
134,0.064919956,0.021220813,0.05050697,0.054087,0.2728068,0.0905183,0.043926932,0.07369973,0.2936672,0.034646384
135,0.027763007,0.018318322,0.031758923,0.03839538,0.24889678,0.08060812,0.060959384,0.035800494,0.3794898,0.07800982
136,0.01934346,0.0076578385,0.06347231,0.03679788,0.29994568,0.023814604,0.09191682,0.027880978,0.41239834,0.016771998
137,0.08069013,0.038174123,0.13852473,0.074208304,0.11062559,0.04245877,0.09384191,0.106148764,0.2609178,0.05440983
138,0.10063697,0.006196388,0.023330955,0.018052762,0.07627302,0.07760954,0.085443646,0.041483525,0.46863925,0.10233404
139,0.036364645,0.017721217,0.05635657,0.044331063,0.2904443,0.028969573,0.04483565,0.054167613,0.40100515,0.025804285
140,0.16448465,0.01901897,0.06307012,0.05527185,0.1109595,0.15898775,0.078639165,0.09221153,0.1863359,0.07102049
141,0.033912268,0.010372904,0.041785527,0.044162773,0.19983366,0.06029256,0.06510007,0.04653433,0.42863485,0.06937099
142,0.060983665,0.03286633,0.046755243,0.056508593,0.16358468,0.061459076,0.042977314,0.054199547,0.45849574,0.022169713
143,0.051748786,0.0267406,0.081233144,0.04235205,0.18734783,0.024565686,0.07034387,0.07163241,0.37546304,0.06857254
144,0.10594742,0.03337759,0.06543338,0.08055771,0.10417088,0.2304044,0.07749219,0.08303166,0.15159193,0.06799287
145,0.05642071,0.019471735,0.0572997,0.050091706,0.13423981,0.043486718,0.040326715,0.067894354,0.4938615,0.036907095
146,0.029880384,0.011846902,0.038270105,0.035586644,0.2617763,0.036379296,0.063376136,0.036632452,0.45661944,0.029632412
147,0.06077006,0.013205205,0.07853761,0.048543345,0.27664468,0.056186505,0.10119871,0.065994374,0.25614873,0.042770803
148,0.0840907,0.024301067,0.10593272,0.041782524,0.22702178,0.031274766,0.13193397,0.072435096,0.23847595,0.042751357
149,0.03955362,0.014910286,0.075883284,0.061655518,0.15621813,0.06257272,0.1647388,0.05048066,0.303255,0.070732005
150,0.081554964,0.030003872,0.04716956,0.028399773,0.21154335,0.027273573,0.021521026,0.09542467,0.4395344,0.017574841
151,0.07735403,0.023312367,0.06402658,0.04788698,0.16583154,0.045132738,0.07721351,0.07625799,0.3604324,0.06255193
152,0.06598229,0.02259998,0.06384697,0.06584277,0.09345547,0.046780866,0.028816072,0.092712246,0.49400946,0.025953839
153,0.0415023,0.015205804,0.059159745,0.07772169,0.05781209,0.046730418,0.0800858,0.035355944,0.56902367,0.017402655
154,0.049644895,0.03125398,0.07616685,0.15290155,0.16854133,0.2255009,0.050785106,0.08322201,0.115347944,0.046635546
155,0.027480036,0.023481453,0.032933097,0.038764413,0.05169902,0.064992286,0.45219383,0.030148467,0.1366715,0.14163586
156,0.028473051,0.015038474,0.021785097,0.020056153,0.082936965,0.05257519,0.019933574,0.087579764,0.62474847,0.046873275
157,0.03585717,0.022280414,0.05185705,0.025330063,0.06924379,0.014677599,0.09386167,0.034427423,0.6029503,0.049514465
158,0.051018015,0.047629632,0.15325905,0.038828623,0.20958652,0.027522212,0.042528506,0.1316884,0.09885101,0.19908799
159,0.122101314,0.015702851,0.10061082,0.05827043,0.11657136,0.055289548,0.101572625,0.088557065,0.29386532,0.047458608
160,0.008824586,0.12679099,0.0082320655,0.059796494,0.1979008,0.20731747,0.023067886,0.024474569,0.23458119,0.10901397
161,0.08612372,0.035742234,0.18203926,0.049083248,0.13570634,0.037006743,0.1557172,0.08816936,0.17747653,0.05293541
162,0.037464954,0.035815705,0.10619402,0.092675045,0.11964329,0.06310755,0.0579812,0.092138775,0.30504307,0.08993632
163,0.039425783,0.003599752,0.013677086,0.009058059,0.05991729,0.026431842,0.16494434,0.017756822,0.60123396,0.06395503
164,0.10765411,0.08926602,0.09108696,0.08201316,0.100860536,0.122839555,0.094345026,0.10895856,0.109009676,0.09396645
165,0.008086746,0.012451188,0.017613387,0.023141544,0.11010728,0.023498999,0.017844312,0.013165405,0.7618419,0.012249332
166,0.023529325,0.15382789,0.11438597,0.18862964,0.23271483,0.053355265,0.033115085,0.12653759,0.028516704,0.045387793
167,0.057242755,0.051883705,0.06858208,0.061863303,0.24993189,0.075466156,0.044950694,0.10204687,0.038220063,0.24981244
168,0.09199684,0.03843192,0.07320853,0.08460004,0.09632013,0.09356771,0.08423127,0.07885234,0.32255596,0.036235187
169,0.06185069,0.011762644,0.036667265,0.033421505,0.409389,0.06502083,0.06728022,0.06354446,0.22676322,0.024300164
170,0.07911435,0.055906054,0.07606114,0.039869957,0.13315755,0.049439855,0.04957784,0.14525351,0.27114683,0.10047296
171,0.05174376,0.013357015,0.047206856,0.036131985,0.093030296,0.0414893,0.1437435,0.037140585,0.50223917,0.033917386
172,0.05531779,0.037437048,0.08844606,0.1687721,0.1485406,0.20619228,0.053745113,0.094619155,0.093249336,0.05368053
173,0.042419914,0.028362205,0.033719786,0.051145438,0.13382447,0.09456453,0.17502482,0.024313416,0.39647588,0.020149482
174,0.04312068,0.027089579,0.035413824,0.0516782,0.25422826,0.121925,0.09092265,0.047512446,0.042234775,0.28587463
175,0.008516274,0.01666807,0.0325354,0.06402795,0.17662364,0.10645206,0.21243761,0.016739137,0.012319084,0.35368073
176,0.07911435,0.055906054,0.07606114,0.039869957,0.13315755,0.049439855,0.04957784,0.14525351,0.27114683,0.10047296
177,0.0054602837,0.016559847,0.03357542,0.033378728,0.5879715,0.019136965,0.057185434,0.014625485,0.21001253,0.022093888
178,0.085415885,0.031573296,0.1128911,0.06916592,0.19547305,0.049670305,0.10727962,0.07987353,0.22862369,0.040033676
179,0.03904714,0.090901405,0.024968991,0.015222884,0.053452216,0.022680936,0.076172106,0.025564106,0.5255738,0.12641643
180,0.039401364,0.051538404,0.05742175,0.064127795,0.19882925,0.052643895,0.03451887,0.085517235,0.31982,0.09618153
181,0.084672704,0.01981115,0.05745148,0.064519495,0.13330376,0.07912364,0.03709597,0.08529529,0.41929367,0.019432906
182,0.03176209,0.026401494,0.07478173,0.034055937,0.21586402,0.018378416,0.07608586,0.046900976,0.42785415,0.04791529
183,0.16007686,0.008846579,0.022795483,0.020765448,0.050040174,0.19709614,0.15973699,0.039900735,0.21485394,0.12588754
184,0.05907828,0.010372336,0.034458477,0.01420922,0.0961252,0.009919322,0.019568497,0.050140828,0.69341344,0.012714359
185,0.03160033,0.026476035,0.07897865,0.05337635,0.20829867,0.027195463,0.0384011,0.057239935,0.44841802,0.030015416
186,0.046358157,0.31847018,0.041482978,0.065943755,0.23985414,0.06627639,0.037358996,0.08773795,0.05794134,0.038576156
187,0.017371535,0.022176083,0.04208319,0.045590553,0.1764104,0.03704278,0.07930926,0.02540375,0.51715744,0.037455022
188,0.089800864,0.10155401,0.2142947,0.039264504,0.13003267,0.0426925,0.0676948,0.12836467,0.07665082,0.109650545
189,0.017171942,0.035549436,0.06097497,0.060931068,0.33351672,0.028549278,0.026194567,0.057844892,0.3445982,0.03466891
190,0.050766975,0.014379448,0.034118332,0.045667242,0.16958264,0.10999384,0.032111015,0.05427658,0.46019524,0.028908685
191,0.15527543,0.014037276,0.046937283,0.065851085,0.06682377,0.15764447,0.09401398,0.06787288,0.30489972,0.026644172
192,0.08497388,0.021956805,0.05594671,0.05515242,0.13749948,0.0728804,0.064342596,0.072053716,0.37986037,0.05533358
193,0.053007264,0.03150208,0.07812117,0.14853258,0.18564078,0.21499649,0.05038548,0.08691082,0.10704788,0.04385546
194,0.02651614,0.042020034,0.05712296,0.081432775,0.22216225,0.065104924,0.056510642,0.04407992,0.3614834,0.043566965
195,0.04995908,0.019317595,0.09074757,0.02696418,0.13453442,0.013989604,0.1352635,0.05504164,0.4138358,0.060346562
196,0.011658283,0.0026248642,0.0149002075,0.028415466,0.61827993,0.14182825,0.020581566,0.016738908,0.13873655,0.0062358123
197,0.05489005,0.02297526,0.06641832,0.065106615,0.24035929,0.059516393,0.037447568,0.09992955,0.31696904,0.03638798
198,0.024847064,0.0049141506,0.081033096,0.050180115,0.07802152,0.028427023,0.15450159,0.016448118,0.55594206,0.0056852363
199,0.09812905,0.034265026,0.10962835,0.03449795,0.1620617,0.025053937,0.057993054,0.13681613,0.21993127,0.121623404
200,0.07654013,0.0191286,0.08284013,0.05484279,0.18540218,0.046804786,0.088853195,0.0744416,0.33063757,0.040508986
201,0.06317651,0.027053509,0.1300794,0.034826774,0.13721761,0.02367992,0.1820728,0.08895401,0.15906036,0.15387906
202,0.030532053,0.008785504,0.036957826,0.034198713,0.3491442,0.059117887,0.07250874,0.03612443,0.33753425,0.03509645
203,0.080626056,0.01025549,0.050973166,0.040217154,0.15786922,0.050367612,0.097212784,0.06139662,0.41711125,0.033970527
204,0.054166365,0.021600448,0.08156839,0.06556736,0.18588077,0.05771718,0.07056819,0.08394415,0.2874599,0.09152717
205,0.016845422,0.013786419,0.013546786,0.024755642,0.21729057,0.054897994,0.017324798,0.018437244,0.61164606,0.011469134
206,0.11042292,0.004727337,0.017862558,0.01208426,0.16283242,0.068909325,0.06251711,0.080283254,0.19993037,0.28043053
207,0.07684615,0.023292417,0.09074814,0.03490104,0.13489379,0.01895089,0.03921806,0.10095434,0.4415814,0.038613804
208,0.02576451,0.0070172064,0.0119166635,0.01996616,0.28427258,0.05516385,0.021293607,0.022104112,0.5412475,0.011253918
209,0.07805601,0.018315757,0.058603253,0.036652688,0.15823334,0.039984427,0.069881566,0.07574562,0.4024379,0.062089518
210,0.045102477,0.033211548,0.1423816,0.108720474,0.23434612,0.075689055,0.09332173,0.077034086,0.15604328,0.0341497
211,0.06745586,0.015276779,0.056158584,0.035851195,0.2663939,0.030028818,0.028781477,0.105932675,0.3649033,0.029217342
212,0.08531312,0.010654079,0.04598406,0.026217999,0.21799429,0.034437817,0.05661212,0.07581869,0.4047022,0.04226563
213,0.09432677,0.0067624683,0.014979758,0.028917758,0.12204895,0.39293295,0.032570463,0.043716576,0.23648821,0.027256008
214,0.10920492,0.037771665,0.18512301,0.083526686,0.14051364,0.05709931,0.053525344,0.15068415,0.14113927,0.04141198
215,0.057516612,0.03860161,0.09413213,0.17312951,0.14648299,0.19259894,0.05499663,0.0971092,0.09351198,0.051920433
216,0.03405706,0.009423211,0.035735343,0.027679808,0.22280969,0.026694514,0.06543713,0.03291441,0.5239473,0.021301627
217,0.045443892,0.007576908,0.051508613,0.03670419,0.23780642,0.030912485,0.061272863,0.0434977,0.46785915,0.01741774
218,0.059573233,0.018163519,0.0679082,0.03035041,0.08583184,0.021908887,0.1959881,0.041697346,0.43191627,0.04666205
219,0.082374446,0.027104452,0.10340661,0.059537813,0.090852454,0.029858476,0.057583902,0.08550489,0.43245763,0.031319343
220,0.05055684,0.031234702,0.04996594,0.07166797,0.22322078,0.17848192,0.066852495,0.05427073,0.22917154,0.04457715
221,0.12001005,0.01878496,0.10391109,0.06765482,0.13599798,0.06979636,0.098518774,0.09814111,0.2415553,0.045629486
222,0.02739438,0.00822523,0.02819138,0.027458174,0.2994105,0.0449499,0.051650573,0.034882784,0.43740708,0.040430054
223,0.04500115,0.049805377,0.08972993,0.031146994,0.066948146,0.011876607,0.24308461,0.034486834,0.40577835,0.02214205
