Date,OFR FSI,Credit,Equity valuation,Safe assets,Funding,Volatility,United States,Other advanced economies,Emerging markets
2014-09-18,-3.306,-0.663,-0.311,-0.039,-0.359,-1.934,-1.297,-1.858,-0.151
2014-09-19,-3.358,-0.662,-0.331,-0.025,-0.346,-1.994,-1.29,-1.918,-0.15
2014-09-22,-3.219,-0.652,-0.284,-0.012,-0.349,-1.922,-1.215,-1.869,-0.135
2014-09-23,-3.088,-0.637,-0.239,-0.006,-0.367,-1.839,-1.15,-1.812,-0.126
2014-09-24,-3.234,-0.637,-0.266,-0.01,-0.396,-1.925,-1.237,-1.86,-0.137
2014-09-25,-2.987,-0.606,-0.222,0.017,-0.39,-1.786,-1.064,-1.805,-0.118
2014-09-26,-2.957,-0.591,-0.228,0.009,-0.379,-1.768,-1.067,-1.777,-0.113
2014-09-29,-2.802,-0.549,-0.213,0.014,-0.376,-1.678,-1.001,-1.717,-0.084
2014-09-30,-2.657,-0.562,-0.081,0.016,-0.379,-1.651,-0.964,-1.587,-0.106
2014-10-01,-2.468,-0.536,-0.019,0.061,-0.355,-1.619,-0.872,-1.512,-0.084
2014-10-02,-2.395,-0.547,0.064,0.054,-0.364,-1.602,-0.91,-1.394,-0.091
2014-10-03,-2.628,-0.561,0.012,0.035,-0.387,-1.727,-1.013,-1.507,-0.108
2014-10-06,-2.652,-0.572,-0.013,0.05,-0.37,-1.747,-0.995,-1.54,-0.117
2014-10-07,-2.44,-0.549,0.056,0.074,-0.381,-1.64,-0.877,-1.458,-0.105
2014-10-08,-2.487,-0.522,0.056,0.073,-0.378,-1.716,-0.99,-1.402,-0.095
2014-10-09,-2.325,-0.531,0.114,0.083,-0.395,-1.596,-0.817,-1.406,-0.102
2014-10-10,-1.981,-0.498,0.197,0.102,-0.39,-1.392,-0.66,-1.244,-0.077
2014-10-13,-1.826,-0.497,0.235,0.111,-0.402,-1.273,-0.527,-1.223,-0.076
2014-10-14,-1.602,-0.458,0.259,0.139,-0.396,-1.146,-0.506,-1.053,-0.043
2014-10-15,-1.018,-0.387,0.329,0.18,-0.396,-0.744,-0.228,-0.778,-0.012
2014-10-16,-0.888,-0.398,0.377,0.15,-0.371,-0.646,-0.304,-0.568,-0.016
2014-10-17,-1.288,-0.438,0.311,0.126,-0.387,-0.9,-0.517,-0.743,-0.028
2014-10-20,-1.584,-0.439,0.242,0.126,-0.391,-1.122,-0.673,-0.877,-0.034
2014-10-21,-1.836,-0.475,0.189,0.119,-0.405,-1.264,-0.813,-0.988,-0.035
2014-10-22,-1.905,-0.486,0.155,0.122,-0.409,-1.287,-0.75,-1.107,-0.048
2014-10-23,-2.011,-0.501,0.123,0.083,-0.396,-1.32,-0.801,-1.169,-0.041
2014-10-24,-2.047,-0.504,0.098,0.085,-0.402,-1.324,-0.832,-1.174,-0.041
2014-10-27,-2.064,-0.513,0.108,0.092,-0.405,-1.346,-0.845,-1.18,-0.039
2014-10-28,-2.342,-0.525,0.057,0.075,-0.402,-1.547,-0.979,-1.302,-0.061
2014-10-29,-2.424,-0.536,0.029,0.057,-0.433,-1.541,-1.006,-1.342,-0.076
2014-10-30,-2.459,-0.527,-0.006,0.064,-0.418,-1.572,-1.027,-1.349,-0.083
2014-10-31,-2.472,-0.535,-0.135,0.01,-0.407,-1.405,-1.017,-1.361,-0.094
2014-11-03,-2.342,-0.552,-0.115,-0.019,-0.395,-1.261,-0.949,-1.303,-0.09
2014-11-04,-2.178,-0.528,-0.123,-0.004,-0.397,-1.126,-0.94,-1.164,-0.074
2014-11-05,-2.308,-0.532,-0.166,-0.029,-0.386,-1.195,-0.954,-1.283,-0.071
2014-11-06,-2.324,-0.533,-0.159,-0.039,-0.402,-1.191,-0.973,-1.288,-0.063
2014-11-07,-2.379,-0.511,-0.155,-0.006,-0.396,-1.311,-1.005,-1.334,-0.04
2014-11-10,-2.607,-0.534,-0.175,-0.032,-0.4,-1.466,-1.077,-1.464,-0.066
2014-11-11,-2.625,-0.539,-0.204,-0.047,-0.405,-1.43,-1.05,-1.514,-0.061
2014-11-12,-2.444,-0.53,-0.189,-0.037,-0.384,-1.304,-1.014,-1.373,-0.057
2014-11-13,-2.463,-0.518,-0.208,-0.036,-0.391,-1.31,-0.989,-1.418,-0.056
2014-11-14,-2.412,-0.493,-0.212,-0.033,-0.395,-1.279,-0.968,-1.406,-0.038
2014-11-17,-2.302,-0.487,-0.178,-0.043,-0.389,-1.205,-0.934,-1.334,-0.034
2014-11-18,-2.42,-0.476,-0.231,-0.043,-0.377,-1.293,-0.948,-1.437,-0.035
2014-11-19,-2.467,-0.459,-0.224,-0.084,-0.399,-1.301,-0.951,-1.478,-0.038
2014-11-20,-2.434,-0.456,-0.221,-0.071,-0.386,-1.3,-0.93,-1.476,-0.028
2014-11-21,-2.568,-0.469,-0.283,-0.042,-0.384,-1.39,-0.97,-1.554,-0.044
2014-11-24,-2.64,-0.475,-0.299,-0.056,-0.38,-1.43,-0.992,-1.585,-0.063
2014-11-25,-2.695,-0.467,-0.3,-0.037,-0.426,-1.465,-1.036,-1.608,-0.051
2014-11-26,-2.765,-0.466,-0.313,-0.035,-0.431,-1.52,-1.066,-1.638,-0.061
2014-11-28,-2.509,-0.459,-0.308,-0.026,-0.398,-1.318,-0.914,-1.573,-0.022
2014-12-01,-2.282,-0.413,-0.268,-0.036,-0.397,-1.168,-0.845,-1.467,0.03
2014-12-02,-2.306,-0.414,-0.299,-0.058,-0.384,-1.151,-0.876,-1.457,0.027
2014-12-03,-2.235,-0.405,-0.318,-0.06,-0.378,-1.074,-0.852,-1.421,0.038
2014-12-04,-2.309,-0.401,-0.305,-0.062,-0.383,-1.158,-0.889,-1.461,0.041
2014-12-05,-2.423,-0.406,-0.341,-0.099,-0.39,-1.187,-0.895,-1.566,0.038
2014-12-08,-2.151,-0.368,-0.302,-0.065,-0.364,-1.052,-0.753,-1.477,0.079
2014-12-09,-1.859,-0.322,-0.243,-0.033,-0.365,-0.896,-0.706,-1.266,0.113
2014-12-10,-1.47,-0.275,-0.164,-0.002,-0.38,-0.649,-0.517,-1.1,0.147
2014-12-11,-1.412,-0.263,-0.151,-0.009,-0.387,-0.602,-0.439,-1.133,0.16
2014-12-12,-1.187,-0.195,-0.07,0.01,-0.387,-0.545,-0.453,-0.939,0.205
2014-12-15,-0.929,-0.166,0.015,0.009,-0.379,-0.408,-0.362,-0.804,0.237
2014-12-16,-0.677,-0.077,0.046,0.044,-0.395,-0.295,-0.214,-0.754,0.291
2014-12-17,-0.989,-0.148,-0.021,0.005,-0.406,-0.419,-0.446,-0.777,0.234
2014-12-18,-1.42,-0.235,-0.171,-0.016,-0.405,-0.593,-0.6,-0.994,0.174
2014-12-19,-1.452,-0.247,-0.227,-0.009,-0.39,-0.579,-0.583,-1.04,0.171
2014-12-22,-1.538,-0.267,-0.254,-0.023,-0.363,-0.631,-0.626,-1.057,0.145
2014-12-23,-1.649,-0.294,-0.261,-0.048,-0.408,-0.638,-0.699,-1.089,0.139
2014-12-24,-1.669,-0.29,-0.276,-0.048,-0.402,-0.653,-0.71,-1.103,0.144
2014-12-26,-1.789,-0.289,-0.281,-0.038,-0.405,-0.776,-0.828,-1.106,0.145
2014-12-29,-1.593,-0.281,-0.281,-0.027,-0.405,-0.599,-0.709,-1.01,0.126
2014-12-30,-1.438,-0.272,-0.225,-0.004,-0.391,-0.546,-0.662,-0.912,0.136
2014-12-31,-1.402,-0.268,-0.254,-0.007,-0.387,-0.486,-0.563,-0.929,0.09
2015-01-02,-1.369,-0.244,-0.243,0.012,-0.373,-0.521,-0.564,-0.907,0.102
2015-01-05,-0.933,-0.192,-0.076,0.044,-0.36,-0.349,-0.388,-0.712,0.167
2015-01-06,-0.693,-0.151,0.002,0.1,-0.375,-0.269,-0.287,-0.61,0.204
2015-01-07,-0.817,-0.151,-0.04,0.075,-0.354,-0.347,-0.352,-0.652,0.187
2015-01-08,-1.168,-0.2,-0.165,0.057,-0.35,-0.51,-0.489,-0.827,0.148
2015-01-09,-1.137,-0.177,-0.127,0.09,-0.365,-0.558,-0.485,-0.803,0.151
2015-01-12,-0.959,-0.165,-0.111,0.105,-0.369,-0.419,-0.368,-0.775,0.184
2015-01-13,-0.916,-0.143,-0.123,0.115,-0.371,-0.394,-0.323,-0.779,0.186
2015-01-14,-0.649,-0.122,-0.056,0.141,-0.361,-0.251,-0.221,-0.646,0.218
2015-01-15,-0.34,-0.108,-0.104,0.199,-0.302,-0.025,-0.017,-0.549,0.226
2015-01-16,-0.288,-0.116,-0.136,0.162,-0.28,0.082,-0.064,-0.46,0.236
2015-01-20,-0.514,-0.119,-0.189,0.159,-0.253,-0.112,-0.12,-0.621,0.227
2015-01-21,-0.747,-0.132,-0.219,0.137,-0.283,-0.25,-0.231,-0.724,0.208
2015-01-22,-1.008,-0.152,-0.288,0.163,-0.259,-0.472,-0.344,-0.856,0.192
2015-01-23,-0.957,-0.18,-0.325,0.209,-0.23,-0.431,-0.241,-0.888,0.172
2015-01-26,-1.131,-0.173,-0.332,0.18,-0.237,-0.569,-0.291,-1.017,0.177
2015-01-27,-1.082,-0.178,-0.311,0.183,-0.271,-0.505,-0.235,-1.034,0.187
2015-01-28,-0.907,-0.143,-0.28,0.215,-0.268,-0.431,-0.077,-1.036,0.206
2015-01-29,-0.92,-0.156,-0.27,0.19,-0.288,-0.396,-0.172,-0.96,0.212
2015-01-30,-0.495,-0.132,-0.224,0.242,-0.272,-0.109,0.037,-0.804,0.272
2015-02-02,-0.553,-0.138,-0.248,0.227,-0.268,-0.126,-0.063,-0.761,0.271
2015-02-03,-0.767,-0.187,-0.29,0.178,-0.271,-0.197,-0.208,-0.802,0.243
2015-02-04,-0.782,-0.199,-0.318,0.191,-0.27,-0.186,-0.162,-0.862,0.242
2015-02-05,-0.886,-0.225,-0.328,0.166,-0.256,-0.243,-0.253,-0.866,0.233
2015-02-06,-0.998,-0.267,-0.331,0.118,-0.268,-0.25,-0.277,-0.931,0.21
2015-02-09,-0.765,-0.27,-0.305,0.122,-0.237,-0.075,-0.174,-0.815,0.224
2015-02-10,-0.822,-0.269,-0.331,0.104,-0.235,-0.091,-0.232,-0.827,0.237
2015-02-11,-0.808,-0.268,-0.319,0.085,-0.229,-0.077,-0.242,-0.799,0.233
2015-02-12,-0.993,-0.274,-0.382,0.108,-0.232,-0.213,-0.355,-0.858,0.22
2015-02-13,-1.165,-0.308,-0.413,0.098,-0.237,-0.305,-0.413,-0.952,0.2
2015-02-17,-1.254,-0.351,-0.416,0.056,-0.226,-0.317,-0.43,-0.996,0.172
2015-02-18,-1.3,-0.338,-0.443,0.074,-0.223,-0.37,-0.42,-1.069,0.189
2015-02-19,-1.357,-0.358,-0.446,0.064,-0.226,-0.391,-0.433,-1.098,0.174
2015-02-20,-1.327,-0.366,-0.467,0.062,-0.208,-0.348,-0.476,-1.027,0.176
2015-02-23,-1.436,-0.352,-0.487,0.078,-0.206,-0.469,-0.461,-1.169,0.194
2015-02-24,-1.63,-0.346,-0.514,0.085,-0.223,-0.632,-0.509,-1.319,0.198
2015-02-25,-1.832,-0.352,-0.512,0.096,-0.257,-0.807,-0.616,-1.41,0.194
2015-02-26,-1.847,-0.38,-0.538,0.094,-0.255,-0.768,-0.596,-1.435,0.184
2015-02-27,-1.804,-0.392,-0.533,0.091,-0.239,-0.731,-0.574,-1.406,0.176
2015-03-02,-1.845,-0.426,-0.537,0.058,-0.251,-0.689,-0.617,-1.4,0.172
2015-03-03,-1.839,-0.441,-0.505,0.053,-0.256,-0.69,-0.613,-1.373,0.147
2015-03-04,-1.764,-0.429,-0.49,0.054,-0.248,-0.651,-0.561,-1.359,0.156
2015-03-05,-1.818,-0.426,-0.504,0.057,-0.246,-0.699,-0.558,-1.41,0.15
2015-03-06,-1.854,-0.453,-0.482,0.016,-0.231,-0.704,-0.515,-1.453,0.114
2015-03-09,-1.761,-0.424,-0.461,0.036,-0.213,-0.699,-0.516,-1.38,0.135
2015-03-10,-1.351,-0.378,-0.381,0.072,-0.201,-0.463,-0.326,-1.195,0.17
2015-03-11,-1.28,-0.374,-0.404,0.086,-0.197,-0.391,-0.269,-1.187,0.176
2015-03-12,-1.46,-0.364,-0.455,0.073,-0.205,-0.509,-0.376,-1.25,0.166
2015-03-13,-1.371,-0.352,-0.452,0.079,-0.206,-0.44,-0.309,-1.25,0.188
2015-03-16,-1.485,-0.336,-0.5,0.072,-0.217,-0.504,-0.392,-1.283,0.19
2015-03-17,-1.577,-0.305,-0.498,0.071,-0.236,-0.609,-0.41,-1.324,0.157
2015-03-18,-1.532,-0.25,-0.545,0.127,-0.233,-0.631,-0.462,-1.26,0.19
2015-03-19,-1.559,-0.286,-0.543,0.116,-0.226,-0.62,-0.434,-1.281,0.156
2015-03-20,-1.701,-0.286,-0.581,0.122,-0.211,-0.745,-0.496,-1.356,0.151
2015-03-23,-1.659,-0.294,-0.585,0.113,-0.218,-0.675,-0.492,-1.307,0.14
2015-03-24,-1.724,-0.294,-0.572,0.119,-0.22,-0.757,-0.489,-1.373,0.138
2015-03-25,-1.693,-0.309,-0.515,0.113,-0.263,-0.719,-0.458,-1.364,0.129
2015-03-26,-1.509,-0.321,-0.46,0.113,-0.25,-0.591,-0.408,-1.245,0.144
2015-03-27,-1.464,-0.319,-0.452,0.116,-0.248,-0.561,-0.43,-1.191,0.157
2015-03-30,-1.568,-0.32,-0.51,0.106,-0.235,-0.609,-0.455,-1.251,0.138
2015-03-31,-1.319,-0.313,-0.351,0.116,-0.221,-0.55,-0.391,-1.038,0.11
2015-04-01,-1.348,-0.308,-0.339,0.139,-0.229,-0.611,-0.383,-1.067,0.102
2015-04-02,-1.474,-0.33,-0.369,0.114,-0.221,-0.668,-0.415,-1.141,0.082
2015-04-06,-1.577,-0.335,-0.396,0.113,-0.207,-0.752,-0.467,-1.195,0.085
2015-04-07,-1.64,-0.351,-0.436,0.113,-0.215,-0.751,-0.456,-1.273,0.089
2015-04-08,-1.756,-0.368,-0.458,0.113,-0.237,-0.806,-0.514,-1.321,0.079
2015-04-09,-1.848,-0.398,-0.5,0.105,-0.218,-0.837,-0.537,-1.36,0.049
2015-04-10,-1.875,-0.402,-0.529,0.118,-0.208,-0.854,-0.561,-1.362,0.048
2015-04-13,-1.798,-0.404,-0.524,0.12,-0.207,-0.783,-0.498,-1.345,0.045
2015-04-14,-1.809,-0.397,-0.513,0.129,-0.185,-0.843,-0.524,-1.325,0.04
2015-04-15,-1.868,-0.384,-0.531,0.139,-0.183,-0.909,-0.58,-1.33,0.042
2015-04-16,-1.793,-0.382,-0.526,0.133,-0.173,-0.845,-0.578,-1.26,0.045
2015-04-17,-1.529,-0.365,-0.44,0.142,-0.17,-0.696,-0.503,-1.083,0.057
2015-04-20,-1.597,-0.375,-0.463,0.134,-0.159,-0.734,-0.534,-1.117,0.054
2015-04-21,-1.643,-0.381,-0.491,0.119,-0.162,-0.728,-0.536,-1.157,0.05
2015-04-22,-1.716,-0.397,-0.52,0.08,-0.169,-0.71,-0.589,-1.155,0.028
2015-04-23,-1.725,-0.399,-0.521,0.084,-0.18,-0.709,-0.608,-1.148,0.031
2015-04-24,-1.745,-0.394,-0.514,0.095,-0.172,-0.76,-0.614,-1.148,0.017
2015-04-27,-1.78,-0.413,-0.519,0.094,-0.175,-0.767,-0.591,-1.196,0.007
2015-04-28,-1.925,-0.425,-0.503,0.075,-0.196,-0.876,-0.701,-1.21,-0.014
2015-04-29,-1.853,-0.43,-0.447,0.029,-0.207,-0.798,-0.677,-1.166,-0.01
2015-04-30,-1.698,-0.411,-0.367,-0.005,-0.209,-0.706,-0.599,-1.097,-0.002
2015-05-01,-1.76,-0.43,-0.381,-0.029,-0.195,-0.725,-0.649,-1.095,-0.016
2015-05-04,-1.818,-0.436,-0.396,-0.047,-0.201,-0.738,-0.66,-1.13,-0.028
2015-05-05,-1.675,-0.449,-0.341,-0.066,-0.207,-0.612,-0.605,-1.036,-0.034
2015-05-06,-1.686,-0.451,-0.313,-0.096,-0.207,-0.619,-0.604,-1.032,-0.05
2015-05-07,-1.537,-0.428,-0.29,-0.086,-0.186,-0.547,-0.568,-0.953,-0.016
2015-05-08,-1.966,-0.426,-0.382,-0.07,-0.191,-0.897,-0.733,-1.177,-0.056
2015-05-11,-2.04,-0.459,-0.392,-0.113,-0.201,-0.875,-0.719,-1.245,-0.076
2015-05-12,-1.936,-0.434,-0.353,-0.119,-0.218,-0.812,-0.706,-1.178,-0.052
2015-05-13,-2.099,-0.458,-0.364,-0.129,-0.229,-0.919,-0.778,-1.251,-0.07
2015-05-14,-2.139,-0.446,-0.384,-0.113,-0.232,-0.964,-0.832,-1.246,-0.061
2015-05-15,-2.181,-0.437,-0.393,-0.085,-0.23,-1.036,-0.823,-1.294,-0.064
2015-05-18,-2.308,-0.462,-0.413,-0.108,-0.237,-1.088,-0.859,-1.343,-0.106
2015-05-19,-2.236,-0.464,-0.445,-0.113,-0.23,-0.984,-0.799,-1.343,-0.094
2015-05-20,-2.232,-0.455,-0.454,-0.121,-0.226,-0.976,-0.761,-1.388,-0.083
2015-05-21,-2.301,-0.454,-0.464,-0.111,-0.226,-1.046,-0.803,-1.418,-0.08
2015-05-22,-2.291,-0.466,-0.463,-0.107,-0.214,-1.041,-0.765,-1.439,-0.087
2015-05-26,-1.961,-0.443,-0.418,-0.099,-0.193,-0.808,-0.599,-1.295,-0.067
2015-05-27,-2.08,-0.436,-0.458,-0.106,-0.228,-0.852,-0.668,-1.359,-0.053
2015-05-28,-2.082,-0.426,-0.443,-0.111,-0.231,-0.871,-0.672,-1.367,-0.043
2015-05-29,-1.945,-0.414,-0.392,-0.102,-0.225,-0.812,-0.637,-1.29,-0.018
2015-06-01,-1.904,-0.416,-0.4,-0.131,-0.236,-0.721,-0.634,-1.233,-0.037
2015-06-02,-1.95,-0.426,-0.374,-0.187,-0.258,-0.705,-0.684,-1.225,-0.041
2015-06-03,-1.959,-0.445,-0.371,-0.25,-0.259,-0.634,-0.716,-1.192,-0.051
2015-06-04,-1.788,-0.405,-0.329,-0.234,-0.253,-0.567,-0.625,-1.145,-0.018
2015-06-05,-1.788,-0.421,-0.302,-0.266,-0.244,-0.555,-0.644,-1.119,-0.025
2015-06-08,-1.684,-0.4,-0.263,-0.26,-0.237,-0.524,-0.599,-1.077,-0.008
2015-06-09,-1.644,-0.393,-0.228,-0.283,-0.245,-0.495,-0.631,-1.015,0.002
2015-06-10,-1.706,-0.38,-0.283,-0.276,-0.25,-0.517,-0.706,-0.996,-0.004
2015-06-11,-1.817,-0.363,-0.314,-0.244,-0.244,-0.652,-0.706,-1.116,0.005
2015-06-12,-1.682,-0.363,-0.281,-0.235,-0.231,-0.572,-0.654,-1.026,-0.002
2015-06-15,-1.438,-0.34,-0.234,-0.227,-0.222,-0.415,-0.568,-0.886,0.016
2015-06-16,-1.446,-0.308,-0.246,-0.211,-0.231,-0.45,-0.594,-0.886,0.034
2015-06-17,-1.538,-0.29,-0.241,-0.221,-0.232,-0.554,-0.658,-0.914,0.034
2015-06-18,-1.64,-0.307,-0.256,-0.214,-0.235,-0.628,-0.727,-0.919,0.006
2015-06-19,-1.559,-0.291,-0.261,-0.184,-0.235,-0.588,-0.658,-0.921,0.02
2015-06-22,-1.983,-0.341,-0.337,-0.245,-0.25,-0.81,-0.777,-1.192,-0.014
2015-06-23,-2.154,-0.349,-0.387,-0.249,-0.272,-0.897,-0.805,-1.323,-0.026
2015-06-24,-2.046,-0.335,-0.364,-0.236,-0.283,-0.828,-0.756,-1.27,-0.02
2015-06-25,-1.989,-0.336,-0.339,-0.246,-0.279,-0.789,-0.728,-1.237,-0.024
2015-06-26,-1.978,-0.359,-0.328,-0.269,-0.28,-0.742,-0.737,-1.212,-0.029
2015-06-29,-1.108,-0.267,-0.167,-0.199,-0.226,-0.249,-0.407,-0.726,0.025
2015-06-30,-1.135,-0.237,-0.161,-0.194,-0.219,-0.324,-0.424,-0.709,-0.002
2015-07-01,-1.453,-0.273,-0.208,-0.221,-0.236,-0.515,-0.556,-0.884,-0.013
2015-07-02,-1.43,-0.269,-0.211,-0.22,-0.218,-0.512,-0.516,-0.906,-0.008
2015-07-06,-1.108,-0.221,-0.113,-0.173,-0.205,-0.396,-0.419,-0.743,0.054
2015-07-07,-1.034,-0.191,-0.106,-0.141,-0.21,-0.386,-0.432,-0.669,0.067
2015-07-08,-0.607,-0.165,0.001,-0.111,-0.214,-0.118,-0.254,-0.458,0.105
2015-07-09,-0.878,-0.196,-0.066,-0.152,-0.226,-0.238,-0.312,-0.634,0.068
2015-07-10,-1.32,-0.252,-0.136,-0.229,-0.243,-0.46,-0.52,-0.835,0.035
2015-07-13,-1.762,-0.265,-0.223,-0.234,-0.252,-0.788,-0.669,-1.119,0.026
2015-07-14,-1.936,-0.261,-0.257,-0.222,-0.263,-0.933,-0.708,-1.26,0.032
2015-07-15,-2.024,-0.247,-0.266,-0.213,-0.255,-1.043,-0.704,-1.364,0.044
2015-07-16,-2.238,-0.264,-0.319,-0.216,-0.267,-1.172,-0.777,-1.496,0.035
2015-07-17,-2.3,-0.27,-0.325,-0.207,-0.255,-1.243,-0.8,-1.528,0.028
2015-07-20,-2.304,-0.277,-0.318,-0.22,-0.259,-1.23,-0.804,-1.526,0.026
2015-07-21,-2.317,-0.257,-0.305,-0.214,-0.27,-1.271,-0.793,-1.556,0.032
2015-07-22,-2.232,-0.238,-0.261,-0.207,-0.286,-1.24,-0.784,-1.489,0.041
2015-07-23,-2.15,-0.218,-0.232,-0.2,-0.282,-1.218,-0.733,-1.476,0.059
2015-07-24,-1.921,-0.195,-0.171,-0.182,-0.29,-1.083,-0.648,-1.35,0.077
2015-07-27,-1.607,-0.155,-0.086,-0.174,-0.286,-0.906,-0.549,-1.173,0.115
2015-07-28,-1.769,-0.158,-0.134,-0.181,-0.297,-0.999,-0.671,-1.209,0.111
2015-07-29,-1.959,-0.178,-0.164,-0.197,-0.315,-1.105,-0.754,-1.295,0.09
2015-07-30,-1.98,-0.184,-0.181,-0.177,-0.321,-1.117,-0.752,-1.315,0.087
2015-07-31,-1.956,-0.163,-0.184,-0.157,-0.303,-1.149,-0.703,-1.34,0.087
2015-08-03,-1.893,-0.146,-0.181,-0.151,-0.315,-1.1,-0.665,-1.345,0.117
2015-08-04,-1.928,-0.158,-0.167,-0.168,-0.333,-1.102,-0.672,-1.361,0.105
2015-08-05,-2.021,-0.165,-0.204,-0.209,-0.31,-1.133,-0.697,-1.401,0.077
2015-08-06,-1.871,-0.146,-0.165,-0.188,-0.288,-1.084,-0.594,-1.374,0.097
2015-08-07,-1.868,-0.115,-0.147,-0.16,-0.311,-1.135,-0.628,-1.35,0.11
2015-08-10,-2.022,-0.125,-0.193,-0.187,-0.304,-1.213,-0.709,-1.417,0.104
2015-08-11,-1.675,-0.092,-0.128,-0.161,-0.321,-0.973,-0.599,-1.207,0.131
2015-08-12,-1.318,-0.059,-0.043,-0.147,-0.322,-0.747,-0.579,-0.894,0.155
2015-08-13,-1.549,-0.088,-0.075,-0.163,-0.314,-0.909,-0.619,-1.068,0.138
2015-08-14,-1.689,-0.1,-0.071,-0.168,-0.307,-1.043,-0.679,-1.149,0.139
2015-08-17,-1.667,-0.086,-0.085,-0.153,-0.291,-1.052,-0.653,-1.167,0.153
2015-08-18,-1.617,-0.088,-0.07,-0.158,-0.3,-1.001,-0.626,-1.15,0.159
2015-08-19,-1.29,-0.038,0.01,-0.131,-0.269,-0.862,-0.5,-0.984,0.194
2015-08-20,-0.908,-0.015,0.12,-0.103,-0.277,-0.633,-0.297,-0.831,0.22
2015-08-21,-0.121,0.023,0.311,-0.079,-0.289,-0.087,0.103,-0.478,0.254
2015-08-24,1.483,0.11,0.61,-0.039,-0.275,1.077,0.732,0.398,0.353
2015-08-25,1.234,0.051,0.601,-0.081,-0.317,0.98,0.517,0.411,0.306
2015-08-26,0.715,0.052,0.504,-0.113,-0.373,0.645,0.187,0.224,0.304
2015-08-27,0.364,0.006,0.343,-0.136,-0.377,0.528,0.034,0.01,0.32
2015-08-28,0.167,-0.006,0.285,-0.138,-0.378,0.404,0.04,-0.188,0.315
2015-08-31,0.46,-0.004,0.321,-0.152,-0.359,0.654,0.172,-0.056,0.344
2015-09-01,1.158,0.022,0.508,-0.112,-0.364,1.104,0.402,0.364,0.392
2015-09-02,0.914,0.017,0.473,-0.129,-0.337,0.89,0.182,0.34,0.392
2015-09-03,0.714,0.01,0.412,-0.106,-0.32,0.718,0.162,0.164,0.388
2015-09-04,1.175,0.034,0.536,-0.073,-0.343,1.021,0.276,0.49,0.409
2015-09-08,0.841,0.014,0.471,-0.103,-0.345,0.804,0.089,0.343,0.409
2015-09-09,0.603,0.005,0.356,-0.126,-0.347,0.715,0.139,0.08,0.384
2015-09-10,0.745,0.012,0.406,-0.136,-0.32,0.783,0.078,0.276,0.391
2015-09-11,0.636,0.027,0.416,-0.124,-0.318,0.635,0.04,0.2,0.396
2015-09-14,0.739,0.025,0.455,-0.116,-0.317,0.692,0.074,0.264,0.401
2015-09-15,0.452,-0.006,0.404,-0.156,-0.362,0.572,-0.077,0.149,0.38
2015-09-16,0.252,-0.006,0.329,-0.162,-0.354,0.445,-0.13,0.006,0.376
2015-09-17,0.3,0.018,0.316,-0.139,-0.262,0.367,-0.036,-0.049,0.385
2015-09-18,0.447,0.035,0.412,-0.098,-0.291,0.389,0.018,0.041,0.388
2015-09-21,0.334,0.033,0.401,-0.116,-0.283,0.299,-0.062,-0.005,0.401
2015-09-22,0.793,0.1,0.495,-0.076,-0.291,0.565,0.089,0.272,0.432
2015-09-23,0.725,0.1,0.514,-0.084,-0.32,0.515,0.041,0.243,0.441
2015-09-24,1.098,0.164,0.608,-0.07,-0.3,0.696,0.149,0.475,0.474
2015-09-25,0.873,0.161,0.528,-0.094,-0.3,0.578,0.145,0.269,0.459
2015-09-28,1.228,0.244,0.664,-0.064,-0.317,0.701,0.347,0.418,0.463
2015-09-29,1.423,0.302,0.735,-0.055,-0.318,0.759,0.353,0.59,0.48
2015-09-30,0.955,0.31,0.529,-0.053,-0.296,0.465,0.222,0.346,0.387
2015-10-01,0.769,0.31,0.512,-0.046,-0.278,0.271,0.136,0.29,0.343
2015-10-02,0.648,0.334,0.463,-0.026,-0.269,0.146,0.051,0.248,0.349
2015-10-05,0.263,0.273,0.322,-0.057,-0.279,0.004,-0.08,0.041,0.302
2015-10-06,0.143,0.246,0.301,-0.057,-0.286,-0.061,-0.099,-0.057,0.299
2015-10-07,-0.158,0.195,0.247,-0.06,-0.315,-0.225,-0.218,-0.194,0.254
2015-10-08,-0.31,0.181,0.24,-0.068,-0.324,-0.339,-0.291,-0.267,0.248
2015-10-09,-0.516,0.15,0.196,-0.075,-0.324,-0.463,-0.339,-0.398,0.221
2015-10-12,-0.532,0.147,0.195,-0.062,-0.326,-0.486,-0.364,-0.397,0.229
2015-10-13,-0.364,0.166,0.255,-0.049,-0.325,-0.411,-0.303,-0.312,0.251
2015-10-14,-0.227,0.189,0.311,-0.014,-0.334,-0.379,-0.279,-0.207,0.259
2015-10-15,-0.434,0.17,0.218,-0.022,-0.332,-0.468,-0.374,-0.288,0.228
2015-10-16,-0.649,0.145,0.181,-0.034,-0.332,-0.609,-0.451,-0.395,0.197
2015-10-19,-0.591,0.139,0.189,-0.035,-0.326,-0.558,-0.44,-0.356,0.205
2015-10-20,-0.695,0.118,0.201,-0.061,-0.339,-0.614,-0.462,-0.431,0.198
2015-10-21,-0.69,0.129,0.193,-0.044,-0.335,-0.633,-0.424,-0.475,0.209
2015-10-22,-0.762,0.129,0.127,-0.03,-0.293,-0.695,-0.474,-0.495,0.207
2015-10-23,-0.839,0.086,0.025,-0.05,-0.292,-0.608,-0.483,-0.529,0.173
