,Date,content
1532,1980-08-12," I was just going to comment that we did have a footnote in that earlier study on the discount window, which sort of reviewed the conclusions that come from these other papers we have been doing The expectation is that those papers will be completed as soon as the staff gets through this other work that they are doing on the discount window "
