DATE,INDPRO_PC1
2014-10-01,3.21698
2014-11-01,3.71993
2014-12-01,3.25554
2015-01-01,3.17265
2015-02-01,1.78663
2015-03-01,0.53304
2015-04-01,-0.10503
2015-05-01,-0.89606
2015-06-01,-1.60396
2015-07-01,-1.22273
2015-08-01,-1.26684
2015-09-01,-1.92508
2015-10-01,-2.30367
2015-11-01,-3.72836
2015-12-01,-4.13779
2016-01-01,-2.85722
2016-02-01,-3.05380
2016-03-01,-3.54829
2016-04-01,-2.88011
2016-05-01,-2.54088
2016-06-01,-1.77665
2016-07-01,-2.10095
2016-08-01,-2.03663
2016-09-01,-1.66617
2016-10-01,-1.11134
2016-11-01,-0.61926
2016-12-01,0.80969
2017-01-01,0.08169
2017-02-01,0.41615
2017-03-01,1.90060
2017-04-01,2.71423
2017-05-01,2.94105
2017-06-01,2.66033
2017-07-01,2.35988
2017-08-01,1.96667
2017-09-01,1.96232
2017-10-01,3.30587
2017-11-01,4.05906
2017-12-01,3.50526
2018-01-01,3.13374
2018-02-01,3.89097
2018-03-01,3.78245
2018-04-01,3.78836
2018-05-01,2.82628
2018-06-01,3.42860
2018-07-01,3.93074
2018-08-01,5.26404
2018-09-01,5.40576
2018-10-01,4.05931
2018-11-01,4.06213
2018-12-01,3.76924
2019-01-01,3.62582
2019-02-01,2.73926
2019-03-01,2.26495
2019-04-01,0.70614
2019-05-01,1.75012
2019-06-01,1.09937
2019-07-01,0.51752
2019-08-01,0.36156
